county,precinct,office,district,party,candidate,votes,mail,provisional
Cache,COVE,Registered Voters,,,,329,,
Cache,COLLEGE YOUNG,Registered Voters,,,,535,,
Cache,HYDE PARK 01,Registered Voters,,,,1757,,
Cache,HYDE PARK 02,Registered Voters,,,,1415,,
Cache,HYRUM 01,Registered Voters,,,,895,,
Cache,HYRUM 02,Registered Voters,,,,462,,
Cache,HYRUM 03,Registered Voters,,,,1070,,
Cache,HYRUM 04,Registered Voters,,,,1167,,
Cache,HYRUM 05,Registered Voters,,,,1046,,
Cache,LEWISTON 01,Registered Voters,,,,609,,
Cache,LEWISTON 02,Registered Voters,,,,386,,
Cache,MENDON 01,Registered Voters,,,,146,,
Cache,MENDON 02,Registered Voters,,,,1382,,
Cache,MILLVILLE 17,Registered Voters,,,,143,,
Cache,MILLVILLE 25,Registered Voters,,,,1178,,
Cache,NEWTON,Registered Voters,,,,625,,
Cache,NIBLEY 01,Registered Voters,,,,1526,,
Cache,NIBLEY 03,Registered Voters,,,,1248,,
Cache,NIBLEY 17,Registered Voters,,,,913,,
Cache,NIBLEY 25,Registered Voters,,,,30,,
Cache,NORTH LOGAN 01,Registered Voters,,,,1239,,
Cache,NORTH LOGAN 02,Registered Voters,,,,814,,
Cache,NORTH LOGAN 03,Registered Voters,,,,839,,
Cache,NORTH LOGAN 04,Registered Voters,,,,1168,,
Cache,NORTH LOGAN 05,Registered Voters,,,,837,,
Cache,NORTH LOGAN 06,Registered Voters,,,,899,,
Cache,PARADISE,Registered Voters,,,,1149,,
Cache,PROVIDENCE 01,Registered Voters,,,,1005,,
Cache,PROVIDENCE 02,Registered Voters,,,,1142,,
Cache,PROVIDENCE 03,Registered Voters,,,,1000,,
Cache,PROVIDENCE 04,Registered Voters,,,,811,,
Cache,PROVIDENCE 05,Registered Voters,,,,825,,
Cache,RICHMOND 01,Registered Voters,,,,833,,
Cache,RICHMOND 02,Registered Voters,,,,798,,
Cache,RIVER HEIGHTS 01,Registered Voters,,,,515,,
Cache,RIVER HEIGHTS 02,Registered Voters,,,,780,,
Cache,SMITHFIELD 01,Registered Voters,,,,938,,
Cache,SMITHFIELD 02,Registered Voters,,,,928,,
Cache,SMITHFIELD 03,Registered Voters,,,,1089,,
Cache,SMITHFIELD 04,Registered Voters,,,,1118,,
Cache,SMITHFIELD 05,Registered Voters,,,,1101,,
Cache,SMITHFIELD 06,Registered Voters,,,,922,,
Cache,SMITHFIELD 07,Registered Voters,,,,1099,,
Cache,TRENTON,Registered Voters,,,,280,,
Cache,WELLSVILLE 01,Registered Voters,,,,548,,
Cache,WELLSVILLE 02,Registered Voters,,,,782,,
Cache,WELLSVILLE 03,Registered Voters,,,,594,,
Cache,WELLSVILLE 04,Registered Voters,,,,796,,
Cache,LOGAN 01,,,,,339,277,62
Cache,LOGAN 01-CSD,,,,,191,174,17
Cache,LOGAN 02,,,,,603,514,89
Cache,LOGAN 03,,,,,670,605,65
Cache,LOGAN 04,,,,,641,577,64
Cache,LOGAN 05,,,,,859,778,81
Cache,LOGAN 06,,,,,602,536,66
Cache,LOGAN 07,,,,,337,299,38
Cache,LOGAN 08,,,,,306,260,46
Cache,LOGAN 09,,,,,475,416,59
Cache,LOGAN 10,,,,,398,331,67
Cache,LOGAN 11,,,,,396,339,57
Cache,LOGAN 12,,,,,288,195,93
Cache,LOGAN 13,,,,,757,733,24
Cache,LOGAN 14,,,,,531,496,35
Cache,LOGAN 15,,,,,442,358,84
Cache,LOGAN 16,,,,,596,531,65
Cache,LOGAN 17,,,,,639,546,93
Cache,LOGAN 18,,,,,472,319,153
Cache,LOGAN 19,,,,,494,415,79
Cache,LOGAN 20,,,,,739,694,45
Cache,LOGAN 21,,,,,511,489,22
Cache,LOGAN 22,,,,,924,896,28
Cache,LOGAN 23,,,,,425,288,137
Cache,LOGAN 24,,,,,336,307,29
Cache,LOGAN 25,,,,,696,605,91
Cache,LOGAN 26,,,,,601,559,42
Cache,LOGAN 27-17C,,,,,3,3,0
Cache,LOGAN 27-CSD,,,,,125,118,7
Cache,LOGAN 27,,,,,707,605,102
Cache,LOGAN 28,,,,,267,200,67
Cache,LOGAN 29,,,,,850,824,26
Cache,LOGAN 29-CSD,,,,,4,3,1
Cache,LOGAN 30,,,,,1018,878,140
Cache,LOGAN 31,,,,,585,500,85
Cache,LOGAN 32,,,,,354,321,33
Cache,LOGAN 33,,,,,652,599,53
Cache,LOGAN 33-5,,,,,168,159,9
Cache,LOGAN 33-CSD,,,,,52,50,2
Cache,AMALGA,,,,,263,255,8
Cache,BENSON,,,,,382,359,23
Cache,CLARKSTON,,,,,407,396,11
Cache,CORNISH,,,,,147,140,7
Cache,COVE,,,,,317,302,15
Cache,COLLEGE YOUNG,,,,,488,465,23
Cache,HYDE PARK 01,,,,,1640,1578,62
Cache,HYDE PARK 02,,,,,1320,1264,56
Cache,HYRUM 01,,,,,821,767,54
Cache,HYRUM 02,,,,,427,404,23
Cache,HYRUM 03,,,,,1003,940,63
Cache,HYRUM 04,,,,,1066,1013,53
Cache,HYRUM 05,,,,,949,861,88
Cache,LEWISTON 01,,,,,548,523,25
Cache,LEWISTON 02,,,,,356,346,10
Cache,MENDON 01,,,,,134,126,8
Cache,MENDON 02,,,,,1283,1233,50
Cache,MILLVILLE 17,,,,,138,129,9
Cache,MILLVILLE 25,,,,,1079,1025,54
Cache,NEWTON,,,,,590,566,24
Cache,NIBLEY 01,,,,,1416,1306,110
Cache,NIBLEY 03,,,,,1136,1102,34
Cache,NIBLEY 17,,,,,823,779,44
Cache,NIBLEY 25,,,,,24,24,0
Cache,NORTH LOGAN 01,,,,,1162,999,163
Cache,NORTH LOGAN 02,,,,,746,701,45
Cache,NORTH LOGAN 03,,,,,782,744,38
Cache,NORTH LOGAN 04,,,,,1098,1049,49
Cache,NORTH LOGAN 05,,,,,781,755,26
Cache,NORTH LOGAN 06,,,,,849,816,33
Cache,PARADISE,,,,,1076,1010,66
Cache,PROVIDENCE 01,,,,,922,893,29
Cache,PROVIDENCE 02,,,,,1070,1023,47
Cache,PROVIDENCE 03,,,,,967,900,67
Cache,PROVIDENCE 04,,,,,767,717,50
Cache,PROVIDENCE 05,,,,,779,736,43
Cache,RICHMOND 01,,,,,753,713,40
Cache,RICHMOND 02,,,,,749,718,31
Cache,RIVER HEIGHTS 01,,,,,469,451,18
Cache,RIVER HEIGHTS 02,,,,,723,694,29
Cache,SMITHFIELD 01,,,,,878,829,49
Cache,SMITHFIELD 02,,,,,840,803,37
Cache,SMITHFIELD 03,,,,,1026,955,71
Cache,SMITHFIELD 04,,,,,1026,967,59
Cache,SMITHFIELD 05,,,,,1016,925,91
Cache,SMITHFIELD 06,,,,,825,766,59
Cache,SMITHFIELD 07,,,,,995,949,46
Cache,TRENTON,,,,,255,239,16
Cache,WELLSVILLE 01,,,,,521,490,31
Cache,WELLSVILLE 02,,,,,735,697,38
Cache,WELLSVILLE 03,,,,,538,499,39
Cache,WELLSVILLE 04,,,,,747,701,46
Cache,AMALGA,Ballots Cast - Blank,,,,0,,
Cache,AMALGA,President,,,"BROCK PIERCE, KARLA BALLARD",0,,
Cache,AMALGA,President,,,"KANYE WEST, MICHELLE TIDBALL",1,,
Cache,AMALGA,President,,DEM,JOSEPH R. BIDEN,43,,
Cache,AMALGA,President,,CON,DON BLANKENSHIP,4,,
Cache,AMALGA,President,,LBT,JO JORGENSEN,3,,
Cache,AMALGA,President,,,"JOE MCHUGH, ELIZABETH STORM",0,,
Cache,AMALGA,President,,GRN,HOWIE HAWKINS,0,,
Cache,AMALGA,President,,,GLORIA LA RIVA,0,,
Cache,AMALGA,President,,REP,DONALD J. TRUMP,210,,
Cache,AMALGA,President,,,Write-In Totals,1,,
Cache,AMALGA,President,,,Write-In: Not Certified,1,,
Cache,AMALGA,President,,,Write-In: Brian Carroll,0,,
Cache,AMALGA,President,,,Write-In: Tom Hoefling,0,,
Cache,AMALGA,President,,,Write-In: Jade,0,,
Cache,AMALGA,President,,,Not Assigned,0,,
Cache,AMALGA,U.S. House,1,DEM,DARREN PARRY,41,,
Cache,AMALGA,U.S. House,1,REP,BLAKE DAVID MOORE,202,,
Cache,AMALGA,U.S. House,1,,Write-In Totals,0,,
Cache,AMALGA,U.S. House,1,,Write-In: Not Certified,0,,
Cache,AMALGA,U.S. House,1,,Write-In: Taylor Lee,0,,
Cache,AMALGA,U.S. House,1,,Write-In: Mikal Smith,0,,
Cache,AMALGA,U.S. House,1,,Not Assigned,0,,
Cache,AMALGA,Governor,,DEM,CHRIS PETERSON,34,,
Cache,AMALGA,Governor,,IAP,IAP GREG DUERDEN,10,,
Cache,AMALGA,Governor,,REP,SPENCER J. COX,193,,
Cache,AMALGA,Governor,,LBT,DANIEL RHEAD COTTAM,5,,
Cache,AMALGA,Governor,,,Write-In Totals,16,,
Cache,AMALGA,Governor,,,Write-In: Madeline Kazantzis/Ed,16,,
Cache,AMALGA,Governor,,,Write-In: Not Certified,0,,
Cache,AMALGA,Governor,,,Not Assigned,0,,
Cache,AMALGA,Attorney General,,LBT,RUDY J. BAUTISTA,8,,
Cache,AMALGA,Attorney General,,DEM,GREG SKORDAS,45,,
Cache,AMALGA,Attorney General,,REP,SEAN D. REYES,199,,
Cache,AMALGA,State Auditor,,REP,JOHN 'FRUGAL' DOUGALL,189,,
Cache,AMALGA,State Auditor,,CON,JEFFREY L. OSTLER,37,,
Cache,AMALGA,State Auditor,,UUP,BRIAN L. FABBI,19,,
Cache,AMALGA,State Treasurer,,CON,RICHARD PROCTOR,27,,
Cache,AMALGA,State Treasurer,,REP,DAVID DAMSCHEN,194,,
Cache,AMALGA,State Treasurer,,LBT,JOSEPH SPECIALE,19,,
Cache,AMALGA,State Senate,25,REP,CHRIS H WILSON,216,,
Cache,AMALGA,State Senate,25,DEM,NANCY HUNTLY,36,,
Cache,AMALGA,State House,3,REP,MIKE PETERSEN,209,,
Cache,AMALGA,State House,3,DEM,HOLLY A. GUNTHER,44,,
Cache,AMALGA,County Assessor,,REP,KATHLEEN C. HOWELL,236,,
Cache,AMALGA,County Council North,,REP,DAVID ERICKSON,210,,
Cache,AMALGA,County Council North,,DEM,MARILYN MECHAM,42,,
Cache,AMALGA,County Recorder,,REP,DEVRON ANDERSEN,231,,
Cache,AMALGA,County Treasurer,,REP,CRAIG MCALLISTER,231,,
Cache,AMALGA,Cache Water Dist Bd At-Large,,,REGAN WHEELER,119,,
Cache,AMALGA,Cache Water Dist Bd At-Large,,,BRETT ROPER,118,,
Cache,AMALGA,Cache Water Dist Bd At-Large,,,JARED L CLAWSON,108,,
Cache,AMALGA,Cache Water Dist Bd North,,,MAX PIERCE,215,,
Cache,AMALGA,John A. Pearce Judicial Retention,,,YES,201,,
Cache,AMALGA,John A. Pearce Judicial Retention,,,NO,34,,
Cache,AMALGA,David N. Mortensen Judicial Retention,,,YES,191,,
Cache,AMALGA,David N. Mortensen Judicial Retention,,,NO,34,,
Cache,AMALGA,Diana Hagen Judicial Retention,,,YES,190,,
Cache,AMALGA,Diana Hagen Judicial Retention,,,NO,34,,
Cache,AMALGA,Gregory Keith Orme Judicial Retention,,,YES,185,,
Cache,AMALGA,Gregory Keith Orme Judicial Retention,,,NO,37,,
Cache,AMALGA,Jill M. Pohlman Judicial Retention,,,YES,187,,
Cache,AMALGA,Jill M. Pohlman Judicial Retention,,,NO,37,,
Cache,AMALGA,Michele M. Christiansen Forster Judicial Retention,,,YES,187,,
Cache,AMALGA,Michele M. Christiansen Forster Judicial Retention,,,NO,38,,
Cache,AMALGA,Ryan M. Harris Judicial Retention,,,YES,182,,
Cache,AMALGA,Ryan M. Harris Judicial Retention,,,NO,43,,
Cache,AMALGA,Kirk M. Morgan Judicial Retention,,,YES,192,,
Cache,AMALGA,Kirk M. Morgan Judicial Retention,,,NO,32,,
Cache,AMALGA,Matthew C. Funk Judicial Retention,,,YES,186,,
Cache,AMALGA,Matthew C. Funk Judicial Retention,,,NO,39,,
Cache,AMALGA,Constitutional Amendment A,,,FOR,89,,
Cache,AMALGA,Constitutional Amendment A,,,AGAINST,166,,
Cache,AMALGA,Constitutional Amendment B,,,FOR,195,,
Cache,AMALGA,Constitutional Amendment B,,,AGAINST,55,,
Cache,AMALGA,Constitutional Amendment C,,,FOR,178,,
Cache,AMALGA,Constitutional Amendment C,,,AGAINST,73,,
Cache,AMALGA,Constitutional Amendment D,,,FOR,124,,
Cache,AMALGA,Constitutional Amendment D,,,AGAINST,122,,
Cache,AMALGA,Constitutional Amendment E,,,FOR,215,,
Cache,AMALGA,Constitutional Amendment E,,,AGAINST,37,,
Cache,AMALGA,Constitutional Amendment F,,,FOR,143,,
Cache,AMALGA,Constitutional Amendment F,,,AGAINST,92,,
Cache,AMALGA,Constitutional Amendment G,,,FOR,98,,
Cache,AMALGA,Constitutional Amendment G,,,AGAINST,153,,
Cache,BENSON,Ballots Cast - Blank,,,,0,,
Cache,BENSON,President,,,"BROCK PIERCE, KARLA BALLARD",0,,
Cache,BENSON,President,,,"KANYE WEST, MICHELLE TIDBALL",0,,
Cache,BENSON,President,,DEM,JOSEPH R. BIDEN,61,,
Cache,BENSON,President,,CON,DON BLANKENSHIP,1,,
Cache,BENSON,President,,LBT,JO JORGENSEN,7,,
Cache,BENSON,President,,,"JOE MCHUGH, ELIZABETH STORM",0,,
Cache,BENSON,President,,GRN,HOWIE HAWKINS,0,,
Cache,BENSON,President,,,GLORIA LA RIVA,0,,
Cache,BENSON,President,,REP,DONALD J. TRUMP,304,,
Cache,BENSON,President,,,Write-In Totals,4,,
Cache,BENSON,President,,,Write-In: Not Certified,4,,
Cache,BENSON,President,,,Write-In: Brian Carroll,0,,
Cache,BENSON,President,,,Write-In: Tom Hoefling,0,,
Cache,BENSON,President,,,Write-In: Jade,0,,
Cache,BENSON,President,,,Not Assigned,0,,
Cache,BENSON,U.S. House,1,DEM,DARREN PARRY,62,,
Cache,BENSON,U.S. House,1,REP,BLAKE DAVID MOORE,291,,
Cache,BENSON,U.S. House,1,,Write-In Totals,0,,
Cache,BENSON,U.S. House,1,,Write-In: Not Certified,0,,
Cache,BENSON,U.S. House,1,,Write-In: Taylor Lee,0,,
Cache,BENSON,U.S. House,1,,Write-In: Mikal Smith,0,,
Cache,BENSON,U.S. House,1,,Not Assigned,0,,
Cache,BENSON,Governor,,DEM,CHRIS PETERSON,53,,
Cache,BENSON,Governor,,IAP,IAP GREG DUERDEN,15,,
Cache,BENSON,Governor,,REP,SPENCER J. COX,264,,
Cache,BENSON,Governor,,LBT,DANIEL RHEAD COTTAM,10,,
Cache,BENSON,Governor,,,Write-In Totals,32,,
Cache,BENSON,Governor,,,Write-In: Madeline Kazantzis/Ed,23,,
Cache,BENSON,Governor,,,Write-In: Not Certified,9,,
Cache,BENSON,Governor,,,Not Assigned,0,,
Cache,BENSON,Attorney General,,LBT,RUDY J. BAUTISTA,20,,
Cache,BENSON,Attorney General,,DEM,GREG SKORDAS,66,,
Cache,BENSON,Attorney General,,REP,SEAN D. REYES,276,,
Cache,BENSON,State Auditor,,REP,JOHN 'FRUGAL' DOUGALL,300,,
Cache,BENSON,State Auditor,,CON,JEFFREY L. OSTLER,21,,
Cache,BENSON,State Auditor,,UUP,BRIAN L. FABBI,14,,
Cache,BENSON,State Treasurer,,CON,RICHARD PROCTOR,26,,
Cache,BENSON,State Treasurer,,REP,DAVID DAMSCHEN,294,,
Cache,BENSON,State Treasurer,,LBT,JOSEPH SPECIALE,17,,
Cache,BENSON,State Senate,25,REP,CHRIS H WILSON,308,,
Cache,BENSON,State Senate,25,DEM,NANCY HUNTLY,52,,
Cache,BENSON,State House,3,REP,MIKE PETERSEN,309,,
Cache,BENSON,State House,3,DEM,HOLLY A. GUNTHER,60,,
Cache,BENSON,County Assessor,,REP,KATHLEEN C. HOWELL,337,,
Cache,BENSON,County Council North,,REP,DAVID ERICKSON,310,,
Cache,BENSON,County Council North,,DEM,MARILYN MECHAM,50,,
Cache,BENSON,County Recorder,,REP,DEVRON ANDERSEN,327,,
Cache,BENSON,County Treasurer,,REP,CRAIG MCALLISTER,329,,
Cache,BENSON,Cache Water Dist Bd At-Large,,,REGAN WHEELER,162,,
Cache,BENSON,Cache Water Dist Bd At-Large,,,BRETT ROPER,150,,
Cache,BENSON,Cache Water Dist Bd At-Large,,,JARED L CLAWSON,157,,
Cache,BENSON,Cache Water Dist Bd North,,,MAX PIERCE,318,,
Cache,BENSON,John A. Pearce Judicial Retention,,,YES,296,,
Cache,BENSON,John A. Pearce Judicial Retention,,,NO,35,,
Cache,BENSON,David N. Mortensen Judicial Retention,,,YES,290,,
Cache,BENSON,David N. Mortensen Judicial Retention,,,NO,39,,
Cache,BENSON,Diana Hagen Judicial Retention,,,YES,290,,
Cache,BENSON,Diana Hagen Judicial Retention,,,NO,39,,
Cache,BENSON,Gregory Keith Orme Judicial Retention,,,YES,286,,
Cache,BENSON,Gregory Keith Orme Judicial Retention,,,NO,41,,
Cache,BENSON,Jill M. Pohlman Judicial Retention,,,YES,290,,
Cache,BENSON,Jill M. Pohlman Judicial Retention,,,NO,39,,
Cache,BENSON,Michele M. Christiansen Forster Judicial Retention,,,YES,295,,
Cache,BENSON,Michele M. Christiansen Forster Judicial Retention,,,NO,36,,
Cache,BENSON,Ryan M. Harris Judicial Retention,,,YES,279,,
Cache,BENSON,Ryan M. Harris Judicial Retention,,,NO,52,,
Cache,BENSON,Kirk M. Morgan Judicial Retention,,,YES,301,,
Cache,BENSON,Kirk M. Morgan Judicial Retention,,,NO,31,,
Cache,BENSON,Matthew C. Funk Judicial Retention,,,YES,290,,
Cache,BENSON,Matthew C. Funk Judicial Retention,,,NO,44,,
Cache,BENSON,Constitutional Amendment A,,,FOR,139,,
Cache,BENSON,Constitutional Amendment A,,,AGAINST,231,,
Cache,BENSON,Constitutional Amendment B,,,FOR,272,,
Cache,BENSON,Constitutional Amendment B,,,AGAINST,89,,
Cache,BENSON,Constitutional Amendment C,,,FOR,261,,
Cache,BENSON,Constitutional Amendment C,,,AGAINST,102,,
Cache,BENSON,Constitutional Amendment D,,,FOR,176,,
Cache,BENSON,Constitutional Amendment D,,,AGAINST,175,,
Cache,BENSON,Constitutional Amendment E,,,FOR,313,,
Cache,BENSON,Constitutional Amendment E,,,AGAINST,58,,
Cache,BENSON,Constitutional Amendment F,,,FOR,221,,
Cache,BENSON,Constitutional Amendment F,,,AGAINST,128,,
Cache,BENSON,Constitutional Amendment G,,,FOR,145,,
Cache,BENSON,Constitutional Amendment G,,,AGAINST,219,,
Cache,CLARKSTON,Ballots Cast - Blank,,,,0,,
Cache,CLARKSTON,President,,,"BROCK PIERCE, KARLA BALLARD",1,,
Cache,CLARKSTON,President,,,"KANYE WEST, MICHELLE TIDBALL",1,,
Cache,CLARKSTON,President,,DEM,JOSEPH R. BIDEN,45,,
Cache,CLARKSTON,President,,CON,DON BLANKENSHIP,2,,
Cache,CLARKSTON,President,,LBT,JO JORGENSEN,16,,
Cache,CLARKSTON,President,,,"JOE MCHUGH, ELIZABETH STORM",0,,
Cache,CLARKSTON,President,,GRN,HOWIE HAWKINS,0,,
Cache,CLARKSTON,President,,,GLORIA LA RIVA,0,,
Cache,CLARKSTON,President,,REP,DONALD J. TRUMP,337,,
Cache,CLARKSTON,President,,,Write-In Totals,3,,
Cache,CLARKSTON,President,,,Write-In: Not Certified,3,,
Cache,CLARKSTON,President,,,Write-In: Brian Carroll,0,,
Cache,CLARKSTON,President,,,Write-In: Tom Hoefling,0,,
Cache,CLARKSTON,President,,,Write-In: Jade,0,,
Cache,CLARKSTON,President,,,Not Assigned,0,,
Cache,CLARKSTON,U.S. House,1,DEM,DARREN PARRY,54,,
Cache,CLARKSTON,U.S. House,1,REP,BLAKE DAVID MOORE,323,,
Cache,CLARKSTON,U.S. House,1,,Write-In Totals,1,,
Cache,CLARKSTON,U.S. House,1,,Write-In: Not Certified,1,,
Cache,CLARKSTON,U.S. House,1,,Write-In: Taylor Lee,0,,
Cache,CLARKSTON,U.S. House,1,,Write-In: Mikal Smith,0,,
Cache,CLARKSTON,U.S. House,1,,Not Assigned,0,,
Cache,CLARKSTON,Governor,,DEM,CHRIS PETERSON,35,,
Cache,CLARKSTON,Governor,,IAP,IAP GREG DUERDEN,5,,
Cache,CLARKSTON,Governor,,REP,SPENCER J. COX,334,,
Cache,CLARKSTON,Governor,,LBT,DANIEL RHEAD COTTAM,10,,
Cache,CLARKSTON,Governor,,,Write-In Totals,16,,
Cache,CLARKSTON,Governor,,,Write-In: Madeline Kazantzis/Ed,12,,
Cache,CLARKSTON,Governor,,,Write-In: Not Certified,4,,
Cache,CLARKSTON,Governor,,,Not Assigned,0,,
Cache,CLARKSTON,Attorney General,,LBT,RUDY J. BAUTISTA,15,,
Cache,CLARKSTON,Attorney General,,DEM,GREG SKORDAS,51,,
Cache,CLARKSTON,Attorney General,,REP,SEAN D. REYES,329,,
Cache,CLARKSTON,State Auditor,,REP,JOHN 'FRUGAL' DOUGALL,331,,
Cache,CLARKSTON,State Auditor,,CON,JEFFREY L. OSTLER,32,,
Cache,CLARKSTON,State Auditor,,UUP,BRIAN L. FABBI,13,,
Cache,CLARKSTON,State Treasurer,,CON,RICHARD PROCTOR,27,,
Cache,CLARKSTON,State Treasurer,,REP,DAVID DAMSCHEN,325,,
Cache,CLARKSTON,State Treasurer,,LBT,JOSEPH SPECIALE,25,,
Cache,CLARKSTON,State Senate,25,REP,CHRIS H WILSON,348,,
Cache,CLARKSTON,State Senate,25,DEM,NANCY HUNTLY,43,,
Cache,CLARKSTON,State House,1,CON,SHERRY PHIPPS,19,,
Cache,CLARKSTON,State House,1,REP,JOEL FERRY,331,,
Cache,CLARKSTON,State House,1,DEM,AMBER HARDY,33,,
Cache,CLARKSTON,County Assessor,,REP,KATHLEEN C. HOWELL,360,,
Cache,CLARKSTON,County Council North,,REP,DAVID ERICKSON,344,,
Cache,CLARKSTON,County Council North,,DEM,MARILYN MECHAM,51,,
Cache,CLARKSTON,County Recorder,,REP,DEVRON ANDERSEN,360,,
Cache,CLARKSTON,County Treasurer,,REP,CRAIG MCALLISTER,358,,
Cache,CLARKSTON,Cache Water Dist Bd At-Large,,,REGAN WHEELER,178,,
Cache,CLARKSTON,Cache Water Dist Bd At-Large,,,BRETT ROPER,179,,
Cache,CLARKSTON,Cache Water Dist Bd At-Large,,,JARED L CLAWSON,139,,
Cache,CLARKSTON,Cache Water Dist Bd North,,,MAX PIERCE,323,,
Cache,CLARKSTON,John A. Pearce Judicial Retention,,,YES,307,,
Cache,CLARKSTON,John A. Pearce Judicial Retention,,,NO,32,,
Cache,CLARKSTON,David N. Mortensen Judicial Retention,,,YES,303,,
Cache,CLARKSTON,David N. Mortensen Judicial Retention,,,NO,31,,
Cache,CLARKSTON,Diana Hagen Judicial Retention,,,YES,303,,
Cache,CLARKSTON,Diana Hagen Judicial Retention,,,NO,33,,
Cache,CLARKSTON,Gregory Keith Orme Judicial Retention,,,YES,293,,
Cache,CLARKSTON,Gregory Keith Orme Judicial Retention,,,NO,39,,
Cache,CLARKSTON,Jill M. Pohlman Judicial Retention,,,YES,301,,
Cache,CLARKSTON,Jill M. Pohlman Judicial Retention,,,NO,32,,
Cache,CLARKSTON,Michele M. Christiansen Forster Judicial Retention,,,YES,305,,
Cache,CLARKSTON,Michele M. Christiansen Forster Judicial Retention,,,NO,28,,
Cache,CLARKSTON,Ryan M. Harris Judicial Retention,,,YES,294,,
Cache,CLARKSTON,Ryan M. Harris Judicial Retention,,,NO,38,,
Cache,CLARKSTON,Kirk M. Morgan Judicial Retention,,,YES,298,,
Cache,CLARKSTON,Kirk M. Morgan Judicial Retention,,,NO,32,,
Cache,CLARKSTON,Matthew C. Funk Judicial Retention,,,YES,293,,
Cache,CLARKSTON,Matthew C. Funk Judicial Retention,,,NO,40,,
Cache,CLARKSTON,Constitutional Amendment A,,,FOR,142,,
Cache,CLARKSTON,Constitutional Amendment A,,,AGAINST,244,,
Cache,CLARKSTON,Constitutional Amendment B,,,FOR,304,,
Cache,CLARKSTON,Constitutional Amendment B,,,AGAINST,67,,
Cache,CLARKSTON,Constitutional Amendment C,,,FOR,265,,
Cache,CLARKSTON,Constitutional Amendment C,,,AGAINST,115,,
Cache,CLARKSTON,Constitutional Amendment D,,,FOR,193,,
Cache,CLARKSTON,Constitutional Amendment D,,,AGAINST,171,,
Cache,CLARKSTON,Constitutional Amendment E,,,FOR,344,,
Cache,CLARKSTON,Constitutional Amendment E,,,AGAINST,39,,
Cache,CLARKSTON,Constitutional Amendment F,,,FOR,223,,
Cache,CLARKSTON,Constitutional Amendment F,,,AGAINST,131,,
Cache,CLARKSTON,Constitutional Amendment G,,,FOR,159,,
Cache,CLARKSTON,Constitutional Amendment G,,,AGAINST,217,,
Cache,CORNISH,Ballots Cast - Blank,,,,0,,
Cache,CORNISH,President,,,"BROCK PIERCE, KARLA BALLARD",1,,
Cache,CORNISH,President,,,"KANYE WEST, MICHELLE TIDBALL",2,,
Cache,CORNISH,President,,DEM,JOSEPH R. BIDEN,16,,
Cache,CORNISH,President,,CON,DON BLANKENSHIP,1,,
Cache,CORNISH,President,,LBT,JO JORGENSEN,0,,
Cache,CORNISH,President,,,"JOE MCHUGH, ELIZABETH STORM",0,,
Cache,CORNISH,President,,GRN,HOWIE HAWKINS,0,,
Cache,CORNISH,President,,,GLORIA LA RIVA,0,,
Cache,CORNISH,President,,REP,DONALD J. TRUMP,123,,
