county,precinct,office,district,candidate,party,election_day,absentee,mail,votes
Box Elder,Brigham City 05,UTAH STATE SCHOOL BOARD OF EDUCATION,,D. ALAN SHAKESPEAR,NP,92,62,10,164
Box Elder,Brigham City 05,UTAH STATE SCHOOL BOARD OF EDUCATION,,TAMI W. PYFER,NP,73,27,4,104
Box Elder,Brigham City 05,UTAH STATE SCHOOL BOARD OF EDUCATION,,Write-in 30,NP,2,0,0,2
Box Elder,Brigham City 05,BOX ELDER COUNTY COMMISSION SEAT C,,Registered Voters,NP,503,,,
Box Elder,Brigham City 05,BOX ELDER COUNTY COMMISSION SEAT C,,STAN SUMMERS,REP,186,91,14,291
Box Elder,Brigham City 05,BOX ELDER COUNTY COMMISSION SEAT C,,Write-in 20,NP,2,0,2,4
Box Elder,Brigham City 05,Judge KEVIN K. ALLEN,,Registered Voters,NP,503,,,
Box Elder,Brigham City 05,Judge KEVIN K. ALLEN,,YES,NP,161,80,9,250
Box Elder,Brigham City 05,Judge KEVIN K. ALLEN,,NO,NP,22,9,5,36
Box Elder,Brigham City 05,Judge JEFFREY R. BURBANK,,Registered Voters,NP,503,,,
Box Elder,Brigham City 05,Judge JEFFREY R. BURBANK,,YES,NP,170,79,8,257
Box Elder,Brigham City 05,Judge JEFFREY R. BURBANK,,NO,NP,15,10,6,31
Box Elder,Brigham City 05,BOX ELDER COUNTY SCHOOL BOARD DIST 5,,Registered Voters,NP,503,,,
Box Elder,Brigham City 05,BOX ELDER COUNTY SCHOOL BOARD DIST 5,,NANCY S. KENNEDY,NP,135,67,8,210
Box Elder,Brigham City 05,BOX ELDER COUNTY SCHOOL BOARD DIST 5,,STEVE BROOKS,NP,47,20,4,71
Box Elder,Brigham City 05,BOX ELDER COUNTY SCHOOL BOARD DIST 5,,Write-in 30,NP,1,0,0,1
Box Elder,Brigham City 05,Constitutional Amendment A,,Registered Voters,NP,503,,,
Box Elder,Brigham City 05,Constitutional Amendment A,,FOR,NP,93,45,9,147
Box Elder,Brigham City 05,Constitutional Amendment A,,AGAINST,NP,89,45,7,141
Box Elder,Brigham City 05,Constitutional Amendment B,,Registered Voters,NP,503,,,
Box Elder,Brigham City 05,Constitutional Amendment B,,FOR,NP,135,61,13,209
Box Elder,Brigham City 05,Constitutional Amendment B,,AGAINST,NP,60,35,4,99
Box Elder,Brigham City 06,STRAIGHT PARTY,,Registered Voters,NP,707,,,
Box Elder,Brigham City 06,STRAIGHT PARTY,,CONSTITUTION,CON,0,0,0,0
Box Elder,Brigham City 06,STRAIGHT PARTY,,LIBERTARIAN,LIB,1,0,0,1
Box Elder,Brigham City 06,STRAIGHT PARTY,,DEMOCRATIC,DEM,7,5,2,14
Box Elder,Brigham City 06,STRAIGHT PARTY,,REPUBLICAN,REP,83,68,7,158
Box Elder,Brigham City 06,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0
Box Elder,Brigham City 06,STRAIGHT PARTY,,GREEN,GRN,0,0,0,0
Box Elder,Brigham City 06,U.S. PRESIDENT,,Registered Voters,NP,707,,,
Box Elder,Brigham City 06,U.S. PRESIDENT,,JILL STEIN,GRN,0,0,0,0
Box Elder,Brigham City 06,U.S. PRESIDENT,,GLORIA LA RIVA,PSL,1,0,0,1
Box Elder,Brigham City 06,U.S. PRESIDENT,,MITT ROMNEY,REP,290,180,27,497
Box Elder,Brigham City 06,U.S. PRESIDENT,,BARACK OBAMA,DEM,28,10,3,41
Box Elder,Brigham City 06,U.S. PRESIDENT,,GARY JOHNSON,LIB,2,0,0,2
Box Elder,Brigham City 06,U.S. PRESIDENT,,VIRGIL GOODE,CON,0,0,0,0
Box Elder,Brigham City 06,U.S. PRESIDENT,,"ROSS C. \ROCKY\"" ANDE""",JUS,1,0,0,1
Box Elder,Brigham City 06,U.S. PRESIDENT,,ROSEANNE BARR,NP,0,0,0,0
Box Elder,Brigham City 06,U.S. PRESIDENT,,STEPHEN DURHAM,NP,0,0,0,0
Box Elder,Brigham City 06,U.S. PRESIDENT,,JILL REED,NP,0,0,0,0
Box Elder,Brigham City 06,U.S. PRESIDENT,,ANDRE BARNETT,NP,0,0,0,0
Box Elder,Brigham City 06,U.S. PRESIDENT,,WILL CHRISTENSEN,NP,0,0,0,0
Box Elder,Brigham City 06,U.S. PRESIDENT,,JUSTIN MEYERS,NP,0,0,0,0
Box Elder,Brigham City 06,U.S. PRESIDENT,,SHEILA SAM TITTLE,NP,0,0,0,0
Box Elder,Brigham City 06,U.S. PRESIDENT,,ERIN KENT MAGEE,NP,0,0,0,0
Box Elder,Brigham City 06,U.S. PRESIDENT,,DEAN MORSTAD,NP,0,0,0,0
Box Elder,Brigham City 06,U.S. PRESIDENT,,NELSON MORSTAD,NP,0,0,0,0
Box Elder,Brigham City 06,U.S. PRESIDENT,,DARRELL HYKES,NP,0,0,0,0
Box Elder,Brigham City 06,U.S. PRESIDENT,,Write-in 80,NP,0,0,0,0
Box Elder,Brigham City 06,U. S. SENATE,,Registered Voters,NP,707,,,
Box Elder,Brigham City 06,U. S. SENATE,,SHAUN LYNN McCAUSLAN,CON,9,1,0,10
Box Elder,Brigham City 06,U. S. SENATE,,SCOTT HOWELL,DEM,40,28,5,73
Box Elder,Brigham City 06,U. S. SENATE,,ORRIN G. HATCH,REP,266,154,25,445
Box Elder,Brigham City 06,U. S. SENATE,,DANIEL GEERY,JUS,2,1,0,3
Box Elder,Brigham City 06,U. S. SENATE,,BILL BARRON,UNA,2,0,0,2
Box Elder,Brigham City 06,U. S. SENATE,,JoANN S. SECRIST,NP,0,0,0,0
Box Elder,Brigham City 06,U. S. SENATE,,Write-in 60,NP,1,0,0,1
Box Elder,Brigham City 06,U. S. HOUSE OF REPRESENTATIVE,,Registered Voters,NP,707,,,
Box Elder,Brigham City 06,U. S. HOUSE OF REPRESENTATIVE,,SHERRY PHIPPS,CON,10,2,1,13
Box Elder,Brigham City 06,U. S. HOUSE OF REPRESENTATIVE,,DONNA M. McALEER,DEM,34,22,2,58
Box Elder,Brigham City 06,U. S. HOUSE OF REPRESENTATIVE,,ROB BISHOP,REP,272,160,27,459
Box Elder,Brigham City 06,U. S. HOUSE OF REPRESENTATIVE,,Write-in 40,NP,1,0,0,1
Box Elder,Brigham City 06,GOVERNOR,,Registered Voters,NP,707,,,
Box Elder,Brigham City 06,GOVERNOR,,PETER S COOKE,DEM,36,25,3,64
Box Elder,Brigham City 06,GOVERNOR,,KEN LARSEN,LIB,4,2,0,6
Box Elder,Brigham City 06,GOVERNOR,,KIRK D PEARSON,CON,3,2,0,5
Box Elder,Brigham City 06,GOVERNOR,,GARY R. HERBERT,REP,278,160,27,465
Box Elder,Brigham City 06,GOVERNOR,,DAVID J CANNON,NP,0,0,0,0
Box Elder,Brigham City 06,GOVERNOR,,DENNIS C. OWEN,NP,0,0,0,0
Box Elder,Brigham City 06,GOVERNOR,,Write-in 50,NP,0,0,0,0
Box Elder,Brigham City 06,ATTY GENERAL,,Registered Voters,NP,707,,,
Box Elder,Brigham City 06,ATTY GENERAL,,DEE W. SMITH,DEM,51,37,8,96
Box Elder,Brigham City 06,ATTY GENERAL,,JOHN SWALLOW,REP,247,150,22,419
Box Elder,Brigham City 06,ATTY GENERAL,,W. ANDREW McCULLOUGH,LIB,14,1,0,15
Box Elder,Brigham City 06,ATTY GENERAL,,Write-in 40,NP,0,0,0,0
Box Elder,Brigham City 06,STATE AUDITOR,,Registered Voters,NP,707,,,
Box Elder,Brigham City 06,STATE AUDITOR,,MARK SAGE,DEM,46,30,3,79
Box Elder,Brigham City 06,STATE AUDITOR,,JOHN DOUGALL,REP,242,151,27,420
Box Elder,Brigham City 06,STATE AUDITOR,,RICHARD PROCTOR,CON,23,5,0,28
Box Elder,Brigham City 06,STATE AUDITOR,,Write-in 40,NP,1,0,0,1
Box Elder,Brigham City 06,STATE TREASURER,,Registered Voters,NP,707,,,
Box Elder,Brigham City 06,STATE TREASURER,,CHRISTOPHER STOUT,DEM,42,25,5,72
Box Elder,Brigham City 06,STATE TREASURER,,VINCENT C. MARCUS,LIB,16,13,0,29
Box Elder,Brigham City 06,STATE TREASURER,,RICHARD K. ELLIS,REP,250,148,23,421
Box Elder,Brigham City 06,STATE TREASURER,,WARREN ROGERS,NP,0,0,0,0
Box Elder,Brigham City 06,STATE TREASURER,,Write-in 40,NP,0,0,0,0
Box Elder,Brigham City 06,UTAH STATE HOUSE OF REPRESENTATIVES1,,Registered Voters,NP,707,,,
Box Elder,Brigham City 06,UTAH STATE HOUSE OF REPRESENTATIVES1,,DeLOY W MECHAM,DEM,46,29,6,81
Box Elder,Brigham City 06,UTAH STATE HOUSE OF REPRESENTATIVES1,,RONDA RUDD MENLOVE,REP,217,137,21,375
Box Elder,Brigham City 06,UTAH STATE HOUSE OF REPRESENTATIVES1,,BECKY MADDOX,CON,54,23,3,80
Box Elder,Brigham City 06,UTAH STATE HOUSE OF REPRESENTATIVES1,,Write-in 40,NP,0,0,0,0
Box Elder,Brigham City 06,UTAH STATE SCHOOL BOARD OF EDUCATION,,Registered Voters,NP,707,,,
Box Elder,Brigham City 06,UTAH STATE SCHOOL BOARD OF EDUCATION,,D. ALAN SHAKESPEAR,NP,205,133,16,354
Box Elder,Brigham City 06,UTAH STATE SCHOOL BOARD OF EDUCATION,,TAMI W. PYFER,NP,73,28,13,114
Box Elder,Brigham City 06,UTAH STATE SCHOOL BOARD OF EDUCATION,,Write-in 30,NP,1,0,0,1
Box Elder,Brigham City 06,BOX ELDER COUNTY COMMISSION SEAT C,,Registered Voters,NP,707,,,
Box Elder,Brigham City 06,BOX ELDER COUNTY COMMISSION SEAT C,,STAN SUMMERS,REP,291,174,26,491
Box Elder,Brigham City 06,BOX ELDER COUNTY COMMISSION SEAT C,,Write-in 20,NP,2,0,0,2
Box Elder,Brigham City 06,Judge KEVIN K. ALLEN,,Registered Voters,NP,707,,,
Box Elder,Brigham City 06,Judge KEVIN K. ALLEN,,YES,NP,246,135,21,402
Box Elder,Brigham City 06,Judge KEVIN K. ALLEN,,NO,NP,45,32,4,81
Box Elder,Brigham City 06,Judge JEFFREY R. BURBANK,,Registered Voters,NP,707,,,
Box Elder,Brigham City 06,Judge JEFFREY R. BURBANK,,YES,NP,260,135,22,417
Box Elder,Brigham City 06,Judge JEFFREY R. BURBANK,,NO,NP,32,30,3,65
Box Elder,Brigham City 06,BOX ELDER COUNTY SCHOOL BOARD DIST 5,,Registered Voters,NP,707,,,
Box Elder,Brigham City 06,BOX ELDER COUNTY SCHOOL BOARD DIST 5,,NANCY S. KENNEDY,NP,217,135,22,374
Box Elder,Brigham City 06,BOX ELDER COUNTY SCHOOL BOARD DIST 5,,STEVE BROOKS,NP,74,37,6,117
Box Elder,Brigham City 06,BOX ELDER COUNTY SCHOOL BOARD DIST 5,,Write-in 30,NP,2,0,0,2
Box Elder,Brigham City 06,Constitutional Amendment A,,Registered Voters,NP,707,,,
Box Elder,Brigham City 06,Constitutional Amendment A,,FOR,NP,143,85,14,242
Box Elder,Brigham City 06,Constitutional Amendment A,,AGAINST,NP,144,84,12,240
Box Elder,Brigham City 06,Constitutional Amendment B,,Registered Voters,NP,707,,,
Box Elder,Brigham City 06,Constitutional Amendment B,,FOR,NP,204,131,15,350
Box Elder,Brigham City 06,Constitutional Amendment B,,AGAINST,NP,104,48,14,166
Box Elder,Brigham City 07,STRAIGHT PARTY,,Registered Voters,NP,694,,,
Box Elder,Brigham City 07,STRAIGHT PARTY,,CONSTITUTION,CON,0,0,0,0
Box Elder,Brigham City 07,STRAIGHT PARTY,,LIBERTARIAN,LIB,2,0,1,3
Box Elder,Brigham City 07,STRAIGHT PARTY,,DEMOCRATIC,DEM,17,5,1,23
Box Elder,Brigham City 07,STRAIGHT PARTY,,REPUBLICAN,REP,73,45,9,127
Box Elder,Brigham City 07,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0
Box Elder,Brigham City 07,STRAIGHT PARTY,,GREEN,GRN,0,0,0,0
Box Elder,Brigham City 07,U.S. PRESIDENT,,Registered Voters,NP,694,,,
Box Elder,Brigham City 07,U.S. PRESIDENT,,JILL STEIN,GRN,0,1,0,1
Box Elder,Brigham City 07,U.S. PRESIDENT,,GLORIA LA RIVA,PSL,0,0,0,0
Box Elder,Brigham City 07,U.S. PRESIDENT,,MITT ROMNEY,REP,231,133,24,388
Box Elder,Brigham City 07,U.S. PRESIDENT,,BARACK OBAMA,DEM,44,13,4,61
Box Elder,Brigham City 07,U.S. PRESIDENT,,GARY JOHNSON,LIB,4,0,0,4
Box Elder,Brigham City 07,U.S. PRESIDENT,,VIRGIL GOODE,CON,0,0,0,0
Box Elder,Brigham City 07,U.S. PRESIDENT,,"ROSS C. \ROCKY\"" ANDE""",JUS,1,2,0,3
Box Elder,Brigham City 07,U.S. PRESIDENT,,ROSEANNE BARR,NP,0,0,0,0
Box Elder,Brigham City 07,U.S. PRESIDENT,,STEPHEN DURHAM,NP,0,0,0,0
Box Elder,Brigham City 07,U.S. PRESIDENT,,JILL REED,NP,0,0,0,0
Box Elder,Brigham City 07,U.S. PRESIDENT,,ANDRE BARNETT,NP,0,0,0,0
Box Elder,Brigham City 07,U.S. PRESIDENT,,WILL CHRISTENSEN,NP,0,0,0,0
Box Elder,Brigham City 07,U.S. PRESIDENT,,JUSTIN MEYERS,NP,0,0,0,0
Box Elder,Brigham City 07,U.S. PRESIDENT,,SHEILA SAM TITTLE,NP,0,0,0,0
Box Elder,Brigham City 07,U.S. PRESIDENT,,ERIN KENT MAGEE,NP,0,0,0,0
Box Elder,Brigham City 07,U.S. PRESIDENT,,DEAN MORSTAD,NP,0,0,0,0
Box Elder,Brigham City 07,U.S. PRESIDENT,,NELSON MORSTAD,NP,0,0,0,0
Box Elder,Brigham City 07,U.S. PRESIDENT,,DARRELL HYKES,NP,0,0,0,0
Box Elder,Brigham City 07,U.S. PRESIDENT,,Write-in 80,NP,1,1,0,2
Box Elder,Brigham City 07,U. S. SENATE,,Registered Voters,NP,694,,,
Box Elder,Brigham City 07,U. S. SENATE,,SHAUN LYNN McCAUSLAN,CON,8,2,1,11
Box Elder,Brigham City 07,U. S. SENATE,,SCOTT HOWELL,DEM,62,18,6,86
Box Elder,Brigham City 07,U. S. SENATE,,ORRIN G. HATCH,REP,203,128,20,351
Box Elder,Brigham City 07,U. S. SENATE,,DANIEL GEERY,JUS,1,1,0,2
Box Elder,Brigham City 07,U. S. SENATE,,BILL BARRON,UNA,1,0,0,1
Box Elder,Brigham City 07,U. S. SENATE,,JoANN S. SECRIST,NP,0,0,0,0
Box Elder,Brigham City 07,U. S. SENATE,,Write-in 60,NP,0,0,0,0
Box Elder,Brigham City 07,U. S. HOUSE OF REPRESENTATIVE,,Registered Voters,NP,694,,,
Box Elder,Brigham City 07,U. S. HOUSE OF REPRESENTATIVE,,SHERRY PHIPPS,CON,11,6,2,19
Box Elder,Brigham City 07,U. S. HOUSE OF REPRESENTATIVE,,DONNA M. McALEER,DEM,45,21,3,69
Box Elder,Brigham City 07,U. S. HOUSE OF REPRESENTATIVE,,ROB BISHOP,REP,221,120,23,364
Box Elder,Brigham City 07,U. S. HOUSE OF REPRESENTATIVE,,Write-in 40,NP,0,1,0,1
Box Elder,Brigham City 07,GOVERNOR,,Registered Voters,NP,694,,,
Box Elder,Brigham City 07,GOVERNOR,,PETER S COOKE,DEM,59,17,4,80
Box Elder,Brigham City 07,GOVERNOR,,KEN LARSEN,LIB,4,0,1,5
Box Elder,Brigham City 07,GOVERNOR,,KIRK D PEARSON,CON,7,3,0,10
Box Elder,Brigham City 07,GOVERNOR,,GARY R. HERBERT,REP,205,129,22,356
Box Elder,Brigham City 07,GOVERNOR,,DAVID J CANNON,NP,0,0,0,0
Box Elder,Brigham City 07,GOVERNOR,,DENNIS C. OWEN,NP,0,0,0,0
Box Elder,Brigham City 07,GOVERNOR,,Write-in 50,NP,0,0,0,0
Box Elder,Brigham City 07,ATTY GENERAL,,Registered Voters,NP,694,,,
Box Elder,Brigham City 07,ATTY GENERAL,,DEE W. SMITH,DEM,64,29,6,99
Box Elder,Brigham City 07,ATTY GENERAL,,JOHN SWALLOW,REP,193,114,21,328
Box Elder,Brigham City 07,ATTY GENERAL,,W. ANDREW McCULLOUGH,LIB,13,4,1,18
Box Elder,Brigham City 07,ATTY GENERAL,,Write-in 40,NP,0,0,0,0
Box Elder,Brigham City 07,STATE AUDITOR,,Registered Voters,NP,694,,,
Box Elder,Brigham City 07,STATE AUDITOR,,MARK SAGE,DEM,54,25,6,85
Box Elder,Brigham City 07,STATE AUDITOR,,JOHN DOUGALL,REP,190,112,21,323
Box Elder,Brigham City 07,STATE AUDITOR,,RICHARD PROCTOR,CON,16,8,1,25
Box Elder,Brigham City 07,STATE AUDITOR,,Write-in 40,NP,0,0,0,0
Box Elder,Brigham City 07,STATE TREASURER,,Registered Voters,NP,694,,,
Box Elder,Brigham City 07,STATE TREASURER,,CHRISTOPHER STOUT,DEM,56,22,4,82
Box Elder,Brigham City 07,STATE TREASURER,,VINCENT C. MARCUS,LIB,14,9,1,24
Box Elder,Brigham City 07,STATE TREASURER,,RICHARD K. ELLIS,REP,192,114,22,328
Box Elder,Brigham City 07,STATE TREASURER,,WARREN ROGERS,NP,0,0,0,0
Box Elder,Brigham City 07,STATE TREASURER,,Write-in 40,NP,0,0,0,0
Box Elder,Brigham City 07,UTAH STATE HOUSE OF REPRESENTATIVES1,,Registered Voters,NP,694,,,
Box Elder,Brigham City 07,UTAH STATE HOUSE OF REPRESENTATIVES1,,DeLOY W MECHAM,DEM,44,11,5,60
Box Elder,Brigham City 07,UTAH STATE HOUSE OF REPRESENTATIVES1,,RONDA RUDD MENLOVE,REP,195,116,20,331
Box Elder,Brigham City 07,UTAH STATE HOUSE OF REPRESENTATIVES1,,BECKY MADDOX,CON,34,20,2,56
Box Elder,Brigham City 07,UTAH STATE HOUSE OF REPRESENTATIVES1,,Write-in 40,NP,0,0,0,0
Box Elder,Brigham City 07,UTAH STATE SCHOOL BOARD OF EDUCATION,,Registered Voters,NP,694,,,
Box Elder,Brigham City 07,UTAH STATE SCHOOL BOARD OF EDUCATION,,D. ALAN SHAKESPEAR,NP,148,87,14,249
Box Elder,Brigham City 07,UTAH STATE SCHOOL BOARD OF EDUCATION,,TAMI W. PYFER,NP,79,34,9,122
Box Elder,Brigham City 07,UTAH STATE SCHOOL BOARD OF EDUCATION,,Write-in 30,NP,0,1,0,1
Box Elder,Brigham City 07,BOX ELDER COUNTY COMMISSION SEAT C,,Registered Voters,NP,694,,,
Box Elder,Brigham City 07,BOX ELDER COUNTY COMMISSION SEAT C,,STAN SUMMERS,REP,245,135,27,407
Box Elder,Brigham City 07,BOX ELDER COUNTY COMMISSION SEAT C,,Write-in 20,NP,1,3,0,4
Box Elder,Brigham City 07,Judge KEVIN K. ALLEN,,Registered Voters,NP,694,,,
Box Elder,Brigham City 07,Judge KEVIN K. ALLEN,,YES,NP,202,110,22,334
Box Elder,Brigham City 07,Judge KEVIN K. ALLEN,,NO,NP,38,23,3,64
Box Elder,Brigham City 07,Judge JEFFREY R. BURBANK,,Registered Voters,NP,694,,,
Box Elder,Brigham City 07,Judge JEFFREY R. BURBANK,,YES,NP,203,116,22,341
Box Elder,Brigham City 07,Judge JEFFREY R. BURBANK,,NO,NP,37,17,3,57
Box Elder,Brigham City 07,BOX ELDER COUNTY SCHOOL BOARD DIST 5,,Registered Voters,NP,694,,,
Box Elder,Brigham City 07,BOX ELDER COUNTY SCHOOL BOARD DIST 5,,NANCY S. KENNEDY,NP,194,103,18,315
Box Elder,Brigham City 07,BOX ELDER COUNTY SCHOOL BOARD DIST 5,,STEVE BROOKS,NP,53,29,7,89
Box Elder,Brigham City 07,BOX ELDER COUNTY SCHOOL BOARD DIST 5,,Write-in 30,NP,0,0,0,0
Box Elder,Brigham City 07,Constitutional Amendment A,,Registered Voters,NP,694,,,
Box Elder,Brigham City 07,Constitutional Amendment A,,FOR,NP,115,68,13,196
Box Elder,Brigham City 07,Constitutional Amendment A,,AGAINST,NP,132,69,12,213
Box Elder,Brigham City 07,Constitutional Amendment B,,Registered Voters,NP,694,,,
Box Elder,Brigham City 07,Constitutional Amendment B,,FOR,NP,166,96,23,285
Box Elder,Brigham City 07,Constitutional Amendment B,,AGAINST,NP,97,49,3,149
Box Elder,Brigham City 08,STRAIGHT PARTY,,Registered Voters,NP,384,,,
Box Elder,Brigham City 08,STRAIGHT PARTY,,CONSTITUTION,CON,1,0,0,1
Box Elder,Brigham City 08,STRAIGHT PARTY,,LIBERTARIAN,LIB,1,0,0,1
Box Elder,Brigham City 08,STRAIGHT PARTY,,DEMOCRATIC,DEM,14,7,0,21
Box Elder,Brigham City 08,STRAIGHT PARTY,,REPUBLICAN,REP,51,31,9,91
Box Elder,Brigham City 08,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0
Box Elder,Brigham City 08,STRAIGHT PARTY,,GREEN,GRN,0,0,0,0
Box Elder,Brigham City 08,U.S. PRESIDENT,,Registered Voters,NP,384,,,
Box Elder,Brigham City 08,U.S. PRESIDENT,,JILL STEIN,GRN,0,0,0,0
Box Elder,Brigham City 08,U.S. PRESIDENT,,GLORIA LA RIVA,PSL,0,0,0,0
Box Elder,Brigham City 08,U.S. PRESIDENT,,MITT ROMNEY,REP,128,69,23,220
Box Elder,Brigham City 08,U.S. PRESIDENT,,BARACK OBAMA,DEM,32,16,0,48
Box Elder,Brigham City 08,U.S. PRESIDENT,,GARY JOHNSON,LIB,1,0,0,1
Box Elder,Brigham City 08,U.S. PRESIDENT,,VIRGIL GOODE,CON,1,0,0,1
Box Elder,Brigham City 08,U.S. PRESIDENT,,"ROSS C. \ROCKY\"" ANDE""",JUS,0,0,0,0
Box Elder,Brigham City 08,U.S. PRESIDENT,,ROSEANNE BARR,NP,0,0,0,0
Box Elder,Brigham City 08,U.S. PRESIDENT,,STEPHEN DURHAM,NP,0,0,0,0
Box Elder,Brigham City 08,U.S. PRESIDENT,,JILL REED,NP,0,0,0,0
Box Elder,Brigham City 08,U.S. PRESIDENT,,ANDRE BARNETT,NP,0,0,0,0
Box Elder,Brigham City 08,U.S. PRESIDENT,,WILL CHRISTENSEN,NP,0,0,0,0
Box Elder,Brigham City 08,U.S. PRESIDENT,,JUSTIN MEYERS,NP,0,0,0,0
Box Elder,Brigham City 08,U.S. PRESIDENT,,SHEILA SAM TITTLE,NP,0,0,0,0
Box Elder,Brigham City 08,U.S. PRESIDENT,,ERIN KENT MAGEE,NP,0,0,0,0
Box Elder,Brigham City 08,U.S. PRESIDENT,,DEAN MORSTAD,NP,0,0,0,0
Box Elder,Brigham City 08,U.S. PRESIDENT,,NELSON MORSTAD,NP,0,0,0,0
Box Elder,Brigham City 08,U.S. PRESIDENT,,DARRELL HYKES,NP,0,0,0,0
Box Elder,Brigham City 08,U.S. PRESIDENT,,Write-in 80,NP,0,0,0,0
Box Elder,Brigham City 08,U. S. SENATE,,Registered Voters,NP,384,,,
Box Elder,Brigham City 08,U. S. SENATE,,SHAUN LYNN McCAUSLAN,CON,8,0,0,8
Box Elder,Brigham City 08,U. S. SENATE,,SCOTT HOWELL,DEM,41,22,0,63
Box Elder,Brigham City 08,U. S. SENATE,,ORRIN G. HATCH,REP,110,61,19,190
Box Elder,Brigham City 08,U. S. SENATE,,DANIEL GEERY,JUS,0,0,2,2
Box Elder,Brigham City 08,U. S. SENATE,,BILL BARRON,UNA,0,1,0,1
Box Elder,Brigham City 08,U. S. SENATE,,JoANN S. SECRIST,NP,0,0,0,0
Box Elder,Brigham City 08,U. S. SENATE,,Write-in 60,NP,0,0,0,0
Box Elder,Brigham City 08,U. S. HOUSE OF REPRESENTATIVE,,Registered Voters,NP,384,,,
Box Elder,Brigham City 08,U. S. HOUSE OF REPRESENTATIVE,,SHERRY PHIPPS,CON,5,4,0,9
Box Elder,Brigham City 08,U. S. HOUSE OF REPRESENTATIVE,,DONNA M. McALEER,DEM,28,15,1,44
Box Elder,Brigham City 08,U. S. HOUSE OF REPRESENTATIVE,,ROB BISHOP,REP,126,66,21,213
Box Elder,Brigham City 08,U. S. HOUSE OF REPRESENTATIVE,,Write-in 40,NP,0,0,0,0
Box Elder,Brigham City 08,GOVERNOR,,Registered Voters,NP,384,,,
Box Elder,Brigham City 08,GOVERNOR,,PETER S COOKE,DEM,30,13,1,44
Box Elder,Brigham City 08,GOVERNOR,,KEN LARSEN,LIB,3,0,1,4
Box Elder,Brigham City 08,GOVERNOR,,KIRK D PEARSON,CON,2,0,0,2
Box Elder,Brigham City 08,GOVERNOR,,GARY R. HERBERT,REP,124,72,21,217
Box Elder,Brigham City 08,GOVERNOR,,DAVID J CANNON,NP,0,0,0,0
Box Elder,Brigham City 08,GOVERNOR,,DENNIS C. OWEN,NP,0,0,0,0
Box Elder,Brigham City 08,GOVERNOR,,Write-in 50,NP,0,0,0,0
Box Elder,Brigham City 08,ATTY GENERAL,,Registered Voters,NP,384,,,
Box Elder,Brigham City 08,ATTY GENERAL,,DEE W. SMITH,DEM,43,17,2,62
Box Elder,Brigham City 08,ATTY GENERAL,,JOHN SWALLOW,REP,105,65,19,189
Box Elder,Brigham City 08,ATTY GENERAL,,W. ANDREW McCULLOUGH,LIB,9,2,1,12
Box Elder,Brigham City 08,ATTY GENERAL,,Write-in 40,NP,0,0,0,0
Box Elder,Brigham City 08,STATE AUDITOR,,Registered Voters,NP,384,,,
Box Elder,Brigham City 08,STATE AUDITOR,,MARK SAGE,DEM,37,20,0,57
Box Elder,Brigham City 08,STATE AUDITOR,,JOHN DOUGALL,REP,109,60,20,189
Box Elder,Brigham City 08,STATE AUDITOR,,RICHARD PROCTOR,CON,9,1,1,11
Box Elder,Brigham City 08,STATE AUDITOR,,Write-in 40,NP,0,0,0,0
Box Elder,Brigham City 08,STATE TREASURER,,Registered Voters,NP,384,,,
Box Elder,Brigham City 08,STATE TREASURER,,CHRISTOPHER STOUT,DEM,35,16,2,53
Box Elder,Brigham City 08,STATE TREASURER,,VINCENT C. MARCUS,LIB,13,1,0,14
Box Elder,Brigham City 08,STATE TREASURER,,RICHARD K. ELLIS,REP,108,65,18,191
Box Elder,Brigham City 08,STATE TREASURER,,WARREN ROGERS,NP,0,0,0,0
Box Elder,Brigham City 08,STATE TREASURER,,Write-in 40,NP,0,0,0,0
Box Elder,Brigham City 08,UTAH STATE HOUSE OF REPRESENTATIVES29,,Registered Voters,NP,384,,,
Box Elder,Brigham City 08,UTAH STATE HOUSE OF REPRESENTATIVES29,,LEE B PERRY,REP,129,66,19,214
Box Elder,Brigham City 08,UTAH STATE HOUSE OF REPRESENTATIVES29,,HEIDI BITTON,DEM,28,17,1,46
Box Elder,Brigham City 08,UTAH STATE HOUSE OF REPRESENTATIVES29,,Write-in 30,NP,0,0,0,0
Box Elder,Brigham City 08,UTAH STATE SCHOOL BOARD OF EDUCATION,,Registered Voters,NP,384,,,
Box Elder,Brigham City 08,UTAH STATE SCHOOL BOARD OF EDUCATION,,D. ALAN SHAKESPEAR,NP,97,53,15,165
Box Elder,Brigham City 08,UTAH STATE SCHOOL BOARD OF EDUCATION,,TAMI W. PYFER,NP,40,16,3,59
Box Elder,Brigham City 08,UTAH STATE SCHOOL BOARD OF EDUCATION,,Write-in 30,NP,0,0,0,0
Box Elder,Brigham City 08,BOX ELDER COUNTY COMMISSION SEAT C,,Registered Voters,NP,384,,,
Box Elder,Brigham City 08,BOX ELDER COUNTY COMMISSION SEAT C,,STAN SUMMERS,REP,140,73,20,233
Box Elder,Brigham City 08,BOX ELDER COUNTY COMMISSION SEAT C,,Write-in 20,NP,2,0,0,2
Box Elder,Brigham City 08,Judge KEVIN K. ALLEN,,Registered Voters,NP,384,,,
