county,precinct,office,district,candidate,party,polling,early,absentee,provisional,votes
Millard,Flowell,State House,68,Paul J. McCollaum,CON,4,0,2,0,6
Millard,Flowell,State House,68,Write-In Votes,,0,0,0,0,0
Millard,Garrison,Registered Voters,,,,,,,,86
Millard,Garrison,Ballots Cast,,,,72,0,0,0,72
Millard,Garrison,Straight Party,,,CON,0,0,0,0,0
Millard,Garrison,Straight Party,,,LIB,0,0,0,0,0
Millard,Garrison,Straight Party,,,DEM,0,0,0,0,0
Millard,Garrison,Straight Party,,,REP,17,0,0,0,17
Millard,Garrison,Straight Party,,,JUS,0,0,0,0,0
Millard,Garrison,Straight Party,,,GRN,0,0,0,0,0
Millard,Garrison,President/Vice President,,Jill Stein,GRN,0,0,0,0,0
Millard,Garrison,President/Vice President,,Gloria La Riva,,0,0,0,0,0
Millard,Garrison,President/Vice President,,Mitt Romney,REP,70,0,0,0,70
Millard,Garrison,President/Vice President,,Barack Obama,DEM,1,0,0,0,1
Millard,Garrison,President/Vice President,,Gary Johnson,LIB,0,0,0,0,0
Millard,Garrison,President/Vice President,,Virgil Goode,CON,0,0,0,0,0
Millard,Garrison,President/Vice President,,Ross C. Anderson,JUS,0,0,0,0,0
Millard,Garrison,President/Vice President,,Write-In Votes,,0,0,0,0,0
Millard,Garrison,U.S. Senate,,Shaun McCausland,CON,4,0,0,0,4
Millard,Garrison,U.S. Senate,,Scott Howell,DEM,1,0,0,0,1
Millard,Garrison,U.S. Senate,,Orrin G. Hatch,REP,66,0,0,0,66
Millard,Garrison,U.S. Senate,,Daniel Geery,JUS,0,0,0,0,0
Millard,Garrison,U.S. Senate,,Bill Barron,,0,0,0,0,0
Millard,Garrison,U.S. Senate,,Write-In Votes,,0,0,0,0,0
Millard,Garrison,U.S. House,2,Chris Stewart,REP,65,0,0,0,65
Millard,Garrison,U.S. House,2,Jay Seegmiller,DEM,1,0,0,0,1
Millard,Garrison,U.S. House,2,Charles E. Kimball,,0,0,0,0,0
Millard,Garrison,U.S. House,2,Jonathan D. Garrard,CON,5,0,0,0,5
Millard,Garrison,U.S. House,2,Joseph Andrade,,0,0,0,0,0
Millard,Garrison,U.S. House,2,Write-In Votes,,0,0,0,0,0
Millard,Garrison,Governor,,Peter S. Cooke,DEM,2,0,0,0,2
Millard,Garrison,Governor,,Ken Larsen,LIB,1,0,0,0,1
Millard,Garrison,Governor,,Kirk D. Pearson,CON,7,0,0,0,7
Millard,Garrison,Governor,,Gary R. Herbert,REP,61,0,0,0,61
Millard,Garrison,Governor,,Write-In Votes,,0,0,0,0,0
Millard,Garrison,Attorney General,,Dee W. Smith,DEM,8,0,0,0,8
Millard,Garrison,Attorney General,,John Swallow,REP,63,0,0,0,63
Millard,Garrison,Attorney General,,W. Andrew McCullough,LIB,0,0,0,0,0
Millard,Garrison,Attorney General,,Write-In Votes,,0,0,0,0,0
Millard,Garrison,State Auditor,,Mark Sage,DEM,3,0,0,0,3
Millard,Garrison,State Auditor,,John Dougall,REP,62,0,0,0,62
Millard,Garrison,State Auditor,,Richard Proctor,CON,3,0,0,0,3
Millard,Garrison,State Auditor,,Write-In Votes,,0,0,0,0,0
Millard,Garrison,State Treasurer,,Christopher Stout,DEM,2,0,0,0,2
Millard,Garrison,State Treasurer,,Vincent C. Marcus,LIB,1,0,0,0,1
Millard,Garrison,State Treasurer,,Richard K. Ellis,REP,65,0,0,0,65
Millard,Garrison,State Treasurer,,Write-In Votes,,0,0,0,0,0
Millard,Garrison,State Senate,24,Ralph Okerlund,REP,65,0,0,0,65
Millard,Garrison,State Senate,24,Trestin Meacham,CON,2,0,0,0,2
Millard,Garrison,State Senate,24,Write-In Votes,,0,0,0,0,0
Millard,Garrison,State House,68,Merrill Nelson,REP,62,0,0,0,62
Millard,Garrison,State House,68,Thomas E. Nedreberg,DEM,4,0,0,0,4
Millard,Garrison,State House,68,Paul J. McCollaum,CON,5,0,0,0,5
Millard,Garrison,State House,68,Write-In Votes,,0,0,0,0,0
Millard,Hinckley,Registered Voters,,,,,,,,382
Millard,Hinckley,Ballots Cast,,,,234,15,24,2,275
Millard,Hinckley,Straight Party,,,CON,0,0,0,0,0
Millard,Hinckley,Straight Party,,,LIB,0,0,0,0,0
Millard,Hinckley,Straight Party,,,DEM,6,0,0,1,7
Millard,Hinckley,Straight Party,,,REP,33,2,6,1,42
Millard,Hinckley,Straight Party,,,JUS,0,0,0,0,0
Millard,Hinckley,Straight Party,,,GRN,0,0,0,0,0
Millard,Hinckley,President/Vice President,,Jill Stein,GRN,0,0,0,0,0
Millard,Hinckley,President/Vice President,,Gloria La Riva,,0,0,0,0,0
Millard,Hinckley,President/Vice President,,Mitt Romney,REP,201,12,24,0,237
Millard,Hinckley,President/Vice President,,Barack Obama,DEM,25,2,0,2,29
Millard,Hinckley,President/Vice President,,Gary Johnson,LIB,2,0,0,0,2
Millard,Hinckley,President/Vice President,,Virgil Goode,CON,2,0,0,0,2
Millard,Hinckley,President/Vice President,,Ross C. Anderson,JUS,0,0,0,0,0
Millard,Hinckley,President/Vice President,,Write-In Votes,,1,0,0,0,1
Millard,Hinckley,U.S. Senate,,Shaun McCausland,CON,26,1,2,0,29
Millard,Hinckley,U.S. Senate,,Scott Howell,DEM,36,2,1,1,40
Millard,Hinckley,U.S. Senate,,Orrin G. Hatch,REP,168,12,19,1,200
Millard,Hinckley,U.S. Senate,,Daniel Geery,JUS,1,0,1,0,2
Millard,Hinckley,U.S. Senate,,Bill Barron,,0,0,0,0,0
Millard,Hinckley,U.S. Senate,,Write-In Votes,,0,0,0,0,0
Millard,Hinckley,U.S. House,2,Chris Stewart,REP,180,14,22,0,216
Millard,Hinckley,U.S. House,2,Jay Seegmiller,DEM,28,0,0,1,29
Millard,Hinckley,U.S. House,2,Charles E. Kimball,,5,0,0,1,6
Millard,Hinckley,U.S. House,2,Jonathan D. Garrard,CON,9,0,0,0,9
Millard,Hinckley,U.S. House,2,Joseph Andrade,,3,0,1,0,4
Millard,Hinckley,U.S. House,2,Write-In Votes,,0,0,0,0,0
Millard,Hinckley,Governor,,Peter S. Cooke,DEM,38,3,0,1,42
Millard,Hinckley,Governor,,Ken Larsen,LIB,6,0,1,0,7
Millard,Hinckley,Governor,,Kirk D. Pearson,CON,14,1,1,0,16
Millard,Hinckley,Governor,,Gary R. Herbert,REP,173,11,22,1,207
Millard,Hinckley,Governor,,Write-In Votes,,0,0,0,0,0
Millard,Hinckley,Attorney General,,Dee W. Smith,DEM,35,2,3,1,41
Millard,Hinckley,Attorney General,,John Swallow,REP,169,11,20,1,201
Millard,Hinckley,Attorney General,,W. Andrew McCullough,LIB,22,1,0,0,23
Millard,Hinckley,Attorney General,,Write-In Votes,,0,0,0,0,0
Millard,Hinckley,State Auditor,,Mark Sage,DEM,36,2,2,1,41
Millard,Hinckley,State Auditor,,John Dougall,REP,154,10,18,1,183
Millard,Hinckley,State Auditor,,Richard Proctor,CON,31,2,3,0,36
Millard,Hinckley,State Auditor,,Write-In Votes,,0,0,0,0,0
Millard,Hinckley,State Treasurer,,Christopher Stout,DEM,37,0,1,1,39
Millard,Hinckley,State Treasurer,,Vincent C. Marcus,LIB,19,1,1,0,21
Millard,Hinckley,State Treasurer,,Richard K. Ellis,REP,164,13,20,1,198
Millard,Hinckley,State Treasurer,,Write-In Votes,,0,0,0,0,0
Millard,Hinckley,State Senate,24,Ralph Okerlund,REP,183,12,20,1,216
Millard,Hinckley,State Senate,24,Trestin Meacham,CON,34,2,3,1,40
Millard,Hinckley,State Senate,24,Write-In Votes,,0,0,0,0,0
Millard,Hinckley,State House,68,Merrill Nelson,REP,163,10,20,1,194
Millard,Hinckley,State House,68,Thomas E. Nedreberg,DEM,27,2,0,1,30
Millard,Hinckley,State House,68,Paul J. McCollaum,CON,36,2,3,0,41
Millard,Hinckley,State House,68,Write-In Votes,,0,0,0,0,0
Millard,Holden,Registered Voters,,,,,,,,303
Millard,Holden,Ballots Cast,,,,220,21,19,2,262
Millard,Holden,Straight Party,,,CON,1,0,0,0,1
Millard,Holden,Straight Party,,,LIB,0,0,0,0,0
Millard,Holden,Straight Party,,,DEM,3,1,0,0,4
Millard,Holden,Straight Party,,,REP,38,2,5,0,45
Millard,Holden,Straight Party,,,JUS,0,0,0,0,0
Millard,Holden,Straight Party,,,GRN,0,0,0,0,0
Millard,Holden,President/Vice President,,Jill Stein,GRN,0,0,0,0,0
Millard,Holden,President/Vice President,,Gloria La Riva,,0,0,0,0,0
Millard,Holden,President/Vice President,,Mitt Romney,REP,204,19,17,2,242
Millard,Holden,President/Vice President,,Barack Obama,DEM,6,2,1,0,9
Millard,Holden,President/Vice President,,Gary Johnson,LIB,0,0,1,0,1
Millard,Holden,President/Vice President,,Virgil Goode,CON,5,0,0,0,5
Millard,Holden,President/Vice President,,Ross C. Anderson,JUS,1,0,0,0,1
Millard,Holden,President/Vice President,,Write-In Votes,,0,0,0,0,0
Millard,Holden,U.S. Senate,,Shaun McCausland,CON,11,1,1,0,13
Millard,Holden,U.S. Senate,,Scott Howell,DEM,17,5,3,0,25
Millard,Holden,U.S. Senate,,Orrin G. Hatch,REP,185,15,14,2,216
Millard,Holden,U.S. Senate,,Daniel Geery,JUS,1,0,0,0,1
Millard,Holden,U.S. Senate,,Bill Barron,,1,0,1,0,2
Millard,Holden,U.S. Senate,,Write-In Votes,,0,0,0,0,0
Millard,Holden,U.S. House,2,Chris Stewart,REP,184,15,15,2,216
Millard,Holden,U.S. House,2,Jay Seegmiller,DEM,18,6,1,0,25
Millard,Holden,U.S. House,2,Charles E. Kimball,,5,0,2,0,7
Millard,Holden,U.S. House,2,Jonathan D. Garrard,CON,6,0,0,0,6
Millard,Holden,U.S. House,2,Joseph Andrade,,2,0,0,0,2
Millard,Holden,U.S. House,2,Write-In Votes,,1,0,0,0,1
Millard,Holden,Governor,,Peter S. Cooke,DEM,18,4,2,0,24
Millard,Holden,Governor,,Ken Larsen,LIB,1,2,0,0,3
Millard,Holden,Governor,,Kirk D. Pearson,CON,7,0,1,0,8
Millard,Holden,Governor,,Gary R. Herbert,REP,189,15,16,2,222
Millard,Holden,Governor,,Write-In Votes,,0,0,0,0,0
Millard,Holden,Attorney General,,Dee W. Smith,DEM,18,3,1,0,22
Millard,Holden,Attorney General,,John Swallow,REP,188,17,17,2,224
Millard,Holden,Attorney General,,W. Andrew McCullough,LIB,5,1,1,0,7
Millard,Holden,Attorney General,,Write-In Votes,,0,0,0,0,0
Millard,Holden,State Auditor,,Mark Sage,DEM,15,5,4,0,24
Millard,Holden,State Auditor,,John Dougall,REP,189,15,12,2,218
Millard,Holden,State Auditor,,Richard Proctor,CON,7,0,3,0,10
Millard,Holden,State Auditor,,Write-In Votes,,0,0,0,0,0
Millard,Holden,State Treasurer,,Christopher Stout,DEM,20,3,3,0,26
Millard,Holden,State Treasurer,,Vincent C. Marcus,LIB,5,0,4,0,9
Millard,Holden,State Treasurer,,Richard K. Ellis,REP,184,18,12,2,216
Millard,Holden,State Treasurer,,Write-In Votes,,0,0,0,0,0
Millard,Holden,State Senate,24,Ralph Okerlund,REP,192,18,17,2,229
Millard,Holden,State Senate,24,Trestin Meacham,CON,17,1,0,0,18
Millard,Holden,State Senate,24,Write-In Votes,,0,0,0,0,0
Millard,Holden,State House,68,Merrill Nelson,REP,175,15,16,2,208
Millard,Holden,State House,68,Thomas E. Nedreberg,DEM,22,5,1,0,28
Millard,Holden,State House,68,Paul J. McCollaum,CON,15,1,0,0,16
Millard,Holden,State House,68,Write-In Votes,,0,0,0,0,0
Millard,Kanosh,Registered Voters,,,,,,,,410
Millard,Kanosh,Ballots Cast,,,,238,41,46,1,326
Millard,Kanosh,Straight Party,,,CON,1,0,0,0,1
Millard,Kanosh,Straight Party,,,LIB,2,0,0,0,2
Millard,Kanosh,Straight Party,,,DEM,9,0,5,0,14
Millard,Kanosh,Straight Party,,,REP,48,7,9,0,64
Millard,Kanosh,Straight Party,,,JUS,0,0,0,0,0
Millard,Kanosh,Straight Party,,,GRN,0,0,0,0,0
Millard,Kanosh,President/Vice President,,Jill Stein,GRN,1,0,0,0,1
Millard,Kanosh,President/Vice President,,Gloria La Riva,,0,0,0,0,0
Millard,Kanosh,President/Vice President,,Mitt Romney,REP,195,38,36,1,270
Millard,Kanosh,President/Vice President,,Barack Obama,DEM,20,2,6,0,28
Millard,Kanosh,President/Vice President,,Gary Johnson,LIB,9,0,0,0,9
Millard,Kanosh,President/Vice President,,Virgil Goode,CON,3,0,0,0,3
Millard,Kanosh,President/Vice President,,Ross C. Anderson,JUS,1,0,1,0,2
Millard,Kanosh,President/Vice President,,Write-In Votes,,6,0,3,0,9
Millard,Kanosh,U.S. Senate,,Shaun McCausland,CON,32,2,5,0,39
Millard,Kanosh,U.S. Senate,,Scott Howell,DEM,35,12,5,0,52
Millard,Kanosh,U.S. Senate,,Orrin G. Hatch,REP,162,26,33,1,222
Millard,Kanosh,U.S. Senate,,Daniel Geery,JUS,2,0,2,0,4
Millard,Kanosh,U.S. Senate,,Bill Barron,,2,0,1,0,3
Millard,Kanosh,U.S. Senate,,Write-In Votes,,0,1,0,0,1
Millard,Kanosh,U.S. House,2,Chris Stewart,REP,175,33,27,1,236
Millard,Kanosh,U.S. House,2,Jay Seegmiller,DEM,24,5,10,0,39
Millard,Kanosh,U.S. House,2,Charles E. Kimball,,15,0,4,0,19
Millard,Kanosh,U.S. House,2,Jonathan D. Garrard,CON,15,1,5,0,21
Millard,Kanosh,U.S. House,2,Joseph Andrade,,0,0,0,0,0
Millard,Kanosh,U.S. House,2,Write-In Votes,,0,0,0,0,0
Millard,Kanosh,Governor,,Peter S. Cooke,DEM,33,7,11,0,51
Millard,Kanosh,Governor,,Ken Larsen,LIB,10,0,1,0,11
Millard,Kanosh,Governor,,Kirk D. Pearson,CON,16,2,6,0,24
Millard,Kanosh,Governor,,Gary R. Herbert,REP,177,30,27,1,235
Millard,Kanosh,Governor,,Write-In Votes,,0,0,0,0,0
Millard,Kanosh,Attorney General,,Dee W. Smith,DEM,33,4,12,0,49
Millard,Kanosh,Attorney General,,John Swallow,REP,175,33,30,1,239
Millard,Kanosh,Attorney General,,W. Andrew McCullough,LIB,16,1,3,0,20
Millard,Kanosh,Attorney General,,Write-In Votes,,0,0,0,0,0
Millard,Kanosh,State Auditor,,Mark Sage,DEM,39,5,12,0,56
Millard,Kanosh,State Auditor,,John Dougall,REP,153,27,25,1,206
Millard,Kanosh,State Auditor,,Richard Proctor,CON,32,6,7,0,45
Millard,Kanosh,State Auditor,,Write-In Votes,,0,0,0,0,0
Millard,Kanosh,State Treasurer,,Christopher Stout,DEM,32,8,12,0,52
Millard,Kanosh,State Treasurer,,Vincent C. Marcus,LIB,26,0,4,0,30
Millard,Kanosh,State Treasurer,,Richard K. Ellis,REP,161,30,29,1,221
Millard,Kanosh,State Treasurer,,Write-In Votes,,0,0,0,0,0
Millard,Kanosh,State Senate,24,Ralph Okerlund,REP,179,35,32,1,247
Millard,Kanosh,State Senate,24,Trestin Meacham,CON,42,3,7,0,52
Millard,Kanosh,State Senate,24,Write-In Votes,,0,0,0,0,0
Millard,Kanosh,State House,68,Merrill Nelson,REP,170,29,27,1,227
Millard,Kanosh,State House,68,Thomas E. Nedreberg,DEM,26,5,9,0,40
Millard,Kanosh,State House,68,Paul J. McCollaum,CON,29,5,9,0,43
Millard,Kanosh,State House,68,Write-In Votes,,0,0,0,0,0
Millard,Leamington,Registered Voters,,,,,,,,175
Millard,Leamington,Ballots Cast,,,,127,8,11,5,151
Millard,Leamington,Straight Party,,,CON,0,0,0,0,0
Millard,Leamington,Straight Party,,,LIB,0,0,0,0,0
Millard,Leamington,Straight Party,,,DEM,2,0,0,0,2
Millard,Leamington,Straight Party,,,REP,30,0,2,4,36
Millard,Leamington,Straight Party,,,JUS,0,0,0,0,0
Millard,Leamington,Straight Party,,,GRN,0,0,0,0,0
Millard,Leamington,President/Vice President,,Jill Stein,GRN,1,0,0,0,1
Millard,Leamington,President/Vice President,,Gloria La Riva,,1,0,0,0,1
Millard,Leamington,President/Vice President,,Mitt Romney,REP,115,6,11,5,137
Millard,Leamington,President/Vice President,,Barack Obama,DEM,8,2,0,0,10
Millard,Leamington,President/Vice President,,Gary Johnson,LIB,1,0,0,0,1
Millard,Leamington,President/Vice President,,Virgil Goode,CON,0,0,0,0,0
Millard,Leamington,President/Vice President,,Ross C. Anderson,JUS,0,0,0,0,0
Millard,Leamington,President/Vice President,,Write-In Votes,,0,0,0,0,0
Millard,Leamington,U.S. Senate,,Shaun McCausland,CON,5,0,1,0,6
Millard,Leamington,U.S. Senate,,Scott Howell,DEM,25,3,1,0,29
Millard,Leamington,U.S. Senate,,Orrin G. Hatch,REP,91,5,9,5,110
Millard,Leamington,U.S. Senate,,Daniel Geery,JUS,2,0,0,0,2
Millard,Leamington,U.S. Senate,,Bill Barron,,0,0,0,0,0
Millard,Leamington,U.S. Senate,,Write-In Votes,,0,0,0,0,0
Millard,Leamington,U.S. House,2,Chris Stewart,REP,98,6,9,4,117
Millard,Leamington,U.S. House,2,Jay Seegmiller,DEM,22,2,1,1,26
Millard,Leamington,U.S. House,2,Charles E. Kimball,,2,0,0,0,2
Millard,Leamington,U.S. House,2,Jonathan D. Garrard,CON,1,0,1,0,2
Millard,Leamington,U.S. House,2,Joseph Andrade,,1,0,0,0,1
Millard,Leamington,U.S. House,2,Write-In Votes,,0,0,0,0,0
Millard,Leamington,Governor,,Peter S. Cooke,DEM,17,2,2,0,21
Millard,Leamington,Governor,,Ken Larsen,LIB,1,0,1,0,2
Millard,Leamington,Governor,,Kirk D. Pearson,CON,5,0,0,0,5
Millard,Leamington,Governor,,Gary R. Herbert,REP,101,6,8,5,120
Millard,Leamington,Governor,,Write-In Votes,,0,0,0,0,0
Millard,Leamington,Attorney General,,Dee W. Smith,DEM,21,2,2,0,25
Millard,Leamington,Attorney General,,John Swallow,REP,97,6,8,5,116
Millard,Leamington,Attorney General,,W. Andrew McCullough,LIB,5,0,1,0,6
Millard,Leamington,Attorney General,,Write-In Votes,,0,0,0,0,0
Millard,Leamington,State Auditor,,Mark Sage,DEM,23,1,2,0,26
Millard,Leamington,State Auditor,,John Dougall,REP,84,4,8,5,101
Millard,Leamington,State Auditor,,Richard Proctor,CON,12,3,1,0,16
Millard,Leamington,State Auditor,,Write-In Votes,,1,0,0,0,1
Millard,Leamington,State Treasurer,,Christopher Stout,DEM,20,1,1,0,22
Millard,Leamington,State Treasurer,,Vincent C. Marcus,LIB,5,0,2,0,7
Millard,Leamington,State Treasurer,,Richard K. Ellis,REP,95,7,8,5,115
Millard,Leamington,State Treasurer,,Write-In Votes,,0,0,0,0,0
Millard,Leamington,State Senate,24,Ralph Okerlund,REP,102,8,10,5,125
Millard,Leamington,State Senate,24,Trestin Meacham,CON,15,0,1,0,16
Millard,Leamington,State Senate,24,Write-In Votes,,0,0,0,0,0
Millard,Leamington,State House,68,Merrill Nelson,REP,102,6,8,5,121
Millard,Leamington,State House,68,Thomas E. Nedreberg,DEM,9,1,1,0,11
Millard,Leamington,State House,68,Paul J. McCollaum,CON,11,1,1,0,13
Millard,Leamington,State House,68,Write-In Votes,,0,0,0,0,0
Millard,Lynndyl,Registered Voters,,,,,,,,88
Millard,Lynndyl,Ballots Cast,,,,63,3,2,1,69
Millard,Lynndyl,Straight Party,,,CON,0,0,0,0,0
Millard,Lynndyl,Straight Party,,,LIB,0,0,0,0,0
Millard,Lynndyl,Straight Party,,,DEM,6,1,0,0,7
Millard,Lynndyl,Straight Party,,,REP,10,1,1,1,13
Millard,Lynndyl,Straight Party,,,JUS,0,0,0,0,0
Millard,Lynndyl,Straight Party,,,GRN,0,0,0,0,0
Millard,Lynndyl,President/Vice President,,Jill Stein,GRN,0,0,0,0,0
Millard,Lynndyl,President/Vice President,,Gloria La Riva,,0,0,0,0,0
Millard,Lynndyl,President/Vice President,,Mitt Romney,REP,52,2,2,1,57
Millard,Lynndyl,President/Vice President,,Barack Obama,DEM,7,1,0,0,8
Millard,Lynndyl,President/Vice President,,Gary Johnson,LIB,1,0,0,0,1
Millard,Lynndyl,President/Vice President,,Virgil Goode,CON,1,0,0,0,1
Millard,Lynndyl,President/Vice President,,Ross C. Anderson,JUS,0,0,0,0,0
Millard,Lynndyl,President/Vice President,,Write-In Votes,,0,0,0,0,0
Millard,Lynndyl,U.S. Senate,,Shaun McCausland,CON,5,0,0,0,5
Millard,Lynndyl,U.S. Senate,,Scott Howell,DEM,16,1,0,0,17
Millard,Lynndyl,U.S. Senate,,Orrin G. Hatch,REP,42,2,1,1,46
Millard,Lynndyl,U.S. Senate,,Daniel Geery,JUS,0,0,1,0,1
Millard,Lynndyl,U.S. Senate,,Bill Barron,,0,0,0,0,0
Millard,Lynndyl,U.S. Senate,,Write-In Votes,,0,0,0,0,0
Millard,Lynndyl,U.S. House,2,Chris Stewart,REP,46,2,2,1,51
Millard,Lynndyl,U.S. House,2,Jay Seegmiller,DEM,13,1,0,0,14
Millard,Lynndyl,U.S. House,2,Charles E. Kimball,,1,0,0,0,1
Millard,Lynndyl,U.S. House,2,Jonathan D. Garrard,CON,3,0,0,0,3
Millard,Lynndyl,U.S. House,2,Joseph Andrade,,0,0,0,0,0
Millard,Lynndyl,U.S. House,2,Write-In Votes,,0,0,0,0,0
Millard,Lynndyl,Governor,,Peter S. Cooke,DEM,14,1,0,0,15
Millard,Lynndyl,Governor,,Ken Larsen,LIB,2,0,0,0,2
Millard,Lynndyl,Governor,,Kirk D. Pearson,CON,1,0,0,0,1
Millard,Lynndyl,Governor,,Gary R. Herbert,REP,46,2,2,1,51
Millard,Lynndyl,Governor,,Write-In Votes,,0,0,0,0,0
Millard,Lynndyl,Attorney General,,Dee W. Smith,DEM,12,1,0,0,13
Millard,Lynndyl,Attorney General,,John Swallow,REP,46,2,2,1,51
Millard,Lynndyl,Attorney General,,W. Andrew McCullough,LIB,4,0,0,0,4
Millard,Lynndyl,Attorney General,,Write-In Votes,,0,0,0,0,0
Millard,Lynndyl,State Auditor,,Mark Sage,DEM,16,1,0,0,17
Millard,Lynndyl,State Auditor,,John Dougall,REP,39,2,1,1,43
Millard,Lynndyl,State Auditor,,Richard Proctor,CON,5,0,1,0,6
Millard,Lynndyl,State Auditor,,Write-In Votes,,0,0,0,0,0
Millard,Lynndyl,State Treasurer,,Christopher Stout,DEM,14,1,0,0,15
Millard,Lynndyl,State Treasurer,,Vincent C. Marcus,LIB,3,0,0,0,3
Millard,Lynndyl,State Treasurer,,Richard K. Ellis,REP,42,2,2,1,47
Millard,Lynndyl,State Treasurer,,Write-In Votes,,0,0,0,0,0
Millard,Lynndyl,State Senate,24,Ralph Okerlund,REP,47,2,1,1,51
Millard,Lynndyl,State Senate,24,Trestin Meacham,CON,11,1,1,0,13
Millard,Lynndyl,State Senate,24,Write-In Votes,,0,0,0,0,0
Millard,Lynndyl,State House,68,Merrill Nelson,REP,47,2,1,1,51
Millard,Lynndyl,State House,68,Thomas E. Nedreberg,DEM,7,1,0,0,8
Millard,Lynndyl,State House,68,Paul J. McCollaum,CON,8,0,1,0,9
Millard,Lynndyl,State House,68,Write-In Votes,,0,0,0,0,0
Millard,Meadow,Registered Voters,,,,,,,,220
Millard,Meadow,Ballots Cast,,,,154,8,15,1,178
Millard,Meadow,Straight Party,,,CON,0,0,0,0,0
Millard,Meadow,Straight Party,,,LIB,0,0,0,0,0
Millard,Meadow,Straight Party,,,DEM,0,0,1,0,1
Millard,Meadow,Straight Party,,,REP,27,2,2,1,32
Millard,Meadow,Straight Party,,,JUS,0,0,0,0,0
Millard,Meadow,Straight Party,,,GRN,1,0,0,0,1
Millard,Meadow,President/Vice President,,Jill Stein,GRN,0,0,0,0,0
Millard,Meadow,President/Vice President,,Gloria La Riva,,0,0,0,0,0
Millard,Meadow,President/Vice President,,Mitt Romney,REP,133,7,11,1,152
Millard,Meadow,President/Vice President,,Barack Obama,DEM,9,1,4,0,14
Millard,Meadow,President/Vice President,,Gary Johnson,LIB,0,0,0,0,0
Millard,Meadow,President/Vice President,,Virgil Goode,CON,5,0,0,0,5
Millard,Meadow,President/Vice President,,Ross C. Anderson,JUS,1,0,0,0,1
Millard,Meadow,President/Vice President,,Write-In Votes,,2,0,0,0,2
Millard,Meadow,U.S. Senate,,Shaun McCausland,CON,10,0,2,1,13
Millard,Meadow,U.S. Senate,,Scott Howell,DEM,22,1,5,0,28
Millard,Meadow,U.S. Senate,,Orrin G. Hatch,REP,116,7,8,0,131
Millard,Meadow,U.S. Senate,,Daniel Geery,JUS,1,0,0,0,1
Millard,Meadow,U.S. Senate,,Bill Barron,,1,0,0,0,1
Millard,Meadow,U.S. Senate,,Write-In Votes,,0,0,0,0,0
Millard,Meadow,U.S. House,2,Chris Stewart,REP,118,6,11,1,136
Millard,Meadow,U.S. House,2,Jay Seegmiller,DEM,19,2,4,0,25
Millard,Meadow,U.S. House,2,Charles E. Kimball,,5,0,0,0,5
Millard,Meadow,U.S. House,2,Jonathan D. Garrard,CON,3,0,0,0,3
Millard,Meadow,U.S. House,2,Joseph Andrade,,0,0,0,0,0
Millard,Meadow,U.S. House,2,Write-In Votes,,0,0,0,0,0
Millard,Meadow,Governor,,Peter S. Cooke,DEM,16,1,4,1,22
Millard,Meadow,Governor,,Ken Larsen,LIB,3,0,0,0,3
Millard,Meadow,Governor,,Kirk D. Pearson,CON,4,0,2,0,6
Millard,Meadow,Governor,,Gary R. Herbert,REP,125,7,9,0,141
Millard,Meadow,Governor,,Write-In Votes,,0,0,0,0,0
Millard,Meadow,Attorney General,,Dee W. Smith,DEM,18,1,5,0,24
Millard,Meadow,Attorney General,,John Swallow,REP,118,7,10,1,136
Millard,Meadow,Attorney General,,W. Andrew McCullough,LIB,7,0,0,0,7
Millard,Meadow,Attorney General,,Write-In Votes,,0,0,0,0,0
Millard,Meadow,State Auditor,,Mark Sage,DEM,21,0,4,1,26
Millard,Meadow,State Auditor,,John Dougall,REP,109,7,9,0,125
Millard,Meadow,State Auditor,,Richard Proctor,CON,13,1,2,0,16
Millard,Meadow,State Auditor,,Write-In Votes,,0,0,0,0,0
Millard,Meadow,State Treasurer,,Christopher Stout,DEM,23,1,3,0,27
Millard,Meadow,State Treasurer,,Vincent C. Marcus,LIB,7,0,1,0,8
Millard,Meadow,State Treasurer,,Richard K. Ellis,REP,110,7,11,1,129
Millard,Meadow,State Treasurer,,Write-In Votes,,0,0,0,0,0
Millard,Meadow,State Senate,24,Ralph Okerlund,REP,124,8,9,1,142
Millard,Meadow,State Senate,24,Trestin Meacham,CON,17,0,3,0,20
Millard,Meadow,State Senate,24,Write-In Votes,,0,0,2,0,2
Millard,Meadow,State House,68,Merrill Nelson,REP,112,7,8,0,127
Millard,Meadow,State House,68,Thomas E. Nedreberg,DEM,22,0,4,0,26
Millard,Meadow,State House,68,Paul J. McCollaum,CON,10,1,3,1,15
Millard,Meadow,State House,68,Write-In Votes,,0,0,0,0,0
Millard,Oak City,Registered Voters,,,,,,,,468
Millard,Oak City,Ballots Cast,,,,331,17,27,4,379
Millard,Oak City,Straight Party,,,CON,6,0,0,0,6
Millard,Oak City,Straight Party,,,LIB,0,0,0,0,0
Millard,Oak City,Straight Party,,,DEM,7,2,0,0,9
Millard,Oak City,Straight Party,,,REP,57,1,8,1,67
Millard,Oak City,Straight Party,,,JUS,0,0,0,0,0
Millard,Oak City,Straight Party,,,GRN,0,0,0,0,0
Millard,Oak City,President/Vice President,,Jill Stein,GRN,0,0,0,0,0
Millard,Oak City,President/Vice President,,Gloria La Riva,,0,0,0,0,0
Millard,Oak City,President/Vice President,,Mitt Romney,REP,292,11,24,4,331
Millard,Oak City,President/Vice President,,Barack Obama,DEM,18,3,0,0,21
