county,precinct,office,district,party,candidate,votes,pct
Tooele,TC14,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,49,13.35
Tooele,TC14,State Treasurer,,UUP,THOMAS ALAN HORNE,39,10.63
Tooele,TC14,State Treasurer,,IAP,WARREN T ROGERS,24,6.54
Tooele,TC14,State Senate,11,REP,DANIEL W. THATCHER,313,100
Tooele,TC14,State House,28,REP,TIM JIMENEZ,310,100
Tooele,TC14,County Attorney,,REP,SCOTT A. BROADHEAD,317,100
Tooele,TC14,County Auditor,,REP,ALISON H. MCCOY,313,100
Tooele,TC14,County Clerk,,REP,TRACY SHAW,322,100
Tooele,TC14,County Sheriff,,REP,PAUL J. WIMMER,240,62.66
Tooele,TC14,County Sheriff,,,M. DEAN ADAMS,143,37.34
Tooele,TC14,PAIGE PETERSEN Judicial Retention,,,YES,265,75.93
Tooele,TC14,PAIGE PETERSEN Judicial Retention,,,NO,84,24.07
Tooele,TC14,ADAM T. MOW Judicial Retention,,,YES,257,74.06
Tooele,TC14,ADAM T. MOW Judicial Retention,,,NO,90,25.94
Tooele,TC14,AMBER M. METTLER Judicial Retention,,,YES,264,76.08
Tooele,TC14,AMBER M. METTLER Judicial Retention,,,NO,83,23.92
Tooele,TC14,BARRY G. LAWRENCE Judicial Retention,,,YES,256,73.78
Tooele,TC14,BARRY G. LAWRENCE Judicial Retention,,,NO,91,26.22
Tooele,TC14,CHELSEA KOCH Judicial Retention,,,YES,234,66.86
Tooele,TC14,CHELSEA KOCH Judicial Retention,,,NO,116,33.14
Tooele,TC14,DIANNA M. GIBSON Judicial Retention,,,YES,246,70.89
Tooele,TC14,DIANNA M. GIBSON Judicial Retention,,,NO,101,29.11
Tooele,TC14,JAMES T. BLANCH Judicial Retention,,,YES,267,76.5
Tooele,TC14,JAMES T. BLANCH Judicial Retention,,,NO,82,23.5
Tooele,TC14,LINDA JONES Judicial Retention,,,YES,228,65.71
Tooele,TC14,LINDA JONES Judicial Retention,,,NO,119,34.29
Tooele,TC14,MARK S. KOURIS Judicial Retention,,,YES,227,65.04
Tooele,TC14,MARK S. KOURIS Judicial Retention,,,NO,122,34.96
Tooele,TC14,PATRICK W. CORUM Judicial Retention,,,YES,230,66.28
Tooele,TC14,PATRICK W. CORUM Judicial Retention,,,NO,117,33.72
Tooele,TC14,PAUL BOYD PARKER Judicial Retention,,,YES,252,72.83
Tooele,TC14,PAUL BOYD PARKER Judicial Retention,,,NO,94,27.17
Tooele,TC14,RANDALL N. SKANCHY Judicial Retention,,,YES,236,68.41
Tooele,TC14,RANDALL N. SKANCHY Judicial Retention,,,NO,109,31.59
Tooele,TC14,RICHARD E. MRAZIK Judicial Retention,,,YES,250,72.25
Tooele,TC14,RICHARD E. MRAZIK Judicial Retention,,,NO,96,27.75
Tooele,TC14,ROBERT P. FAUST Judicial Retention,,,YES,196,56.48
Tooele,TC14,ROBERT P. FAUST Judicial Retention,,,NO,151,43.52
Tooele,TC14,VERNICE S. TREASE Judicial Retention,,,YES,254,73.84
Tooele,TC14,VERNICE S. TREASE Judicial Retention,,,NO,90,26.16
Tooele,TC14,Proposition #6 - Tooele City Question 1,,,YES,287,73.4
Tooele,TC14,Proposition #6 - Tooele City Question 1,,,NO,104,26.6
Tooele,TC14,Constitutional Amendment A,,,AGAINST,276,73.02
Tooele,TC14,Constitutional Amendment A,,,FOR,102,26.98
Tooele,TC15,Registered Voters,,,,893,
Tooele,TC15,Ballots Cast,,,,465,
Tooele,TC15,U.S. Senate,,REP,MIKE LEE,265,57.73
Tooele,TC15,U.S. Senate,,,EVAN MCMULLIN,154,33.55
Tooele,TC15,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,22,4.79
Tooele,TC15,U.S. Senate,,IAP,TOMMY WILLIAMS,18,3.92
Tooele,TC15,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,TC15,U.S. Senate,,,Write-In: Fictitious Entry,0,0
Tooele,TC15,U.S. Senate,,,Write-In Totals,0,0
Tooele,TC15,U.S. Senate,,,Not Assigned,0,0
Tooele,TC15,U.S. House,2,REP,CHRIS STEWART,283,61.52
Tooele,TC15,U.S. House,2,DEM,NICK MITCHELL,122,26.52
Tooele,TC15,U.S. House,2,UUP,JAYMAC MCFARLAND,34,7.39
Tooele,TC15,U.S. House,2,CON,CASSIE EASLEY,21,4.57
Tooele,TC15,State Treasurer,,REP,MARLO M. OAKS,318,72.11
Tooele,TC15,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,55,12.47
Tooele,TC15,State Treasurer,,UUP,THOMAS ALAN HORNE,37,8.39
Tooele,TC15,State Treasurer,,IAP,WARREN T ROGERS,31,7.03
Tooele,TC15,State Senate,11,REP,DANIEL W. THATCHER,382,100
Tooele,TC15,State House,28,REP,TIM JIMENEZ,390,100
Tooele,TC15,County Attorney,,REP,SCOTT A. BROADHEAD,379,100
Tooele,TC15,County Auditor,,REP,ALISON H. MCCOY,380,100
Tooele,TC15,County Clerk,,REP,TRACY SHAW,383,100
Tooele,TC15,County Sheriff,,REP,PAUL J. WIMMER,275,61.8
Tooele,TC15,County Sheriff,,,M. DEAN ADAMS,170,38.2
Tooele,TC15,PAIGE PETERSEN Judicial Retention,,,YES,302,75.31
Tooele,TC15,PAIGE PETERSEN Judicial Retention,,,NO,99,24.69
Tooele,TC15,ADAM T. MOW Judicial Retention,,,YES,288,72
Tooele,TC15,ADAM T. MOW Judicial Retention,,,NO,112,28
Tooele,TC15,AMBER M. METTLER Judicial Retention,,,YES,293,73.43
Tooele,TC15,AMBER M. METTLER Judicial Retention,,,NO,106,26.57
Tooele,TC15,BARRY G. LAWRENCE Judicial Retention,,,YES,290,73.23
Tooele,TC15,BARRY G. LAWRENCE Judicial Retention,,,NO,106,26.77
Tooele,TC15,CHELSEA KOCH Judicial Retention,,,YES,273,68.59
Tooele,TC15,CHELSEA KOCH Judicial Retention,,,NO,125,31.41
Tooele,TC15,DIANNA M. GIBSON Judicial Retention,,,YES,279,70.45
Tooele,TC15,DIANNA M. GIBSON Judicial Retention,,,NO,117,29.55
Tooele,TC15,JAMES T. BLANCH Judicial Retention,,,YES,285,71.79
Tooele,TC15,JAMES T. BLANCH Judicial Retention,,,NO,112,28.21
Tooele,TC15,LINDA JONES Judicial Retention,,,YES,257,64.74
Tooele,TC15,LINDA JONES Judicial Retention,,,NO,140,35.26
Tooele,TC15,MARK S. KOURIS Judicial Retention,,,YES,243,61.99
Tooele,TC15,MARK S. KOURIS Judicial Retention,,,NO,149,38.01
Tooele,TC15,PATRICK W. CORUM Judicial Retention,,,YES,269,67.59
Tooele,TC15,PATRICK W. CORUM Judicial Retention,,,NO,129,32.41
Tooele,TC15,PAUL BOYD PARKER Judicial Retention,,,YES,281,71.14
Tooele,TC15,PAUL BOYD PARKER Judicial Retention,,,NO,114,28.86
Tooele,TC15,RANDALL N. SKANCHY Judicial Retention,,,YES,271,68.78
Tooele,TC15,RANDALL N. SKANCHY Judicial Retention,,,NO,123,31.22
Tooele,TC15,RICHARD E. MRAZIK Judicial Retention,,,YES,283,71.65
Tooele,TC15,RICHARD E. MRAZIK Judicial Retention,,,NO,112,28.35
Tooele,TC15,ROBERT P. FAUST Judicial Retention,,,YES,219,55.16
Tooele,TC15,ROBERT P. FAUST Judicial Retention,,,NO,178,44.84
Tooele,TC15,VERNICE S. TREASE Judicial Retention,,,YES,290,73.98
Tooele,TC15,VERNICE S. TREASE Judicial Retention,,,NO,102,26.02
Tooele,TC15,Proposition #6 - Tooele City Question 1,,,YES,321,70.39
Tooele,TC15,Proposition #6 - Tooele City Question 1,,,NO,135,29.61
Tooele,TC15,Constitutional Amendment A,,,AGAINST,296,67.27
Tooele,TC15,Constitutional Amendment A,,,FOR,144,32.73
Tooele,TC16,Registered Voters,,,,722,
Tooele,TC16,Ballots Cast,,,,428,
Tooele,TC16,U.S. Senate,,REP,MIKE LEE,249,58.45
Tooele,TC16,U.S. Senate,,,EVAN MCMULLIN,156,36.62
Tooele,TC16,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,17,3.99
Tooele,TC16,U.S. Senate,,IAP,TOMMY WILLIAMS,2,0.47
Tooele,TC16,U.S. Senate,,,Write-In: Fictitious Entry,2,0.47
Tooele,TC16,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,TC16,U.S. Senate,,,Write-In Totals,2,0.47
Tooele,TC16,U.S. Senate,,,Not Assigned,0,0
Tooele,TC16,U.S. House,2,REP,CHRIS STEWART,284,67.62
Tooele,TC16,U.S. House,2,DEM,NICK MITCHELL,98,23.33
Tooele,TC16,U.S. House,2,CON,CASSIE EASLEY,21,5
Tooele,TC16,U.S. House,2,UUP,JAYMAC MCFARLAND,17,4.05
Tooele,TC16,State Treasurer,,REP,MARLO M. OAKS,313,78.64
Tooele,TC16,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,34,8.54
Tooele,TC16,State Treasurer,,IAP,WARREN T ROGERS,26,6.53
Tooele,TC16,State Treasurer,,UUP,THOMAS ALAN HORNE,25,6.28
Tooele,TC16,State Senate,11,REP,DANIEL W. THATCHER,344,100
Tooele,TC16,State House,28,REP,TIM JIMENEZ,342,100
Tooele,TC16,County Attorney,,REP,SCOTT A. BROADHEAD,348,100
Tooele,TC16,County Auditor,,REP,ALISON H. MCCOY,354,100
Tooele,TC16,County Clerk,,REP,TRACY SHAW,348,100
Tooele,TC16,County Sheriff,,REP,PAUL J. WIMMER,282,70.32
Tooele,TC16,County Sheriff,,,M. DEAN ADAMS,119,29.68
Tooele,TC16,PAIGE PETERSEN Judicial Retention,,,YES,290,80.56
Tooele,TC16,PAIGE PETERSEN Judicial Retention,,,NO,70,19.44
Tooele,TC16,ADAM T. MOW Judicial Retention,,,YES,275,77.46
Tooele,TC16,ADAM T. MOW Judicial Retention,,,NO,80,22.54
Tooele,TC16,AMBER M. METTLER Judicial Retention,,,YES,272,76.84
Tooele,TC16,AMBER M. METTLER Judicial Retention,,,NO,82,23.16
Tooele,TC16,BARRY G. LAWRENCE Judicial Retention,,,YES,279,77.93
Tooele,TC16,BARRY G. LAWRENCE Judicial Retention,,,NO,79,22.07
Tooele,TC16,CHELSEA KOCH Judicial Retention,,,YES,260,72.22
Tooele,TC16,CHELSEA KOCH Judicial Retention,,,NO,100,27.78
Tooele,TC16,DIANNA M. GIBSON Judicial Retention,,,YES,261,72.5
Tooele,TC16,DIANNA M. GIBSON Judicial Retention,,,NO,99,27.5
Tooele,TC16,JAMES T. BLANCH Judicial Retention,,,YES,277,78.03
Tooele,TC16,JAMES T. BLANCH Judicial Retention,,,NO,78,21.97
Tooele,TC16,LINDA JONES Judicial Retention,,,YES,239,66.95
Tooele,TC16,LINDA JONES Judicial Retention,,,NO,118,33.05
Tooele,TC16,MARK S. KOURIS Judicial Retention,,,YES,249,69.55
Tooele,TC16,MARK S. KOURIS Judicial Retention,,,NO,109,30.45
Tooele,TC16,PATRICK W. CORUM Judicial Retention,,,YES,254,71.75
Tooele,TC16,PATRICK W. CORUM Judicial Retention,,,NO,100,28.25
Tooele,TC16,PAUL BOYD PARKER Judicial Retention,,,YES,277,77.81
Tooele,TC16,PAUL BOYD PARKER Judicial Retention,,,NO,79,22.19
Tooele,TC16,RANDALL N. SKANCHY Judicial Retention,,,YES,252,71.39
Tooele,TC16,RANDALL N. SKANCHY Judicial Retention,,,NO,101,28.61
Tooele,TC16,RICHARD E. MRAZIK Judicial Retention,,,YES,274,77.4
Tooele,TC16,RICHARD E. MRAZIK Judicial Retention,,,NO,80,22.6
Tooele,TC16,ROBERT P. FAUST Judicial Retention,,,YES,219,61.69
Tooele,TC16,ROBERT P. FAUST Judicial Retention,,,NO,136,38.31
Tooele,TC16,VERNICE S. TREASE Judicial Retention,,,YES,275,77.03
Tooele,TC16,VERNICE S. TREASE Judicial Retention,,,NO,82,22.97
Tooele,TC16,Proposition #6 - Tooele City Question 1,,,YES,283,67.22
Tooele,TC16,Proposition #6 - Tooele City Question 1,,,NO,138,32.78
Tooele,TC16,Constitutional Amendment A,,,AGAINST,289,71.36
Tooele,TC16,Constitutional Amendment A,,,FOR,116,28.64
Tooele,TC17,Registered Voters,,,,820,
Tooele,TC17,Ballots Cast,,,,389,
Tooele,TC17,U.S. Senate,,REP,MIKE LEE,210,54.12
Tooele,TC17,U.S. Senate,,,EVAN MCMULLIN,146,37.63
Tooele,TC17,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,19,4.9
Tooele,TC17,U.S. Senate,,IAP,TOMMY WILLIAMS,13,3.35
Tooele,TC17,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,TC17,U.S. Senate,,,Write-In: Fictitious Entry,0,0
Tooele,TC17,U.S. Senate,,,Write-In Totals,0,0
Tooele,TC17,U.S. Senate,,,Not Assigned,0,0
Tooele,TC17,U.S. House,2,REP,CHRIS STEWART,233,61.32
Tooele,TC17,U.S. House,2,DEM,NICK MITCHELL,107,28.16
Tooele,TC17,U.S. House,2,UUP,JAYMAC MCFARLAND,26,6.84
Tooele,TC17,U.S. House,2,CON,CASSIE EASLEY,14,3.68
Tooele,TC17,State Treasurer,,REP,MARLO M. OAKS,255,69.86
Tooele,TC17,State Treasurer,,IAP,WARREN T ROGERS,40,10.96
Tooele,TC17,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,36,9.86
Tooele,TC17,State Treasurer,,UUP,THOMAS ALAN HORNE,34,9.32
Tooele,TC17,State Senate,11,REP,DANIEL W. THATCHER,308,100
Tooele,TC17,State House,28,REP,TIM JIMENEZ,310,100
Tooele,TC17,County Attorney,,REP,SCOTT A. BROADHEAD,316,100
Tooele,TC17,County Auditor,,REP,ALISON H. MCCOY,315,100
Tooele,TC17,County Clerk,,REP,TRACY SHAW,314,100
Tooele,TC17,County Sheriff,,REP,PAUL J. WIMMER,233,63.84
Tooele,TC17,County Sheriff,,,M. DEAN ADAMS,132,36.16
Tooele,TC17,PAIGE PETERSEN Judicial Retention,,,YES,268,80.48
Tooele,TC17,PAIGE PETERSEN Judicial Retention,,,NO,65,19.52
Tooele,TC17,ADAM T. MOW Judicial Retention,,,YES,255,76.58
Tooele,TC17,ADAM T. MOW Judicial Retention,,,NO,78,23.42
Tooele,TC17,AMBER M. METTLER Judicial Retention,,,YES,261,77.91
Tooele,TC17,AMBER M. METTLER Judicial Retention,,,NO,74,22.09
Tooele,TC17,BARRY G. LAWRENCE Judicial Retention,,,YES,258,77.71
Tooele,TC17,BARRY G. LAWRENCE Judicial Retention,,,NO,74,22.29
Tooele,TC17,CHELSEA KOCH Judicial Retention,,,YES,244,72.62
Tooele,TC17,CHELSEA KOCH Judicial Retention,,,NO,92,27.38
Tooele,TC17,DIANNA M. GIBSON Judicial Retention,,,YES,260,76.92
Tooele,TC17,DIANNA M. GIBSON Judicial Retention,,,NO,78,23.08
Tooele,TC17,JAMES T. BLANCH Judicial Retention,,,YES,257,77.18
Tooele,TC17,JAMES T. BLANCH Judicial Retention,,,NO,76,22.82
Tooele,TC17,LINDA JONES Judicial Retention,,,YES,234,69.85
Tooele,TC17,LINDA JONES Judicial Retention,,,NO,101,30.15
Tooele,TC17,MARK S. KOURIS Judicial Retention,,,YES,225,67.16
Tooele,TC17,MARK S. KOURIS Judicial Retention,,,NO,110,32.84
Tooele,TC17,PATRICK W. CORUM Judicial Retention,,,YES,239,71.77
Tooele,TC17,PATRICK W. CORUM Judicial Retention,,,NO,94,28.23
Tooele,TC17,PAUL BOYD PARKER Judicial Retention,,,YES,251,75.38
Tooele,TC17,PAUL BOYD PARKER Judicial Retention,,,NO,82,24.62
Tooele,TC17,RANDALL N. SKANCHY Judicial Retention,,,YES,253,75.98
Tooele,TC17,RANDALL N. SKANCHY Judicial Retention,,,NO,80,24.02
Tooele,TC17,RICHARD E. MRAZIK Judicial Retention,,,YES,256,77.11
Tooele,TC17,RICHARD E. MRAZIK Judicial Retention,,,NO,76,22.89
Tooele,TC17,ROBERT P. FAUST Judicial Retention,,,YES,197,58.98
Tooele,TC17,ROBERT P. FAUST Judicial Retention,,,NO,137,41.02
Tooele,TC17,VERNICE S. TREASE Judicial Retention,,,YES,254,76.28
Tooele,TC17,VERNICE S. TREASE Judicial Retention,,,NO,79,23.72
Tooele,TC17,Proposition #6 - Tooele City Question 1,,,YES,283,74.28
Tooele,TC17,Proposition #6 - Tooele City Question 1,,,NO,98,25.72
Tooele,TC17,Constitutional Amendment A,,,AGAINST,225,61.81
Tooele,TC17,Constitutional Amendment A,,,FOR,139,38.19
Tooele,TC18,Registered Voters,,,,855,
Tooele,TC18,Ballots Cast,,,,464,
Tooele,TC18,U.S. Senate,,REP,MIKE LEE,231,50.44
Tooele,TC18,U.S. Senate,,,EVAN MCMULLIN,186,40.61
Tooele,TC18,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,25,5.46
Tooele,TC18,U.S. Senate,,IAP,TOMMY WILLIAMS,13,2.84
Tooele,TC18,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,2,0.44
Tooele,TC18,U.S. Senate,,,Write-In: Fictitious Entry,1,0.22
Tooele,TC18,U.S. Senate,,,Write-In Totals,3,0.66
Tooele,TC18,U.S. Senate,,,Not Assigned,0,0
Tooele,TC18,U.S. House,2,REP,CHRIS STEWART,249,55.21
Tooele,TC18,U.S. House,2,DEM,NICK MITCHELL,140,31.04
Tooele,TC18,U.S. House,2,UUP,JAYMAC MCFARLAND,36,7.98
Tooele,TC18,U.S. House,2,CON,CASSIE EASLEY,26,5.76
Tooele,TC18,State Treasurer,,REP,MARLO M. OAKS,275,64.25
Tooele,TC18,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,61,14.25
Tooele,TC18,State Treasurer,,UUP,THOMAS ALAN HORNE,51,11.92
Tooele,TC18,State Treasurer,,IAP,WARREN T ROGERS,41,9.58
Tooele,TC18,State Senate,11,REP,DANIEL W. THATCHER,355,100
Tooele,TC18,State House,28,REP,TIM JIMENEZ,358,100
Tooele,TC18,County Attorney,,REP,SCOTT A. BROADHEAD,360,100
Tooele,TC18,County Auditor,,REP,ALISON H. MCCOY,364,100
Tooele,TC18,County Clerk,,REP,TRACY SHAW,369,100
Tooele,TC18,County Sheriff,,REP,PAUL J. WIMMER,260,59.23
Tooele,TC18,County Sheriff,,,M. DEAN ADAMS,179,40.77
Tooele,TC18,PAIGE PETERSEN Judicial Retention,,,YES,318,76.81
Tooele,TC18,PAIGE PETERSEN Judicial Retention,,,NO,96,23.19
Tooele,TC18,ADAM T. MOW Judicial Retention,,,YES,311,75.3
Tooele,TC18,ADAM T. MOW Judicial Retention,,,NO,102,24.7
Tooele,TC18,AMBER M. METTLER Judicial Retention,,,YES,311,74.94
Tooele,TC18,AMBER M. METTLER Judicial Retention,,,NO,104,25.06
Tooele,TC18,BARRY G. LAWRENCE Judicial Retention,,,YES,307,73.98
Tooele,TC18,BARRY G. LAWRENCE Judicial Retention,,,NO,108,26.02
Tooele,TC18,CHELSEA KOCH Judicial Retention,,,YES,293,70.6
Tooele,TC18,CHELSEA KOCH Judicial Retention,,,NO,122,29.4
Tooele,TC18,DIANNA M. GIBSON Judicial Retention,,,YES,296,71.33
Tooele,TC18,DIANNA M. GIBSON Judicial Retention,,,NO,119,28.67
Tooele,TC18,JAMES T. BLANCH Judicial Retention,,,YES,306,73.91
Tooele,TC18,JAMES T. BLANCH Judicial Retention,,,NO,108,26.09
Tooele,TC18,LINDA JONES Judicial Retention,,,YES,274,66.34
Tooele,TC18,LINDA JONES Judicial Retention,,,NO,139,33.66
Tooele,TC18,MARK S. KOURIS Judicial Retention,,,YES,273,65.94
Tooele,TC18,MARK S. KOURIS Judicial Retention,,,NO,141,34.06
Tooele,TC18,PATRICK W. CORUM Judicial Retention,,,YES,282,68.95
Tooele,TC18,PATRICK W. CORUM Judicial Retention,,,NO,127,31.05
Tooele,TC18,PAUL BOYD PARKER Judicial Retention,,,YES,304,74.15
Tooele,TC18,PAUL BOYD PARKER Judicial Retention,,,NO,106,25.85
Tooele,TC18,RANDALL N. SKANCHY Judicial Retention,,,YES,286,69.59
Tooele,TC18,RANDALL N. SKANCHY Judicial Retention,,,NO,125,30.41
Tooele,TC18,RICHARD E. MRAZIK Judicial Retention,,,YES,303,74.26
Tooele,TC18,RICHARD E. MRAZIK Judicial Retention,,,NO,105,25.74
Tooele,TC18,ROBERT P. FAUST Judicial Retention,,,YES,256,62.14
Tooele,TC18,ROBERT P. FAUST Judicial Retention,,,NO,156,37.86
Tooele,TC18,VERNICE S. TREASE Judicial Retention,,,YES,307,74.7
Tooele,TC18,VERNICE S. TREASE Judicial Retention,,,NO,104,25.3
Tooele,TC18,Proposition #6 - Tooele City Question 1,,,YES,300,66.52
Tooele,TC18,Proposition #6 - Tooele City Question 1,,,NO,151,33.48
Tooele,TC18,Constitutional Amendment A,,,AGAINST,318,71.3
Tooele,TC18,Constitutional Amendment A,,,FOR,128,28.7
Tooele,TC19,Registered Voters,,,,782,
Tooele,TC19,Ballots Cast,,,,415,
Tooele,TC19,U.S. Senate,,REP,MIKE LEE,261,64.13
Tooele,TC19,U.S. Senate,,,EVAN MCMULLIN,127,31.2
Tooele,TC19,U.S. Senate,,IAP,TOMMY WILLIAMS,11,2.7
Tooele,TC19,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,8,1.97
Tooele,TC19,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,TC19,U.S. Senate,,,Write-In: Fictitious Entry,0,0
Tooele,TC19,U.S. Senate,,,Write-In Totals,0,0
Tooele,TC19,U.S. Senate,,,Not Assigned,0,0
Tooele,TC19,U.S. House,2,REP,CHRIS STEWART,274,67.16
Tooele,TC19,U.S. House,2,DEM,NICK MITCHELL,81,19.85
Tooele,TC19,U.S. House,2,UUP,JAYMAC MCFARLAND,31,7.6
Tooele,TC19,U.S. House,2,CON,CASSIE EASLEY,22,5.39
Tooele,TC19,State Treasurer,,REP,MARLO M. OAKS,319,80.35
Tooele,TC19,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,30,7.56
Tooele,TC19,State Treasurer,,UUP,THOMAS ALAN HORNE,27,6.8
Tooele,TC19,State Treasurer,,IAP,WARREN T ROGERS,21,5.29
Tooele,TC19,State Senate,11,REP,DANIEL W. THATCHER,352,100
Tooele,TC19,State House,28,REP,TIM JIMENEZ,352,100
Tooele,TC19,County Attorney,,REP,SCOTT A. BROADHEAD,350,100
Tooele,TC19,County Auditor,,REP,ALISON H. MCCOY,354,100
Tooele,TC19,County Clerk,,REP,TRACY SHAW,355,100
Tooele,TC19,County Sheriff,,REP,PAUL J. WIMMER,244,60.7
Tooele,TC19,County Sheriff,,,M. DEAN ADAMS,158,39.3
Tooele,TC19,PAIGE PETERSEN Judicial Retention,,,YES,304,81.07
Tooele,TC19,PAIGE PETERSEN Judicial Retention,,,NO,71,18.93
Tooele,TC19,ADAM T. MOW Judicial Retention,,,YES,290,77.75
Tooele,TC19,ADAM T. MOW Judicial Retention,,,NO,83,22.25
Tooele,TC19,AMBER M. METTLER Judicial Retention,,,YES,291,78.23
Tooele,TC19,AMBER M. METTLER Judicial Retention,,,NO,81,21.77
Tooele,TC19,BARRY G. LAWRENCE Judicial Retention,,,YES,288,76.8
Tooele,TC19,BARRY G. LAWRENCE Judicial Retention,,,NO,87,23.2
Tooele,TC19,CHELSEA KOCH Judicial Retention,,,YES,280,74.27
Tooele,TC19,CHELSEA KOCH Judicial Retention,,,NO,97,25.73
Tooele,TC19,DIANNA M. GIBSON Judicial Retention,,,YES,286,76.47
Tooele,TC19,DIANNA M. GIBSON Judicial Retention,,,NO,88,23.53
Tooele,TC19,JAMES T. BLANCH Judicial Retention,,,YES,282,75.81
Tooele,TC19,JAMES T. BLANCH Judicial Retention,,,NO,90,24.19
Tooele,TC19,LINDA JONES Judicial Retention,,,YES,261,69.97
Tooele,TC19,LINDA JONES Judicial Retention,,,NO,112,30.03
Tooele,TC19,MARK S. KOURIS Judicial Retention,,,YES,264,70.59
Tooele,TC19,MARK S. KOURIS Judicial Retention,,,NO,110,29.41
Tooele,TC19,PATRICK W. CORUM Judicial Retention,,,YES,266,73.28
Tooele,TC19,PATRICK W. CORUM Judicial Retention,,,NO,97,26.72
Tooele,TC19,PAUL BOYD PARKER Judicial Retention,,,YES,279,76.44
Tooele,TC19,PAUL BOYD PARKER Judicial Retention,,,NO,86,23.56
Tooele,TC19,RANDALL N. SKANCHY Judicial Retention,,,YES,272,74.11
Tooele,TC19,RANDALL N. SKANCHY Judicial Retention,,,NO,95,25.89
Tooele,TC19,RICHARD E. MRAZIK Judicial Retention,,,YES,278,75.96
Tooele,TC19,RICHARD E. MRAZIK Judicial Retention,,,NO,88,24.04
Tooele,TC19,ROBERT P. FAUST Judicial Retention,,,YES,236,64.84
Tooele,TC19,ROBERT P. FAUST Judicial Retention,,,NO,128,35.16
Tooele,TC19,VERNICE S. TREASE Judicial Retention,,,YES,287,78.2
Tooele,TC19,VERNICE S. TREASE Judicial Retention,,,NO,80,21.8
Tooele,TC19,Proposition #6 - Tooele City Question 1,,,YES,267,65.76
Tooele,TC19,Proposition #6 - Tooele City Question 1,,,NO,139,34.24
Tooele,TC19,Constitutional Amendment A,,,AGAINST,268,67.34
Tooele,TC19,Constitutional Amendment A,,,FOR,130,32.66
Tooele,TC20,Registered Voters,,,,911,
Tooele,TC20,Ballots Cast,,,,540,
Tooele,TC20,U.S. Senate,,REP,MIKE LEE,312,58.1
Tooele,TC20,U.S. Senate,,,EVAN MCMULLIN,187,34.82
Tooele,TC20,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,30,5.59
Tooele,TC20,U.S. Senate,,IAP,TOMMY WILLIAMS,8,1.49
Tooele,TC20,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,TC20,U.S. Senate,,,Write-In: Fictitious Entry,0,0
Tooele,TC20,U.S. Senate,,,Write-In Totals,0,0
Tooele,TC20,U.S. Senate,,,Not Assigned,0,0
Tooele,TC20,U.S. House,2,REP,CHRIS STEWART,353,66.48
Tooele,TC20,U.S. House,2,DEM,NICK MITCHELL,132,24.86
Tooele,TC20,U.S. House,2,CON,CASSIE EASLEY,30,5.65
Tooele,TC20,U.S. House,2,UUP,JAYMAC MCFARLAND,16,3.01
Tooele,TC20,State Treasurer,,REP,MARLO M. OAKS,388,76.68
Tooele,TC20,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,54,10.67
Tooele,TC20,State Treasurer,,UUP,THOMAS ALAN HORNE,32,6.32
Tooele,TC20,State Treasurer,,IAP,WARREN T ROGERS,32,6.32
Tooele,TC20,State Senate,11,REP,DANIEL W. THATCHER,443,100
Tooele,TC20,State House,28,REP,TIM JIMENEZ,447,100
Tooele,TC20,County Attorney,,REP,SCOTT A. BROADHEAD,449,100
Tooele,TC20,County Auditor,,REP,ALISON H. MCCOY,457,100
Tooele,TC20,County Clerk,,REP,TRACY SHAW,454,100
Tooele,TC20,County Sheriff,,REP,PAUL J. WIMMER,348,66.41
Tooele,TC20,County Sheriff,,,M. DEAN ADAMS,176,33.59
Tooele,TC20,PAIGE PETERSEN Judicial Retention,,,YES,374,79.24
Tooele,TC20,PAIGE PETERSEN Judicial Retention,,,NO,98,20.76
Tooele,TC20,ADAM T. MOW Judicial Retention,,,YES,359,76.87
Tooele,TC20,ADAM T. MOW Judicial Retention,,,NO,108,23.13
Tooele,TC20,AMBER M. METTLER Judicial Retention,,,YES,373,79.03
Tooele,TC20,AMBER M. METTLER Judicial Retention,,,NO,99,20.97
Tooele,TC20,BARRY G. LAWRENCE Judicial Retention,,,YES,368,77.64
Tooele,TC20,BARRY G. LAWRENCE Judicial Retention,,,NO,106,22.36
