county,precinct,office,district,candidate,party,votes,early_voting,election_day,provisional,mail
Davis,SY08:I-N-,U.S. House,1,Rick Edwin Jones,DEM,18,,,,
Davis,SY08:U-N-,U.S. House,1,Rick Edwin Jones,DEM,0,,,,
Davis,SY09:I-N-,U.S. House,1,Rick Edwin Jones,DEM,60,,,,
Davis,SY10:I-N-,U.S. House,1,Rick Edwin Jones,DEM,50,,,,
Davis,SY11:I-N-,U.S. House,1,Rick Edwin Jones,DEM,79,,,,
Davis,SY12:I-N-,U.S. House,1,Rick Edwin Jones,DEM,66,,,,
Davis,SY13:I-N-,U.S. House,1,Rick Edwin Jones,DEM,83,,,,
Davis,SY14:I-N-,U.S. House,1,Rick Edwin Jones,DEM,103,,,,
Davis,SY15,U.S. House,1,Rick Edwin Jones,DEM,11,,,,
Davis,SY16:I-N-,U.S. House,1,Rick Edwin Jones,DEM,64,,,,
Davis,SY17:I-N-,U.S. House,1,Rick Edwin Jones,DEM,57,,,,
Davis,SY18:I-N-,U.S. House,1,Rick Edwin Jones,DEM,65,,,,
Davis,SY19:I-N-,U.S. House,1,Rick Edwin Jones,DEM,92,,,,
Davis,SY20:I-N-,U.S. House,1,Rick Edwin Jones,DEM,102,,,,
Davis,SY21:I-N-,U.S. House,1,Rick Edwin Jones,DEM,83,,,,
Davis,SY22:I-N-,U.S. House,1,Rick Edwin Jones,DEM,30,,,,
Davis,SY23:I-N-,U.S. House,1,Rick Edwin Jones,DEM,12,,,,
Davis,SY24:I-N-,U.S. House,1,Rick Edwin Jones,DEM,91,,,,
Davis,SY25:I-N-,U.S. House,1,Rick Edwin Jones,DEM,79,,,,
Davis,SY26:I-N-,U.S. House,1,Rick Edwin Jones,DEM,82,,,,
Davis,SY27:I-N-,U.S. House,1,Rick Edwin Jones,DEM,57,,,,
Davis,SY28:I-N-,U.S. House,1,Rick Edwin Jones,DEM,58,,,,
Davis,SY29:U-N-,U.S. House,1,Rick Edwin Jones,DEM,0,,,,
Davis,SY30:I-N-,U.S. House,1,Rick Edwin Jones,DEM,95,,,,
Davis,SY31:I-N-,U.S. House,1,Rick Edwin Jones,DEM,49,,,,
Davis,SY32:I-N-,U.S. House,1,Rick Edwin Jones,DEM,53,,,,
Davis,SY33:I-N-,U.S. House,1,Rick Edwin Jones,DEM,63,,,,
Davis,SY34:I-N-,U.S. House,1,Rick Edwin Jones,DEM,74,,,,
Davis,SY35:I---,U.S. House,1,Rick Edwin Jones,DEM,0,,,,
Davis,SY35:I-N-,U.S. House,1,Rick Edwin Jones,DEM,111,,,,
Davis,SY36:I-N-,U.S. House,1,Rick Edwin Jones,DEM,65,,,,
Davis,SY37:I---,U.S. House,1,Rick Edwin Jones,DEM,0,,,,
Davis,SY37:I-N-,U.S. House,1,Rick Edwin Jones,DEM,16,,,,
Davis,SY37:U-N-,U.S. House,1,Rick Edwin Jones,DEM,0,,,,
Davis,SY38:U-N-,U.S. House,1,Rick Edwin Jones,DEM,0,,,,
Davis,WP01,U.S. House,1,Rick Edwin Jones,DEM,17,,,,
Davis,WP02:IHN-,U.S. House,1,Rick Edwin Jones,DEM,33,,,,
Davis,WP03:IHN-,U.S. House,1,Rick Edwin Jones,DEM,26,,,,
Davis,WP04:I-N-,U.S. House,1,Rick Edwin Jones,DEM,13,,,,
Davis,WP05:I-N-,U.S. House,1,Rick Edwin Jones,DEM,59,,,,
Davis,WP06:I-N-,U.S. House,1,Rick Edwin Jones,DEM,37,,,,
Davis,WP07,U.S. House,1,Rick Edwin Jones,DEM,89,,,,
Davis,WP08:IHN-,U.S. House,1,Rick Edwin Jones,DEM,33,,,,
Davis,WP09:I-N-,U.S. House,1,Rick Edwin Jones,DEM,73,,,,
Davis,WP10:I-N-,U.S. House,1,Rick Edwin Jones,DEM,82,,,,
Davis,WP11:I-N-,U.S. House,1,Rick Edwin Jones,DEM,61,,,,
Davis,WP12:I-N-,U.S. House,1,Rick Edwin Jones,DEM,49,,,,
Davis,WP13:I-N-,U.S. House,1,Rick Edwin Jones,DEM,76,,,,
Davis,WP14:I-N-,U.S. House,1,Rick Edwin Jones,DEM,77,,,,
Davis,WP15:I-N-,U.S. House,1,Rick Edwin Jones,DEM,108,,,,
Davis,BO01:I-S-,U.S. House,2,Nick Mitchell,DEM,90,,,,
Davis,BO02:I-S-,U.S. House,2,Nick Mitchell,DEM,119,,,,
Davis,BO03:I-S-,U.S. House,2,Nick Mitchell,DEM,91,,,,
Davis,BO04:I-S-,U.S. House,2,Nick Mitchell,DEM,124,,,,
Davis,BO05:I-S-,U.S. House,2,Nick Mitchell,DEM,117,,,,
Davis,BO05:U-S-,U.S. House,2,Nick Mitchell,DEM,0,,,,
Davis,BO06:I-S-,U.S. House,2,Nick Mitchell,DEM,114,,,,
Davis,BO07:I-S-,U.S. House,2,Nick Mitchell,DEM,145,,,,
Davis,BO08:I-S-,U.S. House,2,Nick Mitchell,DEM,151,,,,
Davis,BO09:I-S,U.S. House,2,Nick Mitchell,DEM,118,,,,
Davis,BO10:I-S-,U.S. House,2,Nick Mitchell,DEM,73,,,,
Davis,BO11:I-S-,U.S. House,2,Nick Mitchell,DEM,116,,,,
Davis,BO12:I-S-,U.S. House,2,Nick Mitchell,DEM,132,,,,
Davis,BO13:I-S-,U.S. House,2,Nick Mitchell,DEM,124,,,,
Davis,BO14:I-S-,U.S. House,2,Nick Mitchell,DEM,131,,,,
Davis,BO15:I-S-,U.S. House,2,Nick Mitchell,DEM,116,,,,
Davis,BO16:I-S-,U.S. House,2,Nick Mitchell,DEM,147,,,,
Davis,BO17:I-S-,U.S. House,2,Nick Mitchell,DEM,156,,,,
Davis,BO18:I-S-,U.S. House,2,Nick Mitchell,DEM,115,,,,
Davis,BO19:I-S-,U.S. House,2,Nick Mitchell,DEM,133,,,,
Davis,BO20:I-S-,U.S. House,2,Nick Mitchell,DEM,113,,,,
Davis,BO21:I-S-,U.S. House,2,Nick Mitchell,DEM,144,,,,
Davis,BO22:I-S-,U.S. House,2,Nick Mitchell,DEM,123,,,,
Davis,BO23:I-S-,U.S. House,2,Nick Mitchell,DEM,105,,,,
Davis,BO24:I-S-,U.S. House,2,Nick Mitchell,DEM,101,,,,
Davis,BO25:I-S-,U.S. House,2,Nick Mitchell,DEM,162,,,,
Davis,BO26:I-S-,U.S. House,2,Nick Mitchell,DEM,91,,,,
Davis,BO27:I-S-,U.S. House,2,Nick Mitchell,DEM,97,,,,
Davis,BO28:I-S-,U.S. House,2,Nick Mitchell,DEM,140,,,,
Davis,BO29:I-S,U.S. House,2,Nick Mitchell,DEM,160,,,,
Davis,BO30:I-S-,U.S. House,2,Nick Mitchell,DEM,102,,,,
Davis,BO31:I-S-,U.S. House,2,Nick Mitchell,DEM,123,,,,
Davis,BO32:I-S-,U.S. House,2,Nick Mitchell,DEM,123,,,,
Davis,BO33:IDS-,U.S. House,2,Nick Mitchell,DEM,122,,,,
Davis,BO34:IDS-,U.S. House,2,Nick Mitchell,DEM,133,,,,
Davis,BO35:IDS-,U.S. House,2,Nick Mitchell,DEM,150,,,,
Davis,BO36:I-S-,U.S. House,2,Nick Mitchell,DEM,106,,,,
Davis,BO37:I-S-,U.S. House,2,Nick Mitchell,DEM,146,,,,
Davis,BO38:I-S-,U.S. House,2,Nick Mitchell,DEM,176,,,,
Davis,BO39:I-S-,U.S. House,2,Nick Mitchell,DEM,183,,,,
Davis,BO40:I-S,U.S. House,2,Nick Mitchell,DEM,0,,,,
Davis,BO40:IDS-,U.S. House,2,Nick Mitchell,DEM,166,,,,
Davis,BO41:IDS-,U.S. House,2,Nick Mitchell,DEM,129,,,,
Davis,BO42:I-S-,U.S. House,2,Nick Mitchell,DEM,83,,,,
Davis,BO43,U.S. House,2,Nick Mitchell,DEM,153,,,,
Davis,BO44:I-S-,U.S. House,2,Nick Mitchell,DEM,110,,,,
Davis,CE01:I-S-,U.S. House,2,Nick Mitchell,DEM,140,,,,
Davis,CE02:I-S-,U.S. House,2,Nick Mitchell,DEM,97,,,,
Davis,CE03:I-S-,U.S. House,2,Nick Mitchell,DEM,103,,,,
Davis,CE04:I-S-,U.S. House,2,Nick Mitchell,DEM,123,,,,
Davis,CE05:I-S-,U.S. House,2,Nick Mitchell,DEM,126,,,,
Davis,CE06:I-S-,U.S. House,2,Nick Mitchell,DEM,74,,,,
Davis,CE07:I-S-,U.S. House,2,Nick Mitchell,DEM,119,,,,
Davis,CE08:I-S-,U.S. House,2,Nick Mitchell,DEM,127,,,,
Davis,CE09:I-S-,U.S. House,2,Nick Mitchell,DEM,147,,,,
Davis,CE10:I-S-,U.S. House,2,Nick Mitchell,DEM,89,,,,
Davis,CE11:I-S-,U.S. House,2,Nick Mitchell,DEM,132,,,,
Davis,CE12:I-S-,U.S. House,2,Nick Mitchell,DEM,88,,,,
Davis,CE13:I-S-,U.S. House,2,Nick Mitchell,DEM,79,,,,
Davis,CE14:I-S-,U.S. House,2,Nick Mitchell,DEM,163,,,,
Davis,CE15:I-S-,U.S. House,2,Nick Mitchell,DEM,110,,,,
Davis,CE16:I-S-,U.S. House,2,Nick Mitchell,DEM,64,,,,
Davis,CE17:I-S-,U.S. House,2,Nick Mitchell,DEM,24,,,,
Davis,FA01,U.S. House,2,Nick Mitchell,DEM,105,,,,
Davis,FA02:IBC-,U.S. House,2,Nick Mitchell,DEM,104,,,,
Davis,FA03:I-C-,U.S. House,2,Nick Mitchell,DEM,1,,,,
Davis,FA03:IBC-,U.S. House,2,Nick Mitchell,DEM,81,,,,
Davis,FA04:IBC-,U.S. House,2,Nick Mitchell,DEM,116,,,,
Davis,FA05:IBC-,U.S. House,2,Nick Mitchell,DEM,78,,,,
Davis,FA06:IBC-,U.S. House,2,Nick Mitchell,DEM,127,,,,
Davis,FA07:I-C-,U.S. House,2,Nick Mitchell,DEM,113,,,,
Davis,FA08:IBC-,U.S. House,2,Nick Mitchell,DEM,106,,,,
Davis,FA09:IBC-,U.S. House,2,Nick Mitchell,DEM,67,,,,
Davis,FA10:I-C-,U.S. House,2,Nick Mitchell,DEM,104,,,,
Davis,FA11:I-C-,U.S. House,2,Nick Mitchell,DEM,167,,,,
Davis,FA12:I-C-,U.S. House,2,Nick Mitchell,DEM,77,,,,
Davis,FA12:U-C-,U.S. House,2,Nick Mitchell,DEM,0,,,,
Davis,FA13:I-C-,U.S. House,2,Nick Mitchell,DEM,73,,,,
Davis,FA14:I-C-,U.S. House,2,Nick Mitchell,DEM,105,,,,
Davis,FA15:I-C-,U.S. House,2,Nick Mitchell,DEM,78,,,,
Davis,FA16:IBC-,U.S. House,2,Nick Mitchell,DEM,104,,,,
Davis,FA17:IBC-,U.S. House,2,Nick Mitchell,DEM,128,,,,
Davis,FA18:IBC-,U.S. House,2,Nick Mitchell,DEM,123,,,,
Davis,FA19:IBC-,U.S. House,2,Nick Mitchell,DEM,39,,,,
Davis,FA20:IBC-,U.S. House,2,Nick Mitchell,DEM,88,,,,
Davis,FA21:IBC-,U.S. House,2,Nick Mitchell,DEM,98,,,,
Davis,FA22:IBC-,U.S. House,2,Nick Mitchell,DEM,78,,,,
Davis,FA23:IBC-,U.S. House,2,Nick Mitchell,DEM,79,,,,
Davis,KA35:IBC-,U.S. House,2,Nick Mitchell,DEM,70,,,,
Davis,NS01:I-S-,U.S. House,2,Nick Mitchell,DEM,166,,,,
Davis,NS02:I-S-,U.S. House,2,Nick Mitchell,DEM,136,,,,
Davis,NS03:I-S-,U.S. House,2,Nick Mitchell,DEM,126,,,,
Davis,NS04:I-S-,U.S. House,2,Nick Mitchell,DEM,166,,,,
Davis,NS05:I-S-,U.S. House,2,Nick Mitchell,DEM,94,,,,
Davis,NS06:I-S-,U.S. House,2,Nick Mitchell,DEM,123,,,,
Davis,NS07:I-S-,U.S. House,2,Nick Mitchell,DEM,130,,,,
Davis,NS07:IDSA,U.S. House,2,Nick Mitchell,DEM,19,,,,
Davis,NS07,U.S. House,2,Nick Mitchell,DEM,1,,,,
Davis,NS08:I-S-,U.S. House,2,Nick Mitchell,DEM,136,,,,
Davis,NS09:I-S-,U.S. House,2,Nick Mitchell,DEM,77,,,,
Davis,NS10:UDS-,U.S. House,2,Nick Mitchell,DEM,113,,,,
Davis,NS11:IDSB,U.S. House,2,Nick Mitchell,DEM,108,,,,
Davis,NS12:IDS-,U.S. House,2,Nick Mitchell,DEM,121,,,,
Davis,NS13:I-S-,U.S. House,2,Nick Mitchell,DEM,149,,,,
Davis,NS14:I-S-,U.S. House,2,Nick Mitchell,DEM,192,,,,
Davis,NS15:IDS-,U.S. House,2,Nick Mitchell,DEM,124,,,,
Davis,NS16:I-S-,U.S. House,2,Nick Mitchell,DEM,168,,,,
Davis,NS17:I-S-,U.S. House,2,Nick Mitchell,DEM,139,,,,
Davis,NS18:I-S-,U.S. House,2,Nick Mitchell,DEM,88,,,,
Davis,NS19:I-S-,U.S. House,2,Nick Mitchell,DEM,172,,,,
Davis,NS20:I-S-,U.S. House,2,Nick Mitchell,DEM,123,,,,
Davis,WB01:I-S-,U.S. House,2,Nick Mitchell,DEM,106,,,,
Davis,WB02:I-S-,U.S. House,2,Nick Mitchell,DEM,106,,,,
Davis,WB03:I-S-,U.S. House,2,Nick Mitchell,DEM,83,,,,
Davis,WB04:I-S-,U.S. House,2,Nick Mitchell,DEM,130,,,,
Davis,WB05:I-S-,U.S. House,2,Nick Mitchell,DEM,54,,,,
Davis,WB05:U---,U.S. House,2,Nick Mitchell,DEM,0,,,,
Davis,WB05:U-S-,U.S. House,2,Nick Mitchell,DEM,5,,,,
Davis,WB06:I-S-,U.S. House,2,Nick Mitchell,DEM,90,,,,
Davis,WX01:I-S-,U.S. House,2,Nick Mitchell,DEM,94,,,,
Davis,WX02:I-S-,U.S. House,2,Nick Mitchell,DEM,92,,,,
Davis,WX03:I-S-,U.S. House,2,Nick Mitchell,DEM,82,,,,
Davis,WX04:I-S-,U.S. House,2,Nick Mitchell,DEM,104,,,,
Davis,WX04:U-S-,U.S. House,2,Nick Mitchell,DEM,0,,,,
Davis,WX05:I-S-,U.S. House,2,Nick Mitchell,DEM,112,,,,
Davis,WX06:I-S-,U.S. House,2,Nick Mitchell,DEM,83,,,,
Davis,WX07:I-S-,U.S. House,2,Nick Mitchell,DEM,121,,,,
Davis,WX08:I-S-,U.S. House,2,Nick Mitchell,DEM,120,,,,
Davis,WX09:I-S-,U.S. House,2,Nick Mitchell,DEM,135,,,,
Davis,WX10:I-S-,U.S. House,2,Nick Mitchell,DEM,99,,,,
Davis,WX11:I-S-,U.S. House,2,Nick Mitchell,DEM,42,,,,
Davis,WX11:IDS-,U.S. House,2,Nick Mitchell,DEM,0,,,,
Davis,BO01:I-S-,U.S. House,2,Jaymac McFarland,UUP,10,,,,
Davis,BO02:I-S-,U.S. House,2,Jaymac McFarland,UUP,13,,,,
Davis,BO03:I-S-,U.S. House,2,Jaymac McFarland,UUP,21,,,,
Davis,BO04:I-S-,U.S. House,2,Jaymac McFarland,UUP,22,,,,
Davis,BO05:I-S-,U.S. House,2,Jaymac McFarland,UUP,24,,,,
Davis,BO05:U-S-,U.S. House,2,Jaymac McFarland,UUP,0,,,,
Davis,BO06:I-S-,U.S. House,2,Jaymac McFarland,UUP,15,,,,
Davis,BO07:I-S-,U.S. House,2,Jaymac McFarland,UUP,20,,,,
Davis,BO08:I-S-,U.S. House,2,Jaymac McFarland,UUP,38,,,,
Davis,BO09:I-S,U.S. House,2,Jaymac McFarland,UUP,22,,,,
Davis,BO10:I-S-,U.S. House,2,Jaymac McFarland,UUP,25,,,,
Davis,BO11:I-S-,U.S. House,2,Jaymac McFarland,UUP,14,,,,
Davis,BO12:I-S-,U.S. House,2,Jaymac McFarland,UUP,18,,,,
Davis,BO13:I-S-,U.S. House,2,Jaymac McFarland,UUP,22,,,,
Davis,BO14:I-S-,U.S. House,2,Jaymac McFarland,UUP,22,,,,
Davis,BO15:I-S-,U.S. House,2,Jaymac McFarland,UUP,25,,,,
Davis,BO16:I-S-,U.S. House,2,Jaymac McFarland,UUP,20,,,,
Davis,BO17:I-S-,U.S. House,2,Jaymac McFarland,UUP,27,,,,
Davis,BO18:I-S-,U.S. House,2,Jaymac McFarland,UUP,26,,,,
Davis,BO19:I-S-,U.S. House,2,Jaymac McFarland,UUP,25,,,,
Davis,BO20:I-S-,U.S. House,2,Jaymac McFarland,UUP,27,,,,
Davis,BO21:I-S-,U.S. House,2,Jaymac McFarland,UUP,23,,,,
Davis,BO22:I-S-,U.S. House,2,Jaymac McFarland,UUP,36,,,,
Davis,BO23:I-S-,U.S. House,2,Jaymac McFarland,UUP,10,,,,
Davis,BO24:I-S-,U.S. House,2,Jaymac McFarland,UUP,29,,,,
Davis,BO25:I-S-,U.S. House,2,Jaymac McFarland,UUP,18,,,,
Davis,BO26:I-S-,U.S. House,2,Jaymac McFarland,UUP,29,,,,
Davis,BO27:I-S-,U.S. House,2,Jaymac McFarland,UUP,15,,,,
Davis,BO28:I-S-,U.S. House,2,Jaymac McFarland,UUP,26,,,,
Davis,BO29:I-S,U.S. House,2,Jaymac McFarland,UUP,29,,,,
Davis,BO30:I-S-,U.S. House,2,Jaymac McFarland,UUP,28,,,,
Davis,BO31:I-S-,U.S. House,2,Jaymac McFarland,UUP,33,,,,
Davis,BO32:I-S-,U.S. House,2,Jaymac McFarland,UUP,25,,,,
Davis,BO33:IDS-,U.S. House,2,Jaymac McFarland,UUP,28,,,,
Davis,BO34:IDS-,U.S. House,2,Jaymac McFarland,UUP,18,,,,
Davis,BO35:IDS-,U.S. House,2,Jaymac McFarland,UUP,21,,,,
Davis,BO36:I-S-,U.S. House,2,Jaymac McFarland,UUP,26,,,,
Davis,BO37:I-S-,U.S. House,2,Jaymac McFarland,UUP,35,,,,
Davis,BO38:I-S-,U.S. House,2,Jaymac McFarland,UUP,26,,,,
Davis,BO39:I-S-,U.S. House,2,Jaymac McFarland,UUP,13,,,,
Davis,BO40:I-S,U.S. House,2,Jaymac McFarland,UUP,0,,,,
Davis,BO40:IDS-,U.S. House,2,Jaymac McFarland,UUP,24,,,,
Davis,BO41:IDS-,U.S. House,2,Jaymac McFarland,UUP,29,,,,
Davis,BO42:I-S-,U.S. House,2,Jaymac McFarland,UUP,16,,,,
Davis,BO43,U.S. House,2,Jaymac McFarland,UUP,22,,,,
Davis,BO44:I-S-,U.S. House,2,Jaymac McFarland,UUP,25,,,,
Davis,CE01:I-S-,U.S. House,2,Jaymac McFarland,UUP,31,,,,
Davis,CE02:I-S-,U.S. House,2,Jaymac McFarland,UUP,36,,,,
Davis,CE03:I-S-,U.S. House,2,Jaymac McFarland,UUP,52,,,,
Davis,CE04:I-S-,U.S. House,2,Jaymac McFarland,UUP,30,,,,
Davis,CE05:I-S-,U.S. House,2,Jaymac McFarland,UUP,22,,,,
Davis,CE06:I-S-,U.S. House,2,Jaymac McFarland,UUP,43,,,,
Davis,CE07:I-S-,U.S. House,2,Jaymac McFarland,UUP,32,,,,
Davis,CE08:I-S-,U.S. House,2,Jaymac McFarland,UUP,24,,,,
Davis,CE09:I-S-,U.S. House,2,Jaymac McFarland,UUP,29,,,,
Davis,CE10:I-S-,U.S. House,2,Jaymac McFarland,UUP,49,,,,
Davis,CE11:I-S-,U.S. House,2,Jaymac McFarland,UUP,19,,,,
Davis,CE12:I-S-,U.S. House,2,Jaymac McFarland,UUP,19,,,,
Davis,CE13:I-S-,U.S. House,2,Jaymac McFarland,UUP,17,,,,
Davis,CE14:I-S-,U.S. House,2,Jaymac McFarland,UUP,36,,,,
Davis,CE15:I-S-,U.S. House,2,Jaymac McFarland,UUP,32,,,,
Davis,CE16:I-S-,U.S. House,2,Jaymac McFarland,UUP,19,,,,
Davis,CE17:I-S-,U.S. House,2,Jaymac McFarland,UUP,5,,,,
Davis,FA01,U.S. House,2,Jaymac McFarland,UUP,30,,,,
Davis,FA02:IBC-,U.S. House,2,Jaymac McFarland,UUP,47,,,,
Davis,FA03:I-C-,U.S. House,2,Jaymac McFarland,UUP,0,,,,
Davis,FA03:IBC-,U.S. House,2,Jaymac McFarland,UUP,27,,,,
Davis,FA04:IBC-,U.S. House,2,Jaymac McFarland,UUP,24,,,,
Davis,FA05:IBC-,U.S. House,2,Jaymac McFarland,UUP,32,,,,
Davis,FA06:IBC-,U.S. House,2,Jaymac McFarland,UUP,42,,,,
Davis,FA07:I-C-,U.S. House,2,Jaymac McFarland,UUP,30,,,,
Davis,FA08:IBC-,U.S. House,2,Jaymac McFarland,UUP,42,,,,
Davis,FA09:IBC-,U.S. House,2,Jaymac McFarland,UUP,22,,,,
Davis,FA10:I-C-,U.S. House,2,Jaymac McFarland,UUP,11,,,,
Davis,FA11:I-C-,U.S. House,2,Jaymac McFarland,UUP,23,,,,
Davis,FA12:I-C-,U.S. House,2,Jaymac McFarland,UUP,39,,,,
Davis,FA12:U-C-,U.S. House,2,Jaymac McFarland,UUP,0,,,,
Davis,FA13:I-C-,U.S. House,2,Jaymac McFarland,UUP,28,,,,
Davis,FA14:I-C-,U.S. House,2,Jaymac McFarland,UUP,49,,,,
Davis,FA15:I-C-,U.S. House,2,Jaymac McFarland,UUP,13,,,,
Davis,FA16:IBC-,U.S. House,2,Jaymac McFarland,UUP,27,,,,
Davis,FA17:IBC-,U.S. House,2,Jaymac McFarland,UUP,40,,,,
Davis,FA18:IBC-,U.S. House,2,Jaymac McFarland,UUP,26,,,,
Davis,FA19:IBC-,U.S. House,2,Jaymac McFarland,UUP,22,,,,
Davis,FA20:IBC-,U.S. House,2,Jaymac McFarland,UUP,29,,,,
Davis,FA21:IBC-,U.S. House,2,Jaymac McFarland,UUP,43,,,,
Davis,FA22:IBC-,U.S. House,2,Jaymac McFarland,UUP,14,,,,
Davis,FA23:IBC-,U.S. House,2,Jaymac McFarland,UUP,32,,,,
Davis,KA35:IBC-,U.S. House,2,Jaymac McFarland,UUP,17,,,,
Davis,NS01:I-S-,U.S. House,2,Jaymac McFarland,UUP,27,,,,
Davis,NS02:I-S-,U.S. House,2,Jaymac McFarland,UUP,14,,,,
Davis,NS03:I-S-,U.S. House,2,Jaymac McFarland,UUP,17,,,,
Davis,NS04:I-S-,U.S. House,2,Jaymac McFarland,UUP,20,,,,
Davis,NS05:I-S-,U.S. House,2,Jaymac McFarland,UUP,12,,,,
Davis,NS06:I-S-,U.S. House,2,Jaymac McFarland,UUP,21,,,,
Davis,NS07:I-S-,U.S. House,2,Jaymac McFarland,UUP,14,,,,
Davis,NS07:IDSA,U.S. House,2,Jaymac McFarland,UUP,3,,,,
Davis,NS07,U.S. House,2,Jaymac McFarland,UUP,1,,,,
Davis,NS08:I-S-,U.S. House,2,Jaymac McFarland,UUP,22,,,,
Davis,NS09:I-S-,U.S. House,2,Jaymac McFarland,UUP,6,,,,
Davis,NS10:UDS-,U.S. House,2,Jaymac McFarland,UUP,20,,,,
Davis,NS11:IDSB,U.S. House,2,Jaymac McFarland,UUP,12,,,,
Davis,NS12:IDS-,U.S. House,2,Jaymac McFarland,UUP,9,,,,
Davis,NS13:I-S-,U.S. House,2,Jaymac McFarland,UUP,22,,,,
Davis,NS14:I-S-,U.S. House,2,Jaymac McFarland,UUP,20,,,,
Davis,NS15:IDS-,U.S. House,2,Jaymac McFarland,UUP,14,,,,
Davis,NS16:I-S-,U.S. House,2,Jaymac McFarland,UUP,20,,,,
Davis,NS17:I-S-,U.S. House,2,Jaymac McFarland,UUP,28,,,,
Davis,NS18:I-S-,U.S. House,2,Jaymac McFarland,UUP,8,,,,
Davis,NS19:I-S-,U.S. House,2,Jaymac McFarland,UUP,27,,,,
Davis,NS20:I-S-,U.S. House,2,Jaymac McFarland,UUP,22,,,,
Davis,WB01:I-S-,U.S. House,2,Jaymac McFarland,UUP,31,,,,
Davis,WB02:I-S-,U.S. House,2,Jaymac McFarland,UUP,28,,,,
Davis,WB03:I-S-,U.S. House,2,Jaymac McFarland,UUP,25,,,,
Davis,WB04:I-S-,U.S. House,2,Jaymac McFarland,UUP,23,,,,
Davis,WB05:I-S-,U.S. House,2,Jaymac McFarland,UUP,9,,,,
Davis,WB05:U---,U.S. House,2,Jaymac McFarland,UUP,0,,,,
Davis,WB05:U-S-,U.S. House,2,Jaymac McFarland,UUP,0,,,,
Davis,WB06:I-S-,U.S. House,2,Jaymac McFarland,UUP,27,,,,
Davis,WX01:I-S-,U.S. House,2,Jaymac McFarland,UUP,16,,,,
Davis,WX02:I-S-,U.S. House,2,Jaymac McFarland,UUP,25,,,,
Davis,WX03:I-S-,U.S. House,2,Jaymac McFarland,UUP,22,,,,
Davis,WX04:I-S-,U.S. House,2,Jaymac McFarland,UUP,19,,,,
Davis,WX04:U-S-,U.S. House,2,Jaymac McFarland,UUP,0,,,,
Davis,WX05:I-S-,U.S. House,2,Jaymac McFarland,UUP,11,,,,
Davis,WX06:I-S-,U.S. House,2,Jaymac McFarland,UUP,21,,,,
Davis,WX07:I-S-,U.S. House,2,Jaymac McFarland,UUP,21,,,,
Davis,WX08:I-S-,U.S. House,2,Jaymac McFarland,UUP,16,,,,
Davis,WX09:I-S-,U.S. House,2,Jaymac McFarland,UUP,18,,,,
Davis,WX10:I-S-,U.S. House,2,Jaymac McFarland,UUP,22,,,,
Davis,WX11:I-S-,U.S. House,2,Jaymac McFarland,UUP,15,,,,
Davis,WX11:IDS-,U.S. House,2,Jaymac McFarland,UUP,0,,,,
Davis,BO01:I-S-,U.S. House,2,Cassie Easley,CON,6,,,,
Davis,BO02:I-S-,U.S. House,2,Cassie Easley,CON,10,,,,
Davis,BO03:I-S-,U.S. House,2,Cassie Easley,CON,11,,,,
Davis,BO04:I-S-,U.S. House,2,Cassie Easley,CON,13,,,,
Davis,BO05:I-S-,U.S. House,2,Cassie Easley,CON,12,,,,
Davis,BO05:U-S-,U.S. House,2,Cassie Easley,CON,0,,,,
Davis,BO06:I-S-,U.S. House,2,Cassie Easley,CON,6,,,,
Davis,BO07:I-S-,U.S. House,2,Cassie Easley,CON,11,,,,
Davis,BO08:I-S-,U.S. House,2,Cassie Easley,CON,11,,,,
Davis,BO09:I-S,U.S. House,2,Cassie Easley,CON,10,,,,
Davis,BO10:I-S-,U.S. House,2,Cassie Easley,CON,8,,,,
Davis,BO11:I-S-,U.S. House,2,Cassie Easley,CON,13,,,,
Davis,BO12:I-S-,U.S. House,2,Cassie Easley,CON,9,,,,
Davis,BO13:I-S-,U.S. House,2,Cassie Easley,CON,12,,,,
Davis,BO14:I-S-,U.S. House,2,Cassie Easley,CON,10,,,,
Davis,BO15:I-S-,U.S. House,2,Cassie Easley,CON,8,,,,
Davis,BO16:I-S-,U.S. House,2,Cassie Easley,CON,18,,,,
Davis,BO17:I-S-,U.S. House,2,Cassie Easley,CON,12,,,,
Davis,BO18:I-S-,U.S. House,2,Cassie Easley,CON,13,,,,
Davis,BO19:I-S-,U.S. House,2,Cassie Easley,CON,10,,,,
Davis,BO20:I-S-,U.S. House,2,Cassie Easley,CON,4,,,,
Davis,BO21:I-S-,U.S. House,2,Cassie Easley,CON,14,,,,
Davis,BO22:I-S-,U.S. House,2,Cassie Easley,CON,12,,,,
Davis,BO23:I-S-,U.S. House,2,Cassie Easley,CON,9,,,,
Davis,BO24:I-S-,U.S. House,2,Cassie Easley,CON,11,,,,
Davis,BO25:I-S-,U.S. House,2,Cassie Easley,CON,10,,,,
Davis,BO26:I-S-,U.S. House,2,Cassie Easley,CON,5,,,,
Davis,BO27:I-S-,U.S. House,2,Cassie Easley,CON,4,,,,
Davis,BO28:I-S-,U.S. House,2,Cassie Easley,CON,13,,,,
Davis,BO29:I-S,U.S. House,2,Cassie Easley,CON,6,,,,
Davis,BO30:I-S-,U.S. House,2,Cassie Easley,CON,11,,,,
Davis,BO31:I-S-,U.S. House,2,Cassie Easley,CON,9,,,,
