county,precinct,office,district,party,candidates,votes
Cache,LOG32,Ballots Cast,,REP,,59
Cache,LOG32,Ballots Cast,,DEM,,17
Cache,LOG32,U.S. Senate,,REP,Mitt Romney,34
Cache,LOG32,U.S. Senate,,REP,Mike Kennedy,25
Cache,LOG32,U.S. House,1,DEM,Lee Castillo,5
Cache,LOG32,U.S. House,1,DEM,Kurt Weiland,12
Cache,LOG33,Registered Voters,,,,569
Cache,LOG33,Registered Voters,,REP,,287
Cache,LOG33,Registered Voters,,DEM,,282
Cache,LOG33,Ballots Cast,,,,209
Cache,LOG33,Ballots Cast,,REP,,166
Cache,LOG33,Ballots Cast,,DEM,,43
Cache,LOG33,U.S. Senate,,REP,Mitt Romney,107
Cache,LOG33,U.S. Senate,,REP,Mike Kennedy,59
Cache,LOG33,State House,4,REP,Greg Merrill,38
Cache,LOG33,State House,4,REP,Dan N. Johnson,122
Cache,LOG33,U.S. House,1,DEM,Lee Castillo,27
Cache,LOG33,U.S. House,1,DEM,Kurt Weiland,16
Cache,MEN01,Registered Voters,,,,93
Cache,MEN01,Registered Voters,,REP,,57
Cache,MEN01,Registered Voters,,DEM,,36
Cache,MEN01,Ballots Cast,,,,33
Cache,MEN01,Ballots Cast,,REP,,29
Cache,MEN01,Ballots Cast,,DEM,,4
Cache,MEN01,U.S. Senate,,REP,Mitt Romney,12
Cache,MEN01,U.S. Senate,,REP,Mike Kennedy,17
Cache,MEN01,U.S. House,1,DEM,Lee Castillo,3
Cache,MEN01,U.S. House,1,DEM,Kurt Weiland,1
