county,precinct,office,district,party,candidate,early_voting,mail,vote_centers,votes
Salt Lake,DRP028,U.S. House,3,REP,John Curtis,0,128,5,133
Salt Lake,DRP029,U.S. House,3,REP,John Curtis,0,260,4,264
Salt Lake,DRP030,U.S. House,3,REP,John Curtis,2,103,1,106
Salt Lake,DRP031,U.S. House,3,REP,John Curtis,0,171,6,177
Salt Lake,DRP032,U.S. House,3,REP,John Curtis,0,13,0,13
Salt Lake,GNT001,U.S. House,3,REP,John Curtis,0,30,2,32
Salt Lake,GNT004,U.S. House,3,REP,John Curtis,0,57,0,57
Salt Lake,GNT006,U.S. House,3,REP,John Curtis,1,64,3,68
Salt Lake,HOL001,U.S. House,3,REP,John Curtis,0,154,5,159
Salt Lake,HOL003,U.S. House,3,REP,John Curtis,0,126,0,126
Salt Lake,HOL004,U.S. House,3,REP,John Curtis,1,103,0,104
Salt Lake,HOL005,U.S. House,3,REP,John Curtis,0,84,1,85
Salt Lake,HOL006,U.S. House,3,REP,John Curtis,0,202,6,208
Salt Lake,HOL007,U.S. House,3,REP,John Curtis,0,149,8,157
Salt Lake,HOL008,U.S. House,3,REP,John Curtis,0,113,2,115
Salt Lake,HOL009,U.S. House,3,REP,John Curtis,0,78,2,80
Salt Lake,HOL010,U.S. House,3,REP,John Curtis,0,115,5,120
Salt Lake,HOL011,U.S. House,3,REP,John Curtis,0,165,4,169
Salt Lake,HOL012,U.S. House,3,REP,John Curtis,0,96,3,99
Salt Lake,HOL013,U.S. House,3,REP,John Curtis,1,95,6,102
Salt Lake,HOL015,U.S. House,3,REP,John Curtis,0,81,4,85
Salt Lake,HOL016,U.S. House,3,REP,John Curtis,0,66,2,68
Salt Lake,HOL017,U.S. House,3,REP,John Curtis,0,48,2,50
Salt Lake,HOL018,U.S. House,3,REP,John Curtis,0,125,3,128
Salt Lake,HOL019,U.S. House,3,REP,John Curtis,0,176,8,184
Salt Lake,HOL021,U.S. House,3,REP,John Curtis,1,166,7,174
Salt Lake,HOL022,U.S. House,3,REP,John Curtis,0,61,2,63
Salt Lake,HOL023,U.S. House,3,REP,John Curtis,0,144,2,146
Salt Lake,HOL024,U.S. House,3,REP,John Curtis,0,174,5,179
Salt Lake,HOL025,U.S. House,3,REP,John Curtis,0,69,0,69
Salt Lake,HOL026,U.S. House,3,REP,John Curtis,0,89,0,89
Salt Lake,HOL027,U.S. House,3,REP,John Curtis,0,7,1,8
Salt Lake,HOL028,U.S. House,3,REP,John Curtis,0,145,6,151
Salt Lake,HOL030,U.S. House,3,REP,John Curtis,0,51,4,55
Salt Lake,HOL031,U.S. House,3,REP,John Curtis,1,74,2,77
Salt Lake,LTC001,U.S. House,3,REP,John Curtis,0,3,0,3
Salt Lake,LTC003,U.S. House,3,REP,John Curtis,0,5,0,5
Salt Lake,MID009,U.S. House,3,REP,John Curtis,0,9,2,11
Salt Lake,MID010,U.S. House,3,REP,John Curtis,0,37,2,39
Salt Lake,MID014,U.S. House,3,REP,John Curtis,0,2,0,2
Salt Lake,MID015,U.S. House,3,REP,John Curtis,0,90,6,96
Salt Lake,MID016,U.S. House,3,REP,John Curtis,0,56,1,57
Salt Lake,MID029,U.S. House,3,REP,John Curtis,0,62,1,63
Salt Lake,MIL044,U.S. House,3,REP,John Curtis,0,59,2,61
Salt Lake,MOL009,U.S. House,3,REP,John Curtis,0,0,0,0
Salt Lake,SAN010,U.S. House,3,REP,John Curtis,0,28,3,31
Salt Lake,SAN011,U.S. House,3,REP,John Curtis,2,163,0,165
Salt Lake,SAN012,U.S. House,3,REP,John Curtis,2,112,1,115
Salt Lake,SAN013,U.S. House,3,REP,John Curtis,0,90,0,90
Salt Lake,SAN014,U.S. House,3,REP,John Curtis,1,79,2,82
Salt Lake,SAN015,U.S. House,3,REP,John Curtis,0,90,0,90
Salt Lake,SAN018,U.S. House,3,REP,John Curtis,1,94,3,98
Salt Lake,SAN019,U.S. House,3,REP,John Curtis,1,74,3,78
Salt Lake,SAN020,U.S. House,3,REP,John Curtis,1,23,0,24
Salt Lake,SAN021,U.S. House,3,REP,John Curtis,0,57,1,58
Salt Lake,SAN022,U.S. House,3,REP,John Curtis,0,237,3,240
Salt Lake,SAN024,U.S. House,3,REP,John Curtis,1,152,5,158
Salt Lake,SAN026,U.S. House,3,REP,John Curtis,1,140,9,150
Salt Lake,SAN027,U.S. House,3,REP,John Curtis,0,199,5,204
Salt Lake,SAN029,U.S. House,3,REP,John Curtis,0,137,2,139
Salt Lake,SAN030,U.S. House,3,REP,John Curtis,0,136,1,137
Salt Lake,SAN031,U.S. House,3,REP,John Curtis,0,120,0,120
Salt Lake,SAN032,U.S. House,3,REP,John Curtis,0,126,3,129
Salt Lake,SAN033,U.S. House,3,REP,John Curtis,0,196,9,205
Salt Lake,SAN034,U.S. House,3,REP,John Curtis,0,105,2,107
Salt Lake,SAN035,U.S. House,3,REP,John Curtis,0,63,2,65
Salt Lake,SAN036,U.S. House,3,REP,John Curtis,0,90,2,92
Salt Lake,SAN038,U.S. House,3,REP,John Curtis,1,208,6,215
Salt Lake,SAN048,U.S. House,3,REP,John Curtis,0,88,3,91
Salt Lake,SAN049,U.S. House,3,REP,John Curtis,0,107,5,112
Salt Lake,SAN050,U.S. House,3,REP,John Curtis,1,157,6,164
Salt Lake,SAN051,U.S. House,3,REP,John Curtis,0,108,6,114
Salt Lake,SAN052,U.S. House,3,REP,John Curtis,0,24,1,25
Salt Lake,SAN053,U.S. House,3,REP,John Curtis,0,117,4,121
Salt Lake,SAN054,U.S. House,3,REP,John Curtis,0,95,5,100
Salt Lake,SAN055,U.S. House,3,REP,John Curtis,1,84,3,88
Salt Lake,SAN056,U.S. House,3,REP,John Curtis,0,147,7,154
Salt Lake,SAN057,U.S. House,3,REP,John Curtis,0,217,7,224
Salt Lake,SAN058,U.S. House,3,REP,John Curtis,0,144,5,149
Salt Lake,SAN059,U.S. House,3,REP,John Curtis,0,24,0,24
Salt Lake,SAN060,U.S. House,3,REP,John Curtis,0,185,8,193
Salt Lake,SAN065,U.S. House,3,REP,John Curtis,0,129,1,130
Salt Lake,SAN066,U.S. House,3,REP,John Curtis,0,109,3,112
Salt Lake,SAN067,U.S. House,3,REP,John Curtis,0,114,5,119
Salt Lake,SAN068,U.S. House,3,REP,John Curtis,0,44,2,46
Salt Lake,SAN069,U.S. House,3,REP,John Curtis,0,84,3,87
Salt Lake,SAN071,U.S. House,3,REP,John Curtis,1,75,2,78
Salt Lake,SAN072,U.S. House,3,REP,John Curtis,0,160,7,167
Salt Lake,SAN073,U.S. House,3,REP,John Curtis,0,169,2,171
Salt Lake,SAN074,U.S. House,3,REP,John Curtis,0,161,0,161
Salt Lake,SAN075,U.S. House,3,REP,John Curtis,0,130,7,137
Salt Lake,SAN076,U.S. House,3,REP,John Curtis,0,78,1,79
Salt Lake,SAN077,U.S. House,3,REP,John Curtis,0,111,5,116
Salt Lake,SAN078,U.S. House,3,REP,John Curtis,1,93,2,96
Salt Lake,SAN079,U.S. House,3,REP,John Curtis,0,126,5,131
Salt Lake,SAN080,U.S. House,3,REP,John Curtis,2,67,3,72
Salt Lake,SAN081,U.S. House,3,REP,John Curtis,0,212,8,220
Salt Lake,SAN082,U.S. House,3,REP,John Curtis,0,152,8,160
Salt Lake,SAN084,U.S. House,3,REP,John Curtis,0,166,1,167
Salt Lake,SAN086,U.S. House,3,REP,John Curtis,0,176,6,182
Salt Lake,SAN087,U.S. House,3,REP,John Curtis,0,159,4,163
Salt Lake,SHL001,U.S. House,3,REP,John Curtis,0,14,0,14
Salt Lake,SHL002,U.S. House,3,REP,John Curtis,0,40,4,44
Salt Lake,SHL004,U.S. House,3,REP,John Curtis,0,25,0,25
Salt Lake,SHL005,U.S. House,3,REP,John Curtis,0,33,0,33
Salt Lake,SHL006,U.S. House,3,REP,John Curtis,1,63,9,73
Salt Lake,SIL001,U.S. House,3,REP,John Curtis,0,0,0,0
Salt Lake,SIL003,U.S. House,3,REP,John Curtis,0,2,0,2
Salt Lake,SIL009,U.S. House,3,REP,John Curtis,0,10,2,12
Salt Lake,SIL013,U.S. House,3,REP,John Curtis,0,8,0,8
Salt Lake,SNB001,U.S. House,3,REP,John Curtis,0,0,0,0
Salt Lake,WCN001,U.S. House,3,REP,John Curtis,0,84,4,88
Salt Lake,WCR002,U.S. House,3,REP,John Curtis,0,4,0,4
Salt Lake,WCR003,U.S. House,3,REP,John Curtis,0,16,0,16
Salt Lake,WCR005,U.S. House,3,REP,John Curtis,0,196,5,201
Salt Lake,WHT001,U.S. House,3,REP,John Curtis,0,97,2,99
Salt Lake,WHT002,U.S. House,3,REP,John Curtis,0,69,0,69
Salt Lake,WHT003,U.S. House,3,REP,John Curtis,0,87,0,87
Salt Lake,WHT004,U.S. House,3,REP,John Curtis,0,100,1,101
Salt Lake,WHT005,U.S. House,3,REP,John Curtis,0,61,0,61
Salt Lake,ALT001,U.S. House,3,REP,Christopher N. Herrod,0,3,0,3
Salt Lake,BRT901,U.S. House,3,REP,Christopher N. Herrod,0,4,1,5
Salt Lake,BRT902,U.S. House,3,REP,Christopher N. Herrod,0,0,0,0
Salt Lake,CCN001,U.S. House,3,REP,Christopher N. Herrod,0,0,0,0
Salt Lake,COT001,U.S. House,3,REP,Christopher N. Herrod,0,54,1,55
Salt Lake,COT003,U.S. House,3,REP,Christopher N. Herrod,0,19,3,22
Salt Lake,COT004,U.S. House,3,REP,Christopher N. Herrod,0,39,1,40
Salt Lake,COT007,U.S. House,3,REP,Christopher N. Herrod,0,14,1,15
Salt Lake,COT008,U.S. House,3,REP,Christopher N. Herrod,0,24,0,24
Salt Lake,COT009,U.S. House,3,REP,Christopher N. Herrod,1,26,2,29
Salt Lake,COT011,U.S. House,3,REP,Christopher N. Herrod,0,39,1,40
Salt Lake,COT012,U.S. House,3,REP,Christopher N. Herrod,0,35,1,36
Salt Lake,COT013,U.S. House,3,REP,Christopher N. Herrod,0,36,3,39
Salt Lake,COT014,U.S. House,3,REP,Christopher N. Herrod,0,19,0,19
Salt Lake,COT015,U.S. House,3,REP,Christopher N. Herrod,0,22,0,22
Salt Lake,COT016,U.S. House,3,REP,Christopher N. Herrod,1,43,0,44
Salt Lake,COT017,U.S. House,3,REP,Christopher N. Herrod,0,23,2,25
Salt Lake,COT018,U.S. House,3,REP,Christopher N. Herrod,0,31,0,31
Salt Lake,COT019,U.S. House,3,REP,Christopher N. Herrod,0,21,3,24
Salt Lake,COT020,U.S. House,3,REP,Christopher N. Herrod,0,26,2,28
Salt Lake,COT021,U.S. House,3,REP,Christopher N. Herrod,1,27,0,28
Salt Lake,COT022,U.S. House,3,REP,Christopher N. Herrod,0,37,2,39
Salt Lake,COT023,U.S. House,3,REP,Christopher N. Herrod,0,33,1,34
Salt Lake,COT024,U.S. House,3,REP,Christopher N. Herrod,0,18,3,21
Salt Lake,COT025,U.S. House,3,REP,Christopher N. Herrod,0,24,1,25
Salt Lake,COT026,U.S. House,3,REP,Christopher N. Herrod,0,23,0,23
Salt Lake,COT027,U.S. House,3,REP,Christopher N. Herrod,0,24,0,24
Salt Lake,COT028,U.S. House,3,REP,Christopher N. Herrod,0,45,1,46
Salt Lake,COT029,U.S. House,3,REP,Christopher N. Herrod,0,20,0,20
Salt Lake,COT030,U.S. House,3,REP,Christopher N. Herrod,0,27,1,28
Salt Lake,COT031,U.S. House,3,REP,Christopher N. Herrod,0,23,0,23
Salt Lake,COT033,U.S. House,3,REP,Christopher N. Herrod,1,38,3,42
Salt Lake,COT034,U.S. House,3,REP,Christopher N. Herrod,2,50,3,55
Salt Lake,COT036,U.S. House,3,REP,Christopher N. Herrod,0,42,3,45
Salt Lake,COT037,U.S. House,3,REP,Christopher N. Herrod,0,31,0,31
Salt Lake,COT038,U.S. House,3,REP,Christopher N. Herrod,0,0,0,0
Salt Lake,COT039,U.S. House,3,REP,Christopher N. Herrod,0,7,0,7
Salt Lake,DRP003,U.S. House,3,REP,Christopher N. Herrod,0,57,4,61
Salt Lake,DRP004,U.S. House,3,REP,Christopher N. Herrod,0,53,5,58
Salt Lake,DRP006,U.S. House,3,REP,Christopher N. Herrod,0,38,2,40
Salt Lake,DRP008,U.S. House,3,REP,Christopher N. Herrod,0,22,0,22
Salt Lake,DRP009,U.S. House,3,REP,Christopher N. Herrod,0,33,6,39
Salt Lake,DRP010,U.S. House,3,REP,Christopher N. Herrod,1,45,2,48
Salt Lake,DRP011,U.S. House,3,REP,Christopher N. Herrod,0,65,4,69
Salt Lake,DRP013,U.S. House,3,REP,Christopher N. Herrod,0,68,1,69
Salt Lake,DRP015,U.S. House,3,REP,Christopher N. Herrod,0,71,3,74
Salt Lake,DRP017,U.S. House,3,REP,Christopher N. Herrod,0,61,7,68
Salt Lake,DRP019,U.S. House,3,REP,Christopher N. Herrod,0,68,3,71
Salt Lake,DRP020,U.S. House,3,REP,Christopher N. Herrod,0,67,1,68
Salt Lake,DRP024,U.S. House,3,REP,Christopher N. Herrod,0,79,4,83
Salt Lake,DRP025,U.S. House,3,REP,Christopher N. Herrod,0,34,3,37
Salt Lake,DRP027,U.S. House,3,REP,Christopher N. Herrod,0,44,4,48
Salt Lake,DRP028,U.S. House,3,REP,Christopher N. Herrod,0,45,2,47
Salt Lake,DRP029,U.S. House,3,REP,Christopher N. Herrod,0,65,0,65
Salt Lake,DRP030,U.S. House,3,REP,Christopher N. Herrod,0,42,4,46
Salt Lake,DRP031,U.S. House,3,REP,Christopher N. Herrod,3,76,3,82
Salt Lake,DRP032,U.S. House,3,REP,Christopher N. Herrod,0,8,0,8
Salt Lake,GNT001,U.S. House,3,REP,Christopher N. Herrod,0,7,0,7
Salt Lake,GNT004,U.S. House,3,REP,Christopher N. Herrod,0,31,1,32
Salt Lake,GNT006,U.S. House,3,REP,Christopher N. Herrod,0,14,1,15
Salt Lake,HOL001,U.S. House,3,REP,Christopher N. Herrod,0,36,3,39
Salt Lake,HOL003,U.S. House,3,REP,Christopher N. Herrod,0,43,2,45
Salt Lake,HOL004,U.S. House,3,REP,Christopher N. Herrod,0,20,2,22
Salt Lake,HOL005,U.S. House,3,REP,Christopher N. Herrod,0,21,0,21
Salt Lake,HOL006,U.S. House,3,REP,Christopher N. Herrod,0,36,2,38
Salt Lake,HOL007,U.S. House,3,REP,Christopher N. Herrod,0,34,3,37
Salt Lake,HOL008,U.S. House,3,REP,Christopher N. Herrod,0,34,1,35
Salt Lake,HOL009,U.S. House,3,REP,Christopher N. Herrod,0,25,3,28
Salt Lake,HOL010,U.S. House,3,REP,Christopher N. Herrod,0,24,1,25
Salt Lake,HOL011,U.S. House,3,REP,Christopher N. Herrod,0,27,3,30
Salt Lake,HOL012,U.S. House,3,REP,Christopher N. Herrod,0,32,1,33
Salt Lake,HOL013,U.S. House,3,REP,Christopher N. Herrod,0,22,1,23
Salt Lake,HOL015,U.S. House,3,REP,Christopher N. Herrod,0,24,0,24
Salt Lake,HOL016,U.S. House,3,REP,Christopher N. Herrod,0,26,1,27
Salt Lake,HOL017,U.S. House,3,REP,Christopher N. Herrod,0,17,1,18
Salt Lake,HOL018,U.S. House,3,REP,Christopher N. Herrod,0,38,1,39
Salt Lake,HOL019,U.S. House,3,REP,Christopher N. Herrod,0,53,3,56
Salt Lake,HOL021,U.S. House,3,REP,Christopher N. Herrod,1,37,0,38
Salt Lake,HOL022,U.S. House,3,REP,Christopher N. Herrod,0,26,0,26
Salt Lake,HOL023,U.S. House,3,REP,Christopher N. Herrod,0,35,0,35
Salt Lake,HOL024,U.S. House,3,REP,Christopher N. Herrod,2,45,0,47
Salt Lake,HOL025,U.S. House,3,REP,Christopher N. Herrod,0,20,0,20
Salt Lake,HOL026,U.S. House,3,REP,Christopher N. Herrod,0,49,3,52
Salt Lake,HOL027,U.S. House,3,REP,Christopher N. Herrod,0,4,0,4
Salt Lake,HOL028,U.S. House,3,REP,Christopher N. Herrod,0,64,4,68
Salt Lake,HOL030,U.S. House,3,REP,Christopher N. Herrod,0,28,0,28
Salt Lake,HOL031,U.S. House,3,REP,Christopher N. Herrod,0,26,0,26
Salt Lake,LTC001,U.S. House,3,REP,Christopher N. Herrod,0,1,0,1
Salt Lake,LTC003,U.S. House,3,REP,Christopher N. Herrod,0,4,0,4
Salt Lake,MID009,U.S. House,3,REP,Christopher N. Herrod,0,9,0,9
Salt Lake,MID010,U.S. House,3,REP,Christopher N. Herrod,1,14,0,15
Salt Lake,MID014,U.S. House,3,REP,Christopher N. Herrod,0,0,0,0
Salt Lake,MID015,U.S. House,3,REP,Christopher N. Herrod,0,24,0,24
Salt Lake,MID016,U.S. House,3,REP,Christopher N. Herrod,0,28,3,31
Salt Lake,MID029,U.S. House,3,REP,Christopher N. Herrod,0,19,1,20
Salt Lake,MIL044,U.S. House,3,REP,Christopher N. Herrod,0,12,0,12
Salt Lake,MOL009,U.S. House,3,REP,Christopher N. Herrod,0,0,0,0
Salt Lake,SAN010,U.S. House,3,REP,Christopher N. Herrod,0,6,0,6
Salt Lake,SAN011,U.S. House,3,REP,Christopher N. Herrod,0,53,2,55
Salt Lake,SAN012,U.S. House,3,REP,Christopher N. Herrod,0,25,0,25
Salt Lake,SAN013,U.S. House,3,REP,Christopher N. Herrod,0,33,5,38
Salt Lake,SAN014,U.S. House,3,REP,Christopher N. Herrod,0,27,0,27
Salt Lake,SAN015,U.S. House,3,REP,Christopher N. Herrod,0,55,6,61
Salt Lake,SAN018,U.S. House,3,REP,Christopher N. Herrod,1,40,6,47
Salt Lake,SAN019,U.S. House,3,REP,Christopher N. Herrod,2,18,3,23
Salt Lake,SAN020,U.S. House,3,REP,Christopher N. Herrod,0,11,2,13
Salt Lake,SAN021,U.S. House,3,REP,Christopher N. Herrod,0,39,1,40
Salt Lake,SAN022,U.S. House,3,REP,Christopher N. Herrod,0,55,1,56
Salt Lake,SAN024,U.S. House,3,REP,Christopher N. Herrod,0,57,5,62
Salt Lake,SAN026,U.S. House,3,REP,Christopher N. Herrod,0,41,2,43
Salt Lake,SAN027,U.S. House,3,REP,Christopher N. Herrod,0,62,1,63
Salt Lake,SAN029,U.S. House,3,REP,Christopher N. Herrod,0,46,2,48
Salt Lake,SAN030,U.S. House,3,REP,Christopher N. Herrod,0,34,0,34
Salt Lake,SAN031,U.S. House,3,REP,Christopher N. Herrod,0,32,0,32
Salt Lake,SAN032,U.S. House,3,REP,Christopher N. Herrod,0,33,3,36
Salt Lake,SAN033,U.S. House,3,REP,Christopher N. Herrod,0,42,1,43
Salt Lake,SAN034,U.S. House,3,REP,Christopher N. Herrod,0,25,2,27
Salt Lake,SAN035,U.S. House,3,REP,Christopher N. Herrod,0,23,2,25
Salt Lake,SAN036,U.S. House,3,REP,Christopher N. Herrod,1,30,2,33
Salt Lake,SAN038,U.S. House,3,REP,Christopher N. Herrod,0,45,2,47
Salt Lake,SAN048,U.S. House,3,REP,Christopher N. Herrod,0,54,8,62
Salt Lake,SAN049,U.S. House,3,REP,Christopher N. Herrod,0,33,0,33
Salt Lake,SAN050,U.S. House,3,REP,Christopher N. Herrod,0,56,3,59
Salt Lake,SAN051,U.S. House,3,REP,Christopher N. Herrod,0,29,2,31
Salt Lake,SAN052,U.S. House,3,REP,Christopher N. Herrod,0,2,0,2
Salt Lake,SAN053,U.S. House,3,REP,Christopher N. Herrod,0,37,3,40
Salt Lake,SAN054,U.S. House,3,REP,Christopher N. Herrod,0,31,1,32
Salt Lake,SAN055,U.S. House,3,REP,Christopher N. Herrod,0,48,1,49
Salt Lake,SAN056,U.S. House,3,REP,Christopher N. Herrod,0,42,1,43
Salt Lake,SAN057,U.S. House,3,REP,Christopher N. Herrod,0,49,3,52
Salt Lake,SAN058,U.S. House,3,REP,Christopher N. Herrod,0,49,1,50
Salt Lake,SAN059,U.S. House,3,REP,Christopher N. Herrod,0,7,0,7
Salt Lake,SAN060,U.S. House,3,REP,Christopher N. Herrod,0,62,2,64
Salt Lake,SAN065,U.S. House,3,REP,Christopher N. Herrod,0,54,4,58
Salt Lake,SAN066,U.S. House,3,REP,Christopher N. Herrod,0,36,1,37
Salt Lake,SAN067,U.S. House,3,REP,Christopher N. Herrod,0,37,5,42
Salt Lake,SAN068,U.S. House,3,REP,Christopher N. Herrod,0,23,0,23
Salt Lake,SAN069,U.S. House,3,REP,Christopher N. Herrod,0,55,2,57
Salt Lake,SAN071,U.S. House,3,REP,Christopher N. Herrod,0,29,2,31
Salt Lake,SAN072,U.S. House,3,REP,Christopher N. Herrod,0,46,1,47
Salt Lake,SAN073,U.S. House,3,REP,Christopher N. Herrod,0,45,3,48
Salt Lake,SAN074,U.S. House,3,REP,Christopher N. Herrod,0,32,3,35
Salt Lake,SAN075,U.S. House,3,REP,Christopher N. Herrod,0,40,3,43
Salt Lake,SAN076,U.S. House,3,REP,Christopher N. Herrod,0,18,2,20
Salt Lake,SAN077,U.S. House,3,REP,Christopher N. Herrod,0,39,2,41
Salt Lake,SAN078,U.S. House,3,REP,Christopher N. Herrod,0,47,0,47
Salt Lake,SAN079,U.S. House,3,REP,Christopher N. Herrod,0,43,5,48
Salt Lake,SAN080,U.S. House,3,REP,Christopher N. Herrod,0,14,0,14
Salt Lake,SAN081,U.S. House,3,REP,Christopher N. Herrod,1,69,2,72
Salt Lake,SAN082,U.S. House,3,REP,Christopher N. Herrod,0,79,0,79
Salt Lake,SAN084,U.S. House,3,REP,Christopher N. Herrod,0,60,3,63
Salt Lake,SAN086,U.S. House,3,REP,Christopher N. Herrod,1,80,2,83
Salt Lake,SAN087,U.S. House,3,REP,Christopher N. Herrod,0,69,1,70
Salt Lake,SHL001,U.S. House,3,REP,Christopher N. Herrod,0,7,0,7
Salt Lake,SHL002,U.S. House,3,REP,Christopher N. Herrod,0,25,0,25
Salt Lake,SHL004,U.S. House,3,REP,Christopher N. Herrod,0,3,1,4
Salt Lake,SHL005,U.S. House,3,REP,Christopher N. Herrod,0,7,1,8
Salt Lake,SHL006,U.S. House,3,REP,Christopher N. Herrod,1,29,0,30
Salt Lake,SIL001,U.S. House,3,REP,Christopher N. Herrod,0,0,2,2
Salt Lake,SIL003,U.S. House,3,REP,Christopher N. Herrod,0,0,0,0
Salt Lake,SIL009,U.S. House,3,REP,Christopher N. Herrod,0,7,0,7
Salt Lake,SIL013,U.S. House,3,REP,Christopher N. Herrod,0,6,0,6
Salt Lake,SNB001,U.S. House,3,REP,Christopher N. Herrod,0,0,0,0
Salt Lake,WCN001,U.S. House,3,REP,Christopher N. Herrod,0,30,3,33
Salt Lake,WCR002,U.S. House,3,REP,Christopher N. Herrod,0,0,0,0
Salt Lake,WCR003,U.S. House,3,REP,Christopher N. Herrod,0,2,0,2
Salt Lake,WCR005,U.S. House,3,REP,Christopher N. Herrod,0,45,1,46
Salt Lake,WHT001,U.S. House,3,REP,Christopher N. Herrod,0,18,2,20
Salt Lake,WHT002,U.S. House,3,REP,Christopher N. Herrod,0,17,3,20
Salt Lake,WHT003,U.S. House,3,REP,Christopher N. Herrod,0,33,3,36
Salt Lake,WHT004,U.S. House,3,REP,Christopher N. Herrod,0,18,0,18
Salt Lake,WHT005,U.S. House,3,REP,Christopher N. Herrod,0,22,2,24
Salt Lake,EMG001,State Senate,2,DEM,Derek Lloyd Kitchen,0,73,8,81
Salt Lake,PCN001,State Senate,2,DEM,Derek Lloyd Kitchen,0,0,0,0
Salt Lake,SLC019,State Senate,2,DEM,Derek Lloyd Kitchen,3,72,27,102
Salt Lake,SLC020,State Senate,2,DEM,Derek Lloyd Kitchen,4,114,22,140
Salt Lake,SLC023,State Senate,2,DEM,Derek Lloyd Kitchen,1,94,30,125
Salt Lake,SLC025,State Senate,2,DEM,Derek Lloyd Kitchen,2,65,15,82
Salt Lake,SLC026,State Senate,2,DEM,Derek Lloyd Kitchen,0,92,11,103
Salt Lake,SLC027,State Senate,2,DEM,Derek Lloyd Kitchen,3,74,6,83
Salt Lake,SLC028,State Senate,2,DEM,Derek Lloyd Kitchen,1,4,2,7
Salt Lake,SLC029,State Senate,2,DEM,Derek Lloyd Kitchen,9,97,8,114
Salt Lake,SLC030,State Senate,2,DEM,Derek Lloyd Kitchen,5,113,18,136
Salt Lake,SLC031,State Senate,2,DEM,Derek Lloyd Kitchen,3,95,16,114
Salt Lake,SLC032,State Senate,2,DEM,Derek Lloyd Kitchen,9,92,15,116
Salt Lake,SLC033,State Senate,2,DEM,Derek Lloyd Kitchen,2,65,18,85
Salt Lake,SLC034,State Senate,2,DEM,Derek Lloyd Kitchen,10,115,20,145
Salt Lake,SLC035,State Senate,2,DEM,Derek Lloyd Kitchen,3,35,12,50
Salt Lake,SLC039,State Senate,2,DEM,Derek Lloyd Kitchen,2,104,18,124
Salt Lake,SLC040,State Senate,2,DEM,Derek Lloyd Kitchen,3,57,9,69
Salt Lake,SLC041,State Senate,2,DEM,Derek Lloyd Kitchen,8,120,20,148
Salt Lake,SLC042,State Senate,2,DEM,Derek Lloyd Kitchen,2,81,16,99
Salt Lake,SLC043,State Senate,2,DEM,Derek Lloyd Kitchen,0,48,9,57
Salt Lake,SLC045,State Senate,2,DEM,Derek Lloyd Kitchen,0,14,2,16
Salt Lake,SLC052,State Senate,2,DEM,Derek Lloyd Kitchen,5,83,18,106
Salt Lake,SLC054,State Senate,2,DEM,Derek Lloyd Kitchen,2,96,15,113
Salt Lake,SLC055,State Senate,2,DEM,Derek Lloyd Kitchen,3,68,14,85
Salt Lake,SLC057,State Senate,2,DEM,Derek Lloyd Kitchen,4,90,19,113
Salt Lake,SLC059,State Senate,2,DEM,Derek Lloyd Kitchen,2,117,27,146
Salt Lake,SLC060,State Senate,2,DEM,Derek Lloyd Kitchen,2,93,11,106
Salt Lake,SLC062,State Senate,2,DEM,Derek Lloyd Kitchen,0,85,8,93
Salt Lake,SLC064,State Senate,2,DEM,Derek Lloyd Kitchen,2,89,28,119
Salt Lake,SLC065,State Senate,2,DEM,Derek Lloyd Kitchen,3,76,15,94
Salt Lake,SLC068,State Senate,2,DEM,Derek Lloyd Kitchen,3,56,12,71
Salt Lake,SLC069,State Senate,2,DEM,Derek Lloyd Kitchen,0,25,0,25
Salt Lake,SLC070,State Senate,2,DEM,Derek Lloyd Kitchen,4,109,22,135
Salt Lake,SLC071,State Senate,2,DEM,Derek Lloyd Kitchen,3,71,15,89
Salt Lake,SLC072,State Senate,2,DEM,Derek Lloyd Kitchen,1,80,11,92
Salt Lake,SLC073,State Senate,2,DEM,Derek Lloyd Kitchen,0,3,0,3
Salt Lake,SLC074,State Senate,2,DEM,Derek Lloyd Kitchen,0,3,0,3
Salt Lake,SLC076,State Senate,2,DEM,Derek Lloyd Kitchen,6,95,19,120
Salt Lake,SLC078,State Senate,2,DEM,Derek Lloyd Kitchen,2,59,2,63
Salt Lake,SLC080,State Senate,2,DEM,Derek Lloyd Kitchen,1,47,5,53
Salt Lake,SLC083,State Senate,2,DEM,Derek Lloyd Kitchen,0,51,6,57
Salt Lake,SLC085,State Senate,2,DEM,Derek Lloyd Kitchen,0,51,4,55
Salt Lake,SLC086,State Senate,2,DEM,Derek Lloyd Kitchen,0,27,2,29
Salt Lake,SLC090,State Senate,2,DEM,Derek Lloyd Kitchen,0,55,15,70
Salt Lake,SLC091,State Senate,2,DEM,Derek Lloyd Kitchen,0,34,4,38
Salt Lake,SLC092,State Senate,2,DEM,Derek Lloyd Kitchen,2,81,6,89
Salt Lake,SLC093,State Senate,2,DEM,Derek Lloyd Kitchen,3,85,17,105
Salt Lake,SLC094,State Senate,2,DEM,Derek Lloyd Kitchen,5,113,17,135
Salt Lake,SLC097,State Senate,2,DEM,Derek Lloyd Kitchen,6,115,14,135
Salt Lake,SLC098,State Senate,2,DEM,Derek Lloyd Kitchen,10,120,27,157
Salt Lake,SLC103,State Senate,2,DEM,Derek Lloyd Kitchen,2,120,21,143
