county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day,provisional
Davis,BO01:I-S-,Registered Voters,,,,856,,,,
Davis,BO02:I-S-,Registered Voters,,,,759,,,,
Davis,BO03:I-S-,Registered Voters,,,,646,,,,
Davis,BO04,Registered Voters,,,,747,,,,
Davis,BO05:I-S-,Registered Voters,,,,594,,,,
Davis,BO06:I-S-,Registered Voters,,,,864,,,,
Davis,BO07:I-S-,Registered Voters,,,,840,,,,
Davis,BO08:I-S-,Registered Voters,,,,832,,,,
Davis,BO09:I-S-,Registered Voters,,,,864,,,,
Davis,BO10,Registered Voters,,,,876,,,,
Davis,BO11:I-S-,Registered Voters,,,,834,,,,
Davis,BO12:I-S-,Registered Voters,,,,875,,,,
Davis,BO13:I-S-,Registered Voters,,,,628,,,,
Davis,BO14:I-S-,Registered Voters,,,,491,,,,
Davis,BO15:I-S-,Registered Voters,,,,502,,,,
Davis,BO16:I-S-,Registered Voters,,,,854,,,,
Davis,BO17,Registered Voters,,,,857,,,,
Davis,BO18,Registered Voters,,,,855,,,,
Davis,BO19:I-S-,Registered Voters,,,,882,,,,
Davis,BO20:I-S-,Registered Voters,,,,695,,,,
Davis,BO21:I-S-,Registered Voters,,,,803,,,,
Davis,BO22:I-S-,Registered Voters,,,,818,,,,
Davis,BO23,Registered Voters,,,,"1,057",,,,
Davis,BO24:I-S-,Registered Voters,,,,307,,,,
Davis,BO25,Registered Voters,,,,985,,,,
Davis,BO26:IDS-,Registered Voters,,,,836,,,,
Davis,BO27:I-S-,Registered Voters,,,,581,,,,
Davis,BO28,Registered Voters,,,,797,,,,
Davis,BO29,Registered Voters,,,,700,,,,
Davis,BO30,Registered Voters,,,,476,,,,
Davis,BO31,Registered Voters,,,,550,,,,
Davis,BO32:I-S-,Registered Voters,,,,894,,,,
Davis,BO33:I-S-,Registered Voters,,,,683,,,,
Davis,CE01:I-S-,Registered Voters,,,,863,,,,
Davis,CE02,Registered Voters,,,,819,,,,
Davis,CE03:I-S-,Registered Voters,,,,795,,,,
Davis,CE04,Registered Voters,,,,738,,,,
Davis,CE05,Registered Voters,,,,632,,,,
Davis,CE06:I-S-,Registered Voters,,,,933,,,,
Davis,CE07:I-S-,Registered Voters,,,,"1,007",,,,
Davis,CE08,Registered Voters,,,,660,,,,
Davis,CE09:I-S-,Registered Voters,,,,760,,,,
Davis,CE10:I-S-,Registered Voters,,,,886,,,,
Davis,CE11,Registered Voters,,,,740,,,,
Davis,CE12:I-S-,Registered Voters,,,,802,,,,
Davis,CF01:I-N-,Registered Voters,,,,662,,,,
Davis,CF02:I-N-,Registered Voters,,,,741,,,,
Davis,CF03:I-N-,Registered Voters,,,,705,,,,
Davis,CF04:I-N-,Registered Voters,,,,973,,,,
Davis,CF05:I-N-,Registered Voters,,,,733,,,,
Davis,CF06:I-N-,Registered Voters,,,,784,,,,
Davis,CF07:I-N-,Registered Voters,,,,552,,,,
Davis,CF08:I-N-,Registered Voters,,,,692,,,,
Davis,CF09:I-N-,Registered Voters,,,,569,,,,
Davis,CF10,Registered Voters,,,,881,,,,
Davis,CF11:I-N-,Registered Voters,,,,690,,,,
Davis,CF12:I-N-,Registered Voters,,,,774,,,,
Davis,CF13:I-N-,Registered Voters,,,,48,,,,
Davis,CF14:I-N-,Registered Voters,,,,91,,,,
Davis,CF15:I-N-,Registered Voters,,,,49,,,,
Davis,CF16:I-N-,Registered Voters,,,,607,,,,
Davis,CF17:I-N-,Registered Voters,,,,403,,,,
Davis,CL01:I-N-,Registered Voters,,,,907,,,,
Davis,CL02:I-N-,Registered Voters,,,,900,,,,
Davis,CL03,Registered Voters,,,,459,,,,
Davis,CL04:I-N-,Registered Voters,,,,668,,,,
Davis,CL05:I-N-,Registered Voters,,,,255,,,,
Davis,CL06:I-N-,Registered Voters,,,,964,,,,
Davis,CL07:I-N-,Registered Voters,,,,766,,,,
Davis,CL08:I-N-,Registered Voters,,,,799,,,,
Davis,CL09:I-N-,Registered Voters,,,,851,,,,
Davis,CL10:I-N-,Registered Voters,,,,285,,,,
Davis,CL11:I-N-,Registered Voters,,,,924,,,,
Davis,CL12:I-N-,Registered Voters,,,,813,,,,
Davis,CL13:I-N-,Registered Voters,,,,746,,,,
Davis,FA01,Registered Voters,,,,543,,,,
Davis,FA02,Registered Voters,,,,943,,,,
Davis,FA03:I-C-,Registered Voters,,,,668,,,,
Davis,FA04,Registered Voters,,,,799,,,,
Davis,FA05:IBC-,Registered Voters,,,,784,,,,
Davis,FA06,Registered Voters,,,,"1,006",,,,
Davis,FA07:IBC-,Registered Voters,,,,714,,,,
Davis,FA08,Registered Voters,,,,765,,,,
Davis,FA09:IBC-,Registered Voters,,,,"1,051",,,,
Davis,FA10,Registered Voters,,,,816,,,,
Davis,FA11:IBC-,Registered Voters,,,,881,,,,
Davis,FA12,Registered Voters,,,,737,,,,
Davis,FA13:IBC-,Registered Voters,,,,699,,,,
Davis,FA14:I-C-,Registered Voters,,,,560,,,,
Davis,FA15:IBC-,Registered Voters,,,,509,,,,
Davis,FA16:IBC-,Registered Voters,,,,457,,,,
Davis,FH01:I-C-,Registered Voters,,,,581,,,,
Davis,FH02,Registered Voters,,,,811,,,,
Davis,FH03,Registered Voters,,,,957,,,,
Davis,FH04,Registered Voters,,,,724,,,,
Davis,FH05:I-C-,Registered Voters,,,,521,,,,
Davis,HA01,Registered Voters,,,,43,,,,
Davis,HA02,Registered Voters,,,,22,,,,
Davis,HA03:U-N-,Registered Voters,,,,0,,,,
Davis,KA01:I-C-,Registered Voters,,,,902,,,,
Davis,KA02:I-C-,Registered Voters,,,,979,,,,
Davis,KA03:I-C-,Registered Voters,,,,839,,,,
Davis,KA04:I-C-,Registered Voters,,,,605,,,,
Davis,KA05,Registered Voters,,,,814,,,,
Davis,KA06,Registered Voters,,,,"1,007",,,,
Davis,KA07:I-C-,Registered Voters,,,,675,,,,
Davis,KA08,Registered Voters,,,,753,,,,
Davis,KA09,Registered Voters,,,,655,,,,
Davis,KA10:I-C-,Registered Voters,,,,938,,,,
Davis,KA11,Registered Voters,,,,956,,,,
