county,precinct,office,district,party,candidate,mail,early_voting,election_day,provisional,votes,
Davis,Layton 21,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 22,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 23,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 24,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 25,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 26,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 27,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 28,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 29,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 30,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 31,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 32,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 33,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 34,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 35,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 36,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 37,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 38,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 39,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 40,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 41,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 42,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 43,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 44,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 45,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 46,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Layton 47,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,No. Salt Lake 01,State House,20,REP,Melissa Garff Ballard,,,,,27,
Davis,No. Salt Lake 02,State House,20,REP,Melissa Garff Ballard,,,,,110,
Davis,No. Salt Lake 03,State House,20,REP,Melissa Garff Ballard,,,,,46,
Davis,No. Salt Lake 04,State House,20,REP,Melissa Garff Ballard,,,,,42,
Davis,No. Salt Lake 05,State House,20,REP,Melissa Garff Ballard,,,,,156,
Davis,No. Salt Lake 06,State House,20,REP,Melissa Garff Ballard,,,,,144,
Davis,No. Salt Lake 07,State House,20,REP,Melissa Garff Ballard,,,,,42,
Davis,No. Salt Lake 08,State House,20,REP,Melissa Garff Ballard,,,,,96,
Davis,No. Salt Lake 09,State House,20,REP,Melissa Garff Ballard,,,,,123,
Davis,No. Salt Lake 10,State House,20,REP,Melissa Garff Ballard,,,,,63,
Davis,No. Salt Lake 11,State House,20,REP,Melissa Garff Ballard,,,,,132,
Davis,Sunset 01,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Sunset 02,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Sunset 03,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,South Weber 01,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,South Weber 02,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,South Weber 03,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,South Weber 04,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Syracuse 01,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Syracuse 02,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Syracuse 03,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Syracuse 04,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Syracuse 05,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Syracuse 06,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Syracuse 07,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Syracuse 08,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Syracuse 09,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Syracuse 10,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Syracuse 11,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Syracuse 12,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Syracuse 13,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Syracuse 14,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Syracuse 15,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Syracuse 16,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Syracuse 17,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Syracuse 18,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Syracuse 19,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,West Bountiful 01,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,West Bountiful 02,State House,20,REP,Melissa Garff Ballard,,,,,116,
Davis,West Bountiful 03,State House,20,REP,Melissa Garff Ballard,,,,,129,
Davis,West Bountiful 04,State House,20,REP,Melissa Garff Ballard,,,,,37,
Davis,West Point 01,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,West Point 02,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,West Point 03,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,West Point 04,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,West Point 05,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,West Point 06,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,West Point 07,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,West Point 08,State House,20,REP,Melissa Garff Ballard,,,,,0,
Davis,Woods Cross 01,State House,20,REP,Melissa Garff Ballard,,,,,20,
Davis,Woods Cross 02,State House,20,REP,Melissa Garff Ballard,,,,,39,
Davis,Woods Cross 03,State House,20,REP,Melissa Garff Ballard,,,,,99,
Davis,Woods Cross 04,State House,20,REP,Melissa Garff Ballard,,,,,19,
Davis,Woods Cross 05,State House,20,REP,Melissa Garff Ballard,,,,,68,
Davis,Woods Cross 06,State House,20,REP,Melissa Garff Ballard,,,,,32,
Davis,Woods Cross 07,State House,20,REP,Melissa Garff Ballard,,,,,57,
Davis,Bountiful 01,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 02,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 03,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 04,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 05,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 06,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 07,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 08,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 09,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 10,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 11,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 12,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 13,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 14,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 15,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 16,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 17,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 18,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 19,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 20,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 21,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 22,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 23,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 24,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 25,State House,20,REP,Matt Jensen,,,,,111,
Davis,Bountiful 26,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 27,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 28,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 29,State House,20,REP,Matt Jensen,,,,,66,
Davis,Bountiful 30,State House,20,REP,Matt Jensen,,,,,47,
Davis,Bountiful 31,State House,20,REP,Matt Jensen,,,,,38,
Davis,Bountiful 32,State House,20,REP,Matt Jensen,,,,,0,
Davis,Bountiful 33,State House,20,REP,Matt Jensen,,,,,50,
Davis,Centerville 01,State House,20,REP,Matt Jensen,,,,,0,
Davis,Centerville 02,State House,20,REP,Matt Jensen,,,,,0,
Davis,Centerville 03,State House,20,REP,Matt Jensen,,,,,0,
Davis,Centerville 04,State House,20,REP,Matt Jensen,,,,,0,
Davis,Centerville 05,State House,20,REP,Matt Jensen,,,,,0,
Davis,Centerville 06,State House,20,REP,Matt Jensen,,,,,0,
Davis,Centerville 07,State House,20,REP,Matt Jensen,,,,,0,
Davis,Centerville 08,State House,20,REP,Matt Jensen,,,,,0,
Davis,Centerville 09,State House,20,REP,Matt Jensen,,,,,0,
Davis,Centerville 10,State House,20,REP,Matt Jensen,,,,,0,
Davis,Centerville 11,State House,20,REP,Matt Jensen,,,,,0,
Davis,Centerville 12,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clearfield 01,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clearfield 02,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clearfield 03,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clearfield 04,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clearfield 05,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clearfield 06,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clearfield 07,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clearfield 08,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clearfield 09,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clearfield 10,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clearfield 11,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clearfield 12,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clearfield 13,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clearfield 14,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clearfield 15,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clearfield 16,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clearfield 17,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clinton 01,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clinton 02,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clinton 03,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clinton 04,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clinton 05,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clinton 06,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clinton 07,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clinton 08,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clinton 09,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clinton 10,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clinton 11,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clinton 12,State House,20,REP,Matt Jensen,,,,,0,
Davis,Clinton 13,State House,20,REP,Matt Jensen,,,,,0,
Davis,Farmington 01,State House,20,REP,Matt Jensen,,,,,0,
Davis,Farmington 02,State House,20,REP,Matt Jensen,,,,,0,
Davis,Farmington 03,State House,20,REP,Matt Jensen,,,,,0,
Davis,Farmington 04,State House,20,REP,Matt Jensen,,,,,0,
Davis,Farmington 05,State House,20,REP,Matt Jensen,,,,,0,
Davis,Farmington 06,State House,20,REP,Matt Jensen,,,,,0,
Davis,Farmington 07,State House,20,REP,Matt Jensen,,,,,0,
Davis,Farmington 08,State House,20,REP,Matt Jensen,,,,,0,
Davis,Farmington 09,State House,20,REP,Matt Jensen,,,,,0,
Davis,Farmington 10,State House,20,REP,Matt Jensen,,,,,0,
Davis,Farmington 11,State House,20,REP,Matt Jensen,,,,,0,
Davis,Farmington 12,State House,20,REP,Matt Jensen,,,,,0,
Davis,Farmington 13,State House,20,REP,Matt Jensen,,,,,0,
Davis,Farmington 14,State House,20,REP,Matt Jensen,,,,,0,
Davis,Farmington 15,State House,20,REP,Matt Jensen,,,,,0,
Davis,Farmington 16,State House,20,REP,Matt Jensen,,,,,0,
Davis,Fruit Heights 01,State House,20,REP,Matt Jensen,,,,,0,
Davis,Fruit Heights 02,State House,20,REP,Matt Jensen,,,,,0,
Davis,Fruit Heights 03,State House,20,REP,Matt Jensen,,,,,0,
Davis,Fruit Heights 04,State House,20,REP,Matt Jensen,,,,,0,
Davis,Fruit Heights 05,State House,20,REP,Matt Jensen,,,,,0,
Davis,Hill A.F.B. 01,State House,20,REP,Matt Jensen,,,,,0,
Davis,Hill A.F.B. 02,State House,20,REP,Matt Jensen,,,,,0,
Davis,Hill A.F.B. 03,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 01,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 02,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 03,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 04,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 05,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 06,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 07,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 08,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 09,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 10,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 11,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 12,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 13,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 14,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 15,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 16,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 17,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 18,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 19,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 20,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 21,State House,20,REP,Matt Jensen,,,,,0,
Davis,Kaysville 22,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 01,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 02,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 03,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 04,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 05,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 06,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 07,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 08,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 09,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 10,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 11,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 12,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 13,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 14,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 15,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 16,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 17,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 18,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 19,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 20,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 21,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 22,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 23,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 24,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 25,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 26,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 27,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 28,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 29,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 30,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 31,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 32,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 33,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 34,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 35,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 36,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 37,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 38,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 39,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 40,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 41,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 42,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 43,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 44,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 45,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 46,State House,20,REP,Matt Jensen,,,,,0,
Davis,Layton 47,State House,20,REP,Matt Jensen,,,,,0,
Davis,No. Salt Lake 01,State House,20,REP,Matt Jensen,,,,,192,
Davis,No. Salt Lake 02,State House,20,REP,Matt Jensen,,,,,106,
Davis,No. Salt Lake 03,State House,20,REP,Matt Jensen,,,,,115,
Davis,No. Salt Lake 04,State House,20,REP,Matt Jensen,,,,,127,
Davis,No. Salt Lake 05,State House,20,REP,Matt Jensen,,,,,130,
Davis,No. Salt Lake 06,State House,20,REP,Matt Jensen,,,,,98,
Davis,No. Salt Lake 07,State House,20,REP,Matt Jensen,,,,,35,
Davis,No. Salt Lake 08,State House,20,REP,Matt Jensen,,,,,105,
Davis,No. Salt Lake 09,State House,20,REP,Matt Jensen,,,,,69,
Davis,No. Salt Lake 10,State House,20,REP,Matt Jensen,,,,,86,
Davis,No. Salt Lake 11,State House,20,REP,Matt Jensen,,,,,73,
Davis,Sunset 01,State House,20,REP,Matt Jensen,,,,,0,
Davis,Sunset 02,State House,20,REP,Matt Jensen,,,,,0,
Davis,Sunset 03,State House,20,REP,Matt Jensen,,,,,0,
Davis,South Weber 01,State House,20,REP,Matt Jensen,,,,,0,
Davis,South Weber 02,State House,20,REP,Matt Jensen,,,,,0,
Davis,South Weber 03,State House,20,REP,Matt Jensen,,,,,0,
Davis,South Weber 04,State House,20,REP,Matt Jensen,,,,,0,
Davis,Syracuse 01,State House,20,REP,Matt Jensen,,,,,0,
Davis,Syracuse 02,State House,20,REP,Matt Jensen,,,,,0,
Davis,Syracuse 03,State House,20,REP,Matt Jensen,,,,,0,
Davis,Syracuse 04,State House,20,REP,Matt Jensen,,,,,0,
Davis,Syracuse 05,State House,20,REP,Matt Jensen,,,,,0,
Davis,Syracuse 06,State House,20,REP,Matt Jensen,,,,,0,
Davis,Syracuse 07,State House,20,REP,Matt Jensen,,,,,0,
Davis,Syracuse 08,State House,20,REP,Matt Jensen,,,,,0,
Davis,Syracuse 09,State House,20,REP,Matt Jensen,,,,,0,
Davis,Syracuse 10,State House,20,REP,Matt Jensen,,,,,0,
Davis,Syracuse 11,State House,20,REP,Matt Jensen,,,,,0,
Davis,Syracuse 12,State House,20,REP,Matt Jensen,,,,,0,
Davis,Syracuse 13,State House,20,REP,Matt Jensen,,,,,0,
Davis,Syracuse 14,State House,20,REP,Matt Jensen,,,,,0,
Davis,Syracuse 15,State House,20,REP,Matt Jensen,,,,,0,
Davis,Syracuse 16,State House,20,REP,Matt Jensen,,,,,0,
Davis,Syracuse 17,State House,20,REP,Matt Jensen,,,,,0,
Davis,Syracuse 18,State House,20,REP,Matt Jensen,,,,,0,
Davis,Syracuse 19,State House,20,REP,Matt Jensen,,,,,0,
Davis,West Bountiful 01,State House,20,REP,Matt Jensen,,,,,0,
Davis,West Bountiful 02,State House,20,REP,Matt Jensen,,,,,92,
Davis,West Bountiful 03,State House,20,REP,Matt Jensen,,,,,74,
Davis,West Bountiful 04,State House,20,REP,Matt Jensen,,,,,48,
Davis,West Point 01,State House,20,REP,Matt Jensen,,,,,0,
Davis,West Point 02,State House,20,REP,Matt Jensen,,,,,0,
Davis,West Point 03,State House,20,REP,Matt Jensen,,,,,0,
Davis,West Point 04,State House,20,REP,Matt Jensen,,,,,0,
Davis,West Point 05,State House,20,REP,Matt Jensen,,,,,0,
Davis,West Point 06,State House,20,REP,Matt Jensen,,,,,0,
Davis,West Point 07,State House,20,REP,Matt Jensen,,,,,0,
Davis,West Point 08,State House,20,REP,Matt Jensen,,,,,0,
Davis,Woods Cross 01,State House,20,REP,Matt Jensen,,,,,22,
Davis,Woods Cross 02,State House,20,REP,Matt Jensen,,,,,95,
Davis,Woods Cross 03,State House,20,REP,Matt Jensen,,,,,83,
Davis,Woods Cross 04,State House,20,REP,Matt Jensen,,,,,19,
Davis,Woods Cross 05,State House,20,REP,Matt Jensen,,,,,44,
Davis,Woods Cross 06,State House,20,REP,Matt Jensen,,,,,53,
Davis,Woods Cross 07,State House,20,REP,Matt Jensen,,,,,53,
Davis,Bountiful 01,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 02,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 03,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 04,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 05,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 06,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 07,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 08,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 09,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 10,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 11,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 12,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 13,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 14,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 15,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 16,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 17,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 18,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 19,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 20,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 21,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 22,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 23,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 24,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 25,State House,20,REP,Glen G. Jenkins,,,,,56,
Davis,Bountiful 26,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 27,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 28,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 29,State House,20,REP,Glen G. Jenkins,,,,,27,
Davis,Bountiful 30,State House,20,REP,Glen G. Jenkins,,,,,39,
Davis,Bountiful 31,State House,20,REP,Glen G. Jenkins,,,,,33,
Davis,Bountiful 32,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Bountiful 33,State House,20,REP,Glen G. Jenkins,,,,,72,
Davis,Centerville 01,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Centerville 02,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Centerville 03,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Centerville 04,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Centerville 05,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Centerville 06,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Centerville 07,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Centerville 08,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Centerville 09,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Centerville 10,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Centerville 11,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Centerville 12,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clearfield 01,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clearfield 02,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clearfield 03,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clearfield 04,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clearfield 05,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clearfield 06,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clearfield 07,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clearfield 08,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clearfield 09,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clearfield 10,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clearfield 11,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clearfield 12,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clearfield 13,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clearfield 14,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clearfield 15,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clearfield 16,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clearfield 17,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clinton 01,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clinton 02,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clinton 03,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clinton 04,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clinton 05,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clinton 06,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clinton 07,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clinton 08,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clinton 09,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clinton 10,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clinton 11,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clinton 12,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Clinton 13,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Farmington 01,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Farmington 02,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Farmington 03,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Farmington 04,State House,20,REP,Glen G. Jenkins,,,,,0,
Davis,Farmington 05,State House,20,REP,Glen G. Jenkins,,,,,0,
