county,office,district,party,candidate,precinct,votes,absentee,mail,election_day,provisional
Cache,Straight Party,,REP,,SMITHFIELD 05,126,0,104,0,22
Cache,Straight Party,,REP,,SMITHFIELD 06,94,0,82,0,12
Cache,Straight Party,,REP,,SMITHFIELD 07,130,0,109,0,21
Cache,Straight Party,,REP,,TRENTON,41,0,37,0,4
Cache,Straight Party,,REP,,WELLSVILLE 01,86,0,79,0,7
Cache,Straight Party,,REP,,WELLSVILLE 02,100,0,95,0,5
Cache,Straight Party,,REP,,WELLSVILLE 03,89,0,86,0,3
Cache,Straight Party,,REP,,WELLSVILLE 04,131,0,124,0,7
Cache,Straight Party,,CON,,LOGAN 01,1,0,1,0,0
Cache,Straight Party,,CON,,LOGAN 02,3,0,3,0,0
Cache,Straight Party,,CON,,LOGAN 03,2,0,1,0,1
Cache,Straight Party,,CON,,LOGAN 04,2,0,2,0,0
Cache,Straight Party,,CON,,LOGAN 05,2,0,1,0,1
Cache,Straight Party,,CON,,LOGAN 06,3,0,1,0,2
Cache,Straight Party,,CON,,LOGAN 07,1,0,1,0,0
Cache,Straight Party,,CON,,LOGAN 08,0,0,0,0,0
Cache,Straight Party,,CON,,LOGAN 09,2,0,1,0,1
Cache,Straight Party,,CON,,LOGAN 10,1,0,0,0,1
Cache,Straight Party,,CON,,LOGAN 11,0,0,0,0,0
Cache,Straight Party,,CON,,LOGAN 12,0,0,0,0,0
Cache,Straight Party,,CON,,LOGAN 13,1,0,0,0,1
Cache,Straight Party,,CON,,LOGAN 14,0,0,0,0,0
Cache,Straight Party,,CON,,LOGAN 15,1,0,1,0,0
Cache,Straight Party,,CON,,LOGAN 16,4,0,4,0,0
Cache,Straight Party,,CON,,LOGAN 17,1,0,1,0,0
Cache,Straight Party,,CON,,LOGAN 18,2,0,1,0,1
Cache,Straight Party,,CON,,LOGAN 19,0,0,0,0,0
Cache,Straight Party,,CON,,LOGAN 20,0,0,0,0,0
Cache,Straight Party,,CON,,LOGAN 21,1,0,1,0,0
Cache,Straight Party,,CON,,LOGAN 22,2,0,1,0,1
Cache,Straight Party,,CON,,LOGAN 23,1,0,1,0,0
Cache,Straight Party,,CON,,LOGAN 24,2,0,2,0,0
Cache,Straight Party,,CON,,LOGAN 25,4,0,3,0,1
Cache,Straight Party,,CON,,LOGAN 26,1,0,0,0,1
Cache,Straight Party,,CON,,LOGAN 27,2,0,1,0,1
Cache,Straight Party,,CON,,LOGAN 28,0,0,0,0,0
Cache,Straight Party,,CON,,LOGAN 29,0,0,0,0,0
Cache,Straight Party,,CON,,LOGAN 30,4,0,3,0,1
Cache,Straight Party,,CON,,LOGAN 31,1,0,1,0,0
Cache,Straight Party,,CON,,LOGAN 32,0,0,0,0,0
Cache,Straight Party,,CON,,LOGAN 33,3,0,2,0,1
Cache,Straight Party,,CON,,AMALGA,2,0,1,0,1
Cache,Straight Party,,CON,,BENSON,2,0,2,0,0
Cache,Straight Party,,CON,,CLARKSTON,0,0,0,0,0
Cache,Straight Party,,CON,,COLLEGE/YOUNG WARD,1,0,1,0,0
Cache,Straight Party,,CON,,CORNISH,0,0,0,0,0
Cache,Straight Party,,CON,,COVE,0,0,0,0,0
Cache,Straight Party,,CON,,HYDE PARK 01,0,0,0,0,0
Cache,Straight Party,,CON,,HYDE PARK 02,0,0,0,0,0
Cache,Straight Party,,CON,,HYRUM 01,0,0,0,0,0
Cache,Straight Party,,CON,,HYRUM 02,0,0,0,0,0
Cache,Straight Party,,CON,,HYRUM 03,3,0,3,0,0
Cache,Straight Party,,CON,,HYRUM 04,2,0,2,0,0
Cache,Straight Party,,CON,,HYRUM 05,1,0,1,0,0
Cache,Straight Party,,CON,,LEWISTON 01,0,0,0,0,0
Cache,Straight Party,,CON,,LEWISTON 02,0,0,0,0,0
Cache,Straight Party,,CON,,MENDON 01,1,0,0,0,1
Cache,Straight Party,,CON,,MENDON 02,2,0,1,0,1
Cache,Straight Party,,CON,,MILLVILLE 17,0,0,0,0,0
Cache,Straight Party,,CON,,MILLVILLE 25,2,0,2,0,0
Cache,Straight Party,,CON,,NEWTON,0,0,0,0,0
Cache,Straight Party,,CON,,NIBLEY 01,5,0,5,0,0
Cache,Straight Party,,CON,,NIBLEY 03,9,0,6,0,3
Cache,Straight Party,,CON,,Nibley 17,2,0,2,0,0
Cache,Straight Party,,CON,,Nibley 25,0,0,0,0,0
Cache,Straight Party,,CON,,NORTH LOGAN 01,2,0,1,0,1
Cache,Straight Party,,CON,,NORTH LOGAN 02,0,0,0,0,0
Cache,Straight Party,,CON,,NORTH LOGAN 03,0,0,0,0,0
Cache,Straight Party,,CON,,NORTH LOGAN 04,0,0,0,0,0
Cache,Straight Party,,CON,,NORTH LOGAN 05,0,0,0,0,0
Cache,Straight Party,,CON,,NORTH LOGAN 06,0,0,0,0,0
Cache,Straight Party,,CON,,PARADISE,3,0,0,0,3
Cache,Straight Party,,CON,,PROVIDENCE 01,3,0,3,0,0
Cache,Straight Party,,CON,,PROVIDENCE 02,1,0,1,0,0
Cache,Straight Party,,CON,,PROVIDENCE 03,3,0,3,0,0
Cache,Straight Party,,CON,,PROVIDENCE 04,0,0,0,0,0
Cache,Straight Party,,CON,,PROVIDENCE 05,0,0,0,0,0
Cache,Straight Party,,CON,,RICHMOND 01,0,0,0,0,0
Cache,Straight Party,,CON,,RICHMOND 02,0,0,0,0,0
Cache,Straight Party,,CON,,RIVER HEIGHTS 01,0,0,0,0,0
Cache,Straight Party,,CON,,RIVER HEIGHTS 02,0,0,0,0,0
Cache,Straight Party,,CON,,SMITHFIELD 01,0,0,0,0,0
Cache,Straight Party,,CON,,SMITHFIELD 02,1,0,1,0,0
Cache,Straight Party,,CON,,SMITHFIELD 03,2,0,1,0,1
Cache,Straight Party,,CON,,SMITHFIELD 04,0,0,0,0,0
Cache,Straight Party,,CON,,SMITHFIELD 05,3,0,1,0,2
Cache,Straight Party,,CON,,SMITHFIELD 06,1,0,1,0,0
Cache,Straight Party,,CON,,SMITHFIELD 07,3,0,2,0,1
Cache,Straight Party,,CON,,TRENTON,1,0,0,0,1
Cache,Straight Party,,CON,,WELLSVILLE 01,2,0,1,0,1
Cache,Straight Party,,CON,,WELLSVILLE 02,2,0,1,0,1
Cache,Straight Party,,CON,,WELLSVILLE 03,0,0,0,0,0
Cache,Straight Party,,CON,,WELLSVILLE 04,0,0,0,0,0
Cache,Straight Party,,LIB,,LOGAN 01,2,0,1,0,1
Cache,Straight Party,,LIB,,LOGAN 02,1,0,1,0,0
Cache,Straight Party,,LIB,,LOGAN 03,5,0,5,0,0
Cache,Straight Party,,LIB,,LOGAN 04,2,0,1,0,1
Cache,Straight Party,,LIB,,LOGAN 05,4,0,3,0,1
Cache,Straight Party,,LIB,,LOGAN 06,4,0,4,0,0
Cache,Straight Party,,LIB,,LOGAN 07,5,0,4,0,1
Cache,Straight Party,,LIB,,LOGAN 08,4,0,2,0,2
Cache,Straight Party,,LIB,,LOGAN 09,4,0,3,0,1
Cache,Straight Party,,LIB,,LOGAN 10,4,0,1,0,3
Cache,Straight Party,,LIB,,LOGAN 11,3,0,2,0,1
Cache,Straight Party,,LIB,,LOGAN 12,7,0,5,0,2
Cache,Straight Party,,LIB,,LOGAN 13,5,0,4,0,1
Cache,Straight Party,,LIB,,LOGAN 14,2,0,1,0,1
Cache,Straight Party,,LIB,,LOGAN 15,0,0,0,0,0
Cache,Straight Party,,LIB,,LOGAN 16,1,0,1,0,0
Cache,Straight Party,,LIB,,LOGAN 17,9,0,8,0,1
Cache,Straight Party,,LIB,,LOGAN 18,0,0,0,0,0
Cache,Straight Party,,LIB,,LOGAN 19,1,0,1,0,0
Cache,Straight Party,,LIB,,LOGAN 20,2,0,2,0,0
Cache,Straight Party,,LIB,,LOGAN 21,1,0,1,0,0
Cache,Straight Party,,LIB,,LOGAN 22,1,0,0,0,1
Cache,Straight Party,,LIB,,LOGAN 23,4,0,4,0,0
Cache,Straight Party,,LIB,,LOGAN 24,1,0,1,0,0
Cache,Straight Party,,LIB,,LOGAN 25,0,0,0,0,0
Cache,Straight Party,,LIB,,LOGAN 26,1,0,1,0,0
Cache,Straight Party,,LIB,,LOGAN 27,1,0,1,0,0
Cache,Straight Party,,LIB,,LOGAN 28,1,0,1,0,0
Cache,Straight Party,,LIB,,LOGAN 29,0,0,0,0,0
Cache,Straight Party,,LIB,,LOGAN 30,6,0,5,0,1
Cache,Straight Party,,LIB,,LOGAN 31,1,0,1,0,0
Cache,Straight Party,,LIB,,LOGAN 32,1,0,1,0,0
Cache,Straight Party,,LIB,,LOGAN 33,5,0,5,0,0
Cache,Straight Party,,LIB,,AMALGA,0,0,0,0,0
Cache,Straight Party,,LIB,,BENSON,0,0,0,0,0
Cache,Straight Party,,LIB,,CLARKSTON,0,0,0,0,0
Cache,Straight Party,,LIB,,COLLEGE/YOUNG WARD,3,0,2,0,1
Cache,Straight Party,,LIB,,CORNISH,2,0,2,0,0
Cache,Straight Party,,LIB,,COVE,1,0,0,0,1
Cache,Straight Party,,LIB,,HYDE PARK 01,3,0,3,0,0
Cache,Straight Party,,LIB,,HYDE PARK 02,0,0,0,0,0
Cache,Straight Party,,LIB,,HYRUM 01,2,0,1,0,1
Cache,Straight Party,,LIB,,HYRUM 02,0,0,0,0,0
Cache,Straight Party,,LIB,,HYRUM 03,3,0,3,0,0
Cache,Straight Party,,LIB,,HYRUM 04,1,0,1,0,0
Cache,Straight Party,,LIB,,HYRUM 05,3,0,2,0,1
Cache,Straight Party,,LIB,,LEWISTON 01,2,0,2,0,0
Cache,Straight Party,,LIB,,LEWISTON 02,0,0,0,0,0
Cache,Straight Party,,LIB,,MENDON 01,1,0,1,0,0
Cache,Straight Party,,LIB,,MENDON 02,4,0,2,0,2
Cache,Straight Party,,LIB,,MILLVILLE 17,0,0,0,0,0
Cache,Straight Party,,LIB,,MILLVILLE 25,1,0,1,0,0
Cache,Straight Party,,LIB,,NEWTON,2,0,2,0,0
Cache,Straight Party,,LIB,,NIBLEY 01,5,0,2,0,3
Cache,Straight Party,,LIB,,NIBLEY 03,1,0,1,0,0
Cache,Straight Party,,LIB,,Nibley 17,3,0,2,0,1
Cache,Straight Party,,LIB,,Nibley 25,0,0,0,0,0
Cache,Straight Party,,LIB,,NORTH LOGAN 01,5,0,2,0,3
Cache,Straight Party,,LIB,,NORTH LOGAN 02,1,0,1,0,0
Cache,Straight Party,,LIB,,NORTH LOGAN 03,2,0,1,0,1
Cache,Straight Party,,LIB,,NORTH LOGAN 04,2,0,2,0,0
Cache,Straight Party,,LIB,,NORTH LOGAN 05,2,0,2,0,0
Cache,Straight Party,,LIB,,NORTH LOGAN 06,0,0,0,0,0
Cache,Straight Party,,LIB,,PARADISE,0,0,0,0,0
Cache,Straight Party,,LIB,,PROVIDENCE 01,2,0,2,0,0
Cache,Straight Party,,LIB,,PROVIDENCE 02,0,0,0,0,0
Cache,Straight Party,,LIB,,PROVIDENCE 03,1,0,1,0,0
Cache,Straight Party,,LIB,,PROVIDENCE 04,0,0,0,0,0
Cache,Straight Party,,LIB,,PROVIDENCE 05,0,0,0,0,0
Cache,Straight Party,,LIB,,RICHMOND 01,1,0,1,0,0
Cache,Straight Party,,LIB,,RICHMOND 02,1,0,1,0,0
Cache,Straight Party,,LIB,,RIVER HEIGHTS 01,2,0,2,0,0
Cache,Straight Party,,LIB,,RIVER HEIGHTS 02,3,0,3,0,0
Cache,Straight Party,,LIB,,SMITHFIELD 01,3,0,2,0,1
Cache,Straight Party,,LIB,,SMITHFIELD 02,1,0,1,0,0
Cache,Straight Party,,LIB,,SMITHFIELD 03,1,0,1,0,0
Cache,Straight Party,,LIB,,SMITHFIELD 04,0,0,0,0,0
Cache,Straight Party,,LIB,,SMITHFIELD 05,1,0,1,0,0
Cache,Straight Party,,LIB,,SMITHFIELD 06,3,0,1,0,2
Cache,Straight Party,,LIB,,SMITHFIELD 07,3,0,2,0,1
Cache,Straight Party,,LIB,,TRENTON,0,0,0,0,0
Cache,Straight Party,,LIB,,WELLSVILLE 01,2,0,1,0,1
Cache,Straight Party,,LIB,,WELLSVILLE 02,1,0,1,0,0
Cache,Straight Party,,LIB,,WELLSVILLE 03,2,0,2,0,0
Cache,Straight Party,,LIB,,WELLSVILLE 04,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 01,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 02,2,0,2,0,0
Cache,President,,,Roque De La Fuente,LOGAN 03,1,0,1,0,0
Cache,President,,,Roque De La Fuente,LOGAN 04,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 05,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 06,1,0,1,0,0
Cache,President,,,Roque De La Fuente,LOGAN 07,1,0,1,0,0
Cache,President,,,Roque De La Fuente,LOGAN 08,2,0,1,0,1
Cache,President,,,Roque De La Fuente,LOGAN 09,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 10,1,0,1,0,0
Cache,President,,,Roque De La Fuente,LOGAN 11,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 12,1,0,1,0,0
Cache,President,,,Roque De La Fuente,LOGAN 13,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 14,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 15,1,0,1,0,0
Cache,President,,,Roque De La Fuente,LOGAN 16,1,0,1,0,0
Cache,President,,,Roque De La Fuente,LOGAN 17,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 18,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 19,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 20,1,0,0,0,1
Cache,President,,,Roque De La Fuente,LOGAN 21,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 22,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 23,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 24,1,0,0,0,1
Cache,President,,,Roque De La Fuente,LOGAN 25,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 26,1,0,1,0,0
Cache,President,,,Roque De La Fuente,LOGAN 27,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 28,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 29,1,0,1,0,0
Cache,President,,,Roque De La Fuente,LOGAN 30,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 31,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 32,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LOGAN 33,4,0,4,0,0
Cache,President,,,Roque De La Fuente,AMALGA,0,0,0,0,0
Cache,President,,,Roque De La Fuente,BENSON,1,0,1,0,0
Cache,President,,,Roque De La Fuente,CLARKSTON,0,0,0,0,0
Cache,President,,,Roque De La Fuente,COLLEGE/YOUNG WARD,0,0,0,0,0
Cache,President,,,Roque De La Fuente,CORNISH,0,0,0,0,0
Cache,President,,,Roque De La Fuente,COVE,0,0,0,0,0
Cache,President,,,Roque De La Fuente,HYDE PARK 01,0,0,0,0,0
Cache,President,,,Roque De La Fuente,HYDE PARK 02,0,0,0,0,0
Cache,President,,,Roque De La Fuente,HYRUM 01,0,0,0,0,0
Cache,President,,,Roque De La Fuente,HYRUM 02,0,0,0,0,0
Cache,President,,,Roque De La Fuente,HYRUM 03,0,0,0,0,0
Cache,President,,,Roque De La Fuente,HYRUM 04,1,0,1,0,0
Cache,President,,,Roque De La Fuente,HYRUM 05,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LEWISTON 01,0,0,0,0,0
Cache,President,,,Roque De La Fuente,LEWISTON 02,0,0,0,0,0
Cache,President,,,Roque De La Fuente,MENDON 01,0,0,0,0,0
Cache,President,,,Roque De La Fuente,MENDON 02,0,0,0,0,0
Cache,President,,,Roque De La Fuente,MILLVILLE 17,0,0,0,0,0
Cache,President,,,Roque De La Fuente,MILLVILLE 25,2,0,1,0,1
Cache,President,,,Roque De La Fuente,NEWTON,0,0,0,0,0
Cache,President,,,Roque De La Fuente,NIBLEY 01,1,0,1,0,0
Cache,President,,,Roque De La Fuente,NIBLEY 03,0,0,0,0,0
Cache,President,,,Roque De La Fuente,Nibley 17,1,0,1,0,0
Cache,President,,,Roque De La Fuente,Nibley 25,0,0,0,0,0
Cache,President,,,Roque De La Fuente,NORTH LOGAN 01,0,0,0,0,0
Cache,President,,,Roque De La Fuente,NORTH LOGAN 02,1,0,0,0,1
Cache,President,,,Roque De La Fuente,NORTH LOGAN 03,0,0,0,0,0
Cache,President,,,Roque De La Fuente,NORTH LOGAN 04,0,0,0,0,0
Cache,President,,,Roque De La Fuente,NORTH LOGAN 05,0,0,0,0,0
Cache,President,,,Roque De La Fuente,NORTH LOGAN 06,0,0,0,0,0
Cache,President,,,Roque De La Fuente,PARADISE,0,0,0,0,0
Cache,President,,,Roque De La Fuente,PROVIDENCE 01,0,0,0,0,0
Cache,President,,,Roque De La Fuente,PROVIDENCE 02,0,0,0,0,0
Cache,President,,,Roque De La Fuente,PROVIDENCE 03,0,0,0,0,0
Cache,President,,,Roque De La Fuente,PROVIDENCE 04,0,0,0,0,0
Cache,President,,,Roque De La Fuente,PROVIDENCE 05,0,0,0,0,0
Cache,President,,,Roque De La Fuente,RICHMOND 01,2,0,1,0,1
Cache,President,,,Roque De La Fuente,RICHMOND 02,0,0,0,0,0
Cache,President,,,Roque De La Fuente,RIVER HEIGHTS 01,0,0,0,0,0
Cache,President,,,Roque De La Fuente,RIVER HEIGHTS 02,0,0,0,0,0
Cache,President,,,Roque De La Fuente,SMITHFIELD 01,1,0,1,0,0
Cache,President,,,Roque De La Fuente,SMITHFIELD 02,0,0,0,0,0
Cache,President,,,Roque De La Fuente,SMITHFIELD 03,0,0,0,0,0
Cache,President,,,Roque De La Fuente,SMITHFIELD 04,1,0,1,0,0
Cache,President,,,Roque De La Fuente,SMITHFIELD 05,0,0,0,0,0
Cache,President,,,Roque De La Fuente,SMITHFIELD 06,1,0,0,0,1
Cache,President,,,Roque De La Fuente,SMITHFIELD 07,0,0,0,0,0
Cache,President,,,Roque De La Fuente,TRENTON,0,0,0,0,0
Cache,President,,,Roque De La Fuente,WELLSVILLE 01,0,0,0,0,0
Cache,President,,,Roque De La Fuente,WELLSVILLE 02,0,0,0,0,0
Cache,President,,,Roque De La Fuente,WELLSVILLE 03,2,0,2,0,0
Cache,President,,,Roque De La Fuente,WELLSVILLE 04,0,0,0,0,0
Cache,President,,GRE,Jill Stein,LOGAN 01,5,0,4,0,1
Cache,President,,GRE,Jill Stein,LOGAN 02,4,0,2,0,2
Cache,President,,GRE,Jill Stein,LOGAN 03,4,0,3,0,1
Cache,President,,GRE,Jill Stein,LOGAN 04,4,0,3,0,1
Cache,President,,GRE,Jill Stein,LOGAN 05,9,0,7,0,2
Cache,President,,GRE,Jill Stein,LOGAN 06,8,0,6,0,2
Cache,President,,GRE,Jill Stein,LOGAN 07,1,0,1,0,0
Cache,President,,GRE,Jill Stein,LOGAN 08,5,0,5,0,0
Cache,President,,GRE,Jill Stein,LOGAN 09,5,0,5,0,0
Cache,President,,GRE,Jill Stein,LOGAN 10,11,0,9,0,2
Cache,President,,GRE,Jill Stein,LOGAN 11,13,0,8,0,5
Cache,President,,GRE,Jill Stein,LOGAN 12,4,0,4,0,0
Cache,President,,GRE,Jill Stein,LOGAN 13,6,0,5,0,1
Cache,President,,GRE,Jill Stein,LOGAN 14,5,0,5,0,0
Cache,President,,GRE,Jill Stein,LOGAN 15,5,0,3,0,2
Cache,President,,GRE,Jill Stein,LOGAN 16,4,0,4,0,0
Cache,President,,GRE,Jill Stein,LOGAN 17,9,0,8,0,1
Cache,President,,GRE,Jill Stein,LOGAN 18,1,0,1,0,0
Cache,President,,GRE,Jill Stein,LOGAN 19,3,0,3,0,0
Cache,President,,GRE,Jill Stein,LOGAN 20,4,0,3,0,1
Cache,President,,GRE,Jill Stein,LOGAN 21,3,0,3,0,0
Cache,President,,GRE,Jill Stein,LOGAN 22,3,0,3,0,0
Cache,President,,GRE,Jill Stein,LOGAN 23,8,0,7,0,1
Cache,President,,GRE,Jill Stein,LOGAN 24,8,0,8,0,0
Cache,President,,GRE,Jill Stein,LOGAN 25,6,0,5,0,1
Cache,President,,GRE,Jill Stein,LOGAN 26,3,0,3,0,0
Cache,President,,GRE,Jill Stein,LOGAN 27,1,0,1,0,0
Cache,President,,GRE,Jill Stein,LOGAN 28,3,0,2,0,1
Cache,President,,GRE,Jill Stein,LOGAN 29,7,0,6,0,1
Cache,President,,GRE,Jill Stein,LOGAN 30,7,0,6,0,1
Cache,President,,GRE,Jill Stein,LOGAN 31,12,0,11,0,1
Cache,President,,GRE,Jill Stein,LOGAN 32,1,0,1,0,0
Cache,President,,GRE,Jill Stein,LOGAN 33,1,0,1,0,0
Cache,President,,GRE,Jill Stein,AMALGA,0,0,0,0,0
Cache,President,,GRE,Jill Stein,BENSON,0,0,0,0,0
Cache,President,,GRE,Jill Stein,CLARKSTON,2,0,1,0,1
Cache,President,,GRE,Jill Stein,COLLEGE/YOUNG WARD,3,0,3,0,0
Cache,President,,GRE,Jill Stein,CORNISH,0,0,0,0,0
Cache,President,,GRE,Jill Stein,COVE,2,0,2,0,0
Cache,President,,GRE,Jill Stein,HYDE PARK 01,3,0,3,0,0
Cache,President,,GRE,Jill Stein,HYDE PARK 02,7,0,6,0,1
Cache,President,,GRE,Jill Stein,HYRUM 01,3,0,3,0,0
Cache,President,,GRE,Jill Stein,HYRUM 02,2,0,2,0,0
Cache,President,,GRE,Jill Stein,HYRUM 03,4,0,3,0,1
Cache,President,,GRE,Jill Stein,HYRUM 04,4,0,4,0,0
Cache,President,,GRE,Jill Stein,HYRUM 05,3,0,3,0,0
Cache,President,,GRE,Jill Stein,LEWISTON 01,2,0,2,0,0
Cache,President,,GRE,Jill Stein,LEWISTON 02,2,0,1,0,1
Cache,President,,GRE,Jill Stein,MENDON 01,0,0,0,0,0
Cache,President,,GRE,Jill Stein,MENDON 02,3,0,3,0,0
Cache,President,,GRE,Jill Stein,MILLVILLE 17,1,0,1,0,0
Cache,President,,GRE,Jill Stein,MILLVILLE 25,4,0,4,0,0
Cache,President,,GRE,Jill Stein,NEWTON,3,0,2,0,1
Cache,President,,GRE,Jill Stein,NIBLEY 01,8,0,6,0,2
Cache,President,,GRE,Jill Stein,NIBLEY 03,3,0,2,0,1
Cache,President,,GRE,Jill Stein,Nibley 17,4,0,4,0,0
Cache,President,,GRE,Jill Stein,Nibley 25,0,0,0,0,0
Cache,President,,GRE,Jill Stein,NORTH LOGAN 01,6,0,6,0,0
Cache,President,,GRE,Jill Stein,NORTH LOGAN 02,12,0,10,0,2
Cache,President,,GRE,Jill Stein,NORTH LOGAN 03,4,0,4,0,0
Cache,President,,GRE,Jill Stein,NORTH LOGAN 04,6,0,6,0,0
Cache,President,,GRE,Jill Stein,NORTH LOGAN 05,3,0,3,0,0
Cache,President,,GRE,Jill Stein,NORTH LOGAN 06,4,0,4,0,0
Cache,President,,GRE,Jill Stein,PARADISE,0,0,0,0,0
Cache,President,,GRE,Jill Stein,PROVIDENCE 01,2,0,2,0,0
Cache,President,,GRE,Jill Stein,PROVIDENCE 02,7,0,5,0,2
Cache,President,,GRE,Jill Stein,PROVIDENCE 03,3,0,2,0,1
Cache,President,,GRE,Jill Stein,PROVIDENCE 04,2,0,1,0,1
Cache,President,,GRE,Jill Stein,PROVIDENCE 05,3,0,2,0,1
Cache,President,,GRE,Jill Stein,RICHMOND 01,1,0,1,0,0
Cache,President,,GRE,Jill Stein,RICHMOND 02,3,0,3,0,0
Cache,President,,GRE,Jill Stein,RIVER HEIGHTS 01,3,0,2,0,1
Cache,President,,GRE,Jill Stein,RIVER HEIGHTS 02,1,0,1,0,0
Cache,President,,GRE,Jill Stein,SMITHFIELD 01,4,0,4,0,0
Cache,President,,GRE,Jill Stein,SMITHFIELD 02,3,0,3,0,0
Cache,President,,GRE,Jill Stein,SMITHFIELD 03,4,0,3,0,1
Cache,President,,GRE,Jill Stein,SMITHFIELD 04,2,0,2,0,0
Cache,President,,GRE,Jill Stein,SMITHFIELD 05,2,0,2,0,0
Cache,President,,GRE,Jill Stein,SMITHFIELD 06,2,0,2,0,0
Cache,President,,GRE,Jill Stein,SMITHFIELD 07,8,0,8,0,0
Cache,President,,GRE,Jill Stein,TRENTON,1,0,1,0,0
Cache,President,,GRE,Jill Stein,WELLSVILLE 01,0,0,0,0,0
Cache,President,,GRE,Jill Stein,WELLSVILLE 02,0,0,0,0,0
Cache,President,,GRE,Jill Stein,WELLSVILLE 03,3,0,3,0,0
Cache,President,,GRE,Jill Stein,WELLSVILLE 04,5,0,4,0,1
Cache,President,,,Alyson Kennedy,LOGAN 01,2,0,2,0,0
Cache,President,,,Alyson Kennedy,LOGAN 02,1,0,0,0,1
Cache,President,,,Alyson Kennedy,LOGAN 03,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 04,1,0,1,0,0
Cache,President,,,Alyson Kennedy,LOGAN 05,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 06,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 07,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 08,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 09,2,0,1,0,1
Cache,President,,,Alyson Kennedy,LOGAN 10,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 11,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 12,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 13,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 14,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 15,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 16,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 17,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 18,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 19,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 20,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 21,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 22,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 23,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 24,1,0,1,0,0
Cache,President,,,Alyson Kennedy,LOGAN 25,1,0,1,0,0
Cache,President,,,Alyson Kennedy,LOGAN 26,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 27,1,0,1,0,0
Cache,President,,,Alyson Kennedy,LOGAN 28,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 29,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 30,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 31,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 32,0,0,0,0,0
Cache,President,,,Alyson Kennedy,LOGAN 33,0,0,0,0,0
Cache,President,,,Alyson Kennedy,AMALGA,0,0,0,0,0
Cache,President,,,Alyson Kennedy,BENSON,0,0,0,0,0
Cache,President,,,Alyson Kennedy,CLARKSTON,0,0,0,0,0
Cache,President,,,Alyson Kennedy,COLLEGE/YOUNG WARD,0,0,0,0,0
Cache,President,,,Alyson Kennedy,CORNISH,0,0,0,0,0
Cache,President,,,Alyson Kennedy,COVE,0,0,0,0,0
Cache,President,,,Alyson Kennedy,HYDE PARK 01,0,0,0,0,0
Cache,President,,,Alyson Kennedy,HYDE PARK 02,0,0,0,0,0
Cache,President,,,Alyson Kennedy,HYRUM 01,0,0,0,0,0
