county,office,district,party,candidate,votes
Juab,Ballots Cast,,,,2494
Juab,Ballots Cast,,REP,,2494
Juab,Ballots Cast Blank,,,,0
Juab,County Commissioner Seat A,,REP,Chris L Memmott,925
Juab,County Commissioner Seat A,,REP,J. David Fletcher,1511
Juab,County Commissioner Seat B,,REP,Kevin C Snow,1083
Juab,County Commissioner Seat B,,REP,Marty L. Palmer,1362
Juab,County Sheriff,,REP,Chris Painter,875
Juab,County Sheriff,,REP,M. Drake Underwood,1595
Juab,Registered Voters,,,,5441
Juab,Registered Voters,,REP,,5441
Juab,State House,29,REP,Alexis Wheeler,6
Juab,State House,29,REP,Sheldon Birch,5
Juab,State School Board,14,REP,Linda Hanks,1961
Juab,State School Board,14,REP,Nichole Beecher Isom,451
