county,office,district,party,candidate,votes
Wasatch,Ballots Cast,,,,5522
Wasatch,Ballots Cast,,REP,,5522
Wasatch,Ballots Cast Blank,,,,3
Wasatch,County Clerk/Auditor,,REP,Joey D. Granger,2477
Wasatch,County Clerk/Auditor,,REP,Michelle Kellogg,2804
Wasatch,County Clerk/Auditor,,REP,Over Votes,0
Wasatch,County Clerk/Auditor,,REP,Under Votes,241
Wasatch,County Council Seat A - At Large,,REP,Over Votes,0
Wasatch,County Council Seat A - At Large,,REP,Rachel Kahler,2722
Wasatch,County Council Seat A - At Large,,REP,Under Votes,216
Wasatch,County Council Seat A - At Large,,REP,William B Vance,2584
Wasatch,County Sheriff,,REP,Eric Mainord,206
Wasatch,County Sheriff,,REP,Jared W. Rigby,1744
Wasatch,County Sheriff,,REP,Jeremy M Hales,3473
Wasatch,County Sheriff,,REP,Over Votes,0
Wasatch,County Sheriff,,REP,Under Votes,99
Wasatch,Registered Voters,,,,11725
Wasatch,Registered Voters,,REP,,11725
Wasatch,State House,59,REP,Jeffrey Pierce,2247
Wasatch,State House,59,REP,Luke Searle,3136
Wasatch,State House,59,REP,Over Votes,0
Wasatch,State House,59,REP,Under Votes,139
Wasatch,U.S. House,3,REP,Celeste Maloy,3213
Wasatch,U.S. House,3,REP,Over Votes,0
Wasatch,U.S. House,3,REP,Phil Lyman,2087
Wasatch,U.S. House,3,REP,Under Votes,222
