county,office,district,party,candidate,votes
Box Elder,Ballots Cast,,,,10223
Box Elder,Ballots Cast,,NP,,795
Box Elder,Ballots Cast,,REP,,9428
Box Elder,Ballots Cast Blank,,,,5
Box Elder,Box Elder County Commissioner Seat A,,REP,Boyd Bingham,4462
Box Elder,Box Elder County Commissioner Seat A,,REP,Over Votes,1
Box Elder,Box Elder County Commissioner Seat A,,REP,Under Votes,147
Box Elder,Box Elder County Commissioner Seat A,,REP,Vance Smith,4818
Box Elder,Box Elder County Commissioner Seat B,,REP,Lee Perry,4319
Box Elder,Box Elder County Commissioner Seat B,,REP,Nathan Tueller,4984
Box Elder,Box Elder County Commissioner Seat B,,REP,Over Votes,1
Box Elder,Box Elder County Commissioner Seat B,,REP,Under Votes,124
Box Elder,Box Elder County School Board,3,,Carin Larson,392
Box Elder,Box Elder County School Board,3,,Kami M. Dupree,580
Box Elder,Box Elder County School Board,3,,Krisha Petersen Decoursey,441
Box Elder,Box Elder County School Board,3,,Over Votes,15
Box Elder,Box Elder County School Board,3,,Ryan J Burt,635
Box Elder,Box Elder County School Board,3,,Under Votes,56
Box Elder,Box Elder County School Board,4,,Anamarie Hall,387
Box Elder,Box Elder County School Board,4,,Donna Pett,125
Box Elder,Box Elder County School Board,4,,Ginger Douglas,241
Box Elder,Box Elder County School Board,4,,Holly Carter,252
Box Elder,Box Elder County School Board,4,,Michelle Mund,274
Box Elder,Box Elder County School Board,4,,Morgan Palmer,219
Box Elder,Box Elder County School Board,4,,Over Votes,10
Box Elder,Box Elder County School Board,4,,Under Votes,51
Box Elder,Box Elder County School Board,7,,Christa Rudd,246
Box Elder,Box Elder County School Board,7,,Karen Cronin,912
Box Elder,Box Elder County School Board,7,,Over Votes,2
Box Elder,Box Elder County School Board,7,,Tara Tonioli,518
Box Elder,Box Elder County School Board,7,,Under Votes,41
Box Elder,Box Elder County Sheriff,,REP,Kevin Potter,3387
Box Elder,Box Elder County Sheriff,,REP,Mike Allred,5820
Box Elder,Box Elder County Sheriff,,REP,Over Votes,1
Box Elder,Box Elder County Sheriff,,REP,Under Votes,220
Box Elder,Registered Voters,,,,30270
Box Elder,Registered Voters,,NP,,8468
Box Elder,Registered Voters,,REP,,21802
Box Elder,U.S. House,2,REP,Blake D. Moore,4615
Box Elder,U.S. House,2,REP,Kapianne Lisonbee,4674
Box Elder,U.S. House,2,REP,Over Votes,0
Box Elder,U.S. House,2,REP,Under Votes,139
