county,office,district,party,candidate,votes
Wayne,Ballots Cast,,,,903
Wayne,Ballots Cast,,REP,,903
Wayne,Ballots Cast Blank,,,,0
Wayne,County Commissioner Seat B,,REP,Kerry Cook,301
Wayne,County Commissioner Seat B,,REP,Milly Edwards,582
Wayne,County Sheriff,,REP,James Jimmy Harris,123
Wayne,County Sheriff,,REP,Jayden T Coburn,762
Wayne,Registered Voters,,,,1304
Wayne,Registered Voters,,REP,,1304
Wayne,State House,69,REP,Daniel Gardner,450
Wayne,State House,69,REP,Logan J. Monson,412
Wayne,U.S. House,3,REP,Celeste Maloy,589
Wayne,U.S. House,3,REP,Phil Lyman,289
