county,office,district,party,candidate,votes
Kane,Ballots Cast,,REP,,1821
Kane,Kane County Clerk/Auditor,,REP,Chameill Lamb,1212
Kane,Kane County Clerk/Auditor,,REP,Martin Hepworth,556
Kane,Kane County Clerk/Auditor,,REP,Over Votes,0
Kane,Kane County Clerk/Auditor,,REP,Under Votes,53
Kane,Kane County Commissioner Seat B,,REP,Celeste Meyeres,1032
Kane,Kane County Commissioner Seat B,,REP,Matthew Legrand Cox,770
Kane,Kane County Commissioner Seat B,,REP,Over Votes,0
Kane,Kane County Commissioner Seat B,,REP,Under Votes,19
Kane,Registered Voters,,REP,,3409
Kane,State House,69,REP,Daniel Gardner,563
Kane,State House,69,REP,Logan J. Monson,1141
Kane,State House,69,REP,Over Votes,0
Kane,State House,69,REP,Under Votes,117
Kane,U.S. House,3,REP,Celeste Maloy,1238
Kane,U.S. House,3,REP,Over Votes,0
Kane,U.S. House,3,REP,Phil Lyman,534
Kane,U.S. House,3,REP,Under Votes,49
