county,office,district,party,candidate,votes
Tooele,Ballots Cast,,,,4674
Tooele,Ballots Cast,,NP,,1629
Tooele,Ballots Cast,,REP,,3045
Tooele,Ballots Cast Blank,,,,10
Tooele,County Council -,5,REP,Brian J White,609
Tooele,County Council -,5,REP,Erik A. Stromberg,796
Tooele,Local School Board District -,5,,Emily Syphus,280
Tooele,Local School Board District -,5,,Kristi Camargo,349
Tooele,Local School Board District -,5,,Scott Bertolio,542
Tooele,Local School Board District -,6,,Angie Gillette,710
Tooele,Local School Board District -,6,,Mandy Brown,344
Tooele,Local School Board District -,6,,Melissa Rich,324
Tooele,Local School Board District -,7,,Corey Neerings,337
Tooele,Local School Board District -,7,,Elizabeth Smith,845
Tooele,Local School Board District -,7,,Tyson Poulson,398
Tooele,Registered Voters,,,,21140
Tooele,Registered Voters,,NP,,10587
Tooele,Registered Voters,,REP,,10553
Tooele,State House,29,REP,Alexis Wheeler,943
Tooele,State House,29,REP,Sheldon Birch,2082
