county,office,district,party,candidate,votes
Weber,Ballots Cast,,,,27216
Weber,Ballots Cast,,DEM,,3206
Weber,Ballots Cast,,REP,,24010
Weber,County Commissioner Seat A,,REP,Duane D Kearsley,7301
Weber,County Commissioner Seat A,,REP,James Ebert,6047
Weber,County Commissioner Seat A,,REP,Katrina C. Gibson,5899
Weber,County Commissioner Seat A,,REP,Over Votes,90
Weber,County Commissioner Seat A,,REP,Richard Hyer,4135
Weber,County Commissioner Seat A,,REP,Under Votes,538
Weber,County Commissioner Seat B,,REP,Jon D. Beesley,13043
Weber,County Commissioner Seat B,,REP,Over Votes,3
Weber,County Commissioner Seat B,,REP,Sharon Arrington Bolos,10430
Weber,County Commissioner Seat B,,REP,Under Votes,534
Weber,Registered Voters,,,,71944
Weber,State Senate,5,DEM,CJ Christina Hernandez,1891
Weber,State Senate,5,DEM,Dakota Wurth,1302
Weber,State Senate,5,DEM,Over Votes,3
Weber,State Senate,5,DEM,Under Votes,10
Weber,U.S. House,2,REP,Blake D. Moore,13505
Weber,U.S. House,2,REP,Karianne Lisonbee,10171
Weber,U.S. House,2,REP,Over Votes,5
Weber,U.S. House,2,REP,Under Votes,253
Weber,U.S. House,3,REP,Celeste Maloy,56
Weber,U.S. House,3,REP,Over Votes,0
Weber,U.S. House,3,REP,Phil Lyman,17
Weber,U.S. House,3,REP,Under Votes,3
