county,precinct,office,district,seats,party,candidate,votes
Iron,3PK,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Over Votes,0
Iron,3PK,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Under Votes,178
Iron,3PK,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Yes,638
Iron,3PK,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,No,106
Iron,3PK,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Over Votes,0
Iron,3PK,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Under Votes,184
Iron,3PK,Retain 5th District Circuit Court Judge-Keith C. BARNES,,1,,Yes,638
Iron,3PK,Retain 5th District Circuit Court Judge-Keith C. BARNES,,1,,No,110
Iron,3PK,Retain 5th District Circuit Court Judge-Keith C. BARNES,,1,,Over Votes,0
Iron,3PK,Retain 5th District Circuit Court Judge-Keith C. BARNES,,1,,Under Votes,180
Iron,3PK,Retain 5th District Juvenile Circuit Court Judge-Michael FLEMMING LEAVITT,,1,,Yes,630
Iron,3PK,Retain 5th District Juvenile Circuit Court Judge-Michael FLEMMING LEAVITT,,1,,No,114
Iron,3PK,Retain 5th District Juvenile Circuit Court Judge-Michael FLEMMING LEAVITT,,1,,Over Votes,0
Iron,3PK,Retain 5th District Juvenile Circuit Court Judge-Michael FLEMMING LEAVITT,,1,,Under Votes,184
Iron,3PK,Constitutional Amendment A,,1,,For,470
Iron,3PK,Constitutional Amendment A,,1,,Against,324
Iron,3PK,Constitutional Amendment A,,1,,Over Votes,0
Iron,3PK,Constitutional Amendment A,,1,,Under Votes,134
Iron,3PK,Constitutional Amendment B,,1,,For,564
Iron,3PK,Constitutional Amendment B,,1,,Against,293
Iron,3PK,Constitutional Amendment B,,1,,Over Votes,0
Iron,3PK,Constitutional Amendment B,,1,,Under Votes,71
Iron,3PK,Constitutional Amendment C,,1,,For,773
Iron,3PK,Constitutional Amendment C,,1,,Against,89
Iron,3PK,Constitutional Amendment C,,1,,Over Votes,0
Iron,3PK,Constitutional Amendment C,,1,,Under Votes,66
Iron,3PK,Constitutional Amendment D,,1,,For,525
Iron,3PK,Constitutional Amendment D,,1,,Against,239
Iron,3PK,Constitutional Amendment D,,1,,Over Votes,0
Iron,3PK,Constitutional Amendment D,,1,,Under Votes,164
Iron,3PK,Iron County School Board Bond,,1,,For,350
Iron,3PK,Iron County School Board Bond,,1,,Against,504
Iron,3PK,Iron County School Board Bond,,1,,Over Votes,0
Iron,3PK,Iron County School Board Bond,,1,,Under Votes,74
Iron,BH,Registered Voters,,,,,121
Iron,BH,Ballots Cast,,,,,99
Iron,BH,President,,1,,Cornel Ronald WEST / Melina ABDULLAH,0
Iron,BH,President,,1,,"Lucifer ""JUSTIN CASE"" EVERYLOVE",0
Iron,BH,President,,1,CON,Joel SKOUSEN / Rik COMBS,0
Iron,BH,President,,1,GRN,Jill STEIN / Rudolph WARE,0
Iron,BH,President,,1,REP,Donald J. TRUMP/ JD VANCE,64
Iron,BH,President,,1,LBT,Chase OLIVER / Mike ter MAAT,3
Iron,BH,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,29
Iron,BH,President,,1,,Claudia de la CRUZ / Karina Alexandra GARCIA,0
Iron,BH,President,,1,,Write-In,2
Iron,BH,President,,1,,Over Votes,0
Iron,BH,President,,1,,Under Votes,1
Iron,BH,U.S. Senate,,1,IAP,Carleton E. BOWEN,5
Iron,BH,U.S. Senate,,1,REP,John CURTIS,63
Iron,BH,U.S. Senate,,1,DEM,Caroline GLEICH,27
Iron,BH,U.S. Senate,,1,,Write-In,3
Iron,BH,U.S. Senate,,1,,Over Votes,0
Iron,BH,U.S. Senate,,1,,Under Votes,1
Iron,BH,U.S. House,2,1,DEM,Nathaniel E WOODWARD,24
Iron,BH,U.S. House,2,1,CON,Cassie EASLEY,8
Iron,BH,U.S. House,2,1,REP,Celeste MALOY,61
Iron,BH,U.S. House,2,1,,Tyler MURSET,1
Iron,BH,U.S. House,2,1,,Over Votes,0
Iron,BH,U.S. House,2,1,,Under Votes,5
Iron,BH,Governor,,1,REP,Spencer J. COX / Deidre M. HENDERSON,60
Iron,BH,Governor,,1,IAP,Tommy WILLIAMS / Archie A. WILLIAMS III,0
Iron,BH,Governor,,1,DEM,Brian SMITH KING / Rebekah CUMMINGS,22
Iron,BH,Governor,,1,LBT,J. Robert LATHAM / Barry Evan SHORT,6
Iron,BH,Governor,,1,,Tom TOMENY / William LANSING TAYLOR,0
Iron,BH,Governor,,1,,Write-In,11
Iron,BH,Governor,,1,,Over Votes,0
Iron,BH,Governor,,1,,Under Votes,0
Iron,BH,Attorney General,,1,REP,Derek BROWN,57
Iron,BH,Attorney General,,1,DEM,Rudy J BAUTISTA,24
Iron,BH,Attorney General,,1,LBT,W. Andrew McCULLOUGH,4
Iron,BH,Attorney General,,1,,Austin HEPWORTH,4
Iron,BH,Attorney General,,1,UUP,Michelle QUIST,6
Iron,BH,Attorney General,,1,,Over Votes,0
Iron,BH,Attorney General,,1,,Under Votes,4
Iron,BH,State Auditor,,1,REP,Tina CANNON,65
Iron,BH,State Auditor,,1,CON,Jeffery L. OSTLER,6
Iron,BH,State Auditor,,1,DEM,Catherine VOUTAZ,23
Iron,BH,State Auditor,,1,,Over Votes,0
Iron,BH,State Auditor,,1,,Under Votes,5
Iron,BH,State Treasurer,,1,UFP,Miles POMEROY,6
Iron,BH,State Treasurer,,1,REP,Marlo M. OAKS,63
Iron,BH,State Treasurer,,1,DEM,Neil A HANSEN,24
Iron,BH,State Treasurer,,1,,Over Votes,0
Iron,BH,State Treasurer,,1,,Under Votes,6
Iron,BH,State House,71,1,DEM,Steve MERRILL,25
Iron,BH,State House,71,1,REP,Rex P. SHIPP,66
Iron,BH,State House,71,1,,Over Votes,0
Iron,BH,State House,71,1,,Under Votes,8
Iron,BH,County Commission,C,1,REP,Kenneth L. ROBINSON,61
Iron,BH,County Commission,C,1,,Over Votes,0
Iron,BH,County Commission,C,1,,Under Votes,38
Iron,BH,County Assessor,,1,REP,Karsten M. REED,59
Iron,BH,County Assessor,,1,,Over Votes,0
Iron,BH,County Assessor,,1,,Under Votes,40
Iron,BH,County Auditor,,1,REP,Lucas A. LITTLE,59
Iron,BH,County Auditor,,1,,Over Votes,0
Iron,BH,County Auditor,,1,,Under Votes,40
Iron,BH,County Recorder/Surveyor,,1,REP,Carri R. JEFFRIES,59
Iron,BH,County Recorder/Surveyor,,1,,Over Votes,0
Iron,BH,County Recorder/Surveyor,,1,,Under Votes,40
Iron,BH,County Treasurer,,1,REP,Nicole ROSENBERG,63
Iron,BH,County Treasurer,,1,,Over Votes,0
Iron,BH,County Treasurer,,1,,Under Votes,36
Iron,BH,Iron School Board,2,1,,Ben A. JOHNSON,51
Iron,BH,Iron School Board,2,1,,Over Votes,0
Iron,BH,Iron School Board,2,1,,Under Votes,48
Iron,BH,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Yes,56
Iron,BH,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,No,20
Iron,BH,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Over Votes,0
Iron,BH,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Under Votes,23
Iron,BH,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Yes,57
Iron,BH,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,No,18
Iron,BH,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Over Votes,0
Iron,BH,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Under Votes,24
Iron,BH,Retain 5th District Circuit Court Judge-Keith C. BARNES,,1,,Yes,53
Iron,BH,Retain 5th District Circuit Court Judge-Keith C. BARNES,,1,,No,19
Iron,BH,Retain 5th District Circuit Court Judge-Keith C. BARNES,,1,,Over Votes,0
Iron,BH,Retain 5th District Circuit Court Judge-Keith C. BARNES,,1,,Under Votes,27
Iron,BH,Retain 5th District Juvenile Circuit Court Judge-Michael FLEMMING LEAVITT,,1,,Yes,57
Iron,BH,Retain 5th District Juvenile Circuit Court Judge-Michael FLEMMING LEAVITT,,1,,No,16
Iron,BH,Retain 5th District Juvenile Circuit Court Judge-Michael FLEMMING LEAVITT,,1,,Over Votes,0
Iron,BH,Retain 5th District Juvenile Circuit Court Judge-Michael FLEMMING LEAVITT,,1,,Under Votes,26
Iron,BH,Constitutional Amendment A,,1,,For,51
Iron,BH,Constitutional Amendment A,,1,,Against,34
Iron,BH,Constitutional Amendment A,,1,,Over Votes,0
Iron,BH,Constitutional Amendment A,,1,,Under Votes,14
Iron,BH,Constitutional Amendment B,,1,,For,49
Iron,BH,Constitutional Amendment B,,1,,Against,41
Iron,BH,Constitutional Amendment B,,1,,Over Votes,0
Iron,BH,Constitutional Amendment B,,1,,Under Votes,9
Iron,BH,Constitutional Amendment C,,1,,For,85
Iron,BH,Constitutional Amendment C,,1,,Against,7
Iron,BH,Constitutional Amendment C,,1,,Over Votes,0
Iron,BH,Constitutional Amendment C,,1,,Under Votes,7
Iron,BH,Constitutional Amendment D,,1,,For,62
Iron,BH,Constitutional Amendment D,,1,,Against,24
Iron,BH,Constitutional Amendment D,,1,,Over Votes,0
Iron,BH,Constitutional Amendment D,,1,,Under Votes,13
Iron,BH,Iron County School Board Bond,,1,,For,28
Iron,BH,Iron County School Board Bond,,1,,Against,54
Iron,BH,Iron County School Board Bond,,1,,Over Votes,0
Iron,BH,Iron County School Board Bond,,1,,Under Votes,17
Iron,BRYL,Registered Voters,,,,,745
Iron,BRYL,Ballots Cast,,,,,679
Iron,BRYL,President,,1,,Cornel Ronald WEST / Melina ABDULLAH,0
Iron,BRYL,President,,1,,"Lucifer ""JUSTIN CASE"" EVERYLOVE",0
Iron,BRYL,President,,1,CON,Joel SKOUSEN / Rik COMBS,4
Iron,BRYL,President,,1,GRN,Jill STEIN / Rudolph WARE,2
Iron,BRYL,President,,1,REP,Donald J. TRUMP/ JD VANCE,589
Iron,BRYL,President,,1,LBT,Chase OLIVER / Mike ter MAAT,5
Iron,BRYL,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,76
Iron,BRYL,President,,1,,Claudia de la CRUZ / Karina Alexandra GARCIA,0
Iron,BRYL,President,,1,,Write-In,2
Iron,BRYL,President,,1,,Over Votes,0
Iron,BRYL,President,,1,,Under Votes,1
Iron,BRYL,U.S. Senate,,1,IAP,Carleton E. BOWEN,71
Iron,BRYL,U.S. Senate,,1,REP,John CURTIS,520
Iron,BRYL,U.S. Senate,,1,DEM,Caroline GLEICH,67
Iron,BRYL,U.S. Senate,,1,,Write-In,8
Iron,BRYL,U.S. Senate,,1,,Over Votes,0
Iron,BRYL,U.S. Senate,,1,,Under Votes,13
Iron,BRYL,U.S. House,2,1,DEM,Nathaniel E WOODWARD,61
Iron,BRYL,U.S. House,2,1,CON,Cassie EASLEY,81
Iron,BRYL,U.S. House,2,1,REP,Celeste MALOY,499
Iron,BRYL,U.S. House,2,1,,Tyler MURSET,16
Iron,BRYL,U.S. House,2,1,,Over Votes,0
Iron,BRYL,U.S. House,2,1,,Under Votes,22
Iron,BRYL,Governor,,1,REP,Spencer J. COX / Deidre M. HENDERSON,376
Iron,BRYL,Governor,,1,IAP,Tommy WILLIAMS / Archie A. WILLIAMS III,17
Iron,BRYL,Governor,,1,DEM,Brian SMITH KING / Rebekah CUMMINGS,53
Iron,BRYL,Governor,,1,LBT,J. Robert LATHAM / Barry Evan SHORT,43
Iron,BRYL,Governor,,1,,Tom TOMENY / William LANSING TAYLOR,3
Iron,BRYL,Governor,,1,,Write-In,174
Iron,BRYL,Governor,,1,,Over Votes,0
Iron,BRYL,Governor,,1,,Under Votes,13
Iron,BRYL,Attorney General,,1,REP,Derek BROWN,502
Iron,BRYL,Attorney General,,1,DEM,Rudy J BAUTISTA,61
Iron,BRYL,Attorney General,,1,LBT,W. Andrew McCULLOUGH,35
Iron,BRYL,Attorney General,,1,,Austin HEPWORTH,45
Iron,BRYL,Attorney General,,1,UUP,Michelle QUIST,18
Iron,BRYL,Attorney General,,1,,Over Votes,0
Iron,BRYL,Attorney General,,1,,Under Votes,18
Iron,BRYL,State Auditor,,1,REP,Tina CANNON,542
Iron,BRYL,State Auditor,,1,CON,Jeffery L. OSTLER,56
Iron,BRYL,State Auditor,,1,DEM,Catherine VOUTAZ,64
Iron,BRYL,State Auditor,,1,,Over Votes,0
Iron,BRYL,State Auditor,,1,,Under Votes,17
Iron,BRYL,State Treasurer,,1,UFP,Miles POMEROY,23
Iron,BRYL,State Treasurer,,1,REP,Marlo M. OAKS,568
Iron,BRYL,State Treasurer,,1,DEM,Neil A HANSEN,64
Iron,BRYL,State Treasurer,,1,,Over Votes,0
Iron,BRYL,State Treasurer,,1,,Under Votes,24
Iron,BRYL,State House,70,1,REP,Carl R. ALBRECHT,571
Iron,BRYL,State House,70,1,UUP,Zeno B. PARRY,54
Iron,BRYL,State House,70,1,,Over Votes,0
Iron,BRYL,State House,70,1,,Under Votes,54
Iron,BRYL,State School Board,15,1,REP,Joann BRINTON,557
Iron,BRYL,State School Board,15,1,,Over Votes,0
Iron,BRYL,State School Board,15,1,,Under Votes,122
Iron,BRYL,County Commission,C,1,REP,Kenneth L. ROBINSON,564
Iron,BRYL,County Commission,C,1,,Over Votes,0
Iron,BRYL,County Commission,C,1,,Under Votes,115
Iron,BRYL,County Assessor,,1,REP,Karsten M. REED,546
Iron,BRYL,County Assessor,,1,,Over Votes,0
Iron,BRYL,County Assessor,,1,,Under Votes,133
Iron,BRYL,County Auditor,,1,REP,Lucas A. LITTLE,548
Iron,BRYL,County Auditor,,1,,Over Votes,0
Iron,BRYL,County Auditor,,1,,Under Votes,131
Iron,BRYL,County Recorder/Surveyor,,1,REP,Carri R. JEFFRIES,544
Iron,BRYL,County Recorder/Surveyor,,1,,Over Votes,0
Iron,BRYL,County Recorder/Surveyor,,1,,Under Votes,135
Iron,BRYL,County Treasurer,,1,REP,Nicole ROSENBERG,541
Iron,BRYL,County Treasurer,,1,,Over Votes,0
Iron,BRYL,County Treasurer,,1,,Under Votes,138
Iron,BRYL,Iron School Board,1,1,,John R. TAYLOR,489
Iron,BRYL,Iron School Board,1,1,,Over Votes,0
Iron,BRYL,Iron School Board,1,1,,Under Votes,190
Iron,BRYL,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Yes,405
Iron,BRYL,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,No,140
Iron,BRYL,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Over Votes,0
Iron,BRYL,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Under Votes,134
Iron,BRYL,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Yes,394
Iron,BRYL,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,No,144
Iron,BRYL,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Over Votes,2
Iron,BRYL,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Under Votes,139
Iron,BRYL,Retain 5th District Circuit Court Judge-Keith C. BARNES,,1,,Yes,409
Iron,BRYL,Retain 5th District Circuit Court Judge-Keith C. BARNES,,1,,No,136
Iron,BRYL,Retain 5th District Circuit Court Judge-Keith C. BARNES,,1,,Over Votes,0
Iron,BRYL,Retain 5th District Circuit Court Judge-Keith C. BARNES,,1,,Under Votes,134
Iron,BRYL,Retain 5th District Juvenile Circuit Court Judge-Michael FLEMMING LEAVITT,,1,,Yes,410
Iron,BRYL,Retain 5th District Juvenile Circuit Court Judge-Michael FLEMMING LEAVITT,,1,,No,132
Iron,BRYL,Retain 5th District Juvenile Circuit Court Judge-Michael FLEMMING LEAVITT,,1,,Over Votes,0
Iron,BRYL,Retain 5th District Juvenile Circuit Court Judge-Michael FLEMMING LEAVITT,,1,,Under Votes,137
Iron,BRYL,Constitutional Amendment A,,1,,For,329
Iron,BRYL,Constitutional Amendment A,,1,,Against,272
Iron,BRYL,Constitutional Amendment A,,1,,Over Votes,0
Iron,BRYL,Constitutional Amendment A,,1,,Under Votes,78
Iron,BRYL,Constitutional Amendment B,,1,,For,315
Iron,BRYL,Constitutional Amendment B,,1,,Against,309
Iron,BRYL,Constitutional Amendment B,,1,,Over Votes,0
Iron,BRYL,Constitutional Amendment B,,1,,Under Votes,55
Iron,BRYL,Constitutional Amendment C,,1,,For,538
Iron,BRYL,Constitutional Amendment C,,1,,Against,97
Iron,BRYL,Constitutional Amendment C,,1,,Over Votes,0
Iron,BRYL,Constitutional Amendment C,,1,,Under Votes,44
Iron,BRYL,Constitutional Amendment D,,1,,For,375
Iron,BRYL,Constitutional Amendment D,,1,,Against,195
Iron,BRYL,Constitutional Amendment D,,1,,Over Votes,0
Iron,BRYL,Constitutional Amendment D,,1,,Under Votes,109
Iron,BRYL,Iron County School Board Bond,,1,,For,162
Iron,BRYL,Iron County School Board Bond,,1,,Against,453
Iron,BRYL,Iron County School Board Bond,,1,,Over Votes,0
Iron,BRYL,Iron County School Board Bond,,1,,Under Votes,64
Iron,CC 1,Registered Voters,,,,,465
Iron,CC 1,Ballots Cast,,,,,406
Iron,CC 1,President,,1,,Cornel Ronald WEST / Melina ABDULLAH,0
Iron,CC 1,President,,1,,"Lucifer ""JUSTIN CASE"" EVERYLOVE",0
Iron,CC 1,President,,1,CON,Joel SKOUSEN / Rik COMBS,1
Iron,CC 1,President,,1,GRN,Jill STEIN / Rudolph WARE,1
Iron,CC 1,President,,1,REP,Donald J. TRUMP/ JD VANCE,286
Iron,CC 1,President,,1,LBT,Chase OLIVER / Mike ter MAAT,2
Iron,CC 1,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,106
Iron,CC 1,President,,1,,Claudia de la CRUZ / Karina Alexandra GARCIA,2
Iron,CC 1,President,,1,,Write-In,2
Iron,CC 1,President,,1,,Over Votes,0
Iron,CC 1,President,,1,,Under Votes,6
Iron,CC 1,U.S. Senate,,1,IAP,Carleton E. BOWEN,19
Iron,CC 1,U.S. Senate,,1,REP,John CURTIS,277
Iron,CC 1,U.S. Senate,,1,DEM,Caroline GLEICH,89
Iron,CC 1,U.S. Senate,,1,,Write-In,0
Iron,CC 1,U.S. Senate,,1,,Over Votes,0
Iron,CC 1,U.S. Senate,,1,,Under Votes,21
Iron,CC 1,U.S. House,2,1,DEM,Nathaniel E WOODWARD,83
Iron,CC 1,U.S. House,2,1,CON,Cassie EASLEY,27
Iron,CC 1,U.S. House,2,1,REP,Celeste MALOY,272
Iron,CC 1,U.S. House,2,1,,Tyler MURSET,4
Iron,CC 1,U.S. House,2,1,,Over Votes,0
Iron,CC 1,U.S. House,2,1,,Under Votes,20
Iron,CC 1,Governor,,1,REP,Spencer J. COX / Deidre M. HENDERSON,220
Iron,CC 1,Governor,,1,IAP,Tommy WILLIAMS / Archie A. WILLIAMS III,7
Iron,CC 1,Governor,,1,DEM,Brian SMITH KING / Rebekah CUMMINGS,76
Iron,CC 1,Governor,,1,LBT,J. Robert LATHAM / Barry Evan SHORT,18
Iron,CC 1,Governor,,1,,Tom TOMENY / William LANSING TAYLOR,1
Iron,CC 1,Governor,,1,,Write-In,67
Iron,CC 1,Governor,,1,,Over Votes,0
Iron,CC 1,Governor,,1,,Under Votes,17
Iron,CC 1,Attorney General,,1,REP,Derek BROWN,262
Iron,CC 1,Attorney General,,1,DEM,Rudy J BAUTISTA,75
Iron,CC 1,Attorney General,,1,LBT,W. Andrew McCULLOUGH,13
Iron,CC 1,Attorney General,,1,,Austin HEPWORTH,13
Iron,CC 1,Attorney General,,1,UUP,Michelle QUIST,15
Iron,CC 1,Attorney General,,1,,Over Votes,0
Iron,CC 1,Attorney General,,1,,Under Votes,28
Iron,CC 1,State Auditor,,1,REP,Tina CANNON,272
Iron,CC 1,State Auditor,,1,CON,Jeffery L. OSTLER,15
Iron,CC 1,State Auditor,,1,DEM,Catherine VOUTAZ,84
Iron,CC 1,State Auditor,,1,,Over Votes,0
Iron,CC 1,State Auditor,,1,,Under Votes,35
Iron,CC 1,State Treasurer,,1,UFP,Miles POMEROY,3
Iron,CC 1,State Treasurer,,1,REP,Marlo M. OAKS,291
Iron,CC 1,State Treasurer,,1,DEM,Neil A HANSEN,79
Iron,CC 1,State Treasurer,,1,,Over Votes,0
Iron,CC 1,State Treasurer,,1,,Under Votes,33
Iron,CC 1,State House,71,1,DEM,Steve MERRILL,98
Iron,CC 1,State House,71,1,REP,Rex P. SHIPP,272
Iron,CC 1,State House,71,1,,Over Votes,0
Iron,CC 1,State House,71,1,,Under Votes,36
Iron,CC 1,County Commission,C,1,REP,Kenneth L. ROBINSON,303
Iron,CC 1,County Commission,C,1,,Over Votes,0
Iron,CC 1,County Commission,C,1,,Under Votes,103
Iron,CC 1,County Assessor,,1,REP,Karsten M. REED,295
Iron,CC 1,County Assessor,,1,,Over Votes,0
Iron,CC 1,County Assessor,,1,,Under Votes,111
Iron,CC 1,County Auditor,,1,REP,Lucas A. LITTLE,291
Iron,CC 1,County Auditor,,1,,Over Votes,0
Iron,CC 1,County Auditor,,1,,Under Votes,115
Iron,CC 1,County Recorder/Surveyor,,1,REP,Carri R. JEFFRIES,288
Iron,CC 1,County Recorder/Surveyor,,1,,Over Votes,0
Iron,CC 1,County Recorder/Surveyor,,1,,Under Votes,118
Iron,CC 1,County Treasurer,,1,REP,Nicole ROSENBERG,289
Iron,CC 1,County Treasurer,,1,,Over Votes,0
Iron,CC 1,County Treasurer,,1,,Under Votes,117
Iron,CC 1,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Yes,251
Iron,CC 1,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,No,66
Iron,CC 1,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Over Votes,0
Iron,CC 1,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Under Votes,89
Iron,CC 1,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Yes,249
Iron,CC 1,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,No,66
Iron,CC 1,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Over Votes,0
Iron,CC 1,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Under Votes,91
Iron,CC 1,Retain 5th District Circuit Court Judge-Keith C. BARNES,,1,,Yes,261
Iron,CC 1,Retain 5th District Circuit Court Judge-Keith C. BARNES,,1,,No,62
Iron,CC 1,Retain 5th District Circuit Court Judge-Keith C. BARNES,,1,,Over Votes,0
Iron,CC 1,Retain 5th District Circuit Court Judge-Keith C. BARNES,,1,,Under Votes,83
Iron,CC 1,Retain 5th District Juvenile Circuit Court Judge-Michael FLEMMING LEAVITT,,1,,Yes,261
Iron,CC 1,Retain 5th District Juvenile Circuit Court Judge-Michael FLEMMING LEAVITT,,1,,No,61
Iron,CC 1,Retain 5th District Juvenile Circuit Court Judge-Michael FLEMMING LEAVITT,,1,,Over Votes,0
Iron,CC 1,Retain 5th District Juvenile Circuit Court Judge-Michael FLEMMING LEAVITT,,1,,Under Votes,84
Iron,CC 1,Constitutional Amendment A,,1,,For,232
Iron,CC 1,Constitutional Amendment A,,1,,Against,127
