county,precinct,office,district,seats,party,candidate,votes
Weber,CNP01 Suppressed,Registered Voters,,,,,2
Weber,CNP01 Suppressed,Ballots Cast,,,,,2
Weber,CNP01 Suppressed,President,,1,CON,Joel SKOUSEN / Rik COMBS,
Weber,CNP01 Suppressed,President,,1,,Cornel Ronald WEST / Melina ABDULLAH,
Weber,CNP01 Suppressed,President,,1,,"Lucifer ""JUSTIN CASE"" EVERYLOVE",
Weber,CNP01 Suppressed,President,,1,GRN,Jill STEIN / Rudolph WARE,
Weber,CNP01 Suppressed,President,,1,REP,Donald J. TRUMP/ JD VANCE,
Weber,CNP01 Suppressed,President,,1,LBT,Chase OLIVER / Mike ter MAAT,
Weber,CNP01 Suppressed,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,
Weber,CNP01 Suppressed,President,,1,,Claudia de la CRUZ / Karina Alexandra GARCIA,
Weber,CNP01 Suppressed,President,,1,,Write-In Totals,
Weber,CNP01 Suppressed,U.S. Senate,,1,IAP,Carleton E. BOWEN,
Weber,CNP01 Suppressed,U.S. Senate,,1,REP,John CURTIS,
Weber,CNP01 Suppressed,U.S. Senate,,1,DEM,Caroline GLEICH,
Weber,CNP01 Suppressed,U.S. Senate,,1,,Write-In Totals,
Weber,CNP01 Suppressed,U.S. House,1,1,DEM,Bill CAMPBELL,
Weber,CNP01 Suppressed,U.S. House,1,1,REP,Blake D. MOORE,
Weber,CNP01 Suppressed,U.S. House,1,1,LBT,Daniel R. COTTAM,
Weber,CNP01 Suppressed,Governor,,1,REP,Spencer J. COX / Deidre M. HENDERSON,
Weber,CNP01 Suppressed,Governor,,1,IAP,Tommy WILLIAMS / Archie A. WILLIAMS III,
Weber,CNP01 Suppressed,Governor,,1,DEM,Brian SMITH KING / Rebekah CUMMINGS,
Weber,CNP01 Suppressed,Governor,,1,LBT,J. Robert LATHAM / Barry Evan SHORT,
Weber,CNP01 Suppressed,Governor,,1,,Tom TOMENY / William LANSING TAYLOR,
Weber,CNP01 Suppressed,Governor,,1,,Write-In Totals,
Weber,CNP01 Suppressed,Attorney General,,1,REP,Derek BROWN,
Weber,CNP01 Suppressed,Attorney General,,1,,Austin HEPWORTH,
Weber,CNP01 Suppressed,Attorney General,,1,DEM,Rudy J BAUTISTA,
Weber,CNP01 Suppressed,Attorney General,,1,LBT,W. Andrew McCULLOUGH,
Weber,CNP01 Suppressed,Attorney General,,1,UUP,Michelle QUIST,
Weber,CNP01 Suppressed,State Auditor,,1,REP,Tina CANNON,
Weber,CNP01 Suppressed,State Auditor,,1,CON,Jeffery L. OSTLER,
Weber,CNP01 Suppressed,State Auditor,,1,DEM,Catherine VOUTAZ,
Weber,CNP01 Suppressed,State Treasurer,,1,REP,Marlo M. OAKS,
Weber,CNP01 Suppressed,State Treasurer,,1,UFP,Miles POMEROY,
Weber,CNP01 Suppressed,State Treasurer,,1,DEM,Neil A HANSEN,
Weber,CNP01 Suppressed,State Senate,3,1,REP,John D. JOHNSON,
Weber,CNP01 Suppressed,State Senate,3,1,DEM,Stacy BERNAL,
Weber,CNP01 Suppressed,State House,6,1,REP,Matthew H. GWYNN,
Weber,CNP01 Suppressed,State House,6,1,DEM,Amber HARDY,
Weber,CNP01 Suppressed,County Commission,C,1,REP,Jim HARVEY,
Weber,CNP01 Suppressed,County Commission,C,1,LBT,Brian K ROWLEY,
Weber,CNP01 Suppressed,County Commission,C,1,DEM,Steven VAN WAGONER,
Weber,CNP01 Suppressed,County Assessor,,1,REP,John E. ULIBARRI,
Weber,CNP01 Suppressed,County Recorder/Surveyor,,1,REP,Bahy RAHIMZADEGAN,
Weber,CNP01 Suppressed,County Treasurer,,1,REP,Lynelle JENSEN,
Weber,CNP01 Suppressed,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Yes,
Weber,CNP01 Suppressed,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,No,
Weber,CNP01 Suppressed,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Yes,
Weber,CNP01 Suppressed,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,No,
Weber,CNP01 Suppressed,Retain 2nd District Circuit Court Judge-Joseph M. BEAN,,1,,Yes,
Weber,CNP01 Suppressed,Retain 2nd District Circuit Court Judge-Joseph M. BEAN,,1,,No,
Weber,CNP01 Suppressed,Retain 2nd District Circuit Court Judge-Ronald G. RUSSELL,,1,,Yes,
Weber,CNP01 Suppressed,Retain 2nd District Circuit Court Judge-Ronald G. RUSSELL,,1,,No,
Weber,CNP01 Suppressed,Retain 2nd District Circuit Court Judge-Christina Patricia ORTEGA,,1,,Yes,
Weber,CNP01 Suppressed,Retain 2nd District Circuit Court Judge-Christina Patricia ORTEGA,,1,,No,
Weber,CNP01 Suppressed,Retain 2nd District Circuit Court Judge-Craig HALL,,1,,Yes,
Weber,CNP01 Suppressed,Retain 2nd District Circuit Court Judge-Craig HALL,,1,,No,
Weber,CNP01 Suppressed,Retain 2nd District Circuit Court Judge-Michael Drio DIREDA,,1,,Yes,
Weber,CNP01 Suppressed,Retain 2nd District Circuit Court Judge-Michael Drio DIREDA,,1,,No,
Weber,CNP01 Suppressed,Retain 2nd District Juvenile Circuit Court Judge-Tasha WILLIAMS,,1,,Yes,
Weber,CNP01 Suppressed,Retain 2nd District Juvenile Circuit Court Judge-Tasha WILLIAMS,,1,,No,
Weber,CNP01 Suppressed,Constitutional Amendment B,,1,,For,
Weber,CNP01 Suppressed,Constitutional Amendment B,,1,,Against,
Weber,CNP01 Suppressed,Constitutional Amendment C,,1,,For,
Weber,CNP01 Suppressed,Constitutional Amendment C,,1,,Against,
Weber,CNP01 Suppressed,Proposition 19,,1,,Yes,
Weber,CNP01 Suppressed,Proposition 19,,1,,No,
Weber,CNP02 Suppressed,Registered Voters,,,,,10
Weber,CNP02 Suppressed,Ballots Cast,,,,,8
Weber,CNP02 Suppressed,President,,1,REP,Donald J. TRUMP/ JD VANCE,
Weber,CNP02 Suppressed,President,,1,,Cornel Ronald WEST / Melina ABDULLAH,
Weber,CNP02 Suppressed,President,,1,,"Lucifer ""JUSTIN CASE"" EVERYLOVE",
Weber,CNP02 Suppressed,President,,1,CON,Joel SKOUSEN / Rik COMBS,
Weber,CNP02 Suppressed,President,,1,GRN,Jill STEIN / Rudolph WARE,
Weber,CNP02 Suppressed,President,,1,LBT,Chase OLIVER / Mike ter MAAT,
Weber,CNP02 Suppressed,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,
Weber,CNP02 Suppressed,President,,1,,Claudia de la CRUZ / Karina Alexandra GARCIA,
Weber,CNP02 Suppressed,President,,1,,Write-In Totals,
Weber,CNP02 Suppressed,U.S. Senate,,1,REP,John CURTIS,
Weber,CNP02 Suppressed,U.S. Senate,,1,IAP,Carleton E. BOWEN,
Weber,CNP02 Suppressed,U.S. Senate,,1,DEM,Caroline GLEICH,
Weber,CNP02 Suppressed,U.S. Senate,,1,,Write-In Totals,
Weber,CNP02 Suppressed,U.S. House,1,1,LBT,Daniel R. COTTAM,
Weber,CNP02 Suppressed,U.S. House,1,1,REP,Blake D. MOORE,
Weber,CNP02 Suppressed,U.S. House,1,1,DEM,Bill CAMPBELL,
Weber,CNP02 Suppressed,Governor,,1,REP,Spencer J. COX / Deidre M. HENDERSON,
Weber,CNP02 Suppressed,Governor,,1,IAP,Tommy WILLIAMS / Archie A. WILLIAMS III,
Weber,CNP02 Suppressed,Governor,,1,DEM,Brian SMITH KING / Rebekah CUMMINGS,
Weber,CNP02 Suppressed,Governor,,1,LBT,J. Robert LATHAM / Barry Evan SHORT,
Weber,CNP02 Suppressed,Governor,,1,,Tom TOMENY / William LANSING TAYLOR,
