county,precinct,office,district,seats,party,candidate,votes
Box Elder,Brigham City 01,President,,,,Total Votes,425
Box Elder,Brigham City 01,President,,,NON,Cornel Ronald WEST / Melina ABDULLAH,1
Box Elder,Brigham City 01,President,,,NON,"Lucifer ""JUSTIN CASE"" EVERYLOVE",0
Box Elder,Brigham City 01,President,,,CON,Joel SKOUSEN / Rik COMBS,5
Box Elder,Brigham City 01,President,,,GRN,Jill STEIN / Rudolph WARE,2
Box Elder,Brigham City 01,President,,,REP,Donald J. TRUMP / JD VANCE,290
Box Elder,Brigham City 01,President,,,LBT,Chase OLIVER / Mike ter MAAT,3
Box Elder,Brigham City 01,President,,,DEM,Kamala D. HARRIS / Tim WALZ,116
Box Elder,Brigham City 01,President,,,NON,Claudia DE LA CRUZ / Karina Alexandra GARCIA,0
Box Elder,Brigham City 01,President,,,,FUTURE MADAM POTUS,0
Box Elder,Brigham City 01,President,,,,Peter SONSKI / Lauren Michelle ONAK,0
Box Elder,Brigham City 01,President,,,,Jay J BOWMAN / De D. BOWMAN,0
Box Elder,Brigham City 01,President,,,,Steve M. JOHNSON,0
Box Elder,Brigham City 01,President,,,,Andre Ramon McNEIL,0
Box Elder,Brigham City 01,President,,,,Shondra Yevette IRVING,0
Box Elder,Brigham City 01,President,,,,Buddie Arden WILKERSON,0
Box Elder,Brigham City 01,President,,,NON,Write-In: Invalid,6
Box Elder,Brigham City 01,President,,,,Over Votes,0
Box Elder,Brigham City 01,President,,,,Under Votes,2
Box Elder,Brigham City 01,U.S. Senate,,,,Total Votes,425
Box Elder,Brigham City 01,U.S. Senate,,,IAP,Carlton E. BOWEN,26
Box Elder,Brigham City 01,U.S. Senate,,,REP,John CURTIS,285
Box Elder,Brigham City 01,U.S. Senate,,,DEM,Caroline GLEICH,95
Box Elder,Brigham City 01,U.S. Senate,,,,Laird FETZER HAMBLIN,0
Box Elder,Brigham City 01,U.S. Senate,,,NON,Write-In: Invalid,0
Box Elder,Brigham City 01,U.S. Senate,,,,Over Votes,0
Box Elder,Brigham City 01,U.S. Senate,,,,Under Votes,19
Box Elder,Brigham City 01,U.S. House,1,,,Total Votes,425
Box Elder,Brigham City 01,U.S. House,1,,DEM,Bill CAMPBELL,98
Box Elder,Brigham City 01,U.S. House,1,,LBT,Daniel R. COTTAM,19
Box Elder,Brigham City 01,U.S. House,1,,REP,Blake D. MOORE,279
Box Elder,Brigham City 01,U.S. House,1,,,Over Votes,0
Box Elder,Brigham City 01,U.S. House,1,,,Under Votes,29
Box Elder,Brigham City 01,Governor,,,,Total Votes,425
Box Elder,Brigham City 01,Governor,,,REP,Spencer J. COX / Deidre M. HENDERSON,249
Box Elder,Brigham City 01,Governor,,,IAP,Tommy WILLIAMS / Archie A. WILLIAMS III,12
Box Elder,Brigham City 01,Governor,,,DEM,Brian SMITH KING / Rebekah CUMMINGS,81
Box Elder,Brigham City 01,Governor,,,LBT,J. Robert LATHAM / Barry Evan SHORT,19
Box Elder,Brigham City 01,Governor,,,NON,Tom TOMENY / William LANSING TAYLOR,2
Box Elder,Brigham City 01,Governor,,,,Phil LYMAN / Natalie CLAWSON,40
Box Elder,Brigham City 01,Governor,,,,Charlie TAUTUAA / Sylvia MIERA FISK,0
Box Elder,Brigham City 01,Governor,,,NON,Write-In: Invalid,0
Box Elder,Brigham City 01,Governor,,,,Over Votes,0
Box Elder,Brigham City 01,Governor,,,,Under Votes,22
Box Elder,Brigham City 01,Attorney General,,,,Total Votes,425
Box Elder,Brigham City 01,Attorney General,,,REP,Derek BROWN,266
Box Elder,Brigham City 01,Attorney General,,,DEM,Rudy J BAUTISTA,83
Box Elder,Brigham City 01,Attorney General,,,LBT,W. Andrew McCULLOUGH,21
Box Elder,Brigham City 01,Attorney General,,,NON,Austin HEPWORTH,14
Box Elder,Brigham City 01,Attorney General,,,UUP,Michelle QUIST,18
Box Elder,Brigham City 01,Attorney General,,,,Over Votes,0
Box Elder,Brigham City 01,Attorney General,,,,Under Votes,23
Box Elder,Brigham City 01,State Auditor,,,,Total Votes,425
Box Elder,Brigham City 01,State Auditor,,,REP,Tina CANNON,273
Box Elder,Brigham City 01,State Auditor,,,CON,Jeffrey L. OSTLER,29
Box Elder,Brigham City 01,State Auditor,,,DEM,Catherine VOUTAZ,87
Box Elder,Brigham City 01,State Auditor,,,,Over Votes,0
Box Elder,Brigham City 01,State Auditor,,,,Under Votes,36
Box Elder,Brigham City 01,State Treasurer,,,,Total Votes,425
Box Elder,Brigham City 01,State Treasurer,,,UFP,Miles POMEROY,29
Box Elder,Brigham City 01,State Treasurer,,,REP,Marlo M. OAKS,277
Box Elder,Brigham City 01,State Treasurer,,,DEM,Neil A HANSEN,86
Box Elder,Brigham City 01,State Treasurer,,,,Over Votes,1
Box Elder,Brigham City 01,State Treasurer,,,,Under Votes,32
Box Elder,Brigham City 01,State House,1,,,Total Votes,425
Box Elder,Brigham City 01,State House,1,,DEM,Claudia BIGLER,124
Box Elder,Brigham City 01,State House,1,,REP,Thomas PETERSON,268
Box Elder,Brigham City 01,State House,1,,,Over Votes,0
Box Elder,Brigham City 01,State House,1,,,Under Votes,33
Box Elder,Brigham City 01,County Commission,C,,,Total Votes,425
Box Elder,Brigham City 01,County Commission,C,,REP,Tyler M. VINCENT,321
Box Elder,Brigham City 01,County Commission,C,,NON,Write-In,0
Box Elder,Brigham City 01,County Commission,C,,,Sam MCMURDIE,0
