county,precinct,office,district,seats,party,candidate,votes
Tooele,DG01,Registered Voters,,,,,121
Tooele,DG01,Ballots Cast,,,,,106
Tooele,DG01,President,,1,REP,Donald J. TRUMP / JD VANCE,74
Tooele,DG01,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,30
Tooele,DG01,President,,1,LBT,Chase OLIVER / Mike ter MAAT,1
Tooele,DG01,President,,1,GRN,Jill STEIN / Rudolph WARE,1
Tooele,DG01,President,,1,,Claudia de la CRUZ / Karina Alexandra GARCIA,0
Tooele,DG01,President,,1,,Write-In,0
Tooele,DG01,President,,1,,Over Votes,0
Tooele,DG01,President,,1,,Under Votes,0
Tooele,DG01,U.S. Senate,,1,REP,John CURTIS,72
Tooele,DG01,U.S. Senate,,1,DEM,Caroline GLEICH,26
Tooele,DG01,U.S. Senate,,1,IAP,Carleton E. BOWEN,5
Tooele,DG01,U.S. Senate,,1,,Write-In,26
Tooele,DG01,U.S. Senate,,1,,Over Votes,25
Tooele,DG01,U.S. Senate,,1,,Under Votes,27
Tooele,DG01,U.S. House,2,1,REP,Celeste MALOY,67
Tooele,DG01,U.S. House,2,1,DEM,Nathaniel E WOODWARD,28
Tooele,DG01,U.S. House,2,1,CON,Cassie EASLEY,3
Tooele,DG01,U.S. House,2,1,,Tyler MURSET,4
Tooele,DG01,U.S. House,2,1,,Over Votes,0
Tooele,DG01,U.S. House,2,1,,Under Votes,4
Tooele,DG01,Governor,,1,REP,Spencer J. COX / Deidre M. HENDERSON,61
Tooele,DG01,Governor,,1,DEM,Brian SMITH KING / Rebekah CUMMINGS,25
Tooele,DG01,Governor,,1,LBT,J. Robert LATHAM / Barry Evan SHORT,5
Tooele,DG01,Governor,,1,IAP,Tommy WILLIAMS / Archie A. WILLIAMS III,3
Tooele,DG01,Governor,,1,,Tom TOMENY / William LANSING TAYLOR,4
Tooele,DG01,Governor,,1,,Write-In,6
Tooele,DG01,Governor,,1,,Over Votes,0
Tooele,DG01,Governor,,1,,Under Votes,2
Tooele,DG01,Attorney General,,1,REP,Derek BROWN,63
Tooele,DG01,Attorney General,,1,DEM,Rudy J BAUTISTA,23
Tooele,DG01,Attorney General,,1,LBT,W. Andrew McCULLOUGH,5
Tooele,DG01,Attorney General,,1,UUP,Michelle QUIST,3
Tooele,DG01,Attorney General,,1,,Austin HEPWORTH,6
Tooele,DG01,Attorney General,,1,,Over Votes,0
Tooele,DG01,Attorney General,,1,,Under Votes,6
Tooele,DG01,State Auditor,,1,REP,Tina CANNON,69
Tooele,DG01,State Auditor,,1,DEM,Catherine VOUTAZ,21
Tooele,DG01,State Auditor,,1,CON,Jeffrey L. OSTLER,5
Tooele,DG01,State Auditor,,1,,Over Votes,0
Tooele,DG01,State Auditor,,1,,Under Votes,11
Tooele,DG01,State Treasurer,,1,REP,Marlo M. OAKS,70
Tooele,DG01,State Treasurer,,1,DEM,Neil A HANSEN,24
Tooele,DG01,State Treasurer,,1,UFP,Miles POMEROY,5
Tooele,DG01,State Treasurer,,1,,Over Votes,0
Tooele,DG01,State Treasurer,,1,,Under Votes,7
Tooele,DG01,State House,29,1,REP,Bridger BOLINDER,69
Tooele,DG01,State House,29,1,DEM,Ron DRAPER,28
Tooele,DG01,State House,29,1,,Over Votes,0
Tooele,DG01,State House,29,1,,Under Votes,9
Tooele,DG01,State School Board,10,1,REP,Matt HYMAS,73
Tooele,DG01,State School Board,10,1,DEM,Deborah L. GATRELL,27
Tooele,DG01,State School Board,10,1,,Over Votes,0
Tooele,DG01,State School Board,10,1,,Under Votes,6
Tooele,DG01,County Assessor,,1,REP,Joy L. PETERS,78
Tooele,DG01,County Assessor,,1,,Over Votes,0
Tooele,DG01,County Assessor,,1,,Under Votes,28
Tooele,DG01,County Recorder/Surveyor,,1,REP,Jerry M. HOUGHTON,77
Tooele,DG01,County Recorder/Surveyor,,1,,Over Votes,0
Tooele,DG01,County Recorder/Surveyor,,1,,Under Votes,29
Tooele,DG01,County Treasurer,,1,REP,Michael J. JENSEN,78
Tooele,DG01,County Treasurer,,1,,Over Votes,0
Tooele,DG01,County Treasurer,,1,,Under Votes,28
Tooele,DG01,Retain Supreme Court Justice-Matthew B. DURRANT,,,,Yes,63
Tooele,DG01,Retain Supreme Court Justice-Matthew B. DURRANT,,,,No,18
Tooele,DG01,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Over Votes,0
Tooele,DG01,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Under Votes,25
Tooele,DG01,Retain Appeals Court Judge-Ryan D. TENNEY,,,,Yes,62
Tooele,DG01,Retain Appeals Court Judge-Ryan D. TENNEY,,,,No,18
Tooele,DG01,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Over Votes,0
Tooele,DG01,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Under Votes,26
Tooele,DG01,Retain 3rd District Court Judge-Heather Annette BRERETON,,,,Yes,64
Tooele,DG01,Retain 3rd District Court Judge-Heather Annette BRERETON,,,,No,15
Tooele,DG01,Retain 3rd District Court Judge-Heather Annette BRERETON,,1,,Over Votes,0
Tooele,DG01,Retain 3rd District Court Judge-Heather Annette BRERETON,,1,,Under Votes,27
Tooele,DG01,Retain 3rd District Court Judge-Teresa Lynn WELCH,,,,Yes,65
Tooele,DG01,Retain 3rd District Court Judge-Teresa Lynn WELCH,,,,No,12
Tooele,DG01,Retain 3rd District Court Judge-Teresa Lynn WELCH,,1,,Over Votes,0
Tooele,DG01,Retain 3rd District Court Judge-Teresa Lynn WELCH,,1,,Under Votes,29
Tooele,DG01,Retain 3rd District Court Judge-Kristine Edde JOHNSON,,,,Yes,64
Tooele,DG01,Retain 3rd District Court Judge-Kristine Edde JOHNSON,,,,No,15
Tooele,DG01,Retain 3rd District Court Judge-Kristine Edde JOHNSON,,1,,Over Votes,0
Tooele,DG01,Retain 3rd District Court Judge-Kristine Edde JOHNSON,,1,,Under Votes,27
Tooele,DG01,Retain 3rd District Court Judge-William K. KENDALL,,,,Yes,61
Tooele,DG01,Retain 3rd District Court Judge-William K. KENDALL,,,,No,18
Tooele,DG01,Retain 3rd District Court Judge-William K. KENDALL,,1,,Over Votes,0
Tooele,DG01,Retain 3rd District Court Judge-William K. KENDALL,,1,,Under Votes,27
Tooele,DG01,Retain 3rd District Court Judge-Laura S. SCOTT,,,,Yes,67
Tooele,DG01,Retain 3rd District Court Judge-Laura S. SCOTT,,,,No,11
Tooele,DG01,Retain 3rd District Court Judge-Laura S. SCOTT,,1,,Over Votes,0
Tooele,DG01,Retain 3rd District Court Judge-Laura S. SCOTT,,1,,Under Votes,28
Tooele,DG01,Retain 3rd District Court Judge-James D. GARDNER,,,,Yes,61
Tooele,DG01,Retain 3rd District Court Judge-James D. GARDNER,,,,No,16
Tooele,DG01,Retain 3rd District Court Judge-James D. GARDNER,,1,,Over Votes,0
Tooele,DG01,Retain 3rd District Court Judge-James D. GARDNER,,1,,Under Votes,29
Tooele,DG01,Retain 3rd District Court Judge-Kara Lea PETTIT,,,,Yes,63
Tooele,DG01,Retain 3rd District Court Judge-Kara Lea PETTIT,,,,No,15
