county,precinct,office,district,seats,party,candidate,votes
Davis,BO01:I-S-,Registered Voters,,,,,416
Davis,BO01:I-S-,Ballots Cast,,,,,368
Davis,BO01:I-S-,President,,1,REP,Donald J. TRUMP / JD VANCE,205
Davis,BO01:I-S-,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,133
Davis,BO01:I-S-,President,,1,LBT,Chase OLIVER / Mike ter MAAT,8
Davis,BO01:I-S-,President,,1,CON,Joel SKOUSEN / Rik COMBS,4
Davis,BO01:I-S-,President,,1,GRN,Jill STEIN / Rudolph WARE,1
Davis,BO01:I-S-,President,,1,,Cornel Ronald WEST / Melinda ABDULLAH,0
Davis,BO01:I-S-,President,,1,,"Lucifer ""JUSTIN CASE"" EVERYLOVE",0
Davis,BO01:I-S-,President,,1,,Claudia de la CRUZ / Karina Alexandra GARCIA,1
Davis,BO01:I-S-,President,,1,,Write-In,10
Davis,BO01:I-S-,U.S. Senate,,1,REP,John CURTIS,231
Davis,BO01:I-S-,U.S. Senate,,1,DEM,Caroline GLEICH,102
Davis,BO01:I-S-,U.S. Senate,,1,IAP,Carleton E. BOWEN,19
Davis,BO01:I-S-,U.S. Senate,,1,,Write-In,1
Davis,BO01:I-S-,U.S. House,2,1,REP,Celeste MALOY,224
Davis,BO01:I-S-,U.S. House,2,1,DEM,Nathaniel E. WOODWARD,96
Davis,BO01:I-S-,U.S. House,2,1,CON,Cassie EASLEY,23
Davis,BO01:I-S-,U.S. House,2,1,,Tyler MURSET,6
Davis,BO01:I-S-,Governor,,1,REP,Spencer J. COX / Deidre M. HENDERSON,222
Davis,BO01:I-S-,Governor,,1,DEM,Brian SMITH KING / Rebekah CUMMINGS,83
Davis,BO01:I-S-,Governor,,1,LBT,J. Robert LATHAM / Barry Evan SHORT,9
Davis,BO01:I-S-,Governor,,1,IAP,Tommy WILLIAMS / Archie A. WILLIAMS III,4
Davis,BO01:I-S-,Governor,,1,,Tom TOMENY / William LANSING TAYLOR,5
Davis,BO01:I-S-,Governor,,1,,Write-In,32
Davis,BO01:I-S-,Attorney General,,1,REP,Derek BROWN,215
Davis,BO01:I-S-,Attorney General,,1,DEM,Rudy J. BAUTISTA,79
Davis,BO01:I-S-,Attorney General,,1,LBT,W. Andrew McCULLOUGH,11
Davis,BO01:I-S-,Attorney General,,1,UUP,Michelle QUIST,30
Davis,BO01:I-S-,Attorney General,,1,,Austin HEPWORTH,8
Davis,BO01:I-S-,State Auditor,,1,REP,Tina CANNON,239
Davis,BO01:I-S-,State Auditor,,1,DEM,Catherine VOUTAZ,94
Davis,BO01:I-S-,State Auditor,,1,CON,Jeffrey L. OSTLER,15
Davis,BO01:I-S-,State Treasurer,,1,REP,Marlo M. OAKS,224
Davis,BO01:I-S-,State Treasurer,,1,DEM,Neil A. HANSEN,88
Davis,BO01:I-S-,State Treasurer,,1,UFP,Miles POMEROY,29
Davis,BO01:I-S-,State Senate,8,1,REP,Todd WEILER,212
Davis,BO01:I-S-,State Senate,8,1,DEM,Aaron WILEY,76
Davis,BO01:I-S-,State Senate,8,1,CON,Laren C. LIVINGSTON,16
Davis,BO01:I-S-,State Senate,8,1,,Alisa COX VAN LANGEVELD,46
Davis,BO01:I-S-,State House,18,1,REP,Paul A. CUTLER,236
Davis,BO01:I-S-,State House,18,1,DEM,Steve HARTWICK,101
Davis,BO01:I-S-,County Commissioner,,1,REP,John CROFTS,239
Davis,BO01:I-S-,County Commissioner,,1,,Michael J. LAMBERT,92
Davis,BO01:I-S-,County Assessor,,1,REP,Andy HANSEN,283
Davis,BO01:I-S-,County Recorder,,1,REP,Kelly A SILVESTER,275
Davis,BO01:I-S-,County Surveyor,,1,REP,Max B ELLIOT,273
Davis,BO01:I-S-,County Treasurer,,1,REP,Matt BRADY,286
Davis,BO01:I-S-,Davis School Board,2,1,,Jennifer R LARSEN BROOKS,148
Davis,BO01:I-S-,Davis School Board,2,1,,Joani F STEVENS,152
Davis,BO01:I-S-,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Yes,250
Davis,BO01:I-S-,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,No,61
Davis,BO01:I-S-,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Yes,254
Davis,BO01:I-S-,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,No,53
Davis,BO01:I-S-,Retain 2nd District Court Judge-Joseph M. BEAN,,1,,Yes,244
Davis,BO01:I-S-,Retain 2nd District Court Judge-Joseph M. BEAN,,1,,No,59
Davis,BO01:I-S-,Retain 2nd District Court Judge-Ronald G. RUSSELL,,1,,Yes,257
Davis,BO01:I-S-,Retain 2nd District Court Judge-Ronald G. RUSSELL,,1,,No,49
Davis,BO01:I-S-,Retain 2nd District Court Judge-Christina Patricia ORTEGA,,1,,Yes,249
Davis,BO01:I-S-,Retain 2nd District Court Judge-Christina Patricia ORTEGA,,1,,No,55
Davis,BO01:I-S-,Retain 2nd District Court Judge-Craig HALL,,1,,Yes,244
Davis,BO01:I-S-,Retain 2nd District Court Judge-Craig HALL,,1,,No,62
Davis,BO01:I-S-,Retain 2nd District Court Judge-Michael Dario DIREDA,,1,,Yes,242
Davis,BO01:I-S-,Retain 2nd District Court Judge-Michael Dario DIREDA,,1,,No,60
Davis,BO01:I-S-,Retain 2nd Juvenile District Court Judge-Tasha WILLIAMS,,1,,Yes,257
Davis,BO01:I-S-,Retain 2nd Juvenile District Court Judge-Tasha WILLIAMS,,1,,No,47
Davis,BO01:I-S-,Retain Clinton Justice Court Judge-Catherine J. HOSKINS,,1,,Yes,245
Davis,BO01:I-S-,Retain Clinton Justice Court Judge-Catherine J. HOSKINS,,1,,No,56
Davis,BO01:I-S-,Proposition #3,,1,,Yes,233
Davis,BO01:I-S-,Proposition #3,,1,,No,108
Davis,BO01:I-S-,Constitutional Amendment B,,1,,For,270
Davis,BO01:I-S-,Constitutional Amendment B,,1,,Against,72
Davis,BO01:I-S-,Constitutional Amendment C,,1,,For,278
