county,precinct,office,district,seats,party,candidate,votes
Washington,APV01,President,,1,,Cornel Ronald WEST / Melina ABDULLAH,0
Washington,APV01,President,,1,,"Lucifer ""JUSTIN CASE"" EVERYLOVE",1
Washington,APV01,President,,1,CON,Joel SKOUSEN / Rik COMBS,0
Washington,APV01,President,,1,GRN,Jill STEIN / Rudolph WARE,1
Washington,APV01,President,,1,REP,Donald J. TRUMP/ JD VANCE,440
Washington,APV01,President,,1,LBT,Chase OLIVER / Mike ter MAAT,3
Washington,APV01,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,102
Washington,APV01,President,,1,,Claudia de la CRUZ / Karina Alexandra GARCIA,1
Washington,APV01,President,,1,,Write-In Totals,2
Washington,APV01,President,,1,,Not Assigned,2
Washington,APV01,President,,1,,Total Votes,550
Washington,APV01,President,,1,,Over Votes,1
Washington,APV01,President,,1,,Under Votes,2
Washington,APV01,U.S. Senate,,1,IAP,Carleton E. BOWEN,59
Washington,APV01,U.S. Senate,,1,REP,John CURTIS,366
Washington,APV01,U.S. Senate,,1,DEM,Caroline GLEICH,96
Washington,APV01,U.S. Senate,,1,,Write-In Totals,7
Washington,APV01,U.S. Senate,,1,,Not Assigned,7
Washington,APV01,U.S. Senate,,1,,Total Votes,528
Washington,APV01,U.S. Senate,,1,,Over Votes,0
Washington,APV01,U.S. Senate,,1,,Under Votes,25
Washington,APV01,U.S. House,2,1,DEM,Nathaniel E WOODWARD,91
Washington,APV01,U.S. House,2,1,CON,Cassie EASLEY,64
Washington,APV01,U.S. House,2,1,REP,Celeste MALOY,348
Washington,APV01,U.S. House,2,1,,Tyler MURSET,19
Washington,APV01,U.S. House,2,1,,Total Votes,522
Washington,APV01,U.S. House,2,1,,Over Votes,0
Washington,APV01,U.S. House,2,1,,Under Votes,31
Washington,APV01,Governor,,1,REP,Spencer J. COX / Deidre M. HENDERSON,247
Washington,APV01,Governor,,1,IAP,Tommy WILLIAMS / Archie A. WILLIAMS III,18
Washington,APV01,Governor,,1,DEM,Brian SMITH KING / Rebekah CUMMINGS,75
Washington,APV01,Governor,,1,LBT,J. Robert LATHAM / Barry Evan SHORT,22
Washington,APV01,Governor,,1,,Tom TOMENY / William LANSING TAYLOR,1
Washington,APV01,Governor,,1,,Write-In Totals,168
Washington,APV01,Governor,,1,,Not Assigned,0
Washington,APV01,Governor,,1,,Total Votes,531
Washington,APV01,Governor,,1,,Over Votes,0
Washington,APV01,Governor,,1,,Under Votes,22
Washington,APV01,Attorney General,,1,REP,Derek BROWN,378
Washington,APV01,Attorney General,,1,DEM,Rudy J BAUTISTA,79
Washington,APV01,Attorney General,,1,LBT,W. Andrew McCULLOUGH,19
Washington,APV01,Attorney General,,1,,Austin HEPWORTH,31
Washington,APV01,Attorney General,,1,UUP,Michelle QUIST,11
Washington,APV01,Attorney General,,1,,Total Votes,518
Washington,APV01,Attorney General,,1,,Over Votes,0
Washington,APV01,Attorney General,,1,,Under Votes,35
Washington,APV01,State Auditor,,1,REP,Tina CANNON,405
Washington,APV01,State Auditor,,1,CON,Jeffery L. OSTLER,27
Washington,APV01,State Auditor,,1,DEM,Catherine VOUTAZ,86
Washington,APV01,State Auditor,,1,,Total Votes,518
Washington,APV01,State Auditor,,1,,Over Votes,0
Washington,APV01,State Auditor,,1,,Under Votes,35
Washington,APV01,State Treasurer,,1,UFP,Miles POMEROY,19
Washington,APV01,State Treasurer,,1,REP,Marlo M. OAKS,407
Washington,APV01,State Treasurer,,1,DEM,Neil A HANSEN,84
Washington,APV01,State Treasurer,,1,,Total Votes,510
Washington,APV01,State Treasurer,,1,,Over Votes,0
Washington,APV01,State Treasurer,,1,,Under Votes,43
Washington,APV01,State Senate,27,1,REP,Derrin OWENS,423
Washington,APV01,State Senate,27,1,,Total Votes,423
Washington,APV01,State Senate,27,1,,Over Votes,0
Washington,APV01,State Senate,27,1,,Under Votes,130
Washington,APV01,State House,72,1,REP,Joseph ELISON,424
Washington,APV01,State House,72,1,,Total Votes,424
Washington,APV01,State House,72,1,,Over Votes,0
Washington,APV01,State House,72,1,,Under Votes,129
Washington,APV01,State School Board,15,1,REP,Joann BRINTON,421
Washington,APV01,State School Board,15,1,,Total Votes,421
Washington,APV01,State School Board,15,1,,Over Votes,0
Washington,APV01,State School Board,15,1,,Under Votes,132
Washington,APV01,County Commission,C,1,REP,Adam SNOW,405
Washington,APV01,County Commission,C,1,DEM,Chuck GOODE,92
Washington,APV01,County Commission,C,1,,Total Votes,497
Washington,APV01,County Commission,C,1,,Over Votes,0
Washington,APV01,County Commission,C,1,,Under Votes,56
Washington,APV01,County Assessor,,1,REP,Tom DURRANT,423
Washington,APV01,County Assessor,,1,,Total Votes,423
Washington,APV01,County Assessor,,1,,Over Votes,0
Washington,APV01,County Assessor,,1,,Under Votes,130
Washington,APV01,County Clerk/Auditor,,1,REP,Ryan SULLIVAN,425
Washington,APV01,County Clerk/Auditor,,1,,Total Votes,425
Washington,APV01,County Clerk/Auditor,,1,,Over Votes,0
Washington,APV01,County Clerk/Auditor,,1,,Under Votes,128
Washington,APV01,County Recorder,,1,REP,Gary L. CHRISTENSEN,426
Washington,APV01,County Recorder,,1,,Total Votes,426
Washington,APV01,County Recorder,,1,,Over Votes,0
Washington,APV01,County Recorder,,1,,Under Votes,127
Washington,APV01,County Treasurer,,1,REP,David A. WHITEHEAD,426
Washington,APV01,County Treasurer,,1,,Total Votes,426
Washington,APV01,County Treasurer,,1,,Over Votes,0
Washington,APV01,County Treasurer,,1,,Under Votes,127
