county,precinct,office,district,seats,party,candidate,votes
Garfield,AN 1,Attorney General,,1,DEM,Rudy J. BAUTISTA,1
Garfield,AN 1,Attorney General,,1,LBT,W. Andrew McCULLOUGH,3
Garfield,AN 1,Attorney General,,1,,Austin HEPWORTH,1
Garfield,AN 1,Attorney General,,1,UUP,Michelle QUIST,1
Garfield,AN 1,State Auditor,,1,REP,Tina CANNON,57
Garfield,AN 1,State Auditor,,1,CON,Jeffrety L. OSTLER,5
Garfield,AN 1,State Auditor,,1,DEM,Catherine VOUTAZ,4
Garfield,AN 1,State Treasurer,,1,UFP,Miles POMEROY,5
Garfield,AN 1,State Treasurer,,1,REP,Marlo M. OAKS,59
Garfield,AN 1,State Treasurer,,1,DEM,Neil A. HANSEN,4
Garfield,AN 1,State Senate,27,1,REP,Derrin R. OWENS,62
Garfield,AN 1,State House,69,1,REP,Logan James MONSON,62
Garfield,AN 1,State House,69,1,DEM,Davina SMITH,4
Garfield,AN 1,State School Board,15,1,REP,Joann BRINTON,59
Garfield,AN 1,County Commission,C,1,REP,Jerry A. TAYLOR,60
Garfield,AN 1,County Assessor,,1,REP,Kade Bruce FULLMER,54
Garfield,AN 1,County Assessor,,1,,Write-In,12
Garfield,AN 1,County Assessor,,1,,Lance MILLER,12
Garfield,AN 1,County Recorder,,1,REP,Brayton D. TALBOT,58
Garfield,AN 1,County Treasurer,,1,REP,Gina PETERSON,63
Garfield,AN 1,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Yes,48
Garfield,AN 1,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,No,13
Garfield,AN 1,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Yes,47
Garfield,AN 1,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,No,14
Garfield,AN 1,Retain Timothy Byrne Smith,,1,,Yes,46
Garfield,AN 1,Retain Timothy Byrne Smith,,1,,No,15
Garfield,AN 1,Constitutional Amendment B,,1,,For,35
Garfield,AN 1,Constitutional Amendment B,,1,,Against,29
Garfield,AN 1,Constitutional Amendment C,,1,,For,58
Garfield,AN 1,Constitutional Amendment C,,1,,Against,8
Garfield,BO 2,Registered Voters,,,,,266
Garfield,BO 2,Ballots Cast,,,,,239
Garfield,BO 2,President,,1,,Cornel Ronald WEST / Melina ABDULLAH,0
Garfield,BO 2,President,,1,,"Lucifer ""JUSTIN CASE"" EVERYLOVE",2
Garfield,BO 2,President,,1,CON,Joel SKOUSEN / Rik COMBS,6
Garfield,BO 2,President,,1,GRN,Jill STEIN / Rudolph WARE,6
Garfield,BO 2,President,,1,REP,Donald J. TRUMP / JD VANCE,83
Garfield,BO 2,President,,1,LBT,Chase OLIVER Mike Ter MAAT,3
Garfield,BO 2,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,130
Garfield,BO 2,President,,1,,Claudia DE LA CRUZ / Karina Alexandra GARCIA,2
Garfield,BO 2,President,,1,,Write-In/Not assigned,4
Garfield,BO 2,U.S. Senate,,1,IAP,Carlton E. BOWEN,18
Garfield,BO 2,U.S. Senate,,1,REP,John CURTIS,80
Garfield,BO 2,U.S. Senate,,1,DEM,Caroline GLEICH,128
Garfield,BO 2,U.S. Senate,,1,,Write-In/Not assigned,3
Garfield,BO 2,U.S. House,2,1,DEM,Nathaniel E. WOODWARD,128
Garfield,BO 2,U.S. House,2,1,CON,Cassie EASLEY,16
Garfield,BO 2,U.S. House,2,1,REP,Celeste MALOY,79
Garfield,BO 2,U.S. House,2,1,,Tyler MURSET,6
Garfield,BO 2,Governor,,1,REP,Spencer J. COX / Deidre M. HENDERSON,74
Garfield,BO 2,Governor,,1,IAP,"Tommy WILLIAMS, Archie A. WILLIAMS III",6
Garfield,BO 2,Governor,,1,DEM,Brian SMITH KING / Rebekah CUMMINGS,113
Garfield,BO 2,Governor,,1,LBT,J. Robert LATHAM / Barry Evan SHORT,7
Garfield,BO 2,Governor,,1,,Tom TOMENY / William Lansing TAYLOR,0
Garfield,BO 2,Governor,,1,,Write-In,28
Garfield,BO 2,Governor,,1,,Phil LYMAN / Natalie CLAWSON,28
Garfield,BO 2,Attorney General,,1,REP,Derek BROWN,76
Garfield,BO 2,Attorney General,,1,DEM,Rudy J. BAUTISTA,99
Garfield,BO 2,Attorney General,,1,LBT,W. Andrew McCULLOUGH,12
Garfield,BO 2,Attorney General,,1,,Austin HEPWORTH,6
Garfield,BO 2,Attorney General,,1,UUP,Michelle QUIST,27
Garfield,BO 2,State Auditor,,1,REP,Tina CANNON,89
Garfield,BO 2,State Auditor,,1,CON,Jeffrety L. OSTLER,14
Garfield,BO 2,State Auditor,,1,DEM,Catherine VOUTAZ,117
Garfield,BO 2,State Treasurer,,1,UFP,Miles POMEROY,17
Garfield,BO 2,State Treasurer,,1,REP,Marlo M. OAKS,89
Garfield,BO 2,State Treasurer,,1,DEM,Neil A. HANSEN,112
Garfield,BO 2,State Senate,27,1,REP,Derrin R. OWENS,103
Garfield,BO 2,State House,69,1,REP,Logan James MONSON,81
Garfield,BO 2,State House,69,1,DEM,Davina SMITH,150
Garfield,BO 2,State School Board,15,1,REP,Joann BRINTON,103
Garfield,BO 2,County Commission,C,1,REP,Jerry A. TAYLOR,110
Garfield,BO 2,County Assessor,,1,REP,Kade Bruce FULLMER,119
Garfield,BO 2,County Assessor,,1,,Write-In,7
Garfield,BO 2,County Assessor,,1,,Lance MILLER,7
Garfield,BO 2,County Recorder,,1,REP,Brayton D. TALBOT,120
Garfield,BO 2,County Treasurer,,1,REP,Gina PETERSON,118
Garfield,BO 2,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Yes,121
Garfield,BO 2,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,No,42
Garfield,BO 2,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Yes,128
Garfield,BO 2,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,No,34
Garfield,BO 2,Retain Timothy Byrne Smith,,1,,Yes,123
Garfield,BO 2,Retain Timothy Byrne Smith,,1,,No,31
Garfield,BO 2,Constitutional Amendment B,,1,,For,164
Garfield,BO 2,Constitutional Amendment B,,1,,Against,57
Garfield,BO 2,Constitutional Amendment C,,1,,For,180
Garfield,BO 2,Constitutional Amendment C,,1,,Against,40
Garfield,BR 11,Registered Voters,,,,,53
Garfield,BR 11,Ballots Cast,,,,,48
Garfield,BR 11,President,,1,,Cornel Ronald WEST / Melina ABDULLAH,0
Garfield,BR 11,President,,1,,"Lucifer ""JUSTIN CASE"" EVERYLOVE",0
Garfield,BR 11,President,,1,CON,Joel SKOUSEN / Rik COMBS,0
Garfield,BR 11,President,,1,GRN,Jill STEIN / Rudolph WARE,0
Garfield,BR 11,President,,1,REP,Donald J. TRUMP / JD VANCE,40
Garfield,BR 11,President,,1,LBT,Chase OLIVER Mike Ter MAAT,0
Garfield,BR 11,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,8
Garfield,BR 11,President,,1,,Claudia DE LA CRUZ / Karina Alexandra GARCIA,0
Garfield,BR 11,President,,1,,Write-In/Not assigned,0
Garfield,BR 11,U.S. Senate,,1,IAP,Carlton E. BOWEN,5
Garfield,BR 11,U.S. Senate,,1,REP,John CURTIS,34
Garfield,BR 11,U.S. Senate,,1,DEM,Caroline GLEICH,7
Garfield,BR 11,U.S. Senate,,1,,Write-In/Not assigned,1
Garfield,BR 11,U.S. House,2,1,DEM,Nathaniel E. WOODWARD,5
Garfield,BR 11,U.S. House,2,1,CON,Cassie EASLEY,2
Garfield,BR 11,U.S. House,2,1,REP,Celeste MALOY,37
Garfield,BR 11,U.S. House,2,1,,Tyler MURSET,3
Garfield,BR 11,Governor,,1,REP,Spencer J. COX / Deidre M. HENDERSON,29
Garfield,BR 11,Governor,,1,IAP,"Tommy WILLIAMS, Archie A. WILLIAMS III",1
Garfield,BR 11,Governor,,1,DEM,Brian SMITH KING / Rebekah CUMMINGS,4
Garfield,BR 11,Governor,,1,LBT,J. Robert LATHAM / Barry Evan SHORT,0
Garfield,BR 11,Governor,,1,,Tom TOMENY / William Lansing TAYLOR,0
Garfield,BR 11,Governor,,1,,Write-In,14
Garfield,BR 11,Governor,,1,,Phil LYMAN / Natalie CLAWSON,14
Garfield,BR 11,Governor,,1,,Not assigned,0
Garfield,BR 11,Attorney General,,1,REP,Derek BROWN,42
Garfield,BR 11,Attorney General,,1,DEM,Rudy J. BAUTISTA,6
Garfield,BR 11,Attorney General,,1,LBT,W. Andrew McCULLOUGH,0
Garfield,BR 11,Attorney General,,1,,Austin HEPWORTH,0
Garfield,BR 11,Attorney General,,1,UUP,Michelle QUIST,0
Garfield,BR 11,State Auditor,,1,REP,Tina CANNON,38
Garfield,BR 11,State Auditor,,1,CON,Jeffrety L. OSTLER,0
Garfield,BR 11,State Auditor,,1,DEM,Catherine VOUTAZ,5
Garfield,BR 11,State Treasurer,,1,UFP,Miles POMEROY,1
Garfield,BR 11,State Treasurer,,1,REP,Marlo M. OAKS,37
Garfield,BR 11,State Treasurer,,1,DEM,Neil A. HANSEN,6
Garfield,BR 11,State Senate,27,1,REP,Derrin R. OWENS,43
Garfield,BR 11,State House,69,1,REP,Logan James MONSON,39
Garfield,BR 11,State House,69,1,DEM,Davina SMITH,6
Garfield,BR 11,State School Board,15,1,REP,Joann BRINTON,42
Garfield,BR 11,County Commission,C,1,REP,Jerry A. TAYLOR,44
Garfield,BR 11,County Assessor,,1,REP,Kade Bruce FULLMER,33
Garfield,BR 11,County Assessor,,1,,Write-In,11
Garfield,BR 11,County Assessor,,1,,Lance MILLER,11
Garfield,BR 11,County Recorder,,1,REP,Brayton D. TALBOT,41
Garfield,BR 11,County Treasurer,,1,REP,Gina PETERSON,41
Garfield,BR 11,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Yes,41
Garfield,BR 11,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,No,1
Garfield,BR 11,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Yes,41
Garfield,BR 11,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,No,1
Garfield,BR 11,Retain Timothy Byrne Smith,,1,,Yes,41
Garfield,BR 11,Retain Timothy Byrne Smith,,1,,No,1
Garfield,BR 11,Constitutional Amendment B,,1,,For,37
Garfield,BR 11,Constitutional Amendment B,,1,,Against,9
Garfield,BR 11,Constitutional Amendment C,,1,,For,43
Garfield,BR 11,Constitutional Amendment C,,1,,Against,2
Garfield,CA 3,Registered Voters,,,,,116
Garfield,CA 3,Ballots Cast,,,,,93
Garfield,CA 3,President,,1,,Cornel Ronald WEST / Melina ABDULLAH,0
Garfield,CA 3,President,,1,,"Lucifer ""JUSTIN CASE"" EVERYLOVE",0
Garfield,CA 3,President,,1,CON,Joel SKOUSEN / Rik COMBS,0
Garfield,CA 3,President,,1,GRN,Jill STEIN / Rudolph WARE,2
Garfield,CA 3,President,,1,REP,Donald J. TRUMP / JD VANCE,87
Garfield,CA 3,President,,1,LBT,Chase OLIVER Mike Ter MAAT,1
Garfield,CA 3,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,3
Garfield,CA 3,President,,1,,Claudia DE LA CRUZ / Karina Alexandra GARCIA,0
Garfield,CA 3,U.S. Senate,,1,IAP,Carlton E. BOWEN,1
Garfield,CA 3,U.S. Senate,,1,REP,John CURTIS,90
Garfield,CA 3,U.S. Senate,,1,DEM,Caroline GLEICH,2
Garfield,CA 3,U.S. Senate,,1,,Write-In/Not assigned,0
Garfield,CA 3,U.S. House,2,1,DEM,Nathaniel E. WOODWARD,2
Garfield,CA 3,U.S. House,2,1,CON,Cassie EASLEY,1
Garfield,CA 3,U.S. House,2,1,REP,Celeste MALOY,90
Garfield,CA 3,U.S. House,2,1,,Tyler MURSET,0
Garfield,CA 3,Governor,,1,REP,Spencer J. COX / Deidre M. HENDERSON,79
Garfield,CA 3,Governor,,1,IAP,"Tommy WILLIAMS, Archie A. WILLIAMS III",1
Garfield,CA 3,Governor,,1,DEM,Brian SMITH KING / Rebekah CUMMINGS,1
Garfield,CA 3,Governor,,1,LBT,J. Robert LATHAM / Barry Evan SHORT,3
Garfield,CA 3,Governor,,1,,Tom TOMENY / William Lansing TAYLOR,0
Garfield,CA 3,Governor,,1,,Write-In,9
Garfield,CA 3,Governor,,1,,Phil LYMAN / Natalie CLAWSON,9
Garfield,CA 3,Attorney General,,1,REP,Derek BROWN,87
Garfield,CA 3,Attorney General,,1,DEM,Rudy J. BAUTISTA,2
Garfield,CA 3,Attorney General,,1,LBT,W. Andrew McCULLOUGH,3
Garfield,CA 3,Attorney General,,1,,Austin HEPWORTH,0
Garfield,CA 3,Attorney General,,1,UUP,Michelle QUIST,0
Garfield,CA 3,State Auditor,,1,REP,Tina CANNON,86
Garfield,CA 3,State Auditor,,1,CON,Jeffrety L. OSTLER,3
Garfield,CA 3,State Auditor,,1,DEM,Catherine VOUTAZ,2
Garfield,CA 3,State Treasurer,,1,UFP,Miles POMEROY,2
Garfield,CA 3,State Treasurer,,1,REP,Marlo M. OAKS,85
Garfield,CA 3,State Treasurer,,1,DEM,Neil A. HANSEN,5
Garfield,CA 3,State Senate,27,1,REP,Derrin R. OWENS,88
Garfield,CA 3,State House,69,1,REP,Logan James MONSON,85
Garfield,CA 3,State House,69,1,DEM,Davina SMITH,8
Garfield,CA 3,State School Board,15,1,REP,Joann BRINTON,85
Garfield,CA 3,County Commission,C,1,REP,Jerry A. TAYLOR,84
Garfield,CA 3,County Assessor,,1,REP,Kade Bruce FULLMER,56
Garfield,CA 3,County Assessor,,1,,Write-In,36
Garfield,CA 3,County Assessor,,1,,Lance MILLER,35
Garfield,CA 3,County Assessor,,1,,Not assigned,1
Garfield,CA 3,County Recorder,,1,REP,Brayton D. TALBOT,84
Garfield,CA 3,County Treasurer,,1,REP,Gina PETERSON,90
Garfield,CA 3,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Yes,80
Garfield,CA 3,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,No,4
Garfield,CA 3,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Yes,80
Garfield,CA 3,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,No,4
Garfield,CA 3,Retain Timothy Byrne Smith,,1,,Yes,78
Garfield,CA 3,Retain Timothy Byrne Smith,,1,,No,6
Garfield,CA 3,Constitutional Amendment B,,1,,For,68
Garfield,CA 3,Constitutional Amendment B,,1,,Against,24
Garfield,CA 3,Constitutional Amendment C,,1,,For,88
Garfield,CA 3,Constitutional Amendment C,,1,,Against,2
Garfield,ES 4,Registered Voters,,,,,565
Garfield,ES 4,Ballots Cast,,,,,495
Garfield,ES 4,President,,1,,Cornel Ronald WEST / Melina ABDULLAH,0
Garfield,ES 4,President,,1,,"Lucifer ""JUSTIN CASE"" EVERYLOVE",0
Garfield,ES 4,President,,1,CON,Joel SKOUSEN / Rik COMBS,1
Garfield,ES 4,President,,1,GRN,Jill STEIN / Rudolph WARE,7
Garfield,ES 4,President,,1,REP,Donald J. TRUMP / JD VANCE,324
Garfield,ES 4,President,,1,LBT,Chase OLIVER Mike Ter MAAT,3
Garfield,ES 4,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,150
Garfield,ES 4,President,,1,,Claudia DE LA CRUZ / Karina Alexandra GARCIA,3
Garfield,ES 4,President,,1,,Write-In/Not assigned,4
Garfield,ES 4,U.S. Senate,,1,IAP,Carlton E. BOWEN,21
Garfield,ES 4,U.S. Senate,,1,REP,John CURTIS,309
Garfield,ES 4,U.S. Senate,,1,DEM,Caroline GLEICH,135
Garfield,ES 4,U.S. Senate,,1,,Write-In/Not assigned,6
Garfield,ES 4,U.S. House,2,1,DEM,Nathaniel E. WOODWARD,135
Garfield,ES 4,U.S. House,2,1,CON,Cassie EASLEY,19
Garfield,ES 4,U.S. House,2,1,REP,Celeste MALOY,316
Garfield,ES 4,U.S. House,2,1,,Tyler MURSET,6
Garfield,ES 4,Governor,,1,REP,Spencer J. COX / Deidre M. HENDERSON,298
Garfield,ES 4,Governor,,1,IAP,"Tommy WILLIAMS, Archie A. WILLIAMS III",3
Garfield,ES 4,Governor,,1,DEM,Brian SMITH KING / Rebekah CUMMINGS,112
Garfield,ES 4,Governor,,1,LBT,J. Robert LATHAM / Barry Evan SHORT,8
Garfield,ES 4,Governor,,1,,Tom TOMENY / William Lansing TAYLOR,0
Garfield,ES 4,Governor,,1,,Write-In,56
Garfield,ES 4,Governor,,1,,Phil LYMAN / Natalie CLAWSON,55
Garfield,ES 4,Governor,,1,,Not assigned,1
Garfield,ES 4,Attorney General,,1,REP,Derek BROWN,302
Garfield,ES 4,Attorney General,,1,DEM,Rudy J. BAUTISTA,114
Garfield,ES 4,Attorney General,,1,LBT,W. Andrew McCULLOUGH,12
Garfield,ES 4,Attorney General,,1,,Austin HEPWORTH,11
Garfield,ES 4,Attorney General,,1,UUP,Michelle QUIST,22
Garfield,ES 4,State Auditor,,1,REP,Tina CANNON,302
Garfield,ES 4,State Auditor,,1,CON,Jeffrety L. OSTLER,21
Garfield,ES 4,State Auditor,,1,DEM,Catherine VOUTAZ,127
Garfield,ES 4,State Treasurer,,1,UFP,Miles POMEROY,17
Garfield,ES 4,State Treasurer,,1,REP,Marlo M. OAKS,308
Garfield,ES 4,State Treasurer,,1,DEM,Neil A. HANSEN,124
Garfield,ES 4,State Senate,27,1,REP,Derrin R. OWENS,341
Garfield,ES 4,State House,69,1,REP,Logan James MONSON,303
Garfield,ES 4,State House,69,1,DEM,Davina SMITH,160
Garfield,ES 4,State School Board,15,1,REP,Joann BRINTON,341
Garfield,ES 4,County Commission,C,1,REP,Jerry A. TAYLOR,349
Garfield,ES 4,County Assessor,,1,REP,Kade Bruce FULLMER,338
Garfield,ES 4,County Assessor,,1,,Write-In,51
Garfield,ES 4,County Assessor,,1,,Lance MILLER,50
Garfield,ES 4,County Assessor,,1,,Not assigned,1
Garfield,ES 4,County Recorder,,1,REP,Brayton D. TALBOT,348
Garfield,ES 4,County Treasurer,,1,REP,Gina PETERSON,368
Garfield,ES 4,Carfield County School Board,1,1,,William Ralph PERKINS,0
Garfield,ES 4,Carfield County School Board,1,1,,Curtis BARNEY,0
Garfield,ES 4,Carfield County School Board,1,1,,Myron COTTAM,354
Garfield,ES 4,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Yes,308
Garfield,ES 4,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,No,58
Garfield,ES 4,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Yes,296
Garfield,ES 4,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,No,65
Garfield,ES 4,Retain Timothy Byrne Smith,,1,,Yes,303
Garfield,ES 4,Retain Timothy Byrne Smith,,1,,No,63
Garfield,ES 4,Constitutional Amendment B,,1,,For,331
Garfield,ES 4,Constitutional Amendment B,,1,,Against,111
Garfield,ES 4,Constitutional Amendment C,,1,,For,411
Garfield,ES 4,Constitutional Amendment C,,1,,Against,43
Garfield,HA 5,Registered Voters,,,,,255
Garfield,HA 5,Ballots Cast,,,,,225
Garfield,HA 5,President,,1,,Cornel Ronald WEST / Melina ABDULLAH,0
Garfield,HA 5,President,,1,,"Lucifer ""JUSTIN CASE"" EVERYLOVE",0
Garfield,HA 5,President,,1,CON,Joel SKOUSEN / Rik COMBS,0
Garfield,HA 5,President,,1,GRN,Jill STEIN / Rudolph WARE,0
Garfield,HA 5,President,,1,REP,Donald J. TRUMP / JD VANCE,185
Garfield,HA 5,President,,1,LBT,Chase OLIVER Mike Ter MAAT,1
Garfield,HA 5,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,38
Garfield,HA 5,President,,1,,Claudia DE LA CRUZ / Karina Alexandra GARCIA,0
Garfield,HA 5,President,,1,,Write-In/Not assigned,1
Garfield,HA 5,U.S. Senate,,1,IAP,Carlton E. BOWEN,23
Garfield,HA 5,U.S. Senate,,1,REP,John CURTIS,172
Garfield,HA 5,U.S. Senate,,1,DEM,Caroline GLEICH,25
Garfield,HA 5,U.S. Senate,,1,,Write-In/Not assigned,0
Garfield,HA 5,U.S. House,2,1,DEM,Nathaniel E. WOODWARD,26
Garfield,HA 5,U.S. House,2,1,CON,Cassie EASLEY,14
Garfield,HA 5,U.S. House,2,1,REP,Celeste MALOY,174
Garfield,HA 5,U.S. House,2,1,,Tyler MURSET,4
Garfield,HA 5,Governor,,1,REP,Spencer J. COX / Deidre M. HENDERSON,144
Garfield,HA 5,Governor,,1,IAP,"Tommy WILLIAMS, Archie A. WILLIAMS III",4
Garfield,HA 5,Governor,,1,DEM,Brian SMITH KING / Rebekah CUMMINGS,26
Garfield,HA 5,Governor,,1,LBT,J. Robert LATHAM / Barry Evan SHORT,13
Garfield,HA 5,Governor,,1,,Tom TOMENY / William Lansing TAYLOR,2
Garfield,HA 5,Governor,,1,,Write-In,31
Garfield,HA 5,Governor,,1,,Phil LYMAN / Natalie CLAWSON,30
Garfield,HA 5,Governor,,1,,Not assigned,1
Garfield,HA 5,Attorney General,,1,REP,Derek BROWN,182
Garfield,HA 5,Attorney General,,1,DEM,Rudy J. BAUTISTA,30
Garfield,HA 5,Attorney General,,1,LBT,W. Andrew McCULLOUGH,2
Garfield,HA 5,Attorney General,,1,,Austin HEPWORTH,5
Garfield,HA 5,Attorney General,,1,UUP,Michelle QUIST,1
Garfield,HA 5,State Auditor,,1,REP,Tina CANNON,188
Garfield,HA 5,State Auditor,,1,CON,Jeffrety L. OSTLER,2
Garfield,HA 5,State Auditor,,1,DEM,Catherine VOUTAZ,27
Garfield,HA 5,State Treasurer,,1,UFP,Miles POMEROY,0
Garfield,HA 5,State Treasurer,,1,REP,Marlo M. OAKS,187
Garfield,HA 5,State Treasurer,,1,DEM,Neil A. HANSEN,29
Garfield,HA 5,State Senate,27,1,REP,Derrin R. OWENS,194
Garfield,HA 5,State House,69,1,REP,Logan James MONSON,181
Garfield,HA 5,State House,69,1,DEM,Davina SMITH,37
Garfield,HA 5,State School Board,15,1,REP,Joann BRINTON,191
Garfield,HA 5,County Commission,C,1,REP,Jerry A. TAYLOR,191
Garfield,HA 5,County Assessor,,1,REP,Kade Bruce FULLMER,154
Garfield,HA 5,County Assessor,,1,,Write-In,49
Garfield,HA 5,County Assessor,,1,,Lance MILLER,47
Garfield,HA 5,County Assessor,,1,,Not assigned,2
Garfield,HA 5,County Recorder,,1,REP,Brayton D. TALBOT,189
Garfield,HA 5,County Treasurer,,1,REP,Gina PETERSON,196
Garfield,HA 5,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,Yes,154
Garfield,HA 5,Retain Supreme Court Justice-Matthew B. DURRANT,,1,,No,34
Garfield,HA 5,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,Yes,152
Garfield,HA 5,Retain Appeals Court Judge-Ryan D. TENNEY,,1,,No,33
Garfield,HA 5,Retain Timothy Byrne Smith,,1,,Yes,157
Garfield,HA 5,Retain Timothy Byrne Smith,,1,,No,32
Garfield,HA 5,Constitutional Amendment B,,1,,For,122
Garfield,HA 5,Constitutional Amendment B,,1,,Against,89
Garfield,HA 5,Constitutional Amendment C,,1,,For,201
Garfield,HA 5,Constitutional Amendment C,,1,,Against,16
Garfield,HE 6,Registered Voters,,,,,154
Garfield,HE 6,Ballots Cast,,,,,137
Garfield,HE 6,President,,1,,Cornel Ronald WEST / Melina ABDULLAH,0
Garfield,HE 6,President,,1,,"Lucifer ""JUSTIN CASE"" EVERYLOVE",0
Garfield,HE 6,President,,1,CON,Joel SKOUSEN / Rik COMBS,4
Garfield,HE 6,President,,1,GRN,Jill STEIN / Rudolph WARE,0
Garfield,HE 6,President,,1,REP,Donald J. TRUMP / JD VANCE,107
Garfield,HE 6,President,,1,LBT,Chase OLIVER Mike Ter MAAT,1
Garfield,HE 6,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,23
Garfield,HE 6,President,,1,,Claudia DE LA CRUZ / Karina Alexandra GARCIA,0
Garfield,HE 6,President,,1,,Write-In/Not assigned,0
Garfield,HE 6,U.S. Senate,,1,IAP,Carlton E. BOWEN,2
Garfield,HE 6,U.S. Senate,,1,REP,John CURTIS,116
Garfield,HE 6,U.S. Senate,,1,DEM,Caroline GLEICH,15
Garfield,HE 6,U.S. Senate,,1,,Write-In/Not assigned,1
Garfield,HE 6,U.S. House,2,1,DEM,Nathaniel E. WOODWARD,16
Garfield,HE 6,U.S. House,2,1,CON,Cassie EASLEY,2
Garfield,HE 6,U.S. House,2,1,REP,Celeste MALOY,114
Garfield,HE 6,U.S. House,2,1,,Tyler MURSET,1
Garfield,HE 6,Governor,,1,REP,Spencer J. COX / Deidre M. HENDERSON,92
Garfield,HE 6,Governor,,1,IAP,"Tommy WILLIAMS, Archie A. WILLIAMS III",3
Garfield,HE 6,Governor,,1,DEM,Brian SMITH KING / Rebekah CUMMINGS,12
Garfield,HE 6,Governor,,1,LBT,J. Robert LATHAM / Barry Evan SHORT,1
Garfield,HE 6,Governor,,1,,Tom TOMENY / William Lansing TAYLOR,0
Garfield,HE 6,Governor,,1,,Write-In,25
Garfield,HE 6,Governor,,1,,Phil LYMAN / Natalie CLAWSON,25
Garfield,HE 6,Governor,,1,,Not assigned,0
Garfield,HE 6,Attorney General,,1,REP,Derek BROWN,109
Garfield,HE 6,Attorney General,,1,DEM,Rudy J. BAUTISTA,16
Garfield,HE 6,Attorney General,,1,LBT,W. Andrew McCULLOUGH,2
Garfield,HE 6,Attorney General,,1,,Austin HEPWORTH,0
Garfield,HE 6,Attorney General,,1,UUP,Michelle QUIST,4
Garfield,HE 6,State Auditor,,1,REP,Tina CANNON,117
Garfield,HE 6,State Auditor,,1,CON,Jeffrety L. OSTLER,2
