candidate,office,district,party,county,precinct,votes,winner
,Registered Voters,,,Kane,K1,398,
,Ballots Cast,,,Kane,K1,333,
,Straight Party,,IAP,Kane,K1,9,
,Straight Party,,DEM,Kane,K1,8,
,Straight Party,,REP,Kane,K1,84,
,Straight Party,,CON,Kane,K1,0,
,Straight Party,,LIB,Kane,K1,1,
Tim Aalders,U.S. Senate,,CON,Kane,K1,8,
Craig R. Bowden,U.S. Senate,,LIB,Kane,K1,4,
Reed C. McCandless,U.S. Senate,,IAP,Kane,K1,4,
Jenny Wilson,U.S. Senate,,DEM,Kane,K1,70,
Mitt Romney,U.S. Senate,,REP,Kane,K1,243,
Write In,U.S. Senate,,,Kane,K1,0,
Chris Stewart,U.S. House ,2,REP,Kane,K1,250,
Jeffrey Whipple ,U.S. House ,2,LIB,Kane,K1,4,
Shireen Ghorbani ,U.S. House ,2,DEM,Kane,K1,67,
Phil Lyman,State House,73,REP,Kane,K1,221,
Marsha M Holland,U.S. House ,73,UNA,Kane,K1,97,
,Registered Voters,,,Kane,K2,674,
,Ballots Cast,,,Kane,K2,574,
,Straight Party,,IAP,Kane,K2,12,
,Straight Party,,DEM,Kane,K2,34,
,Straight Party,,REP,Kane,K2,128,
,Straight Party,,CON,Kane,K2,1,
,Straight Party,,LIB,Kane,K2,2,
Tim Aalders,U.S. Senate,,CON,Kane,K2,11,
Craig R. Bowden,U.S. Senate,,LIB,Kane,K2,17,
Reed C. McCandless,U.S. Senate,,IAP,Kane,K2,3,
Jenny Wilson,U.S. Senate,,DEM,Kane,K2,189,
Mitt Romney,U.S. Senate,,REP,Kane,K2,340,
Write In,U.S. Senate,,,Kane,K2,2,
Chris Stewart,U.S. House ,2,REP,Kane,K2,340,
Jeffrey Whipple ,U.S. House ,2,LIB,Kane,K2,16,
Shireen Ghorbani ,U.S. House ,2,DEM,Kane,K2,197,
Phil Lyman,State House,73,REP,Kane,K2,294,
Marsha M Holland,U.S. House ,73,UNA,Kane,K2,252,
,Registered Voters,,,Kane,K3,823,
