candidate,office,district,party,county,precinct,votes,winner
,Registered Voters,,,Juab,CA11,57,
,Ballots Cast,,,Juab,CA11,37,
,Straight Party,,CON,Juab,CA11,0,
,Straight Party,,UUP,Juab,CA11,0,
,Straight Party,,LIB,Juab,CA11,0,
,Straight Party,,REP,Juab,CA11,6,
,Straight Party,,GRN,Juab,CA11,0,
,Straight Party,,DEM,Juab,CA11,0,
,Straight Party,,IAP,Juab,CA11,0,
Tim Aalders,U.S. Senate,,CON,Juab,CA11,10,
Craig R. Bowden,U.S. Senate,,LIB,Juab,CA11,0,
Reed C. McCandless,U.S. Senate,,IAP,Juab,CA11,0,
Jenny Wilson,U.S. Senate,,DEM,Juab,CA11,5,
Mitt Romney,U.S. Senate,,REP,Juab,CA11,22,
Glade G Fitzgerald (W),U.S. Senate,,,Juab,CA11,0,
Caleb Dan Reeve (W),U.S. Senate,,,Juab,CA11,0,
Hektor Reiksthegn (W),U.S. Senate,,,Juab,CA11,0,
Abe Korb (W),U.S. Senate,,,Juab,CA11,0,
Ryan Daniel Jackson (W),U.S. Senate,,,Juab,CA11,0,
Cody Judy (W),U.S. Senate,,,Juab,CA11,0,
Tyrone Jensen (W),U.S. Senate,,,Juab,CA11,0,
Chris Stewart ,U.S. House,2,REP,Juab,CA11,27,
Jeffrey Whipple,U.S. House,2,LIB,Juab,CA11,2,
Shireen Ghorbani ,U.S. House,2,DEM,Juab,CA11,3,
,Registered Voters,,,Juab,EU.1,93,
,Ballots Cast,,,Juab,EU.1,66,
,Straight Party,,CON,Juab,EU.1,1,
,Straight Party,,UUP,Juab,EU.1,0,
,Straight Party,,LIB,Juab,EU.1,0,
,Straight Party,,REP,Juab,EU.1,10,
,Straight Party,,GRN,Juab,EU.1,0,
,Straight Party,,DEM,Juab,EU.1,7,
,Straight Party,,IAP,Juab,EU.1,4,
Tim Aalders,U.S. Senate,,CON,Juab,EU.1,7,
Craig R. Bowden,U.S. Senate,,LIB,Juab,EU.1,3,
Reed C. McCandless,U.S. Senate,,IAP,Juab,EU.1,4,
Jenny Wilson,U.S. Senate,,DEM,Juab,EU.1,21,
Mitt Romney,U.S. Senate,,REP,Juab,EU.1,31,
Glade G Fitzgerald (W),U.S. Senate,,,Juab,EU.1,0,
Caleb Dan Reeve (W),U.S. Senate,,,Juab,EU.1,0,
Hektor Reiksthegn (W),U.S. Senate,,,Juab,EU.1,0,
Abe Korb (W),U.S. Senate,,,Juab,EU.1,0,
Ryan Daniel Jackson (W),U.S. Senate,,,Juab,EU.1,0,
Cody Judy (W),U.S. Senate,,,Juab,EU.1,0,
Tyrone Jensen (W),U.S. Senate,,,Juab,EU.1,0,
Chris Stewart ,U.S. House,2,REP,Juab,EU.1,31,
Jeffrey Whipple,U.S. House,2,LIB,Juab,EU.1,7,
Shireen Ghorbani ,U.S. House,2,DEM,Juab,EU.1,17,
,Registered Voters,,,Juab,EU.2,135,
,Ballots Cast,,,Juab,EU.2,99,
,Straight Party,,CON,Juab,EU.2,0,
,Straight Party,,UUP,Juab,EU.2,0,
,Straight Party,,LIB,Juab,EU.2,2,
,Straight Party,,REP,Juab,EU.2,12,
,Straight Party,,GRN,Juab,EU.2,0,
,Straight Party,,DEM,Juab,EU.2,11,
,Straight Party,,IAP,Juab,EU.2,4,
Tim Aalders,U.S. Senate,,CON,Juab,EU.2,7,
Craig R. Bowden,U.S. Senate,,LIB,Juab,EU.2,3,
Reed C. McCandless,U.S. Senate,,IAP,Juab,EU.2,0,
Jenny Wilson,U.S. Senate,,DEM,Juab,EU.2,28,
Mitt Romney,U.S. Senate,,REP,Juab,EU.2,59,
Glade G Fitzgerald (W),U.S. Senate,,,Juab,EU.2,0,
Caleb Dan Reeve (W),U.S. Senate,,,Juab,EU.2,0,
Hektor Reiksthegn (W),U.S. Senate,,,Juab,EU.2,0,
Abe Korb (W),U.S. Senate,,,Juab,EU.2,0,
Ryan Daniel Jackson (W),U.S. Senate,,,Juab,EU.2,0,
Cody Judy (W),U.S. Senate,,,Juab,EU.2,0,
