candidate,office,district,party,county,precinct,votes
,Registered Voters,,,Tooele,DUG-01,92
,Ballots Cast,,,Tooele,DUG-01,51
,Straight Party,,CON,Tooele,DUG-01,0
,Straight Party,,LIB,Tooele,DUG-01,0
,Straight Party,,REP,Tooele,DUG-01,13
,Straight Party,,GRN,Tooele,DUG-01,0
,Straight Party,,DEM,Tooele,DUG-01,7
,Straight Party,,IAP,Tooele,DUG-01,0
Tim Aalders,US Senate,,,Tooele,DUG-01,3
Craig R. Bowden,US Senate,,,Tooele,DUG-01,3
Reed C. McCandless,US Senate,,,Tooele,DUG-01,0
Jenny Wilson,US Senate,,,Tooele,DUG-01,11
Mitt Romney,US Senate,,,Tooele,DUG-01,34
Chris Stewart,US House,2,,Tooele,DUG-01,34
Jeffrey Whipple,US House,2,,Tooele,DUG-01,2
Shireen Ghorbani,US House,2,,Tooele,DUG-01,15
Clare Collard,State Senate ,12,,Tooele,DUG-01,0
Abrian B. Velarde,State Senate ,12,,Tooele,DUG-01,0
Daniel W. Thatcher,State Senate ,12,,Tooele,DUG-01,0
Scott Sandall,State Senate ,17,,Tooele,DUG-01,34
Michael A Keil,State Senate ,17,,Tooele,DUG-01,17
Douglas Sagers,State House ,21,,Tooele,DUG-01,0
Debbie K. Vigil,State House ,21,,Tooele,DUG-01,0
Denyse Housley Cox,State House ,68,,Tooele,DUG-01,4
Merle Travis Wall,State House ,68,,Tooele,DUG-01,11
Warren Rogers,State House ,68,,Tooele,DUG-01,2
Kirk D Pearson,State House ,68,,Tooele,DUG-01,2
Merrill Nelson,State House ,68,,Tooele,DUG-01,30
,Registered Voters,,,Tooele,DUG-02,58
,Ballots Cast,,,Tooele,DUG-02,33
,Straight Party,,CON,Tooele,DUG-02,1
,Straight Party,,LIB,Tooele,DUG-02,2
,Straight Party,,REP,Tooele,DUG-02,9
,Straight Party,,GRN,Tooele,DUG-02,0
,Straight Party,,DEM,Tooele,DUG-02,0
,Straight Party,,IAP,Tooele,DUG-02,0
Tim Aalders,US Senate,,,Tooele,DUG-02,4
Craig R. Bowden,US Senate,,,Tooele,DUG-02,3
Reed C. McCandless,US Senate,,,Tooele,DUG-02,0
Jenny Wilson,US Senate,,,Tooele,DUG-02,11
Mitt Romney,US Senate,,,Tooele,DUG-02,15
Chris Stewart,US House,2,,Tooele,DUG-02,19
Jeffrey Whipple,US House,2,,Tooele,DUG-02,3
Shireen Ghorbani,US House,2,,Tooele,DUG-02,10
Clare Collard,State Senate ,12,,Tooele,DUG-02,0
Abrian B. Velarde,State Senate ,12,,Tooele,DUG-02,0
Daniel W. Thatcher,State Senate ,12,,Tooele,DUG-02,0
Scott Sandall,State Senate ,17,,Tooele,DUG-02,22
Michael A Keil,State Senate ,17,,Tooele,DUG-02,10
Douglas Sagers,State House ,21,,Tooele,DUG-02,0
Debbie K. Vigil,State House ,21,,Tooele,DUG-02,0
Denyse Housley Cox,State House ,68,,Tooele,DUG-02,6
Merle Travis Wall,State House ,68,,Tooele,DUG-02,7
Warren Rogers,State House ,68,,Tooele,DUG-02,0
Kirk D Pearson,State House ,68,,Tooele,DUG-02,0
Merrill Nelson,State House ,68,,Tooele,DUG-02,20
,Registered Voters,,,Tooele,ERD-01:1,953
,Ballots Cast,,,Tooele,ERD-01:1,730
,Straight Party,,CON,Tooele,ERD-01:1,2
,Straight Party,,LIB,Tooele,ERD-01:1,0
,Straight Party,,REP,Tooele,ERD-01:1,123
,Straight Party,,GRN,Tooele,ERD-01:1,0
,Straight Party,,DEM,Tooele,ERD-01:1,21
,Straight Party,,IAP,Tooele,ERD-01:1,15
Tim Aalders,US Senate,,,Tooele,ERD-01:1,27
Craig R. Bowden,US Senate,,,Tooele,ERD-01:1,22
Reed C. McCandless,US Senate,,,Tooele,ERD-01:1,11
Jenny Wilson,US Senate,,,Tooele,ERD-01:1,130
Mitt Romney,US Senate,,,Tooele,ERD-01:1,522
Chris Stewart,US House,2,,Tooele,ERD-01:1,507
Jeffrey Whipple,US House,2,,Tooele,ERD-01:1,46
Shireen Ghorbani,US House,2,,Tooele,ERD-01:1,150
Clare Collard,State Senate ,12,,Tooele,ERD-01:1,0
Abrian B. Velarde,State Senate ,12,,Tooele,ERD-01:1,0
Daniel W. Thatcher,State Senate ,12,,Tooele,ERD-01:1,0
Scott Sandall,State Senate ,17,,Tooele,ERD-01:1,471
Michael A Keil,State Senate ,17,,Tooele,ERD-01:1,225
Douglas Sagers,State House ,21,,Tooele,ERD-01:1,0
Debbie K. Vigil,State House ,21,,Tooele,ERD-01:1,0
Denyse Housley Cox,State House ,68,,Tooele,ERD-01:1,43
Merle Travis Wall,State House ,68,,Tooele,ERD-01:1,105
Warren Rogers,State House ,68,,Tooele,ERD-01:1,23
Kirk D Pearson,State House ,68,,Tooele,ERD-01:1,56
Merrill Nelson,State House ,68,,Tooele,ERD-01:1,468
,Registered Voters,,,Tooele,ERD-01:2,24
,Ballots Cast,,,Tooele,ERD-01:2,21
,Straight Party,,CON,Tooele,ERD-01:2,0
,Straight Party,,LIB,Tooele,ERD-01:2,0
,Straight Party,,REP,Tooele,ERD-01:2,4
,Straight Party,,GRN,Tooele,ERD-01:2,0
,Straight Party,,DEM,Tooele,ERD-01:2,1
,Straight Party,,IAP,Tooele,ERD-01:2,0
Tim Aalders,US Senate,,,Tooele,ERD-01:2,0
Craig R. Bowden,US Senate,,,Tooele,ERD-01:2,0
Reed C. McCandless,US Senate,,,Tooele,ERD-01:2,0
Jenny Wilson,US Senate,,,Tooele,ERD-01:2,4
Mitt Romney,US Senate,,,Tooele,ERD-01:2,17
Chris Stewart,US House,2,,Tooele,ERD-01:2,12
Jeffrey Whipple,US House,2,,Tooele,ERD-01:2,0
Shireen Ghorbani,US House,2,,Tooele,ERD-01:2,9
Clare Collard,State Senate ,12,,Tooele,ERD-01:2,0
Abrian B. Velarde,State Senate ,12,,Tooele,ERD-01:2,0
Daniel W. Thatcher,State Senate ,12,,Tooele,ERD-01:2,0
Scott Sandall,State Senate ,17,,Tooele,ERD-01:2,13
Michael A Keil,State Senate ,17,,Tooele,ERD-01:2,8
Douglas Sagers,State House ,21,,Tooele,ERD-01:2,0
Debbie K. Vigil,State House ,21,,Tooele,ERD-01:2,0
Denyse Housley Cox,State House ,68,,Tooele,ERD-01:2,0
Merle Travis Wall,State House ,68,,Tooele,ERD-01:2,5
Warren Rogers,State House ,68,,Tooele,ERD-01:2,0
Kirk D Pearson,State House ,68,,Tooele,ERD-01:2,2
Merrill Nelson,State House ,68,,Tooele,ERD-01:2,14
