candidate,office,district,party,county,precinct,votes
,Registered Voters,,,Sevier,Annabella 1,516
,Ballots Cast,,,Sevier,Annabella 1,353
,Blank Ballots Cast,,,Sevier,Annabella 1,0
,Straight Party,,Constitution,Sevier,Annabella 1,1
,Straight Party,,United Utah Party ,Sevier,Annabella 1,0
,Straight Party,,Libertarian,Sevier,Annabella 1,3
,Straight Party,,Republican,Sevier,Annabella 1,121
,Straight Party,,Green Party,Sevier,Annabella 1,0
,Straight Party,,Democrat,Sevier,Annabella 1,3
,Straight Party,,Independent American,Sevier,Annabella 1,1
Tim Aalders,US Senate,,Constitution,Sevier,Annabella 1,17
Craig R. Bowden,US Senate,,Libertarian,Sevier,Annabella 1,12
Reed C. McCandless,US Senate,,IAP,Sevier,Annabella 1,3
Jenny Wilson,US Senate,,Democrat,Sevier,Annabella 1,25
Mitt Romney,US Senate,,Republican,Sevier,Annabella 1,293
Write-In Total,US Senate,,,Sevier,Annabella 1,2
Chris Stewart,US House,2,Republican,Sevier,Annabella 1,305
Jeffrey Whipple,US House,2,Libertarian,Sevier,Annabella 1,18
Shireen Ghorbani,US House,2,Democrat,Sevier,Annabella 1,21
Carl R. Albrecht ,State House,70,Republican,Sevier,Annabella 1,318
Robert Greenberg,State House,70,Democrat,Sevier,Annabella 1,31
Phil Lyman,State House,73,Republican,Sevier,Annabella 1,0
Marsha M Holland,State House,73,UNA,Sevier,Annabella 1,0
,Registered Voters,,,Sevier,Aurora 2,676
,Ballots Cast,,,Sevier,Aurora 2,468
,Blank Ballots Cast,,,Sevier,Aurora 2,1
,Straight Party,,Constitution,Sevier,Aurora 2,1
,Straight Party,,United Utah Party ,Sevier,Aurora 2,0
,Straight Party,,Libertarian,Sevier,Aurora 2,2
,Straight Party,,Republican,Sevier,Aurora 2,134
,Straight Party,,Green Party,Sevier,Aurora 2,0
,Straight Party,,Democrat,Sevier,Aurora 2,6
,Straight Party,,Independent American,Sevier,Aurora 2,2
Tim Aalders,US Senate,,Constitution,Sevier,Aurora 2,25
Craig R. Bowden,US Senate,,Libertarian,Sevier,Aurora 2,10
Reed C. McCandless,US Senate,,IAP,Sevier,Aurora 2,7
Jenny Wilson,US Senate,,Democrat,Sevier,Aurora 2,30
Mitt Romney,US Senate,,Republican,Sevier,Aurora 2,382
Write-In Total,US Senate,,,Sevier,Aurora 2,5
Chris Stewart,US House,2,Republican,Sevier,Aurora 2,418
Jeffrey Whipple,US House,2,Libertarian,Sevier,Aurora 2,10
Shireen Ghorbani,US House,2,Democrat,Sevier,Aurora 2,33
Carl R. Albrecht ,State House,70,Republican,Sevier,Aurora 2,423
Robert Greenberg,State House,70,Democrat,Sevier,Aurora 2,38
Phil Lyman,State House,73,Republican,Sevier,Aurora 2,0
Marsha M Holland,State House,73,UNA,Sevier,Aurora 2,0
,Registered Voters,,,Sevier,Central Valley 4,428
,Ballots Cast,,,Sevier,Central Valley 4,292
,Blank Ballots Cast,,,Sevier,Central Valley 4,0
,Straight Party,,Constitution,Sevier,Central Valley 4,2
,Straight Party,,United Utah Party ,Sevier,Central Valley 4,0
,Straight Party,,Libertarian,Sevier,Central Valley 4,1
,Straight Party,,Republican,Sevier,Central Valley 4,90
,Straight Party,,Green Party,Sevier,Central Valley 4,0
,Straight Party,,Democrat,Sevier,Central Valley 4,7
,Straight Party,,Independent American,Sevier,Central Valley 4,1
Tim Aalders,US Senate,,Constitution,Sevier,Central Valley 4,12
Craig R. Bowden,US Senate,,Libertarian,Sevier,Central Valley 4,7
Reed C. McCandless,US Senate,,IAP,Sevier,Central Valley 4,4
Jenny Wilson,US Senate,,Democrat,Sevier,Central Valley 4,22
Mitt Romney,US Senate,,Republican,Sevier,Central Valley 4,235
Write-In Total,US Senate,,,Sevier,Central Valley 4,3
Chris Stewart,US House,2,Republican,Sevier,Central Valley 4,253
Jeffrey Whipple,US House,2,Libertarian,Sevier,Central Valley 4,7
Shireen Ghorbani,US House,2,Democrat,Sevier,Central Valley 4,23
Carl R. Albrecht ,State House,70,Republican,Sevier,Central Valley 4,258
Robert Greenberg,State House,70,Democrat,Sevier,Central Valley 4,27
Phil Lyman,State House,73,Republican,Sevier,Central Valley 4,0
Marsha M Holland,State House,73,UNA,Sevier,Central Valley 4,0
,Registered Voters,,,Sevier,Elsinore 5,624
,Ballots Cast,,,Sevier,Elsinore 5,400
,Blank Ballots Cast,,,Sevier,Elsinore 5,1
,Straight Party,,Constitution,Sevier,Elsinore 5,1
,Straight Party,,United Utah Party ,Sevier,Elsinore 5,1
,Straight Party,,Libertarian,Sevier,Elsinore 5,3
,Straight Party,,Republican,Sevier,Elsinore 5,146
,Straight Party,,Green Party,Sevier,Elsinore 5,0
,Straight Party,,Democrat,Sevier,Elsinore 5,21
,Straight Party,,Independent American,Sevier,Elsinore 5,6
Tim Aalders,US Senate,,Constitution,Sevier,Elsinore 5,27
Craig R. Bowden,US Senate,,Libertarian,Sevier,Elsinore 5,12
Reed C. McCandless,US Senate,,IAP,Sevier,Elsinore 5,6
Jenny Wilson,US Senate,,Democrat,Sevier,Elsinore 5,49
Mitt Romney,US Senate,,Republican,Sevier,Elsinore 5,291
Write-In Total,US Senate,,,Sevier,Elsinore 5,3
Chris Stewart,US House,2,Republican,Sevier,Elsinore 5,322
Jeffrey Whipple,US House,2,Libertarian,Sevier,Elsinore 5,19
Shireen Ghorbani,US House,2,Democrat,Sevier,Elsinore 5,51
Carl R. Albrecht ,State House,70,Republican,Sevier,Elsinore 5,336
Robert Greenberg,State House,70,Democrat,Sevier,Elsinore 5,54
Phil Lyman,State House,73,Republican,Sevier,Elsinore 5,0
Marsha M Holland,State House,73,UNA,Sevier,Elsinore 5,0
,Registered Voters,,,Sevier,Glenwood 6,387
,Ballots Cast,,,Sevier,Glenwood 6,272
,Blank Ballots Cast,,,Sevier,Glenwood 6,0
,Straight Party,,Constitution,Sevier,Glenwood 6,0
,Straight Party,,United Utah Party ,Sevier,Glenwood 6,0
,Straight Party,,Libertarian,Sevier,Glenwood 6,0
,Straight Party,,Republican,Sevier,Glenwood 6,96
,Straight Party,,Green Party,Sevier,Glenwood 6,0
,Straight Party,,Democrat,Sevier,Glenwood 6,4
,Straight Party,,Independent American,Sevier,Glenwood 6,1
Tim Aalders,US Senate,,Constitution,Sevier,Glenwood 6,8
Craig R. Bowden,US Senate,,Libertarian,Sevier,Glenwood 6,4
Reed C. McCandless,US Senate,,IAP,Sevier,Glenwood 6,3
Jenny Wilson,US Senate,,Democrat,Sevier,Glenwood 6,20
Mitt Romney,US Senate,,Republican,Sevier,Glenwood 6,232
Write-In Total,US Senate,,,Sevier,Glenwood 6,1
Chris Stewart,US House,2,Republican,Sevier,Glenwood 6,247
Jeffrey Whipple,US House,2,Libertarian,Sevier,Glenwood 6,3
Shireen Ghorbani,US House,2,Democrat,Sevier,Glenwood 6,19
Carl R. Albrecht ,State House,70,Republican,Sevier,Glenwood 6,250
Robert Greenberg,State House,70,Democrat,Sevier,Glenwood 6,19
Phil Lyman,State House,73,Republican,Sevier,Glenwood 6,0
Marsha M Holland,State House,73,UNA,Sevier,Glenwood 6,0
,Registered Voters,,,Sevier,Joseph 7.1.3,233
,Ballots Cast,,,Sevier,Joseph 7.1.3,158
,Blank Ballots Cast,,,Sevier,Joseph 7.1.3,0
,Straight Party,,Constitution,Sevier,Joseph 7.1.3,1
,Straight Party,,United Utah Party ,Sevier,Joseph 7.1.3,0
,Straight Party,,Libertarian,Sevier,Joseph 7.1.3,0
,Straight Party,,Republican,Sevier,Joseph 7.1.3,48
,Straight Party,,Green Party,Sevier,Joseph 7.1.3,0
,Straight Party,,Democrat,Sevier,Joseph 7.1.3,5
,Straight Party,,Independent American,Sevier,Joseph 7.1.3,0
Tim Aalders,US Senate,,Constitution,Sevier,Joseph 7.1.3,17
Craig R. Bowden,US Senate,,Libertarian,Sevier,Joseph 7.1.3,4
Reed C. McCandless,US Senate,,IAP,Sevier,Joseph 7.1.3,2
Jenny Wilson,US Senate,,Democrat,Sevier,Joseph 7.1.3,18
Mitt Romney,US Senate,,Republican,Sevier,Joseph 7.1.3,112
Write-In Total,US Senate,,,Sevier,Joseph 7.1.3,0
Chris Stewart,US House,2,Republican,Sevier,Joseph 7.1.3,141
Jeffrey Whipple,US House,2,Libertarian,Sevier,Joseph 7.1.3,0
Shireen Ghorbani,US House,2,Democrat,Sevier,Joseph 7.1.3,15
Carl R. Albrecht ,State House,70,Republican,Sevier,Joseph 7.1.3,141
Robert Greenberg,State House,70,Democrat,Sevier,Joseph 7.1.3,14
Phil Lyman,State House,73,Republican,Sevier,Joseph 7.1.3,0
Marsha M Holland,State House,73,UNA,Sevier,Joseph 7.1.3,0
,Registered Voters,,,Sevier,Joseph 7.2,129
,Ballots Cast,,,Sevier,Joseph 7.2,78
,Blank Ballots Cast,,,Sevier,Joseph 7.2,0
,Straight Party,,Constitution,Sevier,Joseph 7.2,0
,Straight Party,,United Utah Party ,Sevier,Joseph 7.2,0
,Straight Party,,Libertarian,Sevier,Joseph 7.2,0
,Straight Party,,Republican,Sevier,Joseph 7.2,31
,Straight Party,,Green Party,Sevier,Joseph 7.2,0
,Straight Party,,Democrat,Sevier,Joseph 7.2,4
,Straight Party,,Independent American,Sevier,Joseph 7.2,2
