county,precincts,office,district,party,candidate,votes
Duchesne,RO22,Attorney General,,Republican,Sean D. Reyes,287
Duchesne,RO22,Attorney General,,Libertarian,W. Andrew McCullough,14
Duchesne,RO32,Attorney General,,Independent American,Michael W. Isbell,14
Duchesne,RO32,Attorney General,,Democratic,Jon V. Harper,27
Duchesne,RO32,Attorney General,,Republican,Sean D. Reyes,150
Duchesne,RO32,Attorney General,,Libertarian,W. Andrew McCullough,14
Duchesne,RO41,Attorney General,,Independent American,Michael W. Isbell,6
Duchesne,RO41,Attorney General,,Democratic,Jon V. Harper,24
Duchesne,RO41,Attorney General,,Republican,Sean D. Reyes,328
Duchesne,RO41,Attorney General,,Libertarian,W. Andrew McCullough,9
Duchesne,RO42,Attorney General,,Independent American,Michael W. Isbell,4
Duchesne,RO42,Attorney General,,Democratic,Jon V. Harper,16
Duchesne,RO42,Attorney General,,Republican,Sean D. Reyes,150
Duchesne,RO42,Attorney General,,Libertarian,W. Andrew McCullough,9
Duchesne,RO51,Attorney General,,Independent American,Michael W. Isbell,3
Duchesne,RO51,Attorney General,,Democratic,Jon V. Harper,11
Duchesne,RO51,Attorney General,,Republican,Sean D. Reyes,127
Duchesne,RO51,Attorney General,,Libertarian,W. Andrew McCullough,4
Duchesne,RO52,Attorney General,,Independent American,Michael W. Isbell,6
Duchesne,RO52,Attorney General,,Democratic,Jon V. Harper,10
Duchesne,RO52,Attorney General,,Republican,Sean D. Reyes,262
Duchesne,RO52,Attorney General,,Libertarian,W. Andrew McCullough,12
Duchesne,RO62,Attorney General,,Independent American,Michael W. Isbell,2
Duchesne,RO62,Attorney General,,Democratic,Jon V. Harper,24
Duchesne,RO62,Attorney General,,Republican,Sean D. Reyes,263
Duchesne,RO62,Attorney General,,Libertarian,W. Andrew McCullough,8
Duchesne,RO71,Attorney General,,Independent American,Michael W. Isbell,8
Duchesne,RO71,Attorney General,,Democratic,Jon V. Harper,25
Duchesne,RO71,Attorney General,,Republican,Sean D. Reyes,181
Duchesne,RO71,Attorney General,,Libertarian,W. Andrew McCullough,9
Duchesne,RO72,Attorney General,,Independent American,Michael W. Isbell,3
Duchesne,RO72,Attorney General,,Democratic,Jon V. Harper,14
Duchesne,RO72,Attorney General,,Republican,Sean D. Reyes,137
Duchesne,RO72,Attorney General,,Libertarian,W. Andrew McCullough,13
Duchesne,RO81,Attorney General,,Independent American,Michael W. Isbell,3
Duchesne,RO81,Attorney General,,Democratic,Jon V. Harper,10
Duchesne,RO81,Attorney General,,Republican,Sean D. Reyes,215
Duchesne,RO81,Attorney General,,Libertarian,W. Andrew McCullough,15
Duchesne,RO82,Attorney General,,Independent American,Michael W. Isbell,0
Duchesne,RO82,Attorney General,,Democratic,Jon V. Harper,16
Duchesne,RO82,Attorney General,,Republican,Sean D. Reyes,80
Duchesne,RO82,Attorney General,,Libertarian,W. Andrew McCullough,6
Duchesne,RO91,Attorney General,,Independent American,Michael W. Isbell,0
Duchesne,RO91,Attorney General,,Democratic,Jon V. Harper,0
Duchesne,RO91,Attorney General,,Republican,Sean D. Reyes,3
Duchesne,RO91,Attorney General,,Libertarian,W. Andrew McCullough,0
Duchesne,RO92,Attorney General,,Independent American,Michael W. Isbell,0
Duchesne,RO92,Attorney General,,Democratic,Jon V. Harper,1
Duchesne,RO92,Attorney General,,Republican,Sean D. Reyes,9
Duchesne,RO92,Attorney General,,Libertarian,W. Andrew McCullough,1
Duchesne,TA11,Attorney General,,Independent American,Michael W. Isbell,6
Duchesne,TA11,Attorney General,,Democratic,Jon V. Harper,17
Duchesne,TA11,Attorney General,,Republican,Sean D. Reyes,193
Duchesne,TA11,Attorney General,,Libertarian,W. Andrew McCullough,4
Duchesne,TA12,Attorney General,,Independent American,Michael W. Isbell,5
Duchesne,TA12,Attorney General,,Democratic,Jon V. Harper,5
Duchesne,TA12,Attorney General,,Republican,Sean D. Reyes,45
Duchesne,TA12,Attorney General,,Libertarian,W. Andrew McCullough,2
Duchesne,AL11,State Auditor,,Republican,John Dougall,249
Duchesne,AL11,State Auditor,,Independent American,Jared Green,13
Duchesne,AL11,State Auditor,,Democratic, Mike Mitchell,30
Duchesne,AL12,State Auditor,,Republican,John Dougall,58
Duchesne,AL12,State Auditor,,Independent American,Jared Green,4
Duchesne,AL12,State Auditor,,Democratic, Mike Mitchell,6
Duchesne,AR11,State Auditor,,Republican,John Dougall,105
Duchesne,AR11,State Auditor,,Independent American,Jared Green,8
Duchesne,AR11,State Auditor,,Democratic, Mike Mitchell,14
Duchesne,BB11,State Auditor,,Republican,John Dougall,227
Duchesne,BB11,State Auditor,,Independent American,Jared Green,14
Duchesne,BB11,State Auditor,,Democratic, Mike Mitchell,25
Duchesne,BB21,State Auditor,,Republican,John Dougall,101
Duchesne,BB21,State Auditor,,Independent American,Jared Green,6
Duchesne,BB21,State Auditor,,Democratic, Mike Mitchell,10
Duchesne,CE11,State Auditor,,Republican,John Dougall,224
Duchesne,CE11,State Auditor,,Independent American,Jared Green,11
Duchesne,CE11,State Auditor,,Democratic, Mike Mitchell,35
Duchesne,DU11,State Auditor,,Republican,John Dougall,204
Duchesne,DU11,State Auditor,,Independent American,Jared Green,13
Duchesne,DU11,State Auditor,,Democratic, Mike Mitchell,31
Duchesne,DU12,State Auditor,,Republican,John Dougall,214
Duchesne,DU12,State Auditor,,Independent American,Jared Green,17
Duchesne,DU12,State Auditor,,Democratic, Mike Mitchell,41
Duchesne,DU21,State Auditor,,Republican,John Dougall,158
Duchesne,DU21,State Auditor,,Independent American,Jared Green,22
Duchesne,DU21,State Auditor,,Democratic, Mike Mitchell,33
Duchesne,DU22,State Auditor,,Republican,John Dougall,274
Duchesne,DU22,State Auditor,,Independent American,Jared Green,22
Duchesne,DU22,State Auditor,,Democratic, Mike Mitchell,27
Duchesne,FR11,State Auditor,,Republican,John Dougall,121
Duchesne,FR11,State Auditor,,Independent American,Jared Green,17
Duchesne,FR11,State Auditor,,Democratic, Mike Mitchell,65
Duchesne,FR21,State Auditor,,Republican,John Dougall,49
Duchesne,FR21,State Auditor,,Independent American,Jared Green,2
Duchesne,FR21,State Auditor,,Democratic, Mike Mitchell,13
Duchesne,MH11,State Auditor,,Republican,John Dougall,321
Duchesne,MH11,State Auditor,,Independent American,Jared Green,18
Duchesne,MH11,State Auditor,,Democratic, Mike Mitchell,60
Duchesne,MY11,State Auditor,,Republican,John Dougall,164
Duchesne,MY11,State Auditor,,Independent American,Jared Green,11
Duchesne,MY11,State Auditor,,Democratic, Mike Mitchell,30
Duchesne,MY12,State Auditor,,Republican,John Dougall,99
Duchesne,MY12,State Auditor,,Independent American,Jared Green,8
Duchesne,MY12,State Auditor,,Democratic, Mike Mitchell,25
Duchesne,NE11,State Auditor,,Republican,John Dougall,229
Duchesne,NE11,State Auditor,,Independent American,Jared Green,10
Duchesne,NE11,State Auditor,,Democratic, Mike Mitchell,26
Duchesne,NE21,State Auditor,,Republican,John Dougall,204
Duchesne,NE21,State Auditor,,Independent American,Jared Green,13
Duchesne,NE21,State Auditor,,Democratic, Mike Mitchell,33
Duchesne,RO12,State Auditor,,Republican,John Dougall,139
Duchesne,RO12,State Auditor,,Independent American,Jared Green,16
Duchesne,RO12,State Auditor,,Democratic, Mike Mitchell,36
Duchesne,RO21,State Auditor,,Republican,John Dougall,31
Duchesne,RO21,State Auditor,,Independent American,Jared Green,4
Duchesne,RO21,State Auditor,,Democratic, Mike Mitchell,2
Duchesne,RO22,State Auditor,,Republican,John Dougall,267
Duchesne,RO22,State Auditor,,Independent American,Jared Green,17
Duchesne,RO22,State Auditor,,Democratic, Mike Mitchell,47
Duchesne,RO32,State Auditor,,Republican,John Dougall,156
Duchesne,RO32,State Auditor,,Independent American,Jared Green,9
Duchesne,RO32,State Auditor,,Democratic, Mike Mitchell,39
Duchesne,RO41,State Auditor,,Republican,John Dougall,318
Duchesne,RO41,State Auditor,,Independent American,Jared Green,13
Duchesne,RO41,State Auditor,,Democratic, Mike Mitchell,30
Duchesne,RO42,State Auditor,,Republican,John Dougall,135
Duchesne,RO42,State Auditor,,Independent American,Jared Green,11
Duchesne,RO42,State Auditor,,Democratic, Mike Mitchell,27
Duchesne,RO51,State Auditor,,Republican,John Dougall,123
Duchesne,RO51,State Auditor,,Independent American,Jared Green,8
Duchesne,RO51,State Auditor,,Democratic, Mike Mitchell,13
Duchesne,RO52,State Auditor,,Republican,John Dougall,252
Duchesne,RO52,State Auditor,,Independent American,Jared Green,14
Duchesne,RO52,State Auditor,,Democratic, Mike Mitchell,18
Duchesne,RO62,State Auditor,,Republican,John Dougall,259
Duchesne,RO62,State Auditor,,Independent American,Jared Green,12
Duchesne,RO62,State Auditor,,Democratic, Mike Mitchell,26
Duchesne,RO71,State Auditor,,Republican,John Dougall,168
Duchesne,RO71,State Auditor,,Independent American,Jared Green,18
Duchesne,RO71,State Auditor,,Democratic, Mike Mitchell,33
Duchesne,RO72,State Auditor,,Republican,John Dougall,133
Duchesne,RO72,State Auditor,,Independent American,Jared Green,8
Duchesne,RO72,State Auditor,,Democratic, Mike Mitchell,25
Duchesne,RO81,State Auditor,,Republican,John Dougall,216
Duchesne,RO81,State Auditor,,Independent American,Jared Green,8
Duchesne,RO81,State Auditor,,Democratic, Mike Mitchell,16
Duchesne,RO82,State Auditor,,Republican,John Dougall,72
Duchesne,RO82,State Auditor,,Independent American,Jared Green,4
Duchesne,RO82,State Auditor,,Democratic, Mike Mitchell,24
Duchesne,RO91,State Auditor,,Republican,John Dougall,3
Duchesne,RO91,State Auditor,,Independent American,Jared Green,0
Duchesne,RO91,State Auditor,,Democratic, Mike Mitchell,0
Duchesne,RO92,State Auditor,,Republican,John Dougall,9
Duchesne,RO92,State Auditor,,Independent American,Jared Green,0
Duchesne,RO92,State Auditor,,Democratic, Mike Mitchell,2
Duchesne,TA11,State Auditor,,Republican,John Dougall,175
Duchesne,TA11,State Auditor,,Independent American,Jared Green,11
Duchesne,TA11,State Auditor,,Democratic, Mike Mitchell,30
Duchesne,TA12,State Auditor,,Republican,John Dougall,41
Duchesne,TA12,State Auditor,,Independent American,Jared Green,5
Duchesne,TA12,State Auditor,,Democratic, Mike Mitchell,11
Duchesne,AL11,State Treasurer,,Constitution,Richard Proctor,21
Duchesne,AL11,State Treasurer,,Democratic,Neil A. Hansen,31
Duchesne,AL11,State Treasurer,,Republican,David Damschen,237
Duchesne,AL12,State Treasurer,,Constitution,Richard Proctor,4
Duchesne,AL12,State Treasurer,,Democratic,Neil A. Hansen,10
Duchesne,AL12,State Treasurer,,Republican,David Damschen,54
Duchesne,AR11,State Treasurer,,Constitution,Richard Proctor,12
Duchesne,AR11,State Treasurer,,Democratic,Neil A. Hansen,19
Duchesne,AR11,State Treasurer,,Republican,David Damschen,97
Duchesne,BB11,State Treasurer,,Constitution,Richard Proctor,28
Duchesne,BB11,State Treasurer,,Democratic,Neil A. Hansen,32
Duchesne,BB11,State Treasurer,,Republican,David Damschen,210
Duchesne,BB21,State Treasurer,,Constitution,Richard Proctor,7
Duchesne,BB21,State Treasurer,,Democratic,Neil A. Hansen,12
Duchesne,BB21,State Treasurer,,Republican,David Damschen,99
Duchesne,CE11,State Treasurer,,Constitution,Richard Proctor,21
Duchesne,CE11,State Treasurer,,Democratic,Neil A. Hansen,35
Duchesne,CE11,State Treasurer,,Republican,David Damschen,212
Duchesne,DU11,State Treasurer,,Constitution,Richard Proctor,22
Duchesne,DU11,State Treasurer,,Democratic,Neil A. Hansen,33
Duchesne,DU11,State Treasurer,,Republican,David Damschen,192
Duchesne,DU12,State Treasurer,,Constitution,Richard Proctor,27
Duchesne,DU12,State Treasurer,,Democratic,Neil A. Hansen,32
Duchesne,DU12,State Treasurer,,Republican,David Damschen,212
Duchesne,DU21,State Treasurer,,Constitution,Richard Proctor,25
Duchesne,DU21,State Treasurer,,Democratic,Neil A. Hansen,37
Duchesne,DU21,State Treasurer,,Republican,David Damschen,152
Duchesne,DU22,State Treasurer,,Constitution,Richard Proctor,40
Duchesne,DU22,State Treasurer,,Democratic,Neil A. Hansen,26
Duchesne,DU22,State Treasurer,,Republican,David Damschen,252
Duchesne,FR11,State Treasurer,,Constitution,Richard Proctor,20
Duchesne,FR11,State Treasurer,,Democratic,Neil A. Hansen,68
Duchesne,FR11,State Treasurer,,Republican,David Damschen,115
Duchesne,FR21,State Treasurer,,Constitution,Richard Proctor,5
Duchesne,FR21,State Treasurer,,Democratic,Neil A. Hansen,18
Duchesne,FR21,State Treasurer,,Republican,David Damschen,42
Duchesne,MH11,State Treasurer,,Constitution,Richard Proctor,30
Duchesne,MH11,State Treasurer,,Democratic,Neil A. Hansen,66
Duchesne,MH11,State Treasurer,,Republican,David Damschen,305
Duchesne,MY11,State Treasurer,,Constitution,Richard Proctor,18
Duchesne,MY11,State Treasurer,,Democratic,Neil A. Hansen,27
Duchesne,MY11,State Treasurer,,Republican,David Damschen,158
Duchesne,MY12,State Treasurer,,Constitution,Richard Proctor,10
Duchesne,MY12,State Treasurer,,Democratic,Neil A. Hansen,26
Duchesne,MY12,State Treasurer,,Republican,David Damschen,97
Duchesne,NE11,State Treasurer,,Constitution,Richard Proctor,15
Duchesne,NE11,State Treasurer,,Democratic,Neil A. Hansen,23
Duchesne,NE11,State Treasurer,,Republican,David Damschen,228
Duchesne,NE21,State Treasurer,,Constitution,Richard Proctor,14
Duchesne,NE21,State Treasurer,,Democratic,Neil A. Hansen,39
Duchesne,NE21,State Treasurer,,Republican,David Damschen,199
Duchesne,RO12,State Treasurer,,Constitution,Richard Proctor,14
Duchesne,RO12,State Treasurer,,Democratic,Neil A. Hansen,42
Duchesne,RO12,State Treasurer,,Republican,David Damschen,137
Duchesne,RO21,State Treasurer,,Constitution,Richard Proctor,1
Duchesne,RO21,State Treasurer,,Democratic,Neil A. Hansen,4
Duchesne,RO21,State Treasurer,,Republican,David Damschen,32
Duchesne,RO22,State Treasurer,,Constitution,Richard Proctor,26
Duchesne,RO22,State Treasurer,,Democratic,Neil A. Hansen,43
Duchesne,RO22,State Treasurer,,Republican,David Damschen,263
Duchesne,RO32,State Treasurer,,Constitution,Richard Proctor,20
Duchesne,RO32,State Treasurer,,Democratic,Neil A. Hansen,43
Duchesne,RO32,State Treasurer,,Republican,David Damschen,142
Duchesne,RO41,State Treasurer,,Constitution,Richard Proctor,7
Duchesne,RO41,State Treasurer,,Democratic,Neil A. Hansen,26
Duchesne,RO41,State Treasurer,,Republican,David Damschen,326
Duchesne,RO42,State Treasurer,,Constitution,Richard Proctor,13
Duchesne,RO42,State Treasurer,,Democratic,Neil A. Hansen,23
Duchesne,RO42,State Treasurer,,Republican,David Damschen,135
Duchesne,RO51,State Treasurer,,Constitution,Richard Proctor,8
Duchesne,RO51,State Treasurer,,Democratic,Neil A. Hansen,16
Duchesne,RO51,State Treasurer,,Republican,David Damschen,120
Duchesne,RO52,State Treasurer,,Constitution,Richard Proctor,16
Duchesne,RO52,State Treasurer,,Democratic,Neil A. Hansen,27
Duchesne,RO52,State Treasurer,,Republican,David Damschen,240
Duchesne,RO62,State Treasurer,,Constitution,Richard Proctor,28
Duchesne,RO62,State Treasurer,,Democratic,Neil A. Hansen,29
Duchesne,RO62,State Treasurer,,Republican,David Damschen,238
Duchesne,RO71,State Treasurer,,Constitution,Richard Proctor,20
Duchesne,RO71,State Treasurer,,Democratic,Neil A. Hansen,32
Duchesne,RO71,State Treasurer,,Republican,David Damschen,167
Duchesne,RO72,State Treasurer,,Constitution,Richard Proctor,10
Duchesne,RO72,State Treasurer,,Democratic,Neil A. Hansen,20
Duchesne,RO72,State Treasurer,,Republican,David Damschen,137
Duchesne,RO81,State Treasurer,,Constitution,Richard Proctor,28
Duchesne,RO81,State Treasurer,,Democratic,Neil A. Hansen,14
Duchesne,RO81,State Treasurer,,Republican,David Damschen,198
Duchesne,RO82,State Treasurer,,Constitution,Richard Proctor,10
Duchesne,RO82,State Treasurer,,Democratic,Neil A. Hansen,21
Duchesne,RO82,State Treasurer,,Republican,David Damschen,70
Duchesne,RO91,State Treasurer,,Constitution,Richard Proctor,1
Duchesne,RO91,State Treasurer,,Democratic,Neil A. Hansen,0
Duchesne,RO91,State Treasurer,,Republican,David Damschen,2
Duchesne,RO92,State Treasurer,,Constitution,Richard Proctor,2
Duchesne,RO92,State Treasurer,,Democratic,Neil A. Hansen,0
Duchesne,RO92,State Treasurer,,Republican,David Damschen,9
Duchesne,TA11,State Treasurer,,Constitution,Richard Proctor,17
Duchesne,TA11,State Treasurer,,Democratic,Neil A. Hansen,26
Duchesne,TA11,State Treasurer,,Republican,David Damschen,173
Duchesne,TA12,State Treasurer,,Constitution,Richard Proctor,10
Duchesne,TA12,State Treasurer,,Democratic,Neil A. Hansen,13
Duchesne,TA12,State Treasurer,,Republican,David Damschen,34
Duchesne,AL11,State House,53,Democratic,Cole R. Capener,25
Duchesne,AL11,State House,53,Republican,Logan Wilde,263
Duchesne,AL12,State House,53,Democratic,Cole R. Capener,8
Duchesne,AL12,State House,53,Republican,Logan Wilde,59
Duchesne,BB11,State House,53,Democratic,Cole R. Capener,14
Duchesne,BB11,State House,53,Republican,Logan Wilde,246
Duchesne,BB21,State House,53,Democratic,Cole R. Capener,11
Duchesne,BB21,State House,53,Republican,Logan Wilde,104
Duchesne,FR21,State House,53,Democratic,Cole R. Capener,16
Duchesne,FR21,State House,53,Republican,Logan Wilde,48
Duchesne,MH11,State House,53,Democratic,Cole R. Capener,47
Duchesne,MH11,State House,53,Republican,Logan Wilde,356
Duchesne,TA11,State House,53,Democratic,Cole R. Capener,21
Duchesne,TA11,State House,53,Republican,Logan Wilde,199
Duchesne,TA12,State House,53,Democratic,Cole R. Capener,4
Duchesne,TA12,State House,53,Republican,Logan Wilde,50
Duchesne,AR11,State House,55,Democratic,Wayne Stevens,18
Duchesne,AR11,State House,55,Republican,Scott H. Chew,110
Duchesne,CE11,State House,55,Democratic,Wayne Stevens,37
Duchesne,CE11,State House,55,Republican,Scott H. Chew,232
Duchesne,NE11,State House,55,Democratic,Wayne Stevens,20
Duchesne,NE11,State House,55,Republican,Scott H. Chew,247
Duchesne,NE21,State House,55,Democratic,Wayne Stevens,29
Duchesne,NE21,State House,55,Republican,Scott H. Chew,221
Duchesne,RO21,State House,55,Democratic,Wayne Stevens,5
Duchesne,RO21,State House,55,Republican,Scott H. Chew,32
Duchesne,RO41,State House,55,Democratic,Wayne Stevens,30
Duchesne,RO41,State House,55,Republican,Scott H. Chew,326
Duchesne,RO51,State House,55,Democratic,Wayne Stevens,12
Duchesne,RO51,State House,55,Republican,Scott H. Chew,132
Duchesne,RO81,State House,55,Democratic,Wayne Stevens,16
Duchesne,RO81,State House,55,Republican,Scott H. Chew,224
Duchesne,RO92,State House,55,Democratic,Wayne Stevens,2
Duchesne,RO92,State House,55,Republican,Scott H. Chew,9
Duchesne,DU11,State House,69,Democratic,Brad King,48
Duchesne,DU11,State House,69,Republican,Christine F Watkins,198
Duchesne,DU12,State House,69,Democratic,Brad King,74
Duchesne,DU12,State House,69,Republican,Christine F Watkins,198
Duchesne,DU21,State House,69,Democratic,Brad King,56
Duchesne,DU21,State House,69,Republican,Christine F Watkins,156
Duchesne,DU22,State House,69,Democratic,Brad King,70
Duchesne,DU22,State House,69,Republican,Christine F Watkins,250
Duchesne,FR11,State House,69,Democratic,Brad King,68
Duchesne,FR11,State House,69,Republican,Christine F Watkins,135
Duchesne,MY11,State House,69,Democratic,Brad King,42
Duchesne,MY11,State House,69,Republican,Christine F Watkins,161
Duchesne,MY12,State House,69,Democratic,Brad King,35
Duchesne,MY12,State House,69,Republican,Christine F Watkins,97
Duchesne,RO12,State House,69,Democratic,Brad King,70
Duchesne,RO12,State House,69,Republican,Christine F Watkins,121
Duchesne,RO22,State House,69,Democratic,Brad King,89
Duchesne,RO22,State House,69,Republican,Christine F Watkins,242
Duchesne,RO32,State House,69,Democratic,Brad King,62
Duchesne,RO32,State House,69,Republican,Christine F Watkins,143
Duchesne,RO42,State House,69,Democratic,Brad King,62
Duchesne,RO42,State House,69,Republican,Christine F Watkins,111
Duchesne,RO52,State House,69,Democratic,Brad King,47
Duchesne,RO52,State House,69,Republican,Christine F Watkins,233
Duchesne,RO62,State House,69,Democratic,Brad King,96
Duchesne,RO62,State House,69,Republican,Christine F Watkins,197
Duchesne,RO71,State House,69,Democratic,Brad King,40
Duchesne,RO71,State House,69,Republican,Christine F Watkins,184
Duchesne,RO72,State House,69,Democratic,Brad King,38
Duchesne,RO72,State House,69,Republican,Christine F Watkins,130
Duchesne,RO82,State House,69,Democratic,Brad King,30
Duchesne,RO82,State House,69,Republican,Christine F Watkins,73
Duchesne,RO91,State House,69,Democratic,Brad King,0
Duchesne,RO91,State House,69,Republican,Christine F Watkins,3
