county,precincts,office,district,party,candidate,votes
Davis,West Point 5,President,,,Reid,0
Davis,West Point 5,President,,,Burton,0
Davis,West Point 5,President,,,Write-in,6
Davis,West Point 6,President,,,Buchnan,0
Davis,West Point 6,President,,,Schoenke,0
Davis,West Point 6,President,,,Reid,0
Davis,West Point 6,President,,,Burton,0
Davis,West Point 6,President,,,Write-in,2
Davis,West Point 7,President,,,Buchnan,0
Davis,West Point 7,President,,,Schoenke,0
Davis,West Point 7,President,,,Reid,0
Davis,West Point 7,President,,,Burton,0
Davis,West Point 7,President,,,Write-in,1
Davis,Woods Cross 1,President,,,Buchnan,0
Davis,Woods Cross 1,President,,,Schoenke,0
Davis,Woods Cross 1,President,,,Reid,0
Davis,Woods Cross 1,President,,,Burton,0
Davis,Woods Cross 1,President,,,Write-in,8
Davis,Woods Cross 2,President,,,Buchnan,0
Davis,Woods Cross 2,President,,,Schoenke,0
Davis,Woods Cross 2,President,,,Reid,0
Davis,Woods Cross 2,President,,,Burton,0
Davis,Woods Cross 2,President,,,Write-in,8
Davis,Woods Cross 3,President,,,Buchnan,0
Davis,Woods Cross 3,President,,,Schoenke,0
Davis,Woods Cross 3,President,,,Reid,0
Davis,Woods Cross 3,President,,,Burton,0
Davis,Woods Cross 3,President,,,Write-in,11
Davis,Woods Cross 4,President,,,Buchnan,0
Davis,Woods Cross 4,President,,,Schoenke,0
Davis,Woods Cross 4,President,,,Reid,0
Davis,Woods Cross 4,President,,,Burton,0
Davis,Woods Cross 4,President,,,Write-in,4
Davis,Woods Cross 5,President,,,Buchnan,0
Davis,Woods Cross 5,President,,,Schoenke,0
Davis,Woods Cross 5,President,,,Reid,0
Davis,Woods Cross 5,President,,,Burton,0
Davis,Woods Cross 5,President,,,Write-in,5
Davis,Woods Cross 6,President,,,Buchnan,0
Davis,Woods Cross 6,President,,,Schoenke,0
Davis,Woods Cross 6,President,,,Reid,0
Davis,Woods Cross 6,President,,,Burton,0
Davis,Woods Cross 6,President,,,Write-in,19
Davis,Bountiful 1,U.S. Senate,,Democratic,Snow,172
Davis,Bountiful 1,U.S. Senate,,Independent,Barron,12
Davis,Bountiful 1,U.S. Senate,,Independent American,Fonua,25
Davis,Bountiful 2,U.S. Senate,,Democratic,Snow,190
Davis,Bountiful 2,U.S. Senate,,Independent,Barron,12
Davis,Bountiful 2,U.S. Senate,,Independent American,Fonua,14
Davis,Bountiful 3,U.S. Senate,,Democratic,Snow,195
Davis,Bountiful 3,U.S. Senate,,Independent,Barron,16
Davis,Bountiful 3,U.S. Senate,,Independent American,Fonua,30
Davis,Bountiful 4,U.S. Senate,,Democratic,Snow,166
Davis,Bountiful 4,U.S. Senate,,Independent,Barron,11
Davis,Bountiful 4,U.S. Senate,,Independent American,Fonua,17
Davis,Bountiful 5,U.S. Senate,,Democratic,Snow,175
Davis,Bountiful 5,U.S. Senate,,Independent,Barron,13
Davis,Bountiful 5,U.S. Senate,,Independent American,Fonua,31
Davis,Bountiful 6,U.S. Senate,,Democratic,Snow,214
Davis,Bountiful 6,U.S. Senate,,Independent,Barron,19
Davis,Bountiful 6,U.S. Senate,,Independent American,Fonua,34
Davis,Bountiful 7,U.S. Senate,,Democratic,Snow,182
Davis,Bountiful 7,U.S. Senate,,Independent,Barron,16
Davis,Bountiful 7,U.S. Senate,,Independent American,Fonua,20
Davis,Bountiful 8,U.S. Senate,,Democratic,Snow,203
Davis,Bountiful 8,U.S. Senate,,Independent,Barron,18
Davis,Bountiful 8,U.S. Senate,,Independent American,Fonua,28
Davis,Bountiful 9,U.S. Senate,,Democratic,Snow,142
Davis,Bountiful 9,U.S. Senate,,Independent,Barron,12
Davis,Bountiful 9,U.S. Senate,,Independent American,Fonua,18
Davis,Bountiful 10,U.S. Senate,,Democratic,Snow,120
Davis,Bountiful 10,U.S. Senate,,Independent,Barron,6
Davis,Bountiful 10,U.S. Senate,,Independent American,Fonua,15
Davis,Bountiful 11,U.S. Senate,,Democratic,Snow,124
Davis,Bountiful 11,U.S. Senate,,Independent,Barron,11
Davis,Bountiful 11,U.S. Senate,,Independent American,Fonua,15
Davis,Bountiful 12,U.S. Senate,,Democratic,Snow,166
Davis,Bountiful 12,U.S. Senate,,Independent,Barron,16
Davis,Bountiful 12,U.S. Senate,,Independent American,Fonua,16
Davis,Bountiful 13,U.S. Senate,,Democratic,Snow,135
Davis,Bountiful 13,U.S. Senate,,Independent,Barron,14
Davis,Bountiful 13,U.S. Senate,,Independent American,Fonua,15
Davis,Bountiful 14,U.S. Senate,,Democratic,Snow,107
Davis,Bountiful 14,U.S. Senate,,Independent,Barron,11
Davis,Bountiful 14,U.S. Senate,,Independent American,Fonua,14
Davis,Bountiful 15,U.S. Senate,,Democratic,Snow,116
Davis,Bountiful 15,U.S. Senate,,Independent,Barron,6
Davis,Bountiful 15,U.S. Senate,,Independent American,Fonua,13
Davis,Bountiful 16,U.S. Senate,,Democratic,Snow,144
Davis,Bountiful 16,U.S. Senate,,Independent,Barron,17
Davis,Bountiful 16,U.S. Senate,,Independent American,Fonua,23
Davis,Bountiful 17,U.S. Senate,,Democratic,Snow,126
Davis,Bountiful 17,U.S. Senate,,Independent,Barron,24
Davis,Bountiful 17,U.S. Senate,,Independent American,Fonua,14
Davis,Bountiful 18,U.S. Senate,,Democratic,Snow,176
Davis,Bountiful 18,U.S. Senate,,Independent,Barron,13
Davis,Bountiful 18,U.S. Senate,,Independent American,Fonua,21
Davis,Bountiful 19,U.S. Senate,,Democratic,Snow,160
Davis,Bountiful 19,U.S. Senate,,Independent,Barron,15
Davis,Bountiful 19,U.S. Senate,,Independent American,Fonua,15
Davis,Bountiful 20,U.S. Senate,,Democratic,Snow,132
Davis,Bountiful 20,U.S. Senate,,Independent,Barron,8
Davis,Bountiful 20,U.S. Senate,,Independent American,Fonua,7
Davis,Bountiful 21,U.S. Senate,,Democratic,Snow,201
Davis,Bountiful 21,U.S. Senate,,Independent,Barron,33
Davis,Bountiful 21,U.S. Senate,,Independent American,Fonua,18
Davis,Bountiful 22,U.S. Senate,,Democratic,Snow,183
Davis,Bountiful 22,U.S. Senate,,Independent,Barron,12
Davis,Bountiful 22,U.S. Senate,,Independent American,Fonua,21
Davis,Bountiful 23,U.S. Senate,,Democratic,Snow,195
Davis,Bountiful 23,U.S. Senate,,Independent,Barron,22
Davis,Bountiful 23,U.S. Senate,,Independent American,Fonua,24
Davis,Bountiful 24,U.S. Senate,,Democratic,Snow,56
Davis,Bountiful 24,U.S. Senate,,Independent,Barron,2
Davis,Bountiful 24,U.S. Senate,,Independent American,Fonua,15
Davis,Bountiful 25,U.S. Senate,,Democratic,Snow,190
Davis,Bountiful 25,U.S. Senate,,Independent,Barron,23
Davis,Bountiful 25,U.S. Senate,,Independent American,Fonua,31
Davis,Bountiful 26,U.S. Senate,,Democratic,Snow,169
Davis,Bountiful 26,U.S. Senate,,Independent,Barron,15
Davis,Bountiful 26,U.S. Senate,,Independent American,Fonua,21
Davis,Bountiful 27,U.S. Senate,,Democratic,Snow,115
Davis,Bountiful 27,U.S. Senate,,Independent,Barron,14
Davis,Bountiful 27,U.S. Senate,,Independent American,Fonua,12
Davis,Bountiful 28,U.S. Senate,,Democratic,Snow,183
Davis,Bountiful 28,U.S. Senate,,Independent,Barron,18
Davis,Bountiful 28,U.S. Senate,,Independent American,Fonua,16
Davis,Bountiful 29,U.S. Senate,,Democratic,Snow,142
Davis,Bountiful 29,U.S. Senate,,Independent,Barron,19
Davis,Bountiful 29,U.S. Senate,,Independent American,Fonua,9
Davis,Bountiful 30,U.S. Senate,,Democratic,Snow,186
Davis,Bountiful 30,U.S. Senate,,Independent,Barron,15
Davis,Bountiful 30,U.S. Senate,,Independent American,Fonua,17
Davis,Bountiful 31,U.S. Senate,,Democratic,Snow,112
Davis,Bountiful 31,U.S. Senate,,Independent,Barron,9
Davis,Bountiful 31,U.S. Senate,,Independent American,Fonua,12
Davis,Centerville 1,U.S. Senate,,Democratic,Snow,158
Davis,Centerville 1,U.S. Senate,,Independent,Barron,25
Davis,Centerville 1,U.S. Senate,,Independent American,Fonua,17
Davis,Centerville 2,U.S. Senate,,Democratic,Snow,114
Davis,Centerville 2,U.S. Senate,,Independent,Barron,17
Davis,Centerville 2,U.S. Senate,,Independent American,Fonua,17
Davis,Centerville 3,U.S. Senate,,Democratic,Snow,184
Davis,Centerville 3,U.S. Senate,,Independent,Barron,27
Davis,Centerville 3,U.S. Senate,,Independent American,Fonua,22
Davis,Centerville 4,U.S. Senate,,Democratic,Snow,163
Davis,Centerville 4,U.S. Senate,,Independent,Barron,14
Davis,Centerville 4,U.S. Senate,,Independent American,Fonua,22
Davis,Centerville 5,U.S. Senate,,Democratic,Snow,135
Davis,Centerville 5,U.S. Senate,,Independent,Barron,5
Davis,Centerville 5,U.S. Senate,,Independent American,Fonua,18
Davis,Centerville 6,U.S. Senate,,Democratic,Snow,236
Davis,Centerville 6,U.S. Senate,,Independent,Barron,16
Davis,Centerville 6,U.S. Senate,,Independent American,Fonua,21
Davis,Centerville 7,U.S. Senate,,Democratic,Snow,107
Davis,Centerville 7,U.S. Senate,,Independent,Barron,11
Davis,Centerville 7,U.S. Senate,,Independent American,Fonua,10
Davis,Centerville 8,U.S. Senate,,Democratic,Snow,81
Davis,Centerville 8,U.S. Senate,,Independent,Barron,7
Davis,Centerville 8,U.S. Senate,,Independent American,Fonua,13
Davis,Centerville 9,U.S. Senate,,Democratic,Snow,113
Davis,Centerville 9,U.S. Senate,,Independent,Barron,16
Davis,Centerville 9,U.S. Senate,,Independent American,Fonua,17
Davis,Centerville 10,U.S. Senate,,Democratic,Snow,124
Davis,Centerville 10,U.S. Senate,,Independent,Barron,16
Davis,Centerville 10,U.S. Senate,,Independent American,Fonua,15
Davis,Centerville 11,U.S. Senate,,Democratic,Snow,161
Davis,Centerville 11,U.S. Senate,,Independent,Barron,11
Davis,Centerville 11,U.S. Senate,,Independent American,Fonua,15
Davis,Clearfield 1,U.S. Senate,,Democratic,Snow,241
Davis,Clearfield 1,U.S. Senate,,Independent,Barron,19
Davis,Clearfield 1,U.S. Senate,,Independent American,Fonua,51
Davis,Clearfield 2,U.S. Senate,,Democratic,Snow,189
Davis,Clearfield 2,U.S. Senate,,Independent,Barron,9
Davis,Clearfield 2,U.S. Senate,,Independent American,Fonua,33
Davis,Clearfield 3,U.S. Senate,,Democratic,Snow,109
Davis,Clearfield 3,U.S. Senate,,Independent,Barron,14
Davis,Clearfield 3,U.S. Senate,,Independent American,Fonua,24
Davis,Clearfield 4,U.S. Senate,,Democratic,Snow,240
Davis,Clearfield 4,U.S. Senate,,Independent,Barron,24
Davis,Clearfield 4,U.S. Senate,,Independent American,Fonua,26
Davis,Clearfield 5,U.S. Senate,,Democratic,Snow,182
Davis,Clearfield 5,U.S. Senate,,Independent,Barron,16
Davis,Clearfield 5,U.S. Senate,,Independent American,Fonua,22
Davis,Clearfield 6,U.S. Senate,,Democratic,Snow,168
Davis,Clearfield 6,U.S. Senate,,Independent,Barron,17
Davis,Clearfield 6,U.S. Senate,,Independent American,Fonua,25
Davis,Clearfield 7,U.S. Senate,,Democratic,Snow,130
Davis,Clearfield 7,U.S. Senate,,Independent,Barron,14
Davis,Clearfield 7,U.S. Senate,,Independent American,Fonua,19
Davis,Clearfield 8,U.S. Senate,,Democratic,Snow,144
Davis,Clearfield 8,U.S. Senate,,Independent,Barron,12
Davis,Clearfield 8,U.S. Senate,,Independent American,Fonua,20
Davis,Clearfield 9,U.S. Senate,,Democratic,Snow,195
Davis,Clearfield 9,U.S. Senate,,Independent,Barron,21
Davis,Clearfield 9,U.S. Senate,,Independent American,Fonua,29
Davis,Clearfield 10,U.S. Senate,,Democratic,Snow,119
Davis,Clearfield 10,U.S. Senate,,Independent,Barron,7
Davis,Clearfield 10,U.S. Senate,,Independent American,Fonua,14
Davis,Clearfield 11,U.S. Senate,,Democratic,Snow,210
Davis,Clearfield 11,U.S. Senate,,Independent,Barron,10
Davis,Clearfield 11,U.S. Senate,,Independent American,Fonua,21
Davis,Clearfield 12,U.S. Senate,,Democratic,Snow,222
Davis,Clearfield 12,U.S. Senate,,Independent,Barron,15
Davis,Clearfield 12,U.S. Senate,,Independent American,Fonua,19
Davis,Clearfield 13,U.S. Senate,,Democratic,Snow,14
Davis,Clearfield 13,U.S. Senate,,Independent,Barron,2
Davis,Clearfield 13,U.S. Senate,,Independent American,Fonua,2
Davis,Clearfield 14,U.S. Senate,,Democratic,Snow,28
Davis,Clearfield 14,U.S. Senate,,Independent,Barron,3
Davis,Clearfield 14,U.S. Senate,,Independent American,Fonua,4
Davis,Clearfield 15,U.S. Senate,,Democratic,Snow,4
Davis,Clearfield 15,U.S. Senate,,Independent,Barron,0
Davis,Clearfield 15,U.S. Senate,,Independent American,Fonua,1
Davis,Clinton 1,U.S. Senate,,Democratic,Snow,190
Davis,Clinton 1,U.S. Senate,,Independent,Barron,23
Davis,Clinton 1,U.S. Senate,,Independent American,Fonua,22
Davis,Clinton 2,U.S. Senate,,Democratic,Snow,179
Davis,Clinton 2,U.S. Senate,,Independent,Barron,20
Davis,Clinton 2,U.S. Senate,,Independent American,Fonua,35
Davis,Clinton 3,U.S. Senate,,Democratic,Snow,62
Davis,Clinton 3,U.S. Senate,,Independent,Barron,8
Davis,Clinton 3,U.S. Senate,,Independent American,Fonua,21
Davis,Clinton 4,U.S. Senate,,Democratic,Snow,175
Davis,Clinton 4,U.S. Senate,,Independent,Barron,15
Davis,Clinton 4,U.S. Senate,,Independent American,Fonua,31
Davis,Clinton 5,U.S. Senate,,Democratic,Snow,47
Davis,Clinton 5,U.S. Senate,,Independent,Barron,3
Davis,Clinton 5,U.S. Senate,,Independent American,Fonua,8
Davis,Clinton 6,U.S. Senate,,Democratic,Snow,117
Davis,Clinton 6,U.S. Senate,,Independent,Barron,16
Davis,Clinton 6,U.S. Senate,,Independent American,Fonua,24
Davis,Clinton 7,U.S. Senate,,Democratic,Snow,180
Davis,Clinton 7,U.S. Senate,,Independent,Barron,17
Davis,Clinton 7,U.S. Senate,,Independent American,Fonua,21
Davis,Clinton 8,U.S. Senate,,Democratic,Snow,155
Davis,Clinton 8,U.S. Senate,,Independent,Barron,23
Davis,Clinton 8,U.S. Senate,,Independent American,Fonua,25
Davis,Clinton 9,U.S. Senate,,Democratic,Snow,221
Davis,Clinton 9,U.S. Senate,,Independent,Barron,22
Davis,Clinton 9,U.S. Senate,,Independent American,Fonua,39
Davis,Clinton 10,U.S. Senate,,Democratic,Snow,55
Davis,Clinton 10,U.S. Senate,,Independent,Barron,7
Davis,Clinton 10,U.S. Senate,,Independent American,Fonua,18
Davis,Clinton 11,U.S. Senate,,Democratic,Snow,221
Davis,Clinton 11,U.S. Senate,,Independent,Barron,16
Davis,Clinton 11,U.S. Senate,,Independent American,Fonua,27
Davis,Clinton 12,U.S. Senate,,Democratic,Snow,69
Davis,Clinton 12,U.S. Senate,,Independent,Barron,9
Davis,Clinton 12,U.S. Senate,,Independent American,Fonua,12
Davis,Farmington 1,U.S. Senate,,Democratic,Snow,108
Davis,Farmington 1,U.S. Senate,,Independent,Barron,24
Davis,Farmington 1,U.S. Senate,,Independent American,Fonua,16
Davis,Farmington 2,U.S. Senate,,Democratic,Snow,150
Davis,Farmington 2,U.S. Senate,,Independent,Barron,19
Davis,Farmington 2,U.S. Senate,,Independent American,Fonua,23
Davis,Farmington 3,U.S. Senate,,Democratic,Snow,229
Davis,Farmington 3,U.S. Senate,,Independent,Barron,11
Davis,Farmington 3,U.S. Senate,,Independent American,Fonua,39
Davis,Farmington 4,U.S. Senate,,Democratic,Snow,173
Davis,Farmington 4,U.S. Senate,,Independent,Barron,14
Davis,Farmington 4,U.S. Senate,,Independent American,Fonua,27
Davis,Farmington 5,U.S. Senate,,Democratic,Snow,111
Davis,Farmington 5,U.S. Senate,,Independent,Barron,13
Davis,Farmington 5,U.S. Senate,,Independent American,Fonua,15
Davis,Farmington 6,U.S. Senate,,Democratic,Snow,129
Davis,Farmington 6,U.S. Senate,,Independent,Barron,8
Davis,Farmington 6,U.S. Senate,,Independent American,Fonua,20
Davis,Farmington 7,U.S. Senate,,Democratic,Snow,128
Davis,Farmington 7,U.S. Senate,,Independent,Barron,5
Davis,Farmington 7,U.S. Senate,,Independent American,Fonua,16
Davis,Farmington 8,U.S. Senate,,Democratic,Snow,138
Davis,Farmington 8,U.S. Senate,,Independent,Barron,10
Davis,Farmington 8,U.S. Senate,,Independent American,Fonua,22
Davis,Farmington 9,U.S. Senate,,Democratic,Snow,159
Davis,Farmington 9,U.S. Senate,,Independent,Barron,12
Davis,Farmington 9,U.S. Senate,,Independent American,Fonua,14
Davis,Farmington 10,U.S. Senate,,Democratic,Snow,133
Davis,Farmington 10,U.S. Senate,,Independent,Barron,14
Davis,Farmington 10,U.S. Senate,,Independent American,Fonua,18
Davis,Farmington 11,U.S. Senate,,Democratic,Snow,195
Davis,Farmington 11,U.S. Senate,,Independent,Barron,13
Davis,Farmington 11,U.S. Senate,,Independent American,Fonua,34
Davis,Farmington 12,U.S. Senate,,Democratic,Snow,100
Davis,Farmington 12,U.S. Senate,,Independent,Barron,7
Davis,Farmington 12,U.S. Senate,,Independent American,Fonua,19
Davis,Farmington 13,U.S. Senate,,Democratic,Snow,97
Davis,Farmington 13,U.S. Senate,,Independent,Barron,13
Davis,Farmington 13,U.S. Senate,,Independent American,Fonua,5
Davis,Fruit Heights 1,U.S. Senate,,Democratic,Snow,158
Davis,Fruit Heights 1,U.S. Senate,,Independent,Barron,20
Davis,Fruit Heights 1,U.S. Senate,,Independent American,Fonua,29
Davis,Fruit Heights 2,U.S. Senate,,Democratic,Snow,115
Davis,Fruit Heights 2,U.S. Senate,,Independent,Barron,8
Davis,Fruit Heights 2,U.S. Senate,,Independent American,Fonua,16
Davis,Fruit Heights 3,U.S. Senate,,Democratic,Snow,130
Davis,Fruit Heights 3,U.S. Senate,,Independent,Barron,18
Davis,Fruit Heights 3,U.S. Senate,,Independent American,Fonua,12
Davis,Fruit Heights 4,U.S. Senate,,Democratic,Snow,73
Davis,Fruit Heights 4,U.S. Senate,,Independent,Barron,12
Davis,Fruit Heights 4,U.S. Senate,,Independent American,Fonua,15
Davis,Hill AFB 1,U.S. Senate,,Democratic,Snow,8
Davis,Hill AFB 1,U.S. Senate,,Independent,Barron,0
Davis,Hill AFB 1,U.S. Senate,,Independent American,Fonua,0
Davis,Hill AFB 2,U.S. Senate,,Democratic,Snow,3
Davis,Hill AFB 2,U.S. Senate,,Independent,Barron,0
Davis,Hill AFB 2,U.S. Senate,,Independent American,Fonua,1
Davis,Kaysville 1,U.S. Senate,,Democratic,Snow,123
Davis,Kaysville 1,U.S. Senate,,Independent,Barron,17
Davis,Kaysville 1,U.S. Senate,,Independent American,Fonua,32
Davis,Kaysville 2,U.S. Senate,,Democratic,Snow,104
Davis,Kaysville 2,U.S. Senate,,Independent,Barron,19
Davis,Kaysville 2,U.S. Senate,,Independent American,Fonua,16
Davis,Kaysville 3,U.S. Senate,,Democratic,Snow,98
Davis,Kaysville 3,U.S. Senate,,Independent,Barron,14
Davis,Kaysville 3,U.S. Senate,,Independent American,Fonua,24
Davis,Kaysville 4,U.S. Senate,,Democratic,Snow,85
Davis,Kaysville 4,U.S. Senate,,Independent,Barron,14
Davis,Kaysville 4,U.S. Senate,,Independent American,Fonua,8
Davis,Kaysville 5,U.S. Senate,,Democratic,Snow,155
Davis,Kaysville 5,U.S. Senate,,Independent,Barron,16
Davis,Kaysville 5,U.S. Senate,,Independent American,Fonua,23
Davis,Kaysville 6,U.S. Senate,,Democratic,Snow,144
Davis,Kaysville 6,U.S. Senate,,Independent,Barron,16
Davis,Kaysville 6,U.S. Senate,,Independent American,Fonua,25
Davis,Kaysville 7,U.S. Senate,,Democratic,Snow,93
Davis,Kaysville 7,U.S. Senate,,Independent,Barron,15
Davis,Kaysville 7,U.S. Senate,,Independent American,Fonua,13
Davis,Kaysville 8,U.S. Senate,,Democratic,Snow,107
Davis,Kaysville 8,U.S. Senate,,Independent,Barron,14
Davis,Kaysville 8,U.S. Senate,,Independent American,Fonua,6
Davis,Kaysville 9,U.S. Senate,,Democratic,Snow,125
Davis,Kaysville 9,U.S. Senate,,Independent,Barron,9
Davis,Kaysville 9,U.S. Senate,,Independent American,Fonua,12
Davis,Kaysville 10,U.S. Senate,,Democratic,Snow,161
Davis,Kaysville 10,U.S. Senate,,Independent,Barron,18
Davis,Kaysville 10,U.S. Senate,,Independent American,Fonua,25
Davis,Kaysville 11,U.S. Senate,,Democratic,Snow,79
Davis,Kaysville 11,U.S. Senate,,Independent,Barron,6
Davis,Kaysville 11,U.S. Senate,,Independent American,Fonua,15
Davis,Kaysville 12,U.S. Senate,,Democratic,Snow,110
Davis,Kaysville 12,U.S. Senate,,Independent,Barron,13
Davis,Kaysville 12,U.S. Senate,,Independent American,Fonua,25
Davis,Kaysville 13,U.S. Senate,,Democratic,Snow,92
Davis,Kaysville 13,U.S. Senate,,Independent,Barron,16
Davis,Kaysville 13,U.S. Senate,,Independent American,Fonua,13
Davis,Kaysville 14,U.S. Senate,,Democratic,Snow,70
Davis,Kaysville 14,U.S. Senate,,Independent,Barron,13
Davis,Kaysville 14,U.S. Senate,,Independent American,Fonua,11
Davis,Kaysville 15,U.S. Senate,,Democratic,Snow,78
Davis,Kaysville 15,U.S. Senate,,Independent,Barron,10
Davis,Kaysville 15,U.S. Senate,,Independent American,Fonua,14
Davis,Kaysville 16,U.S. Senate,,Democratic,Snow,81
Davis,Kaysville 16,U.S. Senate,,Independent,Barron,7
Davis,Kaysville 16,U.S. Senate,,Independent American,Fonua,6
Davis,Kaysville 17,U.S. Senate,,Democratic,Snow,81
Davis,Kaysville 17,U.S. Senate,,Independent,Barron,11
Davis,Kaysville 17,U.S. Senate,,Independent American,Fonua,8
Davis,Kaysville 18,U.S. Senate,,Democratic,Snow,83
Davis,Kaysville 18,U.S. Senate,,Independent,Barron,7
Davis,Kaysville 18,U.S. Senate,,Independent American,Fonua,18
Davis,Kaysville 19,U.S. Senate,,Democratic,Snow,94
Davis,Kaysville 19,U.S. Senate,,Independent,Barron,15
Davis,Kaysville 19,U.S. Senate,,Independent American,Fonua,18
Davis,Kaysville 20,U.S. Senate,,Democratic,Snow,44
Davis,Kaysville 20,U.S. Senate,,Independent,Barron,11
Davis,Kaysville 20,U.S. Senate,,Independent American,Fonua,17
Davis,Layton 1,U.S. Senate,,Democratic,Snow,101
Davis,Layton 1,U.S. Senate,,Independent,Barron,7
Davis,Layton 1,U.S. Senate,,Independent American,Fonua,11
Davis,Layton 2,U.S. Senate,,Democratic,Snow,200
Davis,Layton 2,U.S. Senate,,Independent,Barron,15
Davis,Layton 2,U.S. Senate,,Independent American,Fonua,14
Davis,Layton 3,U.S. Senate,,Democratic,Snow,95
Davis,Layton 3,U.S. Senate,,Independent,Barron,4
Davis,Layton 3,U.S. Senate,,Independent American,Fonua,16
Davis,Layton 4,U.S. Senate,,Democratic,Snow,120
Davis,Layton 4,U.S. Senate,,Independent,Barron,10
Davis,Layton 4,U.S. Senate,,Independent American,Fonua,25
Davis,Layton 5,U.S. Senate,,Democratic,Snow,134
Davis,Layton 5,U.S. Senate,,Independent,Barron,11
Davis,Layton 5,U.S. Senate,,Independent American,Fonua,11
Davis,Layton 6,U.S. Senate,,Democratic,Snow,149
Davis,Layton 6,U.S. Senate,,Independent,Barron,18
Davis,Layton 6,U.S. Senate,,Independent American,Fonua,23
Davis,Layton 7,U.S. Senate,,Democratic,Snow,177
Davis,Layton 7,U.S. Senate,,Independent,Barron,10
Davis,Layton 7,U.S. Senate,,Independent American,Fonua,21
Davis,Layton 8,U.S. Senate,,Democratic,Snow,104
Davis,Layton 8,U.S. Senate,,Independent,Barron,11
Davis,Layton 8,U.S. Senate,,Independent American,Fonua,15
Davis,Layton 9,U.S. Senate,,Democratic,Snow,132
Davis,Layton 9,U.S. Senate,,Independent,Barron,21
Davis,Layton 9,U.S. Senate,,Independent American,Fonua,16
Davis,Layton 10,U.S. Senate,,Democratic,Snow,177
Davis,Layton 10,U.S. Senate,,Independent,Barron,19
Davis,Layton 10,U.S. Senate,,Independent American,Fonua,31
Davis,Layton 11,U.S. Senate,,Democratic,Snow,147
Davis,Layton 11,U.S. Senate,,Independent,Barron,10
Davis,Layton 11,U.S. Senate,,Independent American,Fonua,26
Davis,Layton 12,U.S. Senate,,Democratic,Snow,229
Davis,Layton 12,U.S. Senate,,Independent,Barron,17
Davis,Layton 12,U.S. Senate,,Independent American,Fonua,38
Davis,Layton 13,U.S. Senate,,Democratic,Snow,151
Davis,Layton 13,U.S. Senate,,Independent,Barron,20
Davis,Layton 13,U.S. Senate,,Independent American,Fonua,18
Davis,Layton 14,U.S. Senate,,Democratic,Snow,192
Davis,Layton 14,U.S. Senate,,Independent,Barron,14
Davis,Layton 14,U.S. Senate,,Independent American,Fonua,24
Davis,Layton 15,U.S. Senate,,Democratic,Snow,213
Davis,Layton 15,U.S. Senate,,Independent,Barron,14
Davis,Layton 15,U.S. Senate,,Independent American,Fonua,29
Davis,Layton 16,U.S. Senate,,Democratic,Snow,110
Davis,Layton 16,U.S. Senate,,Independent,Barron,14
Davis,Layton 16,U.S. Senate,,Independent American,Fonua,16
Davis,Layton 17,U.S. Senate,,Democratic,Snow,139
Davis,Layton 17,U.S. Senate,,Independent,Barron,21
Davis,Layton 17,U.S. Senate,,Independent American,Fonua,25
Davis,Layton 18,U.S. Senate,,Democratic,Snow,100
Davis,Layton 18,U.S. Senate,,Independent,Barron,7
Davis,Layton 18,U.S. Senate,,Independent American,Fonua,19
Davis,Layton 19,U.S. Senate,,Democratic,Snow,144
Davis,Layton 19,U.S. Senate,,Independent,Barron,16
Davis,Layton 19,U.S. Senate,,Independent American,Fonua,26
Davis,Layton 20,U.S. Senate,,Democratic,Snow,164
Davis,Layton 20,U.S. Senate,,Independent,Barron,14
Davis,Layton 20,U.S. Senate,,Independent American,Fonua,21
Davis,Layton 21,U.S. Senate,,Democratic,Snow,137
Davis,Layton 21,U.S. Senate,,Independent,Barron,11
Davis,Layton 21,U.S. Senate,,Independent American,Fonua,18
Davis,Layton 22,U.S. Senate,,Democratic,Snow,173
Davis,Layton 22,U.S. Senate,,Independent,Barron,10
Davis,Layton 22,U.S. Senate,,Independent American,Fonua,31
Davis,Layton 23,U.S. Senate,,Democratic,Snow,192
Davis,Layton 23,U.S. Senate,,Independent,Barron,25
Davis,Layton 23,U.S. Senate,,Independent American,Fonua,22
Davis,Layton 24,U.S. Senate,,Democratic,Snow,183
Davis,Layton 24,U.S. Senate,,Independent,Barron,16
Davis,Layton 24,U.S. Senate,,Independent American,Fonua,18
Davis,Layton 25,U.S. Senate,,Democratic,Snow,66
Davis,Layton 25,U.S. Senate,,Independent,Barron,5
Davis,Layton 25,U.S. Senate,,Independent American,Fonua,5
Davis,Layton 26,U.S. Senate,,Democratic,Snow,187
Davis,Layton 26,U.S. Senate,,Independent,Barron,16
Davis,Layton 26,U.S. Senate,,Independent American,Fonua,26
Davis,Layton 27,U.S. Senate,,Democratic,Snow,184
Davis,Layton 27,U.S. Senate,,Independent,Barron,14
Davis,Layton 27,U.S. Senate,,Independent American,Fonua,34
Davis,Layton 28,U.S. Senate,,Democratic,Snow,215
Davis,Layton 28,U.S. Senate,,Independent,Barron,18
Davis,Layton 28,U.S. Senate,,Independent American,Fonua,34
Davis,Layton 29,U.S. Senate,,Democratic,Snow,51
Davis,Layton 29,U.S. Senate,,Independent,Barron,3
Davis,Layton 29,U.S. Senate,,Independent American,Fonua,12
Davis,Layton 30,U.S. Senate,,Democratic,Snow,195
Davis,Layton 30,U.S. Senate,,Independent,Barron,11
Davis,Layton 30,U.S. Senate,,Independent American,Fonua,36
