county,precinct,office,district,candidate,party,votes,election_day,mail,absentee,provisional
Salt Lake,KRN012,State Treasurer,,Neil Hansen,Democratic,97,,,,
Salt Lake,KRN013,State Treasurer,,Neil Hansen,Democratic,289,,,,
Salt Lake,KRN014,State Treasurer,,Neil Hansen,Democratic,13,,,,
Salt Lake,KRN015,State Treasurer,,Neil Hansen,Democratic,248,,,,
Salt Lake,KRN016,State Treasurer,,Neil Hansen,Democratic,255,,,,
Salt Lake,KRN017,State Treasurer,,Neil Hansen,Democratic,305,,,,
Salt Lake,KRN018,State Treasurer,,Neil Hansen,Democratic,208,,,,
Salt Lake,KRN019,State Treasurer,,Neil Hansen,Democratic,286,,,,
Salt Lake,KRN020,State Treasurer,,Neil Hansen,Democratic,124,,,,
Salt Lake,KRN021,State Treasurer,,Neil Hansen,Democratic,112,,,,
Salt Lake,LTC001,State Treasurer,,Neil Hansen,Democratic,0,,,,
Salt Lake,LTC002,State Treasurer,,Neil Hansen,Democratic,13,,,,
Salt Lake,LTC003,State Treasurer,,Neil Hansen,Democratic,18,,,,
Salt Lake,MAG001,State Treasurer,,Neil Hansen,Democratic,229,,,,
Salt Lake,MAG003,State Treasurer,,Neil Hansen,Democratic,234,,,,
Salt Lake,MAG004,State Treasurer,,Neil Hansen,Democratic,142,,,,
Salt Lake,MAG005,State Treasurer,,Neil Hansen,Democratic,292,,,,
Salt Lake,MAG006,State Treasurer,,Neil Hansen,Democratic,191,,,,
Salt Lake,MAG007,State Treasurer,,Neil Hansen,Democratic,218,,,,
Salt Lake,MAG009,State Treasurer,,Neil Hansen,Democratic,282,,,,
Salt Lake,MAG010,State Treasurer,,Neil Hansen,Democratic,225,,,,
Salt Lake,MAG011,State Treasurer,,Neil Hansen,Democratic,295,,,,
Salt Lake,MAG012,State Treasurer,,Neil Hansen,Democratic,217,,,,
Salt Lake,MAG013,State Treasurer,,Neil Hansen,Democratic,121,,,,
Salt Lake,MAG014,State Treasurer,,Neil Hansen,Democratic,211,,,,
Salt Lake,MAG015,State Treasurer,,Neil Hansen,Democratic,200,,,,
Salt Lake,MAG016,State Treasurer,,Neil Hansen,Democratic,244,,,,
Salt Lake,MAG901,State Treasurer,,Neil Hansen,Democratic,2,,,,
Salt Lake,MID001,State Treasurer,,Neil Hansen,Democratic,525,,,,
Salt Lake,MID002,State Treasurer,,Neil Hansen,Democratic,281,,,,
Salt Lake,MID003,State Treasurer,,Neil Hansen,Democratic,156,,,,
Salt Lake,MID004,State Treasurer,,Neil Hansen,Democratic,10,,,,
Salt Lake,MID005,State Treasurer,,Neil Hansen,Democratic,258,,,,
Salt Lake,MID006,State Treasurer,,Neil Hansen,Democratic,278,,,,
Salt Lake,MID009,State Treasurer,,Neil Hansen,Democratic,56,,,,
Salt Lake,MID010,State Treasurer,,Neil Hansen,Democratic,240,,,,
Salt Lake,MID011,State Treasurer,,Neil Hansen,Democratic,321,,,,
Salt Lake,MID013,State Treasurer,,Neil Hansen,Democratic,168,,,,
Salt Lake,MID014,State Treasurer,,Neil Hansen,Democratic,8,,,,
Salt Lake,MID015,State Treasurer,,Neil Hansen,Democratic,231,,,,
Salt Lake,MID016,State Treasurer,,Neil Hansen,Democratic,214,,,,
Salt Lake,MID017,State Treasurer,,Neil Hansen,Democratic,211,,,,
Salt Lake,MID019,State Treasurer,,Neil Hansen,Democratic,240,,,,
Salt Lake,MID022,State Treasurer,,Neil Hansen,Democratic,370,,,,
Salt Lake,MID024,State Treasurer,,Neil Hansen,Democratic,338,,,,
Salt Lake,MID025,State Treasurer,,Neil Hansen,Democratic,133,,,,
Salt Lake,MID026,State Treasurer,,Neil Hansen,Democratic,48,,,,
Salt Lake,MID027,State Treasurer,,Neil Hansen,Democratic,139,,,,
Salt Lake,MID028,State Treasurer,,Neil Hansen,Democratic,209,,,,
Salt Lake,MID029,State Treasurer,,Neil Hansen,Democratic,207,,,,
Salt Lake,MID030,State Treasurer,,Neil Hansen,Democratic,133,,,,
Salt Lake,MID032,State Treasurer,,Neil Hansen,Democratic,0,,,,
Salt Lake,MIL001,State Treasurer,,Neil Hansen,Democratic,440,,,,
Salt Lake,MIL004,State Treasurer,,Neil Hansen,Democratic,432,,,,
Salt Lake,MIL007,State Treasurer,,Neil Hansen,Democratic,223,,,,
Salt Lake,MIL008,State Treasurer,,Neil Hansen,Democratic,388,,,,
Salt Lake,MIL010,State Treasurer,,Neil Hansen,Democratic,410,,,,
Salt Lake,MIL011,State Treasurer,,Neil Hansen,Democratic,320,,,,
Salt Lake,MIL012,State Treasurer,,Neil Hansen,Democratic,57,,,,
Salt Lake,MIL013,State Treasurer,,Neil Hansen,Democratic,311,,,,
Salt Lake,MIL014,State Treasurer,,Neil Hansen,Democratic,97,,,,
Salt Lake,MIL015,State Treasurer,,Neil Hansen,Democratic,211,,,,
Salt Lake,MIL016,State Treasurer,,Neil Hansen,Democratic,462,,,,
Salt Lake,MIL018,State Treasurer,,Neil Hansen,Democratic,330,,,,
Salt Lake,MIL019,State Treasurer,,Neil Hansen,Democratic,302,,,,
Salt Lake,MIL020,State Treasurer,,Neil Hansen,Democratic,225,,,,
Salt Lake,MIL022,State Treasurer,,Neil Hansen,Democratic,448,,,,
Salt Lake,MIL024,State Treasurer,,Neil Hansen,Democratic,330,,,,
Salt Lake,MIL025,State Treasurer,,Neil Hansen,Democratic,173,,,,
Salt Lake,MIL026,State Treasurer,,Neil Hansen,Democratic,561,,,,
Salt Lake,MIL029,State Treasurer,,Neil Hansen,Democratic,297,,,,
Salt Lake,MOL001,State Treasurer,,Neil Hansen,Democratic,382,,,,
Salt Lake,MOL002,State Treasurer,,Neil Hansen,Democratic,356,,,,
Salt Lake,MOL003,State Treasurer,,Neil Hansen,Democratic,333,,,,
Salt Lake,MOL004,State Treasurer,,Neil Hansen,Democratic,209,,,,
Salt Lake,MOL005,State Treasurer,,Neil Hansen,Democratic,271,,,,
Salt Lake,MOL006,State Treasurer,,Neil Hansen,Democratic,450,,,,
Salt Lake,MOL007,State Treasurer,,Neil Hansen,Democratic,263,,,,
Salt Lake,MOL008,State Treasurer,,Neil Hansen,Democratic,281,,,,
Salt Lake,MOL009,State Treasurer,,Neil Hansen,Democratic,0,,,,
Salt Lake,MUR001,State Treasurer,,Neil Hansen,Democratic,10,,,,
Salt Lake,MUR002,State Treasurer,,Neil Hansen,Democratic,392,,,,
Salt Lake,MUR003,State Treasurer,,Neil Hansen,Democratic,102,,,,
Salt Lake,MUR004,State Treasurer,,Neil Hansen,Democratic,237,,,,
Salt Lake,MUR005,State Treasurer,,Neil Hansen,Democratic,289,,,,
Salt Lake,MUR006,State Treasurer,,Neil Hansen,Democratic,1,,,,
Salt Lake,MUR007,State Treasurer,,Neil Hansen,Democratic,205,,,,
Salt Lake,MUR008,State Treasurer,,Neil Hansen,Democratic,389,,,,
Salt Lake,MUR009,State Treasurer,,Neil Hansen,Democratic,136,,,,
Salt Lake,MUR010,State Treasurer,,Neil Hansen,Democratic,19,,,,
Salt Lake,MUR011,State Treasurer,,Neil Hansen,Democratic,277,,,,
Salt Lake,MUR012,State Treasurer,,Neil Hansen,Democratic,323,,,,
Salt Lake,MUR013,State Treasurer,,Neil Hansen,Democratic,58,,,,
Salt Lake,MUR014,State Treasurer,,Neil Hansen,Democratic,255,,,,
Salt Lake,MUR015,State Treasurer,,Neil Hansen,Democratic,136,,,,
Salt Lake,MUR016,State Treasurer,,Neil Hansen,Democratic,124,,,,
Salt Lake,MUR017,State Treasurer,,Neil Hansen,Democratic,144,,,,
Salt Lake,MUR018,State Treasurer,,Neil Hansen,Democratic,290,,,,
Salt Lake,MUR019,State Treasurer,,Neil Hansen,Democratic,151,,,,
Salt Lake,MUR020,State Treasurer,,Neil Hansen,Democratic,250,,,,
Salt Lake,MUR021,State Treasurer,,Neil Hansen,Democratic,279,,,,
Salt Lake,MUR022,State Treasurer,,Neil Hansen,Democratic,23,,,,
Salt Lake,MUR023,State Treasurer,,Neil Hansen,Democratic,287,,,,
Salt Lake,MUR024,State Treasurer,,Neil Hansen,Democratic,208,,,,
Salt Lake,MUR025,State Treasurer,,Neil Hansen,Democratic,296,,,,
Salt Lake,MUR027,State Treasurer,,Neil Hansen,Democratic,456,,,,
Salt Lake,MUR028,State Treasurer,,Neil Hansen,Democratic,114,,,,
Salt Lake,MUR029,State Treasurer,,Neil Hansen,Democratic,324,,,,
Salt Lake,MUR030,State Treasurer,,Neil Hansen,Democratic,129,,,,
Salt Lake,MUR031,State Treasurer,,Neil Hansen,Democratic,343,,,,
Salt Lake,MUR032,State Treasurer,,Neil Hansen,Democratic,219,,,,
Salt Lake,MUR033,State Treasurer,,Neil Hansen,Democratic,189,,,,
Salt Lake,MUR034,State Treasurer,,Neil Hansen,Democratic,209,,,,
Salt Lake,MUR035,State Treasurer,,Neil Hansen,Democratic,226,,,,
Salt Lake,MUR036,State Treasurer,,Neil Hansen,Democratic,249,,,,
Salt Lake,MUR037,State Treasurer,,Neil Hansen,Democratic,224,,,,
Salt Lake,MUR038,State Treasurer,,Neil Hansen,Democratic,137,,,,
Salt Lake,MUR039,State Treasurer,,Neil Hansen,Democratic,291,,,,
Salt Lake,MUR040,State Treasurer,,Neil Hansen,Democratic,82,,,,
Salt Lake,MUR041,State Treasurer,,Neil Hansen,Democratic,191,,,,
Salt Lake,MUR042,State Treasurer,,Neil Hansen,Democratic,262,,,,
Salt Lake,MUR043,State Treasurer,,Neil Hansen,Democratic,317,,,,
Salt Lake,MUR044,State Treasurer,,Neil Hansen,Democratic,22,,,,
Salt Lake,MUR045,State Treasurer,,Neil Hansen,Democratic,3,,,,
Salt Lake,MUR046,State Treasurer,,Neil Hansen,Democratic,231,,,,
Salt Lake,MUR047,State Treasurer,,Neil Hansen,Democratic,138,,,,
Salt Lake,MUR048,State Treasurer,,Neil Hansen,Democratic,20,,,,
Salt Lake,MUR049,State Treasurer,,Neil Hansen,Democratic,223,,,,
Salt Lake,MUR050,State Treasurer,,Neil Hansen,Democratic,186,,,,
Salt Lake,MUR051,State Treasurer,,Neil Hansen,Democratic,11,,,,
Salt Lake,MUR052,State Treasurer,,Neil Hansen,Democratic,29,,,,
Salt Lake,MUR053,State Treasurer,,Neil Hansen,Democratic,2,,,,
Salt Lake,NJC001,State Treasurer,,Neil Hansen,Democratic,8,,,,
Salt Lake,NLC002,State Treasurer,,Neil Hansen,Democratic,0,,,,
Salt Lake,PCN001,State Treasurer,,Neil Hansen,Democratic,4,,,,
Salt Lake,RIV001,State Treasurer,,Neil Hansen,Democratic,200,,,,
Salt Lake,RIV002,State Treasurer,,Neil Hansen,Democratic,103,,,,
Salt Lake,RIV003,State Treasurer,,Neil Hansen,Democratic,141,,,,
Salt Lake,RIV004,State Treasurer,,Neil Hansen,Democratic,168,,,,
Salt Lake,RIV005,State Treasurer,,Neil Hansen,Democratic,128,,,,
Salt Lake,RIV006,State Treasurer,,Neil Hansen,Democratic,10,,,,
Salt Lake,RIV007,State Treasurer,,Neil Hansen,Democratic,101,,,,
Salt Lake,RIV008,State Treasurer,,Neil Hansen,Democratic,178,,,,
Salt Lake,RIV009,State Treasurer,,Neil Hansen,Democratic,143,,,,
Salt Lake,RIV010,State Treasurer,,Neil Hansen,Democratic,180,,,,
Salt Lake,RIV011,State Treasurer,,Neil Hansen,Democratic,52,,,,
Salt Lake,RIV012,State Treasurer,,Neil Hansen,Democratic,138,,,,
Salt Lake,RIV013,State Treasurer,,Neil Hansen,Democratic,90,,,,
Salt Lake,RIV015,State Treasurer,,Neil Hansen,Democratic,198,,,,
Salt Lake,RIV016,State Treasurer,,Neil Hansen,Democratic,159,,,,
Salt Lake,RIV017,State Treasurer,,Neil Hansen,Democratic,186,,,,
Salt Lake,RIV018,State Treasurer,,Neil Hansen,Democratic,72,,,,
Salt Lake,RIV019,State Treasurer,,Neil Hansen,Democratic,154,,,,
Salt Lake,RIV020,State Treasurer,,Neil Hansen,Democratic,127,,,,
Salt Lake,RIV021,State Treasurer,,Neil Hansen,Democratic,133,,,,
Salt Lake,RIV022,State Treasurer,,Neil Hansen,Democratic,190,,,,
Salt Lake,RIV023,State Treasurer,,Neil Hansen,Democratic,108,,,,
Salt Lake,RIV024,State Treasurer,,Neil Hansen,Democratic,50,,,,
Salt Lake,RIV025,State Treasurer,,Neil Hansen,Democratic,243,,,,
Salt Lake,RIV026,State Treasurer,,Neil Hansen,Democratic,187,,,,
Salt Lake,RIV027,State Treasurer,,Neil Hansen,Democratic,100,,,,
Salt Lake,RIV028,State Treasurer,,Neil Hansen,Democratic,49,,,,
Salt Lake,RIV029,State Treasurer,,Neil Hansen,Democratic,108,,,,
Salt Lake,RIV030,State Treasurer,,Neil Hansen,Democratic,46,,,,
Salt Lake,RIV031,State Treasurer,,Neil Hansen,Democratic,106,,,,
Salt Lake,SAN001,State Treasurer,,Neil Hansen,Democratic,266,,,,
Salt Lake,SAN002,State Treasurer,,Neil Hansen,Democratic,61,,,,
Salt Lake,SAN003,State Treasurer,,Neil Hansen,Democratic,71,,,,
Salt Lake,SAN004,State Treasurer,,Neil Hansen,Democratic,221,,,,
Salt Lake,SAN005,State Treasurer,,Neil Hansen,Democratic,292,,,,
Salt Lake,SAN006,State Treasurer,,Neil Hansen,Democratic,112,,,,
Salt Lake,SAN007,State Treasurer,,Neil Hansen,Democratic,84,,,,
Salt Lake,SAN009,State Treasurer,,Neil Hansen,Democratic,314,,,,
Salt Lake,SAN010,State Treasurer,,Neil Hansen,Democratic,71,,,,
Salt Lake,SAN011,State Treasurer,,Neil Hansen,Democratic,259,,,,
Salt Lake,SAN012,State Treasurer,,Neil Hansen,Democratic,295,,,,
Salt Lake,SAN013,State Treasurer,,Neil Hansen,Democratic,226,,,,
Salt Lake,SAN014,State Treasurer,,Neil Hansen,Democratic,221,,,,
Salt Lake,SAN015,State Treasurer,,Neil Hansen,Democratic,255,,,,
Salt Lake,SAN016,State Treasurer,,Neil Hansen,Democratic,119,,,,
Salt Lake,SAN018,State Treasurer,,Neil Hansen,Democratic,222,,,,
Salt Lake,SAN019,State Treasurer,,Neil Hansen,Democratic,126,,,,
Salt Lake,SAN020,State Treasurer,,Neil Hansen,Democratic,55,,,,
Salt Lake,SAN021,State Treasurer,,Neil Hansen,Democratic,132,,,,
Salt Lake,SAN022,State Treasurer,,Neil Hansen,Democratic,324,,,,
Salt Lake,SAN024,State Treasurer,,Neil Hansen,Democratic,216,,,,
Salt Lake,SAN026,State Treasurer,,Neil Hansen,Democratic,208,,,,
Salt Lake,SAN027,State Treasurer,,Neil Hansen,Democratic,276,,,,
Salt Lake,SAN029,State Treasurer,,Neil Hansen,Democratic,237,,,,
Salt Lake,SAN030,State Treasurer,,Neil Hansen,Democratic,128,,,,
Salt Lake,SAN031,State Treasurer,,Neil Hansen,Democratic,188,,,,
Salt Lake,SAN032,State Treasurer,,Neil Hansen,Democratic,152,,,,
Salt Lake,SAN033,State Treasurer,,Neil Hansen,Democratic,329,,,,
Salt Lake,SAN034,State Treasurer,,Neil Hansen,Democratic,214,,,,
Salt Lake,SAN035,State Treasurer,,Neil Hansen,Democratic,170,,,,
Salt Lake,SAN036,State Treasurer,,Neil Hansen,Democratic,198,,,,
Salt Lake,SAN038,State Treasurer,,Neil Hansen,Democratic,261,,,,
Salt Lake,SAN039,State Treasurer,,Neil Hansen,Democratic,251,,,,
Salt Lake,SAN040,State Treasurer,,Neil Hansen,Democratic,106,,,,
Salt Lake,SAN041,State Treasurer,,Neil Hansen,Democratic,153,,,,
Salt Lake,SAN042,State Treasurer,,Neil Hansen,Democratic,217,,,,
Salt Lake,SAN043,State Treasurer,,Neil Hansen,Democratic,161,,,,
Salt Lake,SAN044,State Treasurer,,Neil Hansen,Democratic,292,,,,
Salt Lake,SAN045,State Treasurer,,Neil Hansen,Democratic,291,,,,
Salt Lake,SAN048,State Treasurer,,Neil Hansen,Democratic,213,,,,
Salt Lake,SAN049,State Treasurer,,Neil Hansen,Democratic,323,,,,
Salt Lake,SAN050,State Treasurer,,Neil Hansen,Democratic,226,,,,
Salt Lake,SAN051,State Treasurer,,Neil Hansen,Democratic,266,,,,
Salt Lake,SAN052,State Treasurer,,Neil Hansen,Democratic,81,,,,
Salt Lake,SAN053,State Treasurer,,Neil Hansen,Democratic,235,,,,
Salt Lake,SAN054,State Treasurer,,Neil Hansen,Democratic,291,,,,
Salt Lake,SAN055,State Treasurer,,Neil Hansen,Democratic,249,,,,
Salt Lake,SAN056,State Treasurer,,Neil Hansen,Democratic,319,,,,
Salt Lake,SAN057,State Treasurer,,Neil Hansen,Democratic,383,,,,
Salt Lake,SAN058,State Treasurer,,Neil Hansen,Democratic,263,,,,
Salt Lake,SAN059,State Treasurer,,Neil Hansen,Democratic,67,,,,
Salt Lake,SAN060,State Treasurer,,Neil Hansen,Democratic,246,,,,
Salt Lake,SAN061,State Treasurer,,Neil Hansen,Democratic,143,,,,
Salt Lake,SAN062,State Treasurer,,Neil Hansen,Democratic,205,,,,
Salt Lake,SAN063,State Treasurer,,Neil Hansen,Democratic,185,,,,
Salt Lake,SAN064,State Treasurer,,Neil Hansen,Democratic,150,,,,
Salt Lake,SAN065,State Treasurer,,Neil Hansen,Democratic,217,,,,
Salt Lake,SAN066,State Treasurer,,Neil Hansen,Democratic,176,,,,
Salt Lake,SAN067,State Treasurer,,Neil Hansen,Democratic,243,,,,
Salt Lake,SAN068,State Treasurer,,Neil Hansen,Democratic,124,,,,
Salt Lake,SAN069,State Treasurer,,Neil Hansen,Democratic,168,,,,
Salt Lake,SAN070,State Treasurer,,Neil Hansen,Democratic,35,,,,
Salt Lake,SAN071,State Treasurer,,Neil Hansen,Democratic,91,,,,
Salt Lake,SAN072,State Treasurer,,Neil Hansen,Democratic,196,,,,
Salt Lake,SAN073,State Treasurer,,Neil Hansen,Democratic,190,,,,
Salt Lake,SAN074,State Treasurer,,Neil Hansen,Democratic,159,,,,
Salt Lake,SAN075,State Treasurer,,Neil Hansen,Democratic,175,,,,
Salt Lake,SAN076,State Treasurer,,Neil Hansen,Democratic,81,,,,
Salt Lake,SAN077,State Treasurer,,Neil Hansen,Democratic,149,,,,
Salt Lake,SAN078,State Treasurer,,Neil Hansen,Democratic,228,,,,
Salt Lake,SAN079,State Treasurer,,Neil Hansen,Democratic,245,,,,
Salt Lake,SAN080,State Treasurer,,Neil Hansen,Democratic,92,,,,
Salt Lake,SAN081,State Treasurer,,Neil Hansen,Democratic,214,,,,
Salt Lake,SAN082,State Treasurer,,Neil Hansen,Democratic,261,,,,
Salt Lake,SAN083,State Treasurer,,Neil Hansen,Democratic,24,,,,
Salt Lake,SAN084,State Treasurer,,Neil Hansen,Democratic,216,,,,
Salt Lake,SAN086,State Treasurer,,Neil Hansen,Democratic,274,,,,
Salt Lake,SAN087,State Treasurer,,Neil Hansen,Democratic,216,,,,
Salt Lake,SAN088,State Treasurer,,Neil Hansen,Democratic,0,,,,
Salt Lake,SHL001,State Treasurer,,Neil Hansen,Democratic,38,,,,
Salt Lake,SHL002,State Treasurer,,Neil Hansen,Democratic,57,,,,
Salt Lake,SHL003,State Treasurer,,Neil Hansen,Democratic,105,,,,
Salt Lake,SHL004,State Treasurer,,Neil Hansen,Democratic,37,,,,
Salt Lake,SHL005,State Treasurer,,Neil Hansen,Democratic,35,,,,
Salt Lake,SHL006,State Treasurer,,Neil Hansen,Democratic,126,,,,
Salt Lake,SIL001,State Treasurer,,Neil Hansen,Democratic,2,,,,
Salt Lake,SIL002,State Treasurer,,Neil Hansen,Democratic,2,,,,
Salt Lake,SIL003,State Treasurer,,Neil Hansen,Democratic,0,,,,
Salt Lake,SIL004,State Treasurer,,Neil Hansen,Democratic,3,,,,
Salt Lake,SIL005,State Treasurer,,Neil Hansen,Democratic,5,,,,
Salt Lake,SIL007,State Treasurer,,Neil Hansen,Democratic,0,,,,
Salt Lake,SIL009,State Treasurer,,Neil Hansen,Democratic,1,,,,
Salt Lake,SIL010,State Treasurer,,Neil Hansen,Democratic,28,,,,
Salt Lake,SIL011,State Treasurer,,Neil Hansen,Democratic,6,,,,
Salt Lake,SIL013,State Treasurer,,Neil Hansen,Democratic,2,,,,
Salt Lake,SIL014,State Treasurer,,Neil Hansen,Democratic,0,,,,
Salt Lake,SIL015,State Treasurer,,Neil Hansen,Democratic,7,,,,
Salt Lake,SIL016,State Treasurer,,Neil Hansen,Democratic,3,,,,
Salt Lake,SJD001,State Treasurer,,Neil Hansen,Democratic,242,,,,
Salt Lake,SJD002,State Treasurer,,Neil Hansen,Democratic,10,,,,
Salt Lake,SJD003,State Treasurer,,Neil Hansen,Democratic,179,,,,
Salt Lake,SJD004,State Treasurer,,Neil Hansen,Democratic,168,,,,
Salt Lake,SJD005,State Treasurer,,Neil Hansen,Democratic,119,,,,
Salt Lake,SJD006,State Treasurer,,Neil Hansen,Democratic,305,,,,
Salt Lake,SJD007,State Treasurer,,Neil Hansen,Democratic,123,,,,
Salt Lake,SJD008,State Treasurer,,Neil Hansen,Democratic,253,,,,
Salt Lake,SJD009,State Treasurer,,Neil Hansen,Democratic,26,,,,
Salt Lake,SJD010,State Treasurer,,Neil Hansen,Democratic,145,,,,
Salt Lake,SJD012,State Treasurer,,Neil Hansen,Democratic,187,,,,
Salt Lake,SJD013,State Treasurer,,Neil Hansen,Democratic,170,,,,
Salt Lake,SJD014,State Treasurer,,Neil Hansen,Democratic,169,,,,
Salt Lake,SJD015,State Treasurer,,Neil Hansen,Democratic,140,,,,
Salt Lake,SJD016,State Treasurer,,Neil Hansen,Democratic,121,,,,
Salt Lake,SJD017,State Treasurer,,Neil Hansen,Democratic,205,,,,
Salt Lake,SJD018,State Treasurer,,Neil Hansen,Democratic,140,,,,
Salt Lake,SJD019,State Treasurer,,Neil Hansen,Democratic,100,,,,
Salt Lake,SJD020,State Treasurer,,Neil Hansen,Democratic,17,,,,
Salt Lake,SJD021,State Treasurer,,Neil Hansen,Democratic,131,,,,
Salt Lake,SJD022,State Treasurer,,Neil Hansen,Democratic,318,,,,
Salt Lake,SJD023,State Treasurer,,Neil Hansen,Democratic,220,,,,
Salt Lake,SJD024,State Treasurer,,Neil Hansen,Democratic,106,,,,
Salt Lake,SJD025,State Treasurer,,Neil Hansen,Democratic,170,,,,
Salt Lake,SJD026,State Treasurer,,Neil Hansen,Democratic,317,,,,
Salt Lake,SJD027,State Treasurer,,Neil Hansen,Democratic,344,,,,
Salt Lake,SJD028,State Treasurer,,Neil Hansen,Democratic,303,,,,
Salt Lake,SJD029,State Treasurer,,Neil Hansen,Democratic,193,,,,
Salt Lake,SJD030,State Treasurer,,Neil Hansen,Democratic,307,,,,
Salt Lake,SJD031,State Treasurer,,Neil Hansen,Democratic,152,,,,
Salt Lake,SJD032,State Treasurer,,Neil Hansen,Democratic,331,,,,
Salt Lake,SJD033,State Treasurer,,Neil Hansen,Democratic,215,,,,
Salt Lake,SJD034,State Treasurer,,Neil Hansen,Democratic,143,,,,
Salt Lake,SJD036,State Treasurer,,Neil Hansen,Democratic,84,,,,
Salt Lake,SJD037,State Treasurer,,Neil Hansen,Democratic,108,,,,
Salt Lake,SJD038,State Treasurer,,Neil Hansen,Democratic,217,,,,
Salt Lake,SJD039,State Treasurer,,Neil Hansen,Democratic,28,,,,
Salt Lake,SJD040,State Treasurer,,Neil Hansen,Democratic,179,,,,
Salt Lake,SJD041,State Treasurer,,Neil Hansen,Democratic,184,,,,
Salt Lake,SJD042,State Treasurer,,Neil Hansen,Democratic,230,,,,
Salt Lake,SJD045,State Treasurer,,Neil Hansen,Democratic,124,,,,
Salt Lake,SJD046,State Treasurer,,Neil Hansen,Democratic,44,,,,
Salt Lake,SJD047,State Treasurer,,Neil Hansen,Democratic,85,,,,
Salt Lake,SJD048,State Treasurer,,Neil Hansen,Democratic,42,,,,
Salt Lake,SJD049,State Treasurer,,Neil Hansen,Democratic,72,,,,
Salt Lake,SJD050,State Treasurer,,Neil Hansen,Democratic,78,,,,
Salt Lake,SLC001,State Treasurer,,Neil Hansen,Democratic,0,,,,
Salt Lake,SLC002,State Treasurer,,Neil Hansen,Democratic,217,,,,
Salt Lake,SLC003,State Treasurer,,Neil Hansen,Democratic,385,,,,
Salt Lake,SLC004,State Treasurer,,Neil Hansen,Democratic,232,,,,
Salt Lake,SLC005,State Treasurer,,Neil Hansen,Democratic,307,,,,
Salt Lake,SLC006,State Treasurer,,Neil Hansen,Democratic,264,,,,
Salt Lake,SLC007,State Treasurer,,Neil Hansen,Democratic,309,,,,
Salt Lake,SLC008,State Treasurer,,Neil Hansen,Democratic,102,,,,
Salt Lake,SLC009,State Treasurer,,Neil Hansen,Democratic,476,,,,
Salt Lake,SLC010,State Treasurer,,Neil Hansen,Democratic,104,,,,
Salt Lake,SLC011,State Treasurer,,Neil Hansen,Democratic,401,,,,
Salt Lake,SLC012,State Treasurer,,Neil Hansen,Democratic,460,,,,
Salt Lake,SLC013,State Treasurer,,Neil Hansen,Democratic,193,,,,
Salt Lake,SLC014,State Treasurer,,Neil Hansen,Democratic,219,,,,
Salt Lake,SLC015,State Treasurer,,Neil Hansen,Democratic,448,,,,
Salt Lake,SLC017,State Treasurer,,Neil Hansen,Democratic,181,,,,
Salt Lake,SLC018,State Treasurer,,Neil Hansen,Democratic,417,,,,
Salt Lake,SLC019,State Treasurer,,Neil Hansen,Democratic,401,,,,
Salt Lake,SLC020,State Treasurer,,Neil Hansen,Democratic,553,,,,
Salt Lake,SLC021,State Treasurer,,Neil Hansen,Democratic,362,,,,
Salt Lake,SLC023,State Treasurer,,Neil Hansen,Democratic,451,,,,
Salt Lake,SLC025,State Treasurer,,Neil Hansen,Democratic,492,,,,
Salt Lake,SLC026,State Treasurer,,Neil Hansen,Democratic,482,,,,
Salt Lake,SLC027,State Treasurer,,Neil Hansen,Democratic,410,,,,
Salt Lake,SLC028,State Treasurer,,Neil Hansen,Democratic,66,,,,
Salt Lake,SLC029,State Treasurer,,Neil Hansen,Democratic,411,,,,
Salt Lake,SLC030,State Treasurer,,Neil Hansen,Democratic,476,,,,
Salt Lake,SLC031,State Treasurer,,Neil Hansen,Democratic,409,,,,
Salt Lake,SLC032,State Treasurer,,Neil Hansen,Democratic,501,,,,
Salt Lake,SLC033,State Treasurer,,Neil Hansen,Democratic,426,,,,
Salt Lake,SLC034,State Treasurer,,Neil Hansen,Democratic,447,,,,
Salt Lake,SLC035,State Treasurer,,Neil Hansen,Democratic,322,,,,
Salt Lake,SLC039,State Treasurer,,Neil Hansen,Democratic,483,,,,
Salt Lake,SLC040,State Treasurer,,Neil Hansen,Democratic,309,,,,
Salt Lake,SLC041,State Treasurer,,Neil Hansen,Democratic,567,,,,
Salt Lake,SLC042,State Treasurer,,Neil Hansen,Democratic,359,,,,
Salt Lake,SLC043,State Treasurer,,Neil Hansen,Democratic,300,,,,
Salt Lake,SLC045,State Treasurer,,Neil Hansen,Democratic,282,,,,
Salt Lake,SLC047,State Treasurer,,Neil Hansen,Democratic,13,,,,
Salt Lake,SLC048,State Treasurer,,Neil Hansen,Democratic,405,,,,
Salt Lake,SLC049,State Treasurer,,Neil Hansen,Democratic,328,,,,
Salt Lake,SLC050,State Treasurer,,Neil Hansen,Democratic,516,,,,
Salt Lake,SLC051,State Treasurer,,Neil Hansen,Democratic,276,,,,
Salt Lake,SLC052,State Treasurer,,Neil Hansen,Democratic,470,,,,
Salt Lake,SLC054,State Treasurer,,Neil Hansen,Democratic,540,,,,
Salt Lake,SLC055,State Treasurer,,Neil Hansen,Democratic,269,,,,
Salt Lake,SLC057,State Treasurer,,Neil Hansen,Democratic,513,,,,
Salt Lake,SLC059,State Treasurer,,Neil Hansen,Democratic,656,,,,
Salt Lake,SLC060,State Treasurer,,Neil Hansen,Democratic,607,,,,
