county,precinct,office,district,candidate,party,mail,provisional,absentee,votes
Cache,RIVER HEIGHTS 02 ,COUNTY ASSESSOR ,,KATHLEEN C. HOWELL ,REP ,256,0,0,256
Cache,SMITHFIELD 01 ,COUNTY ASSESSOR ,,KATHLEEN C. HOWELL ,REP ,270,0,0,270
Cache,SMITHFIELD 02 ,COUNTY ASSESSOR ,,KATHLEEN C. HOWELL ,REP ,356,1,0,357
Cache,SMITHFIELD 03 ,COUNTY ASSESSOR ,,KATHLEEN C. HOWELL ,REP ,355,1,0,356
Cache,SMITHFIELD 04 ,COUNTY ASSESSOR ,,KATHLEEN C. HOWELL ,REP ,366,0,0,366
Cache,SMITHFIELD 05 ,COUNTY ASSESSOR ,,KATHLEEN C. HOWELL ,REP ,276,0,0,276
Cache,SMITHFIELD 06 ,COUNTY ASSESSOR ,,KATHLEEN C. HOWELL ,REP ,309,0,0,309
Cache,SMITHFIELD 07 ,COUNTY ASSESSOR ,,KATHLEEN C. HOWELL ,REP ,372,3,0,375
Cache,TRENTON ,COUNTY ASSESSOR ,,KATHLEEN C. HOWELL ,REP ,106,0,0,106
Cache,WELLSVILLE 01 ,COUNTY ASSESSOR ,,KATHLEEN C. HOWELL ,REP ,198,0,0,198
Cache,WELLSVILLE 02 ,COUNTY ASSESSOR ,,KATHLEEN C. HOWELL ,REP ,267,0,0,267
Cache,WELLSVILLE 03 ,COUNTY ASSESSOR ,,KATHLEEN C. HOWELL ,REP ,197,3,0,200
Cache,WELLSVILLE 04 ,COUNTY ASSESSOR ,,KATHLEEN C. HOWELL ,REP ,289,3,0,292
Cache,LOGAN 01 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,49,0,0,49
Cache,LOGAN 01CSD ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,11,0,0,11
Cache,LOGAN 02 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,78,0,0,78
Cache,LOGAN 03 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,56,0,0,56
Cache,LOGAN 04 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,79,1,0,80
Cache,LOGAN 05 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,130,0,0,130
Cache,LOGAN 06 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,72,2,0,74
Cache,LOGAN 07 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,44,0,0,44
Cache,LOGAN 08 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,42,2,0,44
Cache,LOGAN 09 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,59,2,0,61
Cache,LOGAN 10 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,37,0,0,37
Cache,LOGAN 11 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,50,0,0,50
Cache,LOGAN 12 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,14,0,0,14
Cache,LOGAN 13 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,225,0,0,225
Cache,LOGAN 14 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,93,1,0,94
Cache,LOGAN 15 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,39,2,0,41
Cache,LOGAN 16 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,80,0,0,80
Cache,LOGAN 17 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,54,3,0,57
Cache,LOGAN 18 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,19,0,0,19
Cache,LOGAN 19 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,25,1,0,26
Cache,LOGAN 20 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,129,1,0,130
Cache,LOGAN 21 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,87,1,0,88
Cache,LOGAN 22 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,152,1,0,153
Cache,LOGAN 23 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,14,0,0,14
Cache,LOGAN 24 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,63,1,0,64
Cache,LOGAN 25 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,66,0,0,66
Cache,LOGAN 26 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,53,1,0,54
Cache,LOGAN 27I ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,42,1,0,43
Cache,LOGAN 27U ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,0,0,0,0
Cache,LOGAN 27CSD ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,8,0,0,8
Cache,LOGAN 27:17C ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,0,0,0,0
Cache,LOGAN 28 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,22,1,0,23
Cache,LOGAN 29 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,115,0,0,115
Cache,LOGAN 29CSD ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,1,0,0,1
Cache,LOGAN 30 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,60,3,0,63
Cache,LOGAN 31 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,43,1,0,44
Cache,LOGAN 32 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,33,0,0,33
Cache,LOGAN 33 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,56,0,0,56
Cache,LOGAN 33.5 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,18,0,0,18
Cache,LOGAN 33CSD ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,3,0,0,3
Cache,AMALGA ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,50,0,0,50
Cache,BENSON ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,52,0,0,52
Cache,CLARKSTON ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,36,0,0,36
Cache,COLLEGE/YOUNG WARD ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,59,0,0,59
Cache,CORNISH ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,19,0,0,19
Cache,COVE ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,40,0,0,40
Cache,HYDE PARK 01 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,170,0,0,170
Cache,HYDE PARK 02 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,141,0,0,141
Cache,HYRUM 01 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,89,1,0,90
Cache,HYRUM 02 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,65,0,0,65
Cache,HYRUM 03 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,88,1,0,89
Cache,HYRUM 04 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,129,0,0,129
Cache,HYRUM 05 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,67,0,0,67
Cache,LEWISTON 01 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,64,0,0,64
Cache,LEWISTON 02 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,36,0,0,36
Cache,MENDON 01 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,13,0,0,13
Cache,MENDON 02 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,147,0,0,147
Cache,MILLVILLE 17 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,16,0,0,16
Cache,MILLVILLE 25 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,109,0,0,109
Cache,NEWTON ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,85,0,0,85
Cache,NIBLEY 01 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,81,0,0,81
Cache,NIBLEY 03 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,116,0,0,116
Cache,Nibley 17 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,62,0,0,62
Cache,Nibley 25 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,4,0,0,4
Cache,NORTH LOGAN 01 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,69,0,0,69
Cache,NORTH LOGAN 02 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,96,0,0,96
Cache,NORTH LOGAN 03 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,174,1,0,175
Cache,NORTH LOGAN 04 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,122,1,0,123
Cache,NORTH LOGAN 05 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,150,0,0,150
Cache,NORTH LOGAN 06 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,92,2,0,94
Cache,PARADISE ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,123,2,0,125
Cache,PROVIDENCE 01 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,100,0,0,100
Cache,PROVIDENCE 02 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,136,2,0,138
Cache,PROVIDENCE 03 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,61,0,0,61
Cache,PROVIDENCE 04 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,79,0,0,79
Cache,PROVIDENCE 05 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,69,0,0,69
Cache,RICHMOND 01 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,75,0,0,75
Cache,RICHMOND 02 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,101,0,0,101
Cache,RIVER HEIGHTS 01 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,67,1,0,68
Cache,RIVER HEIGHTS 02 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,95,0,0,95
Cache,SMITHFIELD 01 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,91,1,0,92
Cache,SMITHFIELD 02 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,154,0,0,154
Cache,SMITHFIELD 03 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,136,0,0,136
Cache,SMITHFIELD 04 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,129,0,0,129
Cache,SMITHFIELD 05 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,97,0,0,97
Cache,SMITHFIELD 06 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,102,0,0,102
Cache,SMITHFIELD 07 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,128,2,0,130
Cache,TRENTON ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,50,0,0,50
Cache,WELLSVILLE 01 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,37,0,0,37
Cache,WELLSVILLE 02 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,76,0,0,76
Cache,WELLSVILLE 03 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,73,1,0,74
Cache,WELLSVILLE 04 ,COUNTY ATTORNEY ,,CHRIS DAINES ,IAP ,83,0,0,83
Cache,LOGAN 01 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,72,0,0,72
Cache,LOGAN 01CSD ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,15,0,0,15
Cache,LOGAN 02 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,111,1,0,112
Cache,LOGAN 03 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,162,0,0,162
Cache,LOGAN 04 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,163,1,0,164
Cache,LOGAN 05 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,181,1,0,182
Cache,LOGAN 06 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,117,2,0,119
Cache,LOGAN 07 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,49,1,0,50
Cache,LOGAN 08 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,50,1,0,51
Cache,LOGAN 09 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,98,2,0,100
Cache,LOGAN 10 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,68,2,0,70
Cache,LOGAN 11 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,83,1,0,84
Cache,LOGAN 12 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,16,3,0,19
Cache,LOGAN 13 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,201,0,0,201
Cache,LOGAN 14 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,152,0,0,152
Cache,LOGAN 15 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,47,1,0,48
Cache,LOGAN 16 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,120,1,0,121
Cache,LOGAN 17 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,139,1,0,140
Cache,LOGAN 18 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,26,1,0,27
Cache,LOGAN 19 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,31,1,0,32
Cache,LOGAN 20 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,287,0,0,287
Cache,LOGAN 21 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,168,0,0,168
Cache,LOGAN 22 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,261,0,0,261
Cache,LOGAN 23 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,33,0,0,33
Cache,LOGAN 24 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,67,1,0,68
Cache,LOGAN 25 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,145,0,0,145
Cache,LOGAN 26 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,129,2,0,131
Cache,LOGAN 27I ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,134,1,0,135
Cache,LOGAN 27U ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,3,0,0,3
Cache,LOGAN 27CSD ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,34,0,0,34
Cache,LOGAN 27:17C ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,1,0,0,1
Cache,LOGAN 28 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,55,0,0,55
Cache,LOGAN 29 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,270,0,0,270
Cache,LOGAN 29CSD ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,0,0,0,0
Cache,LOGAN 30 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,119,3,0,122
Cache,LOGAN 31 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,73,1,0,74
Cache,LOGAN 32 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,59,1,0,60
Cache,LOGAN 33 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,117,0,0,117
Cache,LOGAN 33.5 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,44,0,0,44
Cache,LOGAN 33CSD ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,13,0,0,13
Cache,AMALGA ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,82,0,0,82
Cache,BENSON ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,119,0,0,119
Cache,CLARKSTON ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,130,0,0,130
Cache,COLLEGE/YOUNG WARD ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,177,1,0,178
Cache,CORNISH ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,49,0,0,49
Cache,COVE ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,120,0,0,120
Cache,HYDE PARK 01 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,429,2,0,431
Cache,HYDE PARK 02 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,393,1,0,394
Cache,HYRUM 01 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,237,1,0,238
Cache,HYRUM 02 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,128,1,0,129
Cache,HYRUM 03 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,250,2,0,252
Cache,HYRUM 04 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,343,1,0,344
Cache,HYRUM 05 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,141,0,0,141
Cache,LEWISTON 01 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,191,0,0,191
Cache,LEWISTON 02 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,145,0,0,145
Cache,MENDON 01 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,36,0,0,36
Cache,MENDON 02 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,418,1,0,419
Cache,MILLVILLE 17 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,54,1,0,55
Cache,MILLVILLE 25 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,318,1,0,319
Cache,NEWTON ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,178,0,0,178
Cache,NIBLEY 01 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,212,1,0,213
Cache,NIBLEY 03 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,310,1,0,311
Cache,Nibley 17 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,204,2,0,206
Cache,Nibley 25 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,11,0,0,11
Cache,NORTH LOGAN 01 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,168,4,0,172
Cache,NORTH LOGAN 02 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,186,0,0,186
Cache,NORTH LOGAN 03 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,172,1,0,173
Cache,NORTH LOGAN 04 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,272,1,0,273
Cache,NORTH LOGAN 05 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,341,1,0,342
Cache,NORTH LOGAN 06 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,217,0,0,217
Cache,PARADISE ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,348,1,0,349
Cache,PROVIDENCE 01 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,285,3,0,288
Cache,PROVIDENCE 02 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,404,2,0,406
Cache,PROVIDENCE 03 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,354,0,0,354
Cache,PROVIDENCE 04 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,251,0,0,251
Cache,PROVIDENCE 05 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,226,1,0,227
Cache,RICHMOND 01 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,170,0,0,170
Cache,RICHMOND 02 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,214,1,0,215
Cache,RIVER HEIGHTS 01 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,143,0,0,143
Cache,RIVER HEIGHTS 02 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,206,0,0,206
Cache,SMITHFIELD 01 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,199,0,0,199
Cache,SMITHFIELD 02 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,259,1,0,260
Cache,SMITHFIELD 03 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,266,1,0,267
Cache,SMITHFIELD 04 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,285,0,0,285
Cache,SMITHFIELD 05 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,198,0,0,198
Cache,SMITHFIELD 06 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,243,0,0,243
Cache,SMITHFIELD 07 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,285,1,0,286
Cache,TRENTON ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,68,0,0,68
Cache,WELLSVILLE 01 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,173,0,0,173
Cache,WELLSVILLE 02 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,222,0,0,222
Cache,WELLSVILLE 03 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,156,2,0,158
Cache,WELLSVILLE 04 ,COUNTY ATTORNEY ,,JAMES M. SWINK ,REP ,243,3,0,246
Cache,LOGAN 01 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,104,0,0,104
Cache,LOGAN 01CSD ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,21,0,0,21
Cache,LOGAN 02 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,167,0,0,167
Cache,LOGAN 03 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,196,0,0,196
Cache,LOGAN 04 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,207,2,0,209
Cache,LOGAN 05 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,253,1,0,254
Cache,LOGAN 06 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,166,4,0,170
Cache,LOGAN 07 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,75,1,0,76
Cache,LOGAN 08 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,70,3,0,73
Cache,LOGAN 09 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,118,3,0,121
Cache,LOGAN 10 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,85,3,0,88
Cache,LOGAN 11 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,116,0,0,116
Cache,LOGAN 12 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,22,2,0,24
Cache,LOGAN 13 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,337,0,0,337
Cache,LOGAN 14 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,203,0,0,203
Cache,LOGAN 15 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,75,4,0,79
Cache,LOGAN 16 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,165,1,0,166
Cache,LOGAN 17 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,161,4,0,165
Cache,LOGAN 18 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,39,2,0,41
Cache,LOGAN 19 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,50,2,0,52
Cache,LOGAN 20 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,369,1,0,370
Cache,LOGAN 21 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,205,1,0,206
Cache,LOGAN 22 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,345,0,0,345
Cache,LOGAN 23 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,37,0,0,37
Cache,LOGAN 24 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,104,1,0,105
Cache,LOGAN 25 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,187,0,0,187
Cache,LOGAN 26 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,166,2,0,168
Cache,LOGAN 27I ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,154,2,0,156
Cache,LOGAN 27U ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,3,0,0,3
Cache,LOGAN 27CSD ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,40,0,0,40
Cache,LOGAN 27:17C ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,1,0,0,1
Cache,LOGAN 28 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,67,1,0,68
Cache,LOGAN 29 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,336,0,0,336
Cache,LOGAN 29CSD ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,1,0,0,1
Cache,LOGAN 30 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,157,5,0,162
Cache,LOGAN 31 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,103,1,0,104
Cache,LOGAN 32 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,85,0,0,85
Cache,LOGAN 33 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,151,0,0,151
Cache,LOGAN 33.5 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,56,0,0,56
Cache,LOGAN 33CSD ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,15,0,0,15
Cache,AMALGA ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,112,0,0,112
Cache,BENSON ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,155,0,0,155
Cache,CLARKSTON ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,151,0,0,151
Cache,COLLEGE/YOUNG WARD ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,215,1,0,216
Cache,CORNISH ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,66,0,0,66
Cache,COVE ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,145,0,0,145
Cache,HYDE PARK 01 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,537,2,0,539
Cache,HYDE PARK 02 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,475,1,0,476
Cache,HYRUM 01 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,292,2,0,294
Cache,HYRUM 02 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,166,1,0,167
Cache,HYRUM 03 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,314,3,0,317
Cache,HYRUM 04 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,429,1,0,430
Cache,HYRUM 05 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,185,0,0,185
Cache,LEWISTON 01 ,COUNTY CLERK/AUDITOR ,,JILL N. ZOLLINGER ,REP ,237,0,0,237
