county,precinct,office,district,candidate,party,election_day,provisional,absentee,paper,early,mail,votes
Carbon,Wellington North,Attorney General,,Reyes,REP,81,1,8,0,31,0,121
Carbon,Wellington North,Attorney General,,Curtis,IAP,10,1,2,0,4,0,17
Carbon,Wellington North,State House,69,Labrum,REP,53,3,6,0,18,0,80
Carbon,Wellington North,State House,69,King,DEM,81,0,6,0,38,0,125
Carbon,Sunnyside,Registered Voters,,,,,,,,,,199
Carbon,Sunnyside,Ballots Cast,,,,71,0,14,0,10,0,95
Carbon,Sunnyside,Straight,,,LIB,0,0,0,0,0,0,0
Carbon,Sunnyside,Straight,,,IAP,0,0,0,0,0,0,0
Carbon,Sunnyside,Straight,,,REP,6,0,3,0,1,0,10
Carbon,Sunnyside,Straight,,,CON,0,0,0,0,0,0,0
Carbon,Sunnyside,Straight,,,DEM,5,0,3,0,1,0,9
Carbon,Sunnyside,U.S. House,3,Mates,,1,0,0,0,0,0,1
Carbon,Sunnyside,U.S. House,3,Wonnacott,DEM,29,0,5,0,3,0,37
Carbon,Sunnyside,U.S. House,3,Strong,IAP,3,0,0,0,0,0,3
Carbon,Sunnyside,U.S. House,3,Chaffetz,REP,33,0,8,0,4,0,45
Carbon,Sunnyside,U.S. House,3,Tryon,,3,0,0,0,1,0,4
Carbon,Sunnyside,U.S. House,3,Write-In Votes,,0,0,0,0,0,0,0
Carbon,Sunnyside,Attorney General,,McCullough ,LIB,6,0,0,0,0,0,6
Carbon,Sunnyside,Attorney General,,Hansen,CON,2,0,0,0,1,0,3
Carbon,Sunnyside,Attorney General,,Stormont,DEM,29,0,5,0,4,0,38
Carbon,Sunnyside,Attorney General,,Reyes,REP,29,0,8,0,3,0,40
Carbon,Sunnyside,Attorney General,,Curtis,IAP,2,0,0,0,1,0,3
Carbon,Sunnyside,State House,69,Labrum,REP,21,0,3,0,2,0,26
Carbon,Sunnyside,State House,69,King,DEM,48,0,11,0,7,0,66
Carbon,West Helper,Registered Voters,,,,,,,,,,644
Carbon,West Helper,Ballots Cast,,,,205,4,17,0,102,0,328
Carbon,West Helper,Straight,,,LIB,1,0,0,0,0,0,1
Carbon,West Helper,Straight,,,IAP,5,0,0,0,1,0,6
Carbon,West Helper,Straight,,,REP,16,0,1,0,9,0,26
Carbon,West Helper,Straight,,,CON,0,0,0,0,0,0,0
Carbon,West Helper,Straight,,,DEM,31,0,2,0,14,0,47
Carbon,West Helper,U.S. House,3,Mates,,2,0,0,0,1,0,3
Carbon,West Helper,U.S. House,3,Wonnacott,DEM,91,0,6,0,54,0,151
Carbon,West Helper,U.S. House,3,Strong,IAP,7,0,0,0,4,0,11
Carbon,West Helper,U.S. House,3,Chaffetz,REP,82,3,8,0,28,0,121
Carbon,West Helper,U.S. House,3,Tryon,,14,0,1,0,8,0,23
Carbon,West Helper,U.S. House,3,Write-In Votes,,1,0,0,0,0,0,1
Carbon,West Helper,Attorney General,,McCullough ,LIB,4,0,0,0,3,0,7
Carbon,West Helper,Attorney General,,Hansen,CON,4,0,0,0,1,0,5
Carbon,West Helper,Attorney General,,Stormont,DEM,100,1,8,0,57,0,166
Carbon,West Helper,Attorney General,,Reyes,REP,76,2,6,0,30,0,114
Carbon,West Helper,Attorney General,,Curtis,IAP,12,0,1,0,3,0,16
Carbon,West Helper,State House,69,Labrum,REP,48,2,2,0,22,0,74
Carbon,West Helper,State House,69,King,DEM,152,2,15,0,74,0,243
Carbon,East County,Registered Voters,,,,,,,,,,692
Carbon,East County,Ballots Cast,,,,205,15,37,0,143,0,400
Carbon,East County,Straight,,,LIB,1,0,0,0,0,0,1
Carbon,East County,Straight,,,IAP,1,0,1,0,2,0,4
Carbon,East County,Straight,,,REP,16,0,6,0,14,0,36
Carbon,East County,Straight,,,CON,0,0,0,0,0,0,0
Carbon,East County,Straight,,,DEM,10,1,3,0,2,0,16
Carbon,East County,U.S. House,3,Mates,,4,2,0,0,0,0,6
Carbon,East County,U.S. House,3,Wonnacott,DEM,45,2,7,0,25,0,79
Carbon,East County,U.S. House,3,Strong,IAP,8,0,1,0,3,0,12
Carbon,East County,U.S. House,3,Chaffetz,REP,120,8,27,0,91,0,246
Carbon,East County,U.S. House,3,Tryon,,16,1,2,0,10,0,29
Carbon,East County,U.S. House,3,Write-In Votes,,1,0,0,0,1,0,2
Carbon,East County,Attorney General,,McCullough ,LIB,6,0,0,0,3,0,9
Carbon,East County,Attorney General,,Hansen,CON,8,3,1,0,6,0,18
Carbon,East County,Attorney General,,Stormont,DEM,42,5,11,0,26,0,84
Carbon,East County,Attorney General,,Reyes,REP,128,6,22,0,84,0,240
Carbon,East County,Attorney General,,Curtis,IAP,10,0,1,0,11,0,22
Carbon,East County,State House,69,Labrum,REP,83,3,14,0,53,0,153
Carbon,East County,State House,69,King,DEM,118,11,21,0,85,0,235
Carbon,East Carbon North,Registered Voters,,,,,,,,,,341
Carbon,East Carbon North,Ballots Cast,,,,123,0,6,0,14,0,143
Carbon,East Carbon North,Straight,,,LIB,1,0,0,0,0,0,1
Carbon,East Carbon North,Straight,,,IAP,2,0,0,0,0,0,2
Carbon,East Carbon North,Straight,,,REP,10,0,0,0,3,0,13
Carbon,East Carbon North,Straight,,,CON,1,0,0,0,0,0,1
Carbon,East Carbon North,Straight,,,DEM,30,0,0,0,2,0,32
Carbon,East Carbon North,U.S. House,3,Mates,,4,0,0,0,0,0,4
Carbon,East Carbon North,U.S. House,3,Wonnacott,DEM,50,0,6,0,3,0,59
Carbon,East Carbon North,U.S. House,3,Strong,IAP,7,0,0,0,0,0,7
Carbon,East Carbon North,U.S. House,3,Chaffetz,REP,53,0,0,0,11,0,64
Carbon,East Carbon North,U.S. House,3,Tryon,,4,0,0,0,0,0,4
Carbon,East Carbon North,U.S. House,3,Write-In Votes,,0,0,0,0,0,0,0
Carbon,East Carbon North,Attorney General,,McCullough ,LIB,5,0,0,0,1,0,6
Carbon,East Carbon North,Attorney General,,Hansen,CON,8,0,0,0,0,0,8
Carbon,East Carbon North,Attorney General,,Stormont,DEM,55,0,6,0,4,0,65
Carbon,East Carbon North,Attorney General,,Reyes,REP,41,0,0,0,9,0,50
Carbon,East Carbon North,Attorney General,,Curtis,IAP,9,0,0,0,0,0,9
Carbon,East Carbon North,State House,69,Labrum,REP,26,0,0,0,5,0,31
Carbon,East Carbon North,State House,69,King,DEM,95,0,6,0,9,0,110
Carbon,East Carbon South,Registered Voters,,,,,,,,,,388
Carbon,East Carbon South,Ballots Cast,,,,138,7,10,0,15,0,170
Carbon,East Carbon South,Straight,,,LIB,1,0,0,0,0,0,1
Carbon,East Carbon South,Straight,,,IAP,1,1,0,0,0,0,2
Carbon,East Carbon South,Straight,,,REP,22,0,1,0,5,0,28
Carbon,East Carbon South,Straight,,,CON,0,0,0,0,0,0,0
Carbon,East Carbon South,Straight,,,DEM,33,0,3,0,2,0,38
Carbon,East Carbon South,U.S. House,3,Mates,,1,0,0,0,0,0,1
Carbon,East Carbon South,U.S. House,3,Wonnacott,DEM,64,1,5,0,2,0,72
Carbon,East Carbon South,U.S. House,3,Strong,IAP,3,1,0,0,2,0,6
Carbon,East Carbon South,U.S. House,3,Chaffetz,REP,60,3,5,0,10,0,78
Carbon,East Carbon South,U.S. House,3,Tryon,,3,0,0,0,1,0,4
Carbon,East Carbon South,U.S. House,3,Write-In Votes,,0,0,0,0,0,0,0
Carbon,East Carbon South,Attorney General,,McCullough ,LIB,3,0,1,0,0,0,4
Carbon,East Carbon South,Attorney General,,Hansen,CON,3,1,1,0,0,0,3
Carbon,East Carbon South,Attorney General,,Stormont,DEM,60,0,4,0,3,0,67
Carbon,East Carbon South,Attorney General,,Reyes,REP,41,0,0,0,9,0,50
Carbon,East Carbon South,Attorney General,,Curtis,IAP,9,0,0,0,0,0,9
Carbon,East Carbon South,State House,69,Labrum,REP,39,2,3,0,7,0,51
Carbon,East Carbon South,State House,69,King,DEM,90,4,7,0,8,0,109
Carbon,Fairgrounds,Registered Voters,,,,,,,,,,259
Carbon,Fairgrounds,Ballots Cast,,,,106,4,7,0,40,0,157
Carbon,Fairgrounds,Straight,,,LIB,0,0,0,0,0,0,0
Carbon,Fairgrounds,Straight,,,IAP,0,0,0,0,0,0,0
Carbon,Fairgrounds,Straight,,,REP,9,0,0,0,3,0,12
Carbon,Fairgrounds,Straight,,,CON,0,0,0,0,0,0,0
Carbon,Fairgrounds,Straight,,,DEM,6,0,0,0,3,0,9
Carbon,Fairgrounds,U.S. House,3,Mates,,1,0,0,0,1,0,2
Carbon,Fairgrounds,U.S. House,3,Wonnacott,DEM,27,1,1,0,17,0,46
Carbon,Fairgrounds,U.S. House,3,Strong,IAP,1,0,0,0,1,0,2
Carbon,Fairgrounds,U.S. House,3,Chaffetz,REP,75,3,6,0,15,0,99
Carbon,Fairgrounds,U.S. House,3,Tryon,,1,0,0,0,4,0,5
Carbon,Fairgrounds,U.S. House,3,Write-In Votes,,0,0,0,0,0,0,0
Carbon,Fairgrounds,Attorney General,,McCullough ,LIB,9,0,0,0,0,0,9
Carbon,Fairgrounds,Attorney General,,Hansen,CON,4,1,0,0,3,0,8
Carbon,Fairgrounds,Attorney General,,Stormont,DEM,24,0,1,0,15,0,40
Carbon,Fairgrounds,Attorney General,,Reyes,REP,63,1,6,0,16,0,86
Carbon,Fairgrounds,Attorney General,,Curtis,IAP,3,1,0,0,2,0,6
Carbon,Fairgrounds,State House,69,Labrum,REP,34,0,5,0,8,0,47
Carbon,Fairgrounds,State House,69,King,DEM,71,4,2,0,32,0,109
Carbon,Castle Heights North,Registered Voters,,,,,,,,,,731
Carbon,Castle Heights North,Ballots Cast,,,,225,9,39,0,166,0,439
Carbon,Castle Heights North,Straight,,,LIB,1,0,0,0,1,0,2
Carbon,Castle Heights North,Straight,,,IAP,3,0,1,0,0,0,4
Carbon,Castle Heights North,Straight,,,REP,14,2,2,0,6,0,24
Carbon,Castle Heights North,Straight,,,CON,0,0,0,0,0,0,0
Carbon,Castle Heights North,Straight,,,DEM,4,1,1,0,8,0,14
Carbon,Castle Heights North,U.S. House,3,Mates,,5,0,0,0,1,0,6
Carbon,Castle Heights North,U.S. House,3,Wonnacott,DEM,37,3,13,0,49,0,102
Carbon,Castle Heights North,U.S. House,3,Strong,IAP,11,0,4,0,3,0,18
Carbon,Castle Heights North,U.S. House,3,Chaffetz,REP,149,6,19,0,93,0,267
Carbon,Castle Heights North,U.S. House,3,Tryon,,7,0,3,0,7,0,17
Carbon,Castle Heights North,U.S. House,3,Write-In Votes,,0,0,0,0,0,0,0
Carbon,Castle Heights North,Attorney General,,McCullough ,LIB,3,0,1,0,5,0,9
Carbon,Castle Heights North,Attorney General,,Hansen,CON,12,1,2,0,5,0,20
Carbon,Castle Heights North,Attorney General,,Stormont,DEM,41,2,9,0,48,0,100
Carbon,Castle Heights North,Attorney General,,Reyes,REP,148,6,23,0,96,0,273
Carbon,Castle Heights North,Attorney General,,Curtis,IAP,13,0,3,0,4,0,20
Carbon,Castle Heights North,State House,69,Labrum,REP,57,4,9,0,24,0,94
Carbon,Castle Heights North,State House,69,King,DEM,166,5,28,0,140,0,339
Carbon,Central Price,Registered Voters,,,,,,,,,,427
Carbon,Central Price,Ballots Cast,,,,104,6,24,0,72,0,206
Carbon,Central Price,Straight,,,LIB,0,0,0,0,0,0,0
Carbon,Central Price,Straight,,,IAP,0,0,0,0,2,0,2
Carbon,Central Price,Straight,,,REP,8,2,1,0,2,0,13
Carbon,Central Price,Straight,,,CON,0,0,0,0,1,0,1
Carbon,Central Price,Straight,,,DEM,8,0,3,0,6,0,17
Carbon,Central Price,U.S. House,3,Mates,,1,0,0,0,1,0,2
Carbon,Central Price,U.S. House,3,Wonnacott,DEM,30,1,8,0,22,0,61
Carbon,Central Price,U.S. House,3,Strong,IAP,6,0,1,0,7,0,14
Carbon,Central Price,U.S. House,3,Chaffetz,REP,51,5,12,0,30,0,98
Carbon,Central Price,U.S. House,3,Tryon,,8,0,2,0,10,0,20
Carbon,Central Price,U.S. House,3,Write-In Votes,,0,0,0,0,0,0,0
Carbon,Central Price,Attorney General,,McCullough ,LIB,1,0,1,0,3,0,5
Carbon,Central Price,Attorney General,,Hansen,CON,4,0,1,0,6,0,11
Carbon,Central Price,Attorney General,,Stormont,DEM,34,1,9,0,22,0,66
Carbon,Central Price,Attorney General,,Reyes,REP,52,5,10,0,32,0,99
Carbon,Central Price,Attorney General,,Curtis,IAP,6,0,2,0,8,0,16
Carbon,Central Price,State House,69,Labrum,REP,34,2,7,0,16,0,59
Carbon,Central Price,State House,69,King,DEM,66,4,16,0,56,0,142
Carbon,North East Price,Registered Voters,,,,,,,,,,661
Carbon,North East Price,Ballots Cast,,,,156,11,20,0,103,0,290
Carbon,North East Price,Straight,,,LIB,0,0,0,0,0,0,0
Carbon,North East Price,Straight,,,IAP,1,0,0,0,0,0,1
Carbon,North East Price,Straight,,,REP,10,4,2,0,2,0,18
Carbon,North East Price,Straight,,,CON,0,0,0,0,1,0,1
Carbon,North East Price,Straight,,,DEM,9,2,0,0,6,0,17
Carbon,North East Price,U.S. House,3,Mates,,2,0,0,0,2,0,4
Carbon,North East Price,U.S. House,3,Wonnacott,DEM,48,2,6,0,30,0,86
Carbon,North East Price,U.S. House,3,Strong,IAP,8,0,1,0,6,0,15
Carbon,North East Price,U.S. House,3,Chaffetz,REP,81,9,10,0,52,0,152
Carbon,North East Price,U.S. House,3,Tryon,,10,0,3,0,12,0,25
Carbon,North East Price,U.S. House,3,Write-In Votes,,0,0,0,0,0,0,0
Carbon,North East Price,Attorney General,,McCullough ,LIB,7,0,0,0,3,0,10
Carbon,North East Price,Attorney General,,Hansen,CON,6,0,0,0,0,1,7
Carbon,North East Price,Attorney General,,Stormont,DEM,46,2,11,0,32,0,91
Carbon,North East Price,Attorney General,,Reyes,REP,81,8,7,0,59,0,155
Carbon,North East Price,Attorney General,,Curtis,IAP,7,1,2,0,5,0,15
Carbon,North East Price,State House,69,Labrum,REP,38,6,3,0,25,0,72
Carbon,North East Price,State House,69,King,DEM,116,5,17,0,78,0,216
Carbon,North Price,Registered Voters,,,,,,,,,,531
Carbon,North Price,Ballots Cast,,,,159,4,27,0,134,0,324
Carbon,North Price,Straight,,,LIB,0,0,0,0,1,0,1
Carbon,North Price,Straight,,,IAP,0,0,0,0,1,0,1
Carbon,North Price,Straight,,,REP,8,0,1,0,10,0,19
Carbon,North Price,Straight,,,CON,1,0,0,0,0,0,1
Carbon,North Price,Straight,,,DEM,3,0,4,0,7,0,14
Carbon,North Price,U.S. House,3,Mates,,1,0,0,0,2,0,3
Carbon,North Price,U.S. House,3,Wonnacott,DEM,46,0,10,0,43,0,99
Carbon,North Price,U.S. House,3,Strong,IAP,11,1,0,0,5,0,17
Carbon,North Price,U.S. House,3,Chaffetz,REP,90,1,15,0,69,0,175
Carbon,North Price,U.S. House,3,Tryon,,4,1,1,0,8,0,14
Carbon,North Price,U.S. House,3,Write-In Votes,,0,0,1,0,1,0,2
Carbon,North Price,Attorney General,,McCullough ,LIB,5,1,4,0,5,0,15
Carbon,North Price,Attorney General,,Hansen,CON,10,0,0,0,3,0,13
Carbon,North Price,Attorney General,,Stormont,DEM,35,1,11,0,49,0,96
Carbon,North Price,Attorney General,,Reyes,REP,88,0,11,0,68,0,167
Carbon,North Price,Attorney General,,Curtis,IAP,10,1,1,0,4,0,16
Carbon,North Price,State House,69,Labrum,REP,36,1,9,0,34,0,80
Carbon,North Price,State House,69,King,DEM,119,3,18,0,99,0,239
Carbon,Castle Heights ,Registered Voters,,,,,,,,,,638
Carbon,Castle Heights ,Ballots Cast,,,,185,11,22,0,110,0,328
Carbon,Castle Heights ,Straight,,,LIB,0,0,0,0,0,0,0
Carbon,Castle Heights ,Straight,,,IAP,4,0,0,0,0,0,4
Carbon,Castle Heights ,Straight,,,REP,17,1,3,0,5,0,26
Carbon,Castle Heights ,Straight,,,CON,1,1,0,0,0,0,2
