county,precinct,office,district,candidate,party,election_day,provisional,absentee,paper,early,mail,votes
Carbon,Scofield,Registered Voters,,,,,,,,,,29
Carbon,Scofield,Ballots Cast,,,,19,0,2,0,0,0,21
Carbon,Scofield,Straight,,,LIB,0,0,0,0,0,0,0
Carbon,Scofield,Straight,,,IAP,0,0,0,0,0,0,0
Carbon,Scofield,Straight,,,REP,3,0,1,0,0,0,4
Carbon,Scofield,Straight,,,CON,0,0,0,0,0,0,0
Carbon,Scofield,Straight,,,DEM,2,0,0,0,0,0,2
Carbon,Scofield,U.S. House,3,Mates,,1,0,0,0,0,0,1
Carbon,Scofield,U.S. House,3,Wonnacott,DEM,7,0,1,0,0,0,8
Carbon,Scofield,U.S. House,3,Strong,IAP,0,0,0,0,0,0,0
Carbon,Scofield,U.S. House,3,Chaffetz,REP,11,0,1,0,0,0,12
Carbon,Scofield,U.S. House,3,Tryon,,0,0,0,0,0,0,0
Carbon,Scofield,U.S. House,3,Write-In Votes,,0,0,0,0,0,0,0
Carbon,Scofield,Attorney General,,McCullough ,LIB,0,0,0,0,0,0,0
Carbon,Scofield,Attorney General,,Hansen,CON,0,0,0,0,0,0,0
Carbon,Scofield,Attorney General,,Stormont,DEM,10,0,1,0,0,0,11
Carbon,Scofield,Attorney General,,Reyes,REP,8,0,1,0,0,0,9
Carbon,Scofield,Attorney General,,Curtis,IAP,1,0,0,0,0,0,1
Carbon,Scofield,State House,69,Labrum,REP,7,0,1,0,0,0,8
Carbon,Scofield,State House,69,King,DEM,11,0,1,0,0,0,12
Carbon,Pleasant Valley,Registered Voters,,,,,,,,,,15
Carbon,Pleasant Valley,Ballots Cast,,,,8,0,3,0,0,0,11
Carbon,Pleasant Valley,Straight,,,LIB,0,0,0,0,0,0,0
Carbon,Pleasant Valley,Straight,,,IAP,0,0,0,0,0,0,0
Carbon,Pleasant Valley,Straight,,,REP,2,0,0,0,0,0,2
Carbon,Pleasant Valley,Straight,,,CON,0,0,0,0,0,0,0
Carbon,Pleasant Valley,Straight,,,DEM,3,0,1,0,0,0,4
Carbon,Pleasant Valley,U.S. House,3,Mates,,0,0,1,0,0,0,1
Carbon,Pleasant Valley,U.S. House,3,Wonnacott,DEM,4,0,2,0,0,0,6
Carbon,Pleasant Valley,U.S. House,3,Strong,IAP,0,0,0,0,0,0,0
Carbon,Pleasant Valley,U.S. House,3,Chaffetz,REP,4,0,0,0,0,0,4
Carbon,Pleasant Valley,U.S. House,3,Tryon,,0,0,0,0,0,0,0
Carbon,Pleasant Valley,U.S. House,3,Write-In Votes,,0,0,0,0,0,0,0
Carbon,Pleasant Valley,Attorney General,,McCullough ,LIB,0,0,0,0,0,0,0
Carbon,Pleasant Valley,Attorney General,,Hansen,CON,0,0,0,0,0,0,0
Carbon,Pleasant Valley,Attorney General,,Stormont,DEM,3,0,3,0,0,0,6
Carbon,Pleasant Valley,Attorney General,,Reyes,REP,5,0,0,0,0,0,5
Carbon,Pleasant Valley,Attorney General,,Curtis,IAP,0,0,0,0,0,0,0
Carbon,Pleasant Valley,State House,69,Labrum,REP,3,0,0,0,0,0,3
Carbon,Pleasant Valley,State House,69,King,DEM,5,0,3,0,0,0,8
Carbon,East Helper,Registered Voters,,,,,,,,,,568
Carbon,East Helper,Ballots Cast,,,,147,10,38,10,72,0,277
Carbon,East Helper,Straight,,,LIB,0,0,0,0,0,0,0
Carbon,East Helper,Straight,,,IAP,2,0,0,0,0,0,2
Carbon,East Helper,Straight,,,REP,6,0,2,0,0,0,8
Carbon,East Helper,Straight,,,CON,0,0,0,0,0,0,0
Carbon,East Helper,Straight,,,DEM,17,2,6,0,9,0,34
Carbon,East Helper,U.S. House,3,Mates,,1,0,1,0,2,0,4
Carbon,East Helper,U.S. House,3,Wonnacott,DEM,58,6,22,7,36,0,129
Carbon,East Helper,U.S. House,3,Strong,IAP,10,0,1,0,4,0,15
Carbon,East Helper,U.S. House,3,Chaffetz,REP,61,2,7,3,22,0,95
Carbon,East Helper,U.S. House,3,Tryon,,11,2,7,0,4,0,24
Carbon,East Helper,U.S. House,3,Write-In Votes,,3,0,0,0,0,0,3
Carbon,East Helper,Attorney General,,McCullough ,LIB,5,0,0,0,3,0,8
Carbon,East Helper,Attorney General,,Hansen,CON,4,0,1,0,2,0,7
Carbon,East Helper,Attorney General,,Stormont,DEM,64,7,27,7,40,0,145
Carbon,East Helper,Attorney General,,Reyes,REP,59,3,8,2,19,0,91
Carbon,East Helper,Attorney General,,Curtis,IAP,11,0,2,0,2,0,15
Carbon,East Helper,State House,69,Labrum,REP,31,2,6,0,6,0,45
Carbon,East Helper,State House,69,King,DEM,113,8,32,9,66,0,228
Carbon,Wellington South,Registered Voters,,,,,,,,,,439
Carbon,Wellington South,Ballots Cast,,,,166,6,8,0,49,0,229
Carbon,Wellington South,Straight,,,LIB,0,0,0,0,1,0,1
Carbon,Wellington South,Straight,,,IAP,1,0,1,0,0,0,2
Carbon,Wellington South,Straight,,,REP,13,2,0,0,2,0,17
Carbon,Wellington South,Straight,,,CON,0,0,0,0,0,0,0
Carbon,Wellington South,Straight,,,DEM,12,1,0,0,5,0,18
Carbon,Wellington South,U.S. House,3,Mates,,3,0,0,0,0,0,3
Carbon,Wellington South,U.S. House,3,Wonnacott,DEM,46,0,2,0,13,0,61
Carbon,Wellington South,U.S. House,3,Strong,IAP,8,1,1,0,0,0,10
Carbon,Wellington South,U.S. House,3,Chaffetz,REP,90,5,4,0,31,0,130
Carbon,Wellington South,U.S. House,3,Tryon,,9,0,1,0,2,0,12
Carbon,Wellington South,U.S. House,3,Write-In Votes,,0,0,0,0,0,0,0
Carbon,Wellington South,Attorney General,,McCullough ,LIB,3,1,0,0,3,0,7
Carbon,Wellington South,Attorney General,,Hansen,CON,4,0,0,0,1,0,5
Carbon,Wellington South,Attorney General,,Stormont,DEM,44,0,3,0,13,0,60
Carbon,Wellington South,Attorney General,,Reyes,REP,97,4,5,0,24,0,130
Carbon,Wellington South,Attorney General,,Curtis,IAP,11,1,0,0,4,0,16
Carbon,Wellington South,State House,69,Labrum,REP,53,4,3,0,18,0,78
Carbon,Wellington South,State House,69,King,DEM,111,2,5,0,27,0,145
Carbon,Indian Hills,Registered Voters,,,,,,,,,,244
Carbon,Indian Hills,Ballots Cast,,,,33,5,5,0,15,0,58
Carbon,Indian Hills,Straight,,,LIB,0,0,0,0,0,0,0
Carbon,Indian Hills,Straight,,,IAP,1,0,0,0,1,0,2
Carbon,Indian Hills,Straight,,,REP,4,0,2,0,2,0,8
Carbon,Indian Hills,Straight,,,CON,0,0,0,0,0,0,0
Carbon,Indian Hills,Straight,,,DEM,7,0,0,0,0,0,7
Carbon,Indian Hills,U.S. House,3,Mates,,0,0,0,0,0,0,0
Carbon,Indian Hills,U.S. House,3,Wonnacott,DEM,11,1,0,0,4,0,16
Carbon,Indian Hills,U.S. House,3,Strong,IAP,3,0,0,0,2,0,5
Carbon,Indian Hills,U.S. House,3,Chaffetz,REP,16,3,3,0,8,0,30
Carbon,Indian Hills,U.S. House,3,Tryon,,1,1,1,0,0,0,3
Carbon,Indian Hills,U.S. House,3,Write-In Votes,,0,0,0,0,0,0,0
Carbon,Indian Hills,Attorney General,,McCullough ,LIB,2,0,0,0,1,0,3
Carbon,Indian Hills,Attorney General,,Hansen,CON,0,1,0,0,1,0,2
Carbon,Indian Hills,Attorney General,,Stormont,DEM,10,0,0,0,3,0,13
Carbon,Indian Hills,Attorney General,,Reyes,REP,16,3,3,0,8,0,30
Carbon,Indian Hills,Attorney General,,Curtis,IAP,3,1,,0,2,0,6
Carbon,Indian Hills,State House,69,Labrum,REP,19,4,3,0,9,0,35
Carbon,Indian Hills,State House,69,King,DEM,14,1,2,0,5,0,22
Carbon,East Price,Registered Voters,,,,,,,,,,675
Carbon,East Price,Ballots Cast,,,,132,4,20,0,107,0,263
Carbon,East Price,Straight,,,LIB,1,0,0,0,2,0,3
Carbon,East Price,Straight,,,IAP,2,0,0,0,0,0,2
Carbon,East Price,Straight,,,REP,7,0,2,0,9,0,18
Carbon,East Price,Straight,,,CON,1,0,0,0,1,0,2
Carbon,East Price,Straight,,,DEM,11,0,1,0,10,0,22
Carbon,East Price,U.S. House,3,Mates,,1,0,0,0,3,0,4
Carbon,East Price,U.S. House,3,Wonnacott,DEM,44,1,10,0,44,0,99
Carbon,East Price,U.S. House,3,Strong,IAP,5,0,0,0,3,0,8
Carbon,East Price,U.S. House,3,Chaffetz,REP,63,2,7,0,42,0,114
Carbon,East Price,U.S. House,3,Tryon,,16,0,1,0,11,0,28
Carbon,East Price,U.S. House,3,Write-In Votes,,0,0,0,0,0,0,0
Carbon,East Price,Attorney General,,McCullough ,LIB,8,0,0,0,10,0,18
Carbon,East Price,Attorney General,,Hansen,CON,7,0,0,0,5,0,12
Carbon,East Price,Attorney General,,Stormont,DEM,39,1,10,0,38,0,88
Carbon,East Price,Attorney General,,Reyes,REP,65,2,8,0,44,0,119
Carbon,East Price,Attorney General,,Curtis,IAP,7,0,0,0,8,0,15
Carbon,East Price,State House,69,Labrum,REP,34,0,6,0,18,0,58
Carbon,East Price,State House,69,King,DEM,97,3,14,0,86,0,200
Carbon,South Price,Registered Voters,,,,,,,,,,513
Carbon,South Price,Ballots Cast,,,,148,12,36,1,71,0,268
Carbon,South Price,Straight,,,LIB,0,0,0,0,0,0,0
Carbon,South Price,Straight,,,IAP,2,1,0,0,1,0,4
Carbon,South Price,Straight,,,REP,11,1,0,0,6,0,18
Carbon,South Price,Straight,,,CON,1,0,0,0,0,0,1
Carbon,South Price,Straight,,,DEM,7,1,1,0,2,0,11
Carbon,South Price,U.S. House,3,Mates,,2,0,1,0,3,0,6
Carbon,South Price,U.S. House,3,Wonnacott,DEM,43,1,17,0,28,0,89
Carbon,South Price,U.S. House,3,Strong,IAP,6,1,2,0,5,0,14
Carbon,South Price,U.S. House,3,Chaffetz,REP,87,8,11,0,30,0,136
Carbon,South Price,U.S. House,3,Tryon,,3,0,4,1,4,0,12
Carbon,South Price,U.S. House,3,Write-In Votes,,0,0,0,0,0,0,0
Carbon,South Price,Attorney General,,McCullough ,LIB,6,0,1,1,1,0,9
Carbon,South Price,Attorney General,,Hansen,CON,7,1,2,0,4,0,14
Carbon,South Price,Attorney General,,Stormont,DEM,38,1,16,0,34,0,89
Carbon,South Price,Attorney General,,Reyes,REP,78,8,17,0,25,0,128
Carbon,South Price,Attorney General,,Curtis,IAP,12,0,0,0,6,0,18
Carbon,South Price,State House,69,Labrum,REP,48,3,10,1,15,0,77
Carbon,South Price,State House,69,King,DEM,99,9,26,0,54,0,188
Carbon,Wellington North,Registered Voters,,,,,,,,,,389
Carbon,Wellington North,Ballots Cast,,,,137,3,12,0,57,0,209
Carbon,Wellington North,Straight,,,LIB,1,0,0,0,0,0,1
Carbon,Wellington North,Straight,,,IAP,2,1,0,0,0,0,3
Carbon,Wellington North,Straight,,,REP,17,0,0,0,5,0,22
Carbon,Wellington North,Straight,,,CON,0,0,0,0,0,0,0
Carbon,Wellington North,Straight,,,DEM,5,0,0,0,4,0,9
Carbon,Wellington North,U.S. House,3,Mates,,3,0,0,0,0,0,0
Carbon,Wellington North,U.S. House,3,Wonnacott,DEM,36,0,4,0,15,0,55
Carbon,Wellington North,U.S. House,3,Strong,IAP,8,0,1,0,1,0,10
Carbon,Wellington North,U.S. House,3,Chaffetz,REP,77,2,6,0,36,0,121
Carbon,Wellington North,U.S. House,3,Tryon,,5,1,1,0,2,0,9
Carbon,Wellington North,U.S. House,3,Write-In Votes,,0,0,0,0,0,0,0
Carbon,Wellington North,Attorney General,,McCullough ,LIB,5,0,0,0,0,0,5
Carbon,Wellington North,Attorney General,,Hansen,CON,3,1,0,0,2,0,6
Carbon,Wellington North,Attorney General,,Stormont,DEM,32,0,2,0,18,0,52
