county,precinct,office,district,Candidate,party,Polling,Early,Absentee,Paper,Provisional,votes
Washington,CODIV,Straight Party,,,Republican Party,78,4,11,0,2,95
Washington,CODXDR,Straight Party,,,Republican Party,0,0,45,0,0,45
Washington,COGL,Straight Party,,,Republican Party,0,0,6,0,0,6
Washington,COGUBL,Straight Party,,,Republican Party,0,0,0,0,0,0
Washington,COHS74,Straight Party,,,Republican Party,0,0,8,0,0,8
Washington,COHV28,Straight Party,,,Republican Party,0,0,2,0,0,2
Washington,COHV29,Straight Party,,,Republican Party,0,0,1,0,0,1
Washington,COLEED,Straight Party,,,Republican Party,0,0,20,0,0,20
Washington,CONCF,Straight Party,,,Republican Party,24,2,4,0,1,31
Washington,CONH,Straight Party,,,Republican Party,77,6,42,0,1,126
Washington,COPINE,Straight Party,,,Republican Party,0,0,25,0,0,25
Washington,COSN28,Straight Party,,,Republican Party,0,0,1,0,0,1
Washington,COVE,Straight Party,,,Republican Party,0,0,38,0,0,38
Washington,COWH,Straight Party,,,Republican Party,51,6,8,0,1,66
Washington,EN82,Straight Party,,,Republican Party,139,0,3,0,5,147
Washington,HIL97,Straight Party,,,Republican Party,0,0,12,0,0,12
Washington,HU52,Straight Party,,,Republican Party,79,8,14,0,1,102
Washington,HU53,Straight Party,,,Republican Party,110,13,9,0,8,140
Washington,HU54,Straight Party,,,Republican Party,73,12,34,1,3,123
Washington,HU55,Straight Party,,,Republican Party,68,9,12,0,4,93
Washington,HU56,Straight Party,,,Republican Party,81,51,34,0,2,168
Washington,HU57,Straight Party,,,Republican Party,148,17,34,0,6,205
Washington,HU58,Straight Party,,,Republican Party,112,14,19,0,0,145
Washington,HU59,Straight Party,,,Republican Party,92,23,16,0,2,133
Washington,IV76,Straight Party,,,Republican Party,143,40,29,0,4,216
Washington,IV77,Straight Party,,,Republican Party,111,20,26,0,4,161
Washington,IV78,Straight Party,,,Republican Party,79,25,58,0,4,166
Washington,IV79,Straight Party,,,Republican Party,143,20,20,0,0,183
Washington,LA85,Straight Party,,,Republican Party,63,9,10,0,1,83
Washington,LA86,Straight Party,,,Republican Party,62,8,3,0,1,74
Washington,LA87,Straight Party,,,Republican Party,54,3,6,0,1,64
Washington,LE90,Straight Party,,,Republican Party,0,0,88,0,0,88
Washington,NH93,Straight Party,,,Republican Party,15,0,5,0,0,20
Washington,RC94,Straight Party,,,Republican Party,0,0,23,0,0,23
Washington,SC71,Straight Party,,,Republican Party,115,16,22,0,4,157
Washington,SC72,Straight Party,,,Republican Party,69,13,11,0,3,96
Washington,SC73,Straight Party,,,Republican Party,56,11,17,0,2,86
Washington,SC74,Straight Party,,,Republican Party,149,43,25,0,5,222
Washington,SG01,Straight Party,,,Republican Party,50,28,14,0,3,95
Washington,SG02,Straight Party,,,Republican Party,48,5,8,0,2,63
Washington,SG03,Straight Party,,,Republican Party,77,11,15,0,9,112
Washington,SG04,Straight Party,,,Republican Party,36,7,14,0,0,57
Washington,SG05,Straight Party,,,Republican Party,48,6,18,0,0,72
Washington,SG06,Straight Party,,,Republican Party,54,9,13,0,0,76
Washington,SG07,Straight Party,,,Republican Party,66,22,14,0,5,107
Washington,SG08,Straight Party,,,Republican Party,65,8,14,0,3,90
Washington,SG09,Straight Party,,,Republican Party,49,23,29,0,4,105
Washington,SG10,Straight Party,,,Republican Party,51,10,11,1,2,75
Washington,SG11,Straight Party,,,Republican Party,51,12,12,0,4,79
Washington,SG12,Straight Party,,,Republican Party,64,7,25,0,5,101
Washington,SG13,Straight Party,,,Republican Party,49,9,19,0,4,81
Washington,SG14,Straight Party,,,Republican Party,144,36,29,0,9,218
Washington,SG15,Straight Party,,,Republican Party,68,13,13,0,1,95
Washington,SG16,Straight Party,,,Republican Party,73,18,19,0,3,113
Washington,SG17,Straight Party,,,Republican Party,112,46,45,0,0,203
Washington,SG18,Straight Party,,,Republican Party,77,14,23,0,6,120
Washington,SG19,Straight Party,,,Republican Party,88,10,9,0,2,109
Washington,SG20,Straight Party,,,Republican Party,121,26,43,0,2,192
Washington,SG21,Straight Party,,,Republican Party,84,36,28,0,2,150
Washington,SG22,Straight Party,,,Republican Party,135,21,48,0,3,207
Washington,SG23,Straight Party,,,Republican Party,136,34,25,0,1,196
Washington,SG24,Straight Party,,,Republican Party,82,16,15,0,1,114
Washington,SG25,Straight Party,,,Republican Party,82,12,7,0,8,109
Washington,SG26,Straight Party,,,Republican Party,111,12,35,0,7,165
Washington,SG27,Straight Party,,,Republican Party,94,13,9,0,4,120
Washington,SG28,Straight Party,,,Republican Party,152,16,22,0,3,193
Washington,SG29,Straight Party,,,Republican Party,121,16,31,0,3,171
Washington,SG30,Straight Party,,,Republican Party,119,39,37,0,3,198
Washington,SG31,Straight Party,,,Republican Party,110,26,36,0,5,177
Washington,SG32,Straight Party,,,Republican Party,86,11,36,0,4,137
Washington,SG33,Straight Party,,,Republican Party,80,23,32,0,2,137
Washington,SG34,Straight Party,,,Republican Party,72,25,29,0,8,134
Washington,SG35,Straight Party,,,Republican Party,67,18,17,0,2,104
Washington,SG36,Straight Party,,,Republican Party,49,19,43,0,5,116
Washington,SG37,Straight Party,,,Republican Party,69,3,33,0,7,112
Washington,SG38,Straight Party,,,Republican Party,46,7,13,0,6,72
Washington,SG39,Straight Party,,,Republican Party,200,19,28,0,2,249
Washington,SG40,Straight Party,,,Republican Party,78,8,26,0,6,118
Washington,SG41,Straight Party,,,Republican Party,128,20,34,0,6,188
Washington,SG42,Straight Party,,,Republican Party,97,16,25,0,1,139
Washington,SG43,Straight Party,,,Republican Party,63,12,19,0,1,95
Washington,SG44,Straight Party,,,Republican Party,51,2,2,0,2,57
Washington,SG45,Straight Party,,,Republican Party,78,10,12,0,12,112
Washington,SG46,Straight Party,,,Republican Party,155,24,48,0,7,234
Washington,SP95,Straight Party,,,Republican Party,0,0,24,0,0,24
Washington,TQ96,Straight Party,,,Republican Party,101,8,24,0,3,136
Washington,VI89,Straight Party,,,Republican Party,0,0,29,0,0,29
Washington,WA60,Straight Party,,,Republican Party,136,66,51,0,5,258
Washington,WA61,Straight Party,,,Republican Party,94,16,25,0,7,142
Washington,WA62,Straight Party,,,Republican Party,75,15,5,0,3,98
Washington,WA63,Straight Party,,,Republican Party,89,25,5,0,6,125
Washington,WA64,Straight Party,,,Republican Party,122,28,29,0,6,185
Washington,WA65,Straight Party,,,Republican Party,94,19,13,0,7,133
Washington,WA66,Straight Party,,,Republican Party,114,36,22,0,1,173
Washington,WA67,Straight Party,,,Republican Party,96,30,39,0,4,169
Washington,WA68,Straight Party,,,Republican Party,149,24,41,0,3,217
Washington,WA69,Straight Party,,,Republican Party,45,22,20,0,5,92
Washington,Total,Straight Party,,,Republican Party,7242,1442,2315,2,290,11291
Washington,AV51,Straight Party,,,Constitution Party,0,0,4,0,0,4
Washington,COAND,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,COCDSR,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,COCNBR,Straight Party,,,Constitution Party,0,0,1,0,0,1
Washington,CODAV,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,CODIV,Straight Party,,,Constitution Party,1,0,0,0,0,1
Washington,CODXDR,Straight Party,,,Constitution Party,0,0,1,0,0,1
Washington,COGL,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,COGUBL,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,COHS74,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,COHV28,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,COHV29,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,COLEED,Straight Party,,,Constitution Party,0,0,1,0,0,1
Washington,CONCF,Straight Party,,,Constitution Party,2,0,0,0,0,2
Washington,CONH,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,COPINE,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,COSN28,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,COVE,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,COWH,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,EN82,Straight Party,,,Constitution Party,3,0,0,0,1,4
Washington,HIL97,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,HU52,Straight Party,,,Constitution Party,3,0,0,0,0,3
Washington,HU53,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,HU54,Straight Party,,,Constitution Party,1,0,0,0,0,1
Washington,HU55,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,HU56,Straight Party,,,Constitution Party,1,0,0,0,0,1
Washington,HU57,Straight Party,,,Constitution Party,3,0,0,0,0,3
Washington,HU58,Straight Party,,,Constitution Party,2,0,0,0,0,2
Washington,HU59,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,IV76,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,IV77,Straight Party,,,Constitution Party,2,0,0,0,0,2
Washington,IV78,Straight Party,,,Constitution Party,2,0,0,0,0,2
Washington,IV79,Straight Party,,,Constitution Party,1,0,0,0,0,1
Washington,LA85,Straight Party,,,Constitution Party,3,0,0,0,0,3
Washington,LA86,Straight Party,,,Constitution Party,1,0,0,0,0,1
Washington,LA87,Straight Party,,,Constitution Party,3,1,2,0,0,6
Washington,LE90,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,NH93,Straight Party,,,Constitution Party,1,0,0,0,0,1
Washington,RC94,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SC71,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SC72,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SC73,Straight Party,,,Constitution Party,0,1,0,0,0,1
Washington,SC74,Straight Party,,,Constitution Party,1,0,0,0,0,1
Washington,SG01,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG02,Straight Party,,,Constitution Party,1,0,0,0,0,1
Washington,SG03,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG04,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG05,Straight Party,,,Constitution Party,2,0,0,0,0,2
Washington,SG06,Straight Party,,,Constitution Party,2,0,0,0,0,2
Washington,SG07,Straight Party,,,Constitution Party,1,0,0,0,0,1
Washington,SG08,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG09,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG10,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG11,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG12,Straight Party,,,Constitution Party,1,0,0,0,1,2
Washington,SG13,Straight Party,,,Constitution Party,1,0,0,0,0,1
Washington,SG14,Straight Party,,,Constitution Party,1,0,0,0,0,1
Washington,SG15,Straight Party,,,Constitution Party,1,0,0,0,0,1
Washington,SG16,Straight Party,,,Constitution Party,1,0,0,0,0,1
Washington,SG17,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG18,Straight Party,,,Constitution Party,3,0,0,0,0,3
Washington,SG19,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG20,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG21,Straight Party,,,Constitution Party,1,1,0,0,0,2
Washington,SG22,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG23,Straight Party,,,Constitution Party,2,0,0,0,0,2
Washington,SG24,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG25,Straight Party,,,Constitution Party,0,0,0,0,1,1
Washington,SG26,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG27,Straight Party,,,Constitution Party,0,0,1,0,0,1
Washington,SG28,Straight Party,,,Constitution Party,1,0,0,0,0,1
Washington,SG29,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG30,Straight Party,,,Constitution Party,1,0,0,0,1,2
Washington,SG31,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG32,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG33,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG34,Straight Party,,,Constitution Party,2,0,0,0,0,2
Washington,SG35,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG36,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG37,Straight Party,,,Constitution Party,2,0,1,0,0,3
Washington,SG38,Straight Party,,,Constitution Party,3,0,0,0,0,3
Washington,SG39,Straight Party,,,Constitution Party,1,0,0,0,0,1
Washington,SG40,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG41,Straight Party,,,Constitution Party,2,0,0,0,0,2
Washington,SG42,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG43,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG44,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SG45,Straight Party,,,Constitution Party,1,0,0,0,0,1
Washington,SG46,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,SP95,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,TQ96,Straight Party,,,Constitution Party,1,0,0,0,0,1
Washington,VI89,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,WA60,Straight Party,,,Constitution Party,1,1,0,0,1,3
Washington,WA61,Straight Party,,,Constitution Party,2,1,2,0,0,5
Washington,WA62,Straight Party,,,Constitution Party,3,0,0,0,0,3
Washington,WA63,Straight Party,,,Constitution Party,0,2,0,0,0,2
Washington,WA64,Straight Party,,,Constitution Party,1,0,1,0,0,2
Washington,WA65,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,WA66,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,WA67,Straight Party,,,Constitution Party,1,0,0,0,0,1
Washington,WA68,Straight Party,,,Constitution Party,2,0,0,0,0,2
Washington,WA69,Straight Party,,,Constitution Party,0,0,0,0,0,0
Washington,Total,Straight Party,,,Constitution Party,71,7,14,0,5,97
Washington,AV51,Straight Party,,,Democratic Party,0,0,18,0,0,18
Washington,COAND,Straight Party,,,Democratic Party,0,0,0,0,0,0
Washington,COCDSR,Straight Party,,,Democratic Party,0,0,4,0,0,4
Washington,COCNBR,Straight Party,,,Democratic Party,0,0,1,0,0,1
Washington,CODAV,Straight Party,,,Democratic Party,0,0,31,0,0,31
Washington,CODIV,Straight Party,,,Democratic Party,5,1,2,0,1,9
Washington,CODXDR,Straight Party,,,Democratic Party,0,0,21,0,0,22
Washington,COGL,Straight Party,,,Democratic Party,0,0,3,0,0,3
Washington,COGUBL,Straight Party,,,Democratic Party,0,0,0,0,0,0
Washington,COHS74,Straight Party,,,Democratic Party,0,0,0,0,0,0
Washington,COHV28,Straight Party,,,Democratic Party,0,0,0,0,0,0
Washington,COHV29,Straight Party,,,Democratic Party,0,0,0,0,0,0
Washington,COLEED,Straight Party,,,Democratic Party,0,0,6,0,0,6
Washington,CONCF,Straight Party,,,Democratic Party,0,0,0,0,0,0
Washington,CONH,Straight Party,,,Democratic Party,14,1,2,0,0,17
Washington,COPINE,Straight Party,,,Democratic Party,0,0,0,0,0,0
Washington,COSN28,Straight Party,,,Democratic Party,0,0,5,0,0,5
Washington,COVE,Straight Party,,,Democratic Party,0,0,4,0,0,4
Washington,COWH,Straight Party,,,Democratic Party,6,6,7,0,0,19
Washington,EN82,Straight Party,,,Democratic Party,4,0,0,0,0,4
Washington,HIL97,Straight Party,,,Democratic Party,0,0,0,0,0,0
Washington,HU52,Straight Party,,,Democratic Party,13,1,3,0,0,17
Washington,HU53,Straight Party,,,Democratic Party,16,3,0,0,1,20
Washington,HU54,Straight Party,,,Democratic Party,6,1,3,0,0,10
Washington,HU55,Straight Party,,,Democratic Party,8,3,2,0,0,13
Washington,HU56,Straight Party,,,Democratic Party,26,14,8,0,1,49
Washington,HU57,Straight Party,,,Democratic Party,45,2,2,0,1,50
Washington,HU58,Straight Party,,,Democratic Party,11,6,3,0,0,20
Washington,HU59,Straight Party,,,Democratic Party,16,8,5,0,0,29
Washington,IV76,Straight Party,,,Democratic Party,29,9,8,0,1,47
Washington,IV77,Straight Party,,,Democratic Party,15,10,4,0,1,30
Washington,IV78,Straight Party,,,Democratic Party,62,59,19,0,2,142
Washington,IV79,Straight Party,,,Democratic Party,31,11,11,0,0,53
Washington,LA85,Straight Party,,,Democratic Party,10,0,2,0,0,12
Washington,LA86,Straight Party,,,Democratic Party,13,0,0,0,0,13
Washington,LA87,Straight Party,,,Democratic Party,11,2,3,0,2,18
Washington,LE90,Straight Party,,,Democratic Party,0,0,13,0,0,13
Washington,NH93,Straight Party,,,Democratic Party,0,0,0,0,0,0
Washington,RC94,Straight Party,,,Democratic Party,0,0,16,0,0,16
Washington,SC71,Straight Party,,,Democratic Party,9,3,0,0,0,12
Washington,SC72,Straight Party,,,Democratic Party,7,3,0,0,0,10
Washington,SC73,Straight Party,,,Democratic Party,14,8,3,0,0,25
Washington,SC74,Straight Party,,,Democratic Party,17,9,2,0,0,28
Washington,SG01,Straight Party,,,Democratic Party,12,12,4,0,0,28
Washington,SG02,Straight Party,,,Democratic Party,2,4,2,0,1,9
Washington,SG03,Straight Party,,,Democratic Party,10,0,1,0,0,11
Washington,SG04,Straight Party,,,Democratic Party,4,1,1,0,0,6
Washington,SG05,Straight Party,,,Democratic Party,6,1,1,0,0,8
Washington,SG06,Straight Party,,,Democratic Party,8,1,3,0,0,12
Washington,SG07,Straight Party,,,Democratic Party,7,7,4,0,1,19
Washington,SG08,Straight Party,,,Democratic Party,15,5,4,0,0,24
Washington,SG09,Straight Party,,,Democratic Party,12,3,5,0,0,20
Washington,SG10,Straight Party,,,Democratic Party,6,1,4,0,0,11
Washington,SG11,Straight Party,,,Democratic Party,16,2,4,0,1,23
Washington,SG12,Straight Party,,,Democratic Party,17,9,4,0,0,30
Washington,SG13,Straight Party,,,Democratic Party,16,7,8,0,4,35
Washington,SG14,Straight Party,,,Democratic Party,47,13,22,0,1,83
Washington,SG15,Straight Party,,,Democratic Party,14,6,4,0,2,26
Washington,SG16,Straight Party,,,Democratic Party,16,7,7,0,0,30
Washington,SG17,Straight Party,,,Democratic Party,15,13,9,0,0,37
Washington,SG18,Straight Party,,,Democratic Party,12,4,3,0,0,19
Washington,SG19,Straight Party,,,Democratic Party,14,4,5,0,0,23
Washington,SG20,Straight Party,,,Democratic Party,24,9,3,0,1,37
Washington,SG21,Straight Party,,,Democratic Party,16,14,6,0,0,36
Washington,SG22,Straight Party,,,Democratic Party,22,18,4,0,2,46
Washington,SG23,Straight Party,,,Democratic Party,33,6,3,0,2,44
Washington,SG24,Straight Party,,,Democratic Party,12,3,7,0,0,22
Washington,SG25,Straight Party,,,Democratic Party,12,1,2,0,1,16
Washington,SG26,Straight Party,,,Democratic Party,7,3,4,0,0,14
Washington,SG27,Straight Party,,,Democratic Party,16,1,1,0,0,18
Washington,SG28,Straight Party,,,Democratic Party,15,4,4,0,1,24
Washington,SG29,Straight Party,,,Democratic Party,15,5,6,0,1,27
Washington,SG30,Straight Party,,,Democratic Party,22,8,3,0,0,33
Washington,SG31,Straight Party,,,Democratic Party,6,1,2,0,0,9
Washington,SG32,Straight Party,,,Democratic Party,6,3,0,0,0,9
Washington,SG33,Straight Party,,,Democratic Party,14,3,2,0,1,20
Washington,SG34,Straight Party,,,Democratic Party,12,7,5,0,0,24
Washington,SG35,Straight Party,,,Democratic Party,8,6,4,0,0,18
Washington,SG36,Straight Party,,,Democratic Party,16,7,8,0,0,31
Washington,SG37,Straight Party,,,Democratic Party,13,2,3,0,0,18
Washington,SG38,Straight Party,,,Democratic Party,22,2,2,0,2,28
Washington,SG39,Straight Party,,,Democratic Party,62,7,17,0,0,86
Washington,SG40,Straight Party,,,Democratic Party,11,2,3,0,0,16
Washington,SG41,Straight Party,,,Democratic Party,34,7,7,0,1,49
Washington,SG42,Straight Party,,,Democratic Party,4,1,4,0,1,10
Washington,SG43,Straight Party,,,Democratic Party,7,1,3,0,0,11
Washington,SG44,Straight Party,,,Democratic Party,0,0,0,0,0,0
Washington,SG45,Straight Party,,,Democratic Party,8,4,4,0,1,17
Washington,SG46,Straight Party,,,Democratic Party,55,11,14,0,3,83
Washington,SP95,Straight Party,,,Democratic Party,0,0,40,0,0,40
Washington,TQ96,Straight Party,,,Democratic Party,13,2,1,0,1,17
Washington,VI89,Straight Party,,,Democratic Party,0,0,18,0,0,18
Washington,WA60,Straight Party,,,Democratic Party,14,5,4,0,0,23
Washington,WA61,Straight Party,,,Democratic Party,18,5,1,0,1,25
Washington,WA62,Straight Party,,,Democratic Party,12,2,0,0,0,14
Washington,WA63,Straight Party,,,Democratic Party,14,2,0,0,0,16
Washington,WA64,Straight Party,,,Democratic Party,18,9,7,0,0,34
Washington,WA65,Straight Party,,,Democratic Party,5,1,5,0,0,11
Washington,WA66,Straight Party,,,Democratic Party,33,8,6,0,2,49
Washington,WA67,Straight Party,,,Democratic Party,8,9,5,0,0,22
Washington,WA68,Straight Party,,,Democratic Party,5,5,4,0,0,14
Washington,WA69,Straight Party,,,Democratic Party,5,4,0,11,0,10
Washington,Total,Straight Party,,,Democratic Party,1254,449,518,1,41,2263
Washington,AV51,U.S. House,2,Shaun Mccausland,,0,0,26,0,0,26
Washington,COAND,U.S. House,2,Shaun Mccausland,,0,0,0,0,0,0
Washington,COCDSR,U.S. House,2,Shaun Mccausland,,0,0,0,0,0,0
Washington,COCNBR,U.S. House,2,Shaun Mccausland,,0,0,5,0,0,5
Washington,CODAV,U.S. House,2,Shaun Mccausland,,0,0,13,0,0,13
Washington,CODIV,U.S. House,2,Shaun Mccausland,,13,0,0,0,0,13
Washington,CODXDR,U.S. House,2,Shaun Mccausland,,0,0,10,0,0,10
Washington,COGL,U.S. House,2,Shaun Mccausland,,0,0,1,0,0,1
Washington,COGUBL,U.S. House,2,Shaun Mccausland,,0,0,0,0,0,0
Washington,COHS74,U.S. House,2,Shaun Mccausland,,0,0,0,0,0,0
Washington,COHV28,U.S. House,2,Shaun Mccausland,,0,0,1,0,0,1
Washington,COHV29,U.S. House,2,Shaun Mccausland,,0,0,0,0,0,0
Washington,COLEED,U.S. House,2,Shaun Mccausland,,0,0,11,0,0,11
Washington,CONCF,U.S. House,2,Shaun Mccausland,,5,0,0,0,0,5
Washington,CONH,U.S. House,2,Shaun Mccausland,,14,0,2,0,0,16
Washington,COPINE,U.S. House,2,Shaun Mccausland,,0,0,0,0,0,0
Washington,COSN28,U.S. House,2,Shaun Mccausland,,0,0,0,0,0,0
Washington,COVE,U.S. House,2,Shaun Mccausland,,0,1,11,0,0,12
Washington,COWH,U.S. House,2,Shaun Mccausland,,7,1,0,0,0,8
Washington,EN82,U.S. House,2,Shaun Mccausland,,18,0,1,0,0,19
Washington,HIL97,U.S. House,2,Shaun Mccausland,,0,0,7,0,0,7
Washington,HU52,U.S. House,2,Shaun Mccausland,,22,2,1,0,4,29
Washington,HU53,U.S. House,2,Shaun Mccausland,,18,1,3,0,1,23
Washington,HU54,U.S. House,2,Shaun Mccausland,,13,2,5,0,0,20
Washington,HU55,U.S. House,2,Shaun Mccausland,,10,1,5,0,1,17
Washington,HU56,U.S. House,2,Shaun Mccausland,,14,4,8,0,0,26
Washington,HU57,U.S. House,2,Shaun Mccausland,,20,1,6,0,0,27
Washington,HU58,U.S. House,2,Shaun Mccausland,,27,6,2,0,0,35
Washington,HU59,U.S. House,2,Shaun Mccausland,,14,2,3,0,1,20
Washington,IV76,U.S. House,2,Shaun Mccausland,,11,0,1,0,0,12
Washington,IV77,U.S. House,2,Shaun Mccausland,,13,1,2,0,0,16
Washington,IV78,U.S. House,2,Shaun Mccausland,,8,2,4,0,0,14
Washington,IV79,U.S. House,2,Shaun Mccausland,,14,0,4,0,0,18
Washington,LA85,U.S. House,2,Shaun Mccausland,,58,1,5,0,0,64
Washington,LA86,U.S. House,2,Shaun Mccausland,,41,4,4,0,1,50
Washington,LA87,U.S. House,2,Shaun Mccausland,,50,1,6,0,4,61
Washington,LE90,U.S. House,2,Shaun Mccausland,,0,0,16,0,0,16
Washington,NH93,U.S. House,2,Shaun Mccausland,,0,0,0,0,1,1
Washington,RC94,U.S. House,2,Shaun Mccausland,,0,0,11,0,0,11
Washington,SC71,U.S. House,2,Shaun Mccausland,,7,0,0,0,0,7
Washington,SC72,U.S. House,2,Shaun Mccausland,,5,0,1,0,1,7
Washington,SC73,U.S. House,2,Shaun Mccausland,,12,3,1,0,0,16
Washington,SC74,U.S. House,2,Shaun Mccausland,,13,6,0,0,0,19
Washington,SG01,U.S. House,2,Shaun Mccausland,,11,2,3,0,0,16
Washington,SG02,U.S. House,2,Shaun Mccausland,,4,0,0,0,0,4
Washington,SG03,U.S. House,2,Shaun Mccausland,,11,1,3,0,1,16
Washington,SG04,U.S. House,2,Shaun Mccausland,,12,1,0,0,0,13
Washington,SG05,U.S. House,2,Shaun Mccausland,,3,1,0,0,0,4
Washington,SG06,U.S. House,2,Shaun Mccausland,,10,0,2,0,0,12
Washington,SG07,U.S. House,2,Shaun Mccausland,,7,0,1,0,0,8
Washington,SG08,U.S. House,2,Shaun Mccausland,,10,3,0,0,0,13
Washington,SG09,U.S. House,2,Shaun Mccausland,,6,1,1,0,0,8
Washington,SG10,U.S. House,2,Shaun Mccausland,,4,1,1,0,1,7
Washington,SG11,U.S. House,2,Shaun Mccausland,,13,2,0,0,0,15
Washington,SG12,U.S. House,2,Shaun Mccausland,,11,2,2,0,1,16
Washington,SG13,U.S. House,2,Shaun Mccausland,,7,0,0,0,0,7
Washington,SG14,U.S. House,2,Shaun Mccausland,,9,2,4,0,1,16
Washington,SG15,U.S. House,2,Shaun Mccausland,,12,0,1,0,0,13
Washington,SG16,U.S. House,2,Shaun Mccausland,,8,2,3,0,0,13
Washington,SG17,U.S. House,2,Shaun Mccausland,,4,3,0,0,1,8
Washington,SG18,U.S. House,2,Shaun Mccausland,,12,2,2,0,1,17
Washington,SG19,U.S. House,2,Shaun Mccausland,,7,1,1,0,0,9
Washington,SG20,U.S. House,2,Shaun Mccausland,,12,2,2,0,0,16
Washington,SG21,U.S. House,2,Shaun Mccausland,,6,0,3,0,2,11
Washington,SG22,U.S. House,2,Shaun Mccausland,,6,2,1,0,0,9
Washington,SG23,U.S. House,2,Shaun Mccausland,,14,0,1,0,1,16
Washington,SG24,U.S. House,2,Shaun Mccausland,,7,0,1,0,0,8
Washington,SG25,U.S. House,2,Shaun Mccausland,,4,0,0,0,2,6
Washington,SG26,U.S. House,2,Shaun Mccausland,,8,0,2,0,0,10
Washington,SG27,U.S. House,2,Shaun Mccausland,,9,2,0,0,0,11
Washington,SG28,U.S. House,2,Shaun Mccausland,,12,0,3,0,1,16
Washington,SG29,U.S. House,2,Shaun Mccausland,,9,1,0,0,0,10
Washington,SG30,U.S. House,2,Shaun Mccausland,,12,0,0,0,0,12
Washington,SG31,U.S. House,2,Shaun Mccausland,,10,2,5,0,0,17
Washington,SG32,U.S. House,2,Shaun Mccausland,,12,3,3,0,1,19
Washington,SG33,U.S. House,2,Shaun Mccausland,,4,2,1,0,0,7
Washington,SG34,U.S. House,2,Shaun Mccausland,,6,1,5,0,1,13
Washington,SG35,U.S. House,2,Shaun Mccausland,,7,1,2,0,2,12
Washington,SG36,U.S. House,2,Shaun Mccausland,,6,0,9,0,2,17
Washington,SG37,U.S. House,2,Shaun Mccausland,,12,0,4,0,0,16
Washington,SG38,U.S. House,2,Shaun Mccausland,,11,2,0,0,0,13
Washington,SG39,U.S. House,2,Shaun Mccausland,,13,1,1,0,0,15
Washington,SG40,U.S. House,2,Shaun Mccausland,,4,2,1,0,0,7
Washington,SG41,U.S. House,2,Shaun Mccausland,,9,0,1,0,0,10
Washington,SG42,U.S. House,2,Shaun Mccausland,,2,0,2,0,0,4
